,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.2622324,1.0520405,0.9830334,1.0454134,1.2330433,0.824795,0.9802963,0.7745662,0.62111616,1.235422,1.2496731,1.0045099,1.1249799,1.0898734,0.98643273,1.1928849,1.0731801,0.92016846,0.6164789,0.61001384,0.8719927,0.8816245,0.94889855,0.5148048,0.9913671,0.8658229,0.7918837,1.1751187,1.1784624,0.9593267,0.62718034,1.1254561,0.1927371,1.0621468,0.98509246,1.199281,1.2132244,0.92714214,1.0757118,0.43572688,0.95465124,1.1299613,0.92106247,1.1821649,0.9451445,1.1992621,1.0626388,0.8950873,1.1748425,0.97810775,1.1933498,1.1967717,1.1851168,0.83968747,1.0180119,0.7566284,0.9258071,1.112607,0.8548641,1.0290563,1.1459386,1.0647187,1.3070927,0.81697106,1.1970949,0.9674317,1.178065,1.172333,0.0,1.3661671,0.82632375,1.0553939,0.7227629,1.1349046,1.0890436,0.82067,1.1610376,1.1067339,0.8222352,1.2316576,1.0959892,0.84748924,0.9888291,1.051872,0.96547663,1.1023475,1.0029502,1.2351488,1.3103557,1.1822097,0.91077673,1.0158395,0.8996656,0.96862906,0.9959936,0.84994733,0.90305585,0.74997884,1.0343951,1.0968369,0.98270303,0.64345866,0.64542425,0.8736558,1.1767726,1.1002833,1.105698,0.8671041,1.2534144,0.90727735,1.2631938,0.8343414,1.0707741,1.0483516,0.9762951,1.235113,1.0084218,1.0554919,0.9648386,0.82075065,1.0962111,1.1795189,0.988328,1.2792559,1.0238717,0.6276529,1.1952697,1.090775,0.8624025,0.86772406,0.69901884,0.95327204,1.1529053,1.1303623,0.9213459,1.0053333,1.1379964
jeans,0.69312984,1.2275145,1.3757138,0.9141916,0.49908787,1.3650873,1.258151,1.3948495,1.4375846,0.6027171,0.3659441,1.2792916,0.7714633,0.7641164,1.1093304,0.46351826,1.0222279,1.1901362,1.4710215,1.384567,0.9559779,1.4344509,1.2061052,1.3472562,1.1413919,1.1343529,1.1881183,0.9560382,0.76732993,0.9517538,1.3837628,0.69742584,1.2635001,1.0820224,1.2246544,0.48706913,0.9928433,1.3832132,0.7790788,1.457268,0.9981253,0.823586,1.0506209,0.63173366,1.0829865,0.5916935,1.0652325,1.3466663,0.6981214,1.0162989,0.6250591,0.9261447,1.0322069,1.4936973,0.8960106,1.5293319,1.2852454,0.9801489,0.8931207,1.177246,0.76270306,1.0850171,0.5490174,1.2420043,0.6491518,1.2159961,0.6382209,0.41504383,1.3661671,0.0,1.467684,0.6901794,1.5226454,0.9171973,1.0761763,1.1280888,0.6009942,1.0187434,0.887557,0.7935781,1.1922386,1.443191,1.2420644,0.823787,1.3861732,0.69330084,1.1677859,0.3016253,0.14045858,0.7773231,1.429569,1.3606098,1.2293016,1.0690389,0.97611725,1.3368714,1.3873668,1.3952861,1.1364429,1.0510229,1.232397,1.188968,1.2859303,1.2627403,0.54801226,1.027616,0.84565973,1.2637836,0.27608347,0.968377,0.39681888,1.4150844,0.7208159,0.8922401,1.3628285,0.655096,1.1730525,0.86853194,1.0523931,1.5348735,1.0706315,0.93164635,0.7549288,0.2552246,0.7679088,1.5797669,1.0564717,1.1437054,1.2160043,1.4077271,1.4220979,1.0442799,0.92173684,0.91772175,1.0545855,1.2982528,0.7047838
knife,1.459373,0.691527,0.6300992,1.2670057,1.3129091,0.69541,0.7075888,0.6599343,0.6913142,1.3728902,1.5552963,0.49770486,1.2707723,1.2831675,1.1581466,1.4776216,0.9035378,1.0876606,0.37455666,0.8241434,1.379967,0.33343565,0.64362776,0.8285529,1.0085644,0.7254913,0.82954717,0.9559837,1.3431418,0.8248838,0.6915838,1.279464,0.8597723,0.8655983,0.8785753,1.4933045,1.219143,0.38970745,1.4284198,0.7381918,1.2870898,1.3470535,1.2359216,1.3985517,0.9939571,1.2835116,0.83823246,0.6815653,1.138489,1.1415274,1.3617086,0.791255,0.93084526,0.71043766,1.0729735,0.103070855,1.0478365,1.2923653,1.2420416,0.4813409,1.0760995,0.9824456,1.3379161,0.75041395,1.2240655,0.62850696,1.2899547,1.4031724,0.82632375,1.467684,0.0,1.2754943,0.42838728,1.2908986,1.0208709,1.1476108,1.4419541,0.7718834,1.0344753,1.1677399,0.6321395,0.38972902,0.47295827,1.1727824,0.60470116,1.2506986,1.2780985,1.466648,1.4327258,1.4114223,0.19559854,0.27462447,0.5787563,1.316654,0.72449803,0.7305747,0.58480346,0.63745224,0.89113593,0.7160478,0.771139,0.9377509,0.75326395,1.0376065,1.4394794,1.2455977,1.2025653,0.7159254,1.4815748,1.0352598,1.3369395,0.48753935,1.3021046,1.3069509,0.40142,1.3327551,1.1535907,1.0736625,1.2573357,0.15553582,0.8974447,1.03937,1.1042713,1.4877511,1.3745311,0.5059736,0.6539055,0.7291107,0.6769843,0.30666983,0.89988667,1.1147538,1.1838238,1.0959179,0.8053355,0.44969153,1.3505527
ladder,0.82587,1.3257707,1.4742854,1.1517578,0.7972694,1.391179,1.4081955,1.2367656,0.9153087,0.6572859,0.48247218,1.3424183,0.35605955,0.9924994,0.85787857,0.7389426,0.9415437,0.96962523,1.185863,1.1002436,0.71290094,1.3574173,1.1581247,1.0914041,1.0357568,1.0534805,1.0132089,1.161237,0.74728215,0.51345265,1.3392844,0.56558365,1.0196671,0.97797847,1.2269963,0.6308643,0.9802995,1.3578036,0.3418435,1.1245826,1.0907654,0.7350995,0.96761245,0.56995815,0.96349084,0.80228513,1.2827203,1.3944495,0.89583266,1.1862904,0.71544415,1.2931297,1.2005129,1.278292,0.9824414,1.2168185,1.1843367,0.8576556,0.69119483,1.2998395,1.0066262,1.2252233,0.7757665,1.0053372,0.9358428,1.3576674,0.70856255,0.7294017,1.0553939,0.6901794,1.2754943,0.0,1.2623203,0.8288504,1.1434221,1.019832,0.81861407,1.136738,0.7711746,1.0133203,1.4368438,1.209196,1.4155505,0.88094527,1.4356561,0.68823195,1.1966429,0.7097795,0.631047,0.82986844,1.3899453,1.4261777,1.1963152,1.0845606,1.1444271,1.119394,1.2628593,1.15731,1.120902,1.2778268,1.3648835,0.9299096,1.0920722,1.1505055,0.5310551,0.9188629,0.83436656,1.0923839,0.6672568,0.99738306,0.93601036,1.2426525,0.8624931,0.53549886,1.4815805,0.7939406,1.045359,0.97973484,1.0187769,1.3759103,1.2624102,1.0646085,0.73585725,0.72262526,0.655283,1.4482445,1.4354656,1.3240134,1.1505147,1.1799446,1.2296852,1.0261971,0.7627326,0.89899874,0.8358341,1.3537955,0.46006274
lamp,1.3458141,0.6632565,0.53922427,1.2467957,1.4150211,0.4936942,0.651201,0.66883594,0.69852734,1.3856312,1.5808375,0.6054529,1.2993147,1.2710717,0.95755094,1.5050559,0.8824499,1.0529472,0.32394278,0.798287,1.2723866,0.44750786,0.6499375,0.6763723,0.861387,0.697724,0.794832,1.1186395,1.2726655,0.91192645,0.54425377,1.2311225,0.8134969,1.0034405,0.84253013,1.500041,1.1927501,0.43403703,1.3413184,0.60108805,1.1905127,1.32026,1.099963,1.2985563,1.1582422,1.3326766,0.93606275,0.62607265,1.2307377,0.9951261,1.3237098,1.0822549,0.94177234,0.45652163,1.1532725,0.35715616,0.8108671,1.1360741,1.2517833,0.67012,1.2050393,1.1478848,1.4001377,0.80586195,1.4371332,0.6314314,1.3781769,1.3776448,0.7227629,1.5226454,0.42838728,1.2623203,0.0,1.206675,1.0924126,0.9984236,1.549118,0.98120993,1.025378,1.2901198,0.69744974,0.4545573,0.5902149,1.2149435,0.46124148,1.2904983,1.121351,1.5557696,1.4908929,1.3441621,0.3595345,0.5146906,0.5618706,1.152952,0.89974314,0.7470473,0.3443538,0.7228648,0.74107224,0.83549696,0.76024234,1.0177002,0.813529,0.99655527,1.3825269,1.0482308,1.2845502,0.826046,1.4861197,1.1362691,1.4241512,0.6159421,1.3193936,1.2584529,0.52151144,1.2448046,1.0257243,1.2104324,1.1489581,0.44067556,0.7474522,1.1381098,1.180298,1.515929,1.3699399,0.42693472,0.85016775,0.88326025,0.8251742,0.451764,0.6755902,1.1832217,1.0314085,1.0264767,0.8445215,0.6202402,1.2379879
meat,0.25669485,1.2337822,1.3341835,0.9725564,0.914101,1.2291919,1.3114619,1.1981745,1.1650326,0.93983424,0.74884546,1.368015,0.9223565,0.82085717,0.76266086,0.86840695,1.0181389,0.5883239,1.3506414,1.1887653,0.79040825,1.281868,1.1978817,1.2539086,0.8124835,1.3674029,1.10119,1.0449688,0.8495954,1.2058303,1.2588661,0.83607364,1.1172991,1.0897071,1.0526026,0.7433044,0.55184484,1.2525795,0.8458657,1.2005843,1.0272484,0.7525443,0.7493234,0.9119358,1.122621,0.8898977,1.181635,1.2332639,0.7271041,1.0804338,0.84357643,1.159888,1.125471,1.1665956,1.0891051,1.2705798,0.7589512,0.4848156,0.94816417,1.2406595,1.1946379,1.0242099,0.81010777,1.0344318,0.9229919,1.2100906,0.69460714,0.78909546,1.1349046,0.9171973,1.2908986,0.8288504,1.206675,0.0,1.176437,0.9904515,0.94845474,1.1284945,0.99158925,0.89209557,1.2368426,1.303907,1.3283579,1.0440466,1.2916944,1.0359868,1.0099243,0.8413532,0.88593525,0.36447817,1.3096862,1.2829764,1.2221643,0.9912411,1.2491663,0.9871384,1.2330807,1.1569259,0.86514074,1.1769799,1.1545897,1.0924108,1.273988,1.1170133,0.89616346,0.21934658,0.83108056,0.9375183,0.80440325,1.0801685,0.9962238,1.2736671,0.9220552,0.80267483,1.3284547,0.8991958,1.0413811,1.0703998,0.91194785,1.3550769,1.215265,1.0602047,1.0544577,0.8523265,0.8501332,1.2854563,1.2796106,1.2441255,1.1152592,1.307861,0.96556675,0.9660462,0.9225437,1.0959232,1.1789904,1.3256607,0.8625436
melon,1.1563257,1.0421476,0.6709724,0.81561965,1.042302,0.891728,0.70265454,0.7288558,1.1160079,0.9992597,1.0972941,0.86687464,1.0186028,0.9742541,1.1230826,1.029881,0.9017719,1.0853623,1.12092,0.9464305,1.1160846,1.0151451,1.0599774,0.9689358,0.9940318,0.94014287,0.98450243,0.79549396,1.1787325,1.0549806,1.0301423,1.123042,1.0901878,1.015657,0.9871715,1.0418383,1.078422,0.9678722,1.0375254,0.99073225,0.94480824,1.1435908,1.0357451,1.1384232,0.9339131,1.0723058,0.99475545,0.85559976,1.1340287,0.9703282,1.1751308,0.8702495,0.8663275,0.89291286,1.1436553,1.0448939,0.9473785,1.1256706,1.0452259,1.0475422,0.9886198,0.7317184,1.1242955,1.1138732,0.99596375,0.94907326,1.1730675,1.0706164,1.0890436,1.0761763,1.0208709,1.1434221,1.0924126,1.176437,0.0,1.0746602,0.9819941,0.98537004,1.0220884,1.0271524,0.9813823,0.99433625,0.92398304,1.0392989,0.8192841,1.067371,0.9808963,1.0973986,1.1057371,1.1404344,0.9703703,0.9364126,0.9829609,0.6638807,0.9420026,1.0614145,0.8835037,0.94462395,1.1568685,0.9223097,0.76172775,1.048941,1.0678635,0.7845497,1.121997,1.1984044,0.9727119,0.99081576,1.1706522,1.114262,0.9669414,0.9012083,0.9997353,1.0458157,0.96106285,0.93012,0.69572264,1.0726209,0.9397706,0.93225145,0.98909,0.931115,1.002364,1.1763963,1.0688081,0.8327842,1.0081543,0.8679242,0.97966105,1.0156108,0.88194174,0.8435548,0.9370368,0.91451687,1.0831069,1.0611956,1.106973
milk,0.9928576,1.1402698,1.1321828,0.9048235,1.0759174,0.9494866,1.0499895,0.9174723,0.8690498,1.0161927,1.057622,1.1811494,1.0045577,0.90499365,0.79244053,1.044897,1.1387434,0.8596547,0.94210064,0.78123915,0.78202456,1.1211922,1.0350298,0.7137269,0.9274039,0.9737988,1.0301994,1.0852022,1.026711,1.0725844,1.0463638,1.0608116,0.89377546,1.0142556,0.95335925,1.0525857,1.0005038,1.1240199,0.96003,0.6984455,1.0184109,1.0089052,0.81777185,0.9857438,0.992731,1.0023309,1.163233,0.98239255,1.1182616,1.0841191,1.0682184,1.1479877,1.1552145,1.0099958,0.84513915,1.0909833,0.9042504,0.88318574,0.8994912,1.2302111,1.052228,0.99016225,1.0999578,0.99616235,1.0585918,1.1034114,1.0851301,1.0644183,0.82067,1.1280888,1.1476108,1.019832,0.9984236,0.9904515,1.0746602,0.0,0.9399209,1.08109,0.9902605,1.0463958,1.1975121,1.0810971,1.1919521,1.0923609,1.083265,0.9624056,1.0117745,1.0941659,1.1241244,0.94861424,1.1562879,1.2036365,1.0643344,0.8713772,1.1353041,0.9536249,1.092935,0.9268626,1.0009556,1.1231205,1.0686232,0.79174453,0.9287799,0.9841111,0.95891815,0.91696364,0.9948103,0.89346904,1.0753425,0.89219815,1.1019428,0.9384757,1.0018675,0.94111884,1.1948931,1.1859329,0.812529,0.88542074,0.9655129,1.1628355,1.1288931,1.0396695,1.056028,1.0869812,0.9478425,0.95432925,1.1726577,1.2038077,0.9720805,1.1060405,0.79699194,0.98370326,1.0666701,0.997681,1.0292193,1.2220917,0.9803435
mitten,0.76006615,1.2912903,1.4513744,0.82552326,0.7139202,1.3721722,1.2803442,1.2190166,1.1520476,0.9072223,0.5561267,1.3031484,0.8234705,0.5795916,0.9553752,0.41566747,1.1361501,1.0247957,1.458953,1.1696019,0.81730866,1.3862765,1.2125132,1.1666753,1.1010077,1.2242246,1.1952698,0.8425945,0.9369314,1.0205486,1.355478,0.9950593,1.1508648,0.8841506,1.1123116,0.61736655,0.9976976,1.4908414,0.831394,1.2279055,1.0090718,0.85487574,0.7636782,0.9049346,0.92515254,0.64263844,1.106485,1.2747612,1.0407022,1.0988859,0.87300056,0.85636693,0.9868452,1.3600277,0.51435554,1.4934659,1.063868,0.9964942,0.85220015,1.3266988,0.2967903,0.83133733,0.8003875,1.1126068,0.4608692,1.1130638,0.79027855,0.7158053,1.1610376,0.6009942,1.4419541,0.81861407,1.549118,0.94845474,0.9819941,0.9399209,0.0,1.0019395,0.8652046,0.7443121,1.358511,1.2690568,1.333543,0.77464014,1.3798866,0.86254865,0.8399396,0.52775216,0.56320584,0.81831884,1.511908,1.4528677,1.2711363,0.88379145,0.9499314,1.217513,1.4155471,1.2990143,1.2451639,1.0940787,1.2664452,0.79416907,1.0049348,0.9694535,0.83265877,1.0514265,0.75452393,0.9763615,0.72060066,0.6239129,0.725637,1.1773728,0.96640575,1.0002284,1.315213,0.87221485,0.8833655,0.49801534,1.0636786,1.4957471,1.2264775,0.9750648,0.74132407,0.65217024,0.82625884,1.4742328,1.059769,1.1303126,1.0628306,1.2568462,1.0636959,1.0062497,1.0129912,0.98090464,1.0650299,1.3277327,0.96735245
mop,1.1430401,0.9838024,0.9941191,1.0579756,1.0588366,1.0296929,0.9511689,0.97392726,1.0540262,1.007367,1.1773881,0.8312103,1.066841,1.1183587,1.0847769,1.1753641,1.0577158,1.0987556,0.9220279,1.1715915,1.1327806,1.0037553,0.53770787,1.051685,0.9953572,0.8141916,0.94505686,0.83686054,1.1936586,0.9432779,0.91955936,1.0964004,1.032626,0.8249369,0.9024825,1.213039,1.0282025,0.88611835,1.1643044,1.0880499,0.9895159,1.175428,1.0866258,1.0633694,0.7376227,1.0386356,0.9342979,0.9749826,1.0630467,0.868641,1.1920543,0.84931016,0.9336968,1.0332327,0.932522,0.9083871,1.0037831,1.1350793,1.1708084,0.94728124,0.93637246,0.68445456,1.1525666,1.0663259,1.0412397,0.98515683,1.1807872,1.1343012,1.1067339,1.0187434,0.7718834,1.136738,0.98120993,1.1284945,0.98537004,1.08109,1.0019395,0.0,1.1017432,0.97985214,0.9266341,1.0056574,0.8257632,1.0877035,0.9976886,1.082692,1.0654613,1.12614,1.0665218,1.1772327,0.773602,0.692283,0.94283795,1.0708243,0.9982388,1.0940168,0.88588613,1.0696539,1.0985634,0.97094476,0.93985575,1.0206624,0.8876856,1.0439782,1.1047919,1.153711,1.0929583,0.82640386,1.1692897,1.0226431,1.0329927,0.8635201,1.117958,1.0916392,0.8812071,1.098018,0.9876904,0.939255,1.2129577,0.847794,0.98730654,0.6248903,1.0905232,1.1480019,1.1698562,1.018079,0.8770406,0.8182231,0.6827913,0.93695176,1.0837717,1.0846326,1.0566701,0.86524576,0.65506655,0.88844573,1.1331775
motorcycle,0.89902097,1.2453475,1.263785,1.0783277,1.0856166,1.2072456,1.208967,1.0900202,0.84458184,0.9743156,0.837254,1.0659385,0.83879733,0.9636127,0.89547414,0.94361305,1.0623358,0.9828111,1.0332156,0.92479503,0.8571278,1.2003419,1.085436,0.9628953,1.0028089,1.0183611,0.61344916,1.1822083,0.90320814,0.85211307,1.0411874,0.8783862,0.80596864,1.0395795,1.1929668,0.8971072,1.1546065,1.1885964,0.8011346,0.9579092,1.0861069,0.86946416,0.93640804,0.9686523,0.9691542,0.966894,1.0778712,1.3104484,0.91247153,1.0073119,0.9528647,1.2682071,1.1250944,1.044824,0.9731825,0.98928833,0.96054673,1.053804,0.8940878,1.1155995,0.907913,1.1931312,0.94323134,0.94457835,1.0638838,1.0841982,0.8714012,0.92331284,0.8222352,0.887557,1.0344753,0.7711746,1.025378,0.99158925,1.0220884,0.9902605,0.8652046,1.1017432,0.0,1.1130601,1.317095,1.033328,1.2449588,1.0077103,1.2655287,0.8888272,1.0063344,0.95089936,0.84799516,0.9913259,1.1200746,1.1982337,0.9492005,1.0554614,1.036899,1.0415634,1.0574675,0.98141015,1.0324134,1.1095924,1.2774107,0.73313135,0.7987432,0.91435677,0.89678514,0.9826647,0.9252082,0.95533615,0.9203449,0.8319177,1.0698335,1.0837532,0.99301606,0.9683143,1.1379567,0.9391519,1.0267546,1.0440329,1.097671,1.1206986,1.044395,1.1711673,0.22833204,0.8964367,0.9676454,1.074651,1.3207488,1.2056111,1.0369133,1.0329347,1.0078223,1.0496749,0.9078267,0.76865983,0.86266774,1.1405426,0.91721106
mouth,0.9204665,0.8322913,1.0774795,0.9018063,0.84708416,1.1026623,0.993417,1.2703805,1.3756828,1.0251465,0.9678298,1.0657653,1.1010026,0.99472207,1.0075989,0.9681868,1.1622139,1.1364592,1.2719288,1.2694812,1.0908027,1.2059458,1.0724342,1.2796011,1.0656284,1.1972431,1.1955,0.8999794,1.0016778,1.1771786,1.1389639,1.0775229,1.259328,0.97485083,1.0642016,0.9795689,0.8853061,1.1624526,1.122647,1.2737107,0.8974166,0.94955146,1.0373464,0.9997777,1.01625,0.89533,0.7297939,0.96770203,1.0257448,0.9918349,0.7198012,0.6095114,0.9555441,1.23358,0.9485815,1.2944667,1.1402051,1.0013901,0.8990669,0.7744985,0.85502577,0.754775,0.48403066,1.0942072,0.5953935,0.94594693,0.958376,0.87749726,1.2316576,0.7935781,1.1677399,1.0133203,1.2901198,0.89209557,1.0271524,1.0463958,0.7443121,0.97985214,1.1130601,0.0,0.84166855,1.3641957,0.93083227,0.5799606,1.1533879,1.0387807,0.98055136,0.84229064,0.77879345,0.90569144,1.1651489,1.0485698,1.2088627,0.98274434,1.1888301,1.2262975,1.148654,1.3236364,1.1671063,1.0075965,0.9447436,1.2571412,1.2559416,1.038952,0.9736983,0.9749924,0.8051572,1.1042943,0.7845556,0.9899047,0.76759225,1.1624398,1.0168666,1.0734676,1.0331403,1.112885,1.1437309,0.8689134,0.98811126,1.1736841,0.9053172,0.92703265,0.97989184,0.7830306,1.0637832,1.3000228,0.641575,1.0241265,1.0974046,1.3228152,1.2227434,1.1745822,0.99883384,0.8967621,1.1102426,0.8445413,1.0207429
nail,1.3526915,0.38250828,0.28643596,1.0155015,1.0763879,0.49389488,0.53361094,0.99752045,1.1938038,1.2791885,1.400038,0.501234,1.4146073,1.3138585,1.3083417,1.3291351,0.9448009,1.2258195,0.68847334,1.1809359,1.4320402,0.5828125,0.8407831,1.1121042,1.1267357,0.8561776,0.9729084,0.92237085,1.2089831,1.2305317,0.6989217,1.2268478,1.1518288,1.0898366,0.87847733,1.3410493,1.08817,0.26521873,1.3987759,1.0633594,1.0933487,1.2810885,1.2193334,1.2743938,1.1407877,1.2225047,0.6240519,0.46311593,1.0976877,0.8269789,1.1280445,0.50251913,0.784974,0.7653474,1.1911418,0.775692,1.1402719,1.2581334,1.3788366,0.37613142,1.0824833,0.86869067,1.0862052,1.0393612,1.0517403,0.5640931,1.2274696,1.1930861,1.0959892,1.1922386,0.6321395,1.4368438,0.69744974,1.2368426,0.9813823,1.1975121,1.358511,0.9266341,1.317095,0.84166855,0.0,0.8737559,0.40634,1.0002182,0.40443408,1.247793,1.0388114,1.2784879,1.264259,1.2825875,0.36720145,0.30179012,0.90055764,1.1448517,0.9580006,0.99540377,0.6863462,1.0439337,0.85132754,0.6900104,0.56662357,1.3951161,1.098183,1.1013608,1.3379395,1.152879,1.2074808,1.1401886,1.2163332,1.2610538,1.0488092,0.91569185,1.2200959,1.2455015,0.27923065,1.2022681,1.1886181,1.1103488,1.1340744,0.59848356,0.5928691,0.97787905,1.3178145,1.235554,1.350105,0.4988634,0.25059044,0.6352584,1.0757334,0.80691695,0.9608496,1.245148,1.1216115,1.0895259,1.1512789,0.23795182,1.221581
napkin,1.3359113,0.8012785,0.6999797,1.2653664,1.42804,0.73795724,0.72706544,0.6082928,0.5408193,1.3787525,1.3458643,0.6524235,1.1126842,1.113373,1.0675416,1.1816831,0.87951577,0.9980663,0.444798,0.7120079,1.2170632,0.27849948,0.82273656,0.69610655,1.0296438,0.711886,0.7482626,1.0588255,1.1887693,0.7339646,0.71931165,1.313939,0.83830535,0.9935743,0.8787027,1.2864242,1.2358252,0.62403864,1.2533922,0.6293687,1.3065934,1.1635681,1.0641353,1.3925877,1.0535127,1.209105,1.0253959,0.706733,1.1529517,1.1490777,1.4153433,1.0964817,0.9738202,0.64322734,0.99983346,0.3271246,0.9374345,1.2600002,1.3429948,0.7949279,0.8205795,1.1240678,1.4540989,0.5911801,1.4300097,0.55034006,1.2886395,1.382333,0.84748924,1.443191,0.38972902,1.209196,0.4545573,1.303907,0.99433625,1.0810971,1.2690568,1.0056574,1.033328,1.3641957,0.8737559,0.0,0.71286577,1.298934,0.5773045,1.261818,0.99206567,1.4311006,1.4335091,1.3928986,0.5482457,0.6588781,0.53536403,1.2528305,0.50658566,0.6304782,0.63191324,0.60438883,0.7983911,0.6367483,0.84050196,0.72398335,0.6834612,0.92273957,1.405045,1.2091792,1.2719835,0.807981,1.5141182,0.88191044,1.3651948,0.51338255,1.3746254,1.2121024,0.5092064,1.1097234,0.9625327,1.0526458,1.3629291,0.40351307,0.96143633,1.1861097,1.0459131,1.4884776,1.2768126,0.4972381,0.8600331,0.8045211,0.7157061,0.035808265,0.74805164,1.0968909,1.1869555,0.99237883,0.8766343,0.7187661,1.3020539
necklace,1.3973308,0.44980288,0.5097156,1.1866381,1.1095946,0.7786428,0.5889828,0.9190889,0.97215265,1.3653805,1.5377644,0.29281855,1.4137567,1.1784953,1.1696135,1.3655843,0.9940735,1.2135637,0.65037316,1.1344304,1.4070749,0.5752652,0.70090467,0.9725857,1.0281236,0.64915705,0.9565674,0.87984616,1.3449898,0.9755088,0.65394306,1.3429466,0.98118794,0.94848347,0.93803924,1.4077184,1.0892652,0.4458952,1.4967103,0.98017967,1.1842694,1.390165,1.1450634,1.291877,0.9424841,1.1567372,0.5766807,0.7487664,1.173362,0.9922496,1.278983,0.53668845,0.88221097,0.8019542,1.0840104,0.6144952,1.0303609,1.2213225,1.4009966,0.3418175,0.9528413,0.9816621,1.1707458,0.9779116,1.0971966,0.48509198,1.2972999,1.2528758,0.9888291,1.2420644,0.47295827,1.4155505,0.5902149,1.3283579,0.92398304,1.1919521,1.333543,0.8257632,1.2449588,0.93083227,0.40634,0.71286577,0.0,1.0340773,0.5744748,1.2333941,1.1405936,1.3104866,1.2338421,1.4109637,0.31944466,0.25461584,0.58530676,1.3106782,0.64615023,1.0261703,0.61001563,1.0266465,0.89652157,0.6138684,0.7093388,1.2604119,0.92019594,1.1815366,1.3907061,1.2033254,1.1602669,0.95798314,1.2823001,1.1451838,1.0833731,0.6633702,1.3685853,1.4323478,0.34377742,1.227498,1.1899465,1.0285957,1.2513299,0.51135355,0.53984314,0.90078557,1.1629311,1.2770581,1.5231608,0.59591234,0.35914862,0.4994415,0.9161775,0.65227205,0.98998874,1.2586251,1.1576817,0.95607305,0.8791802,0.32182807,1.3783827
nose,1.0739396,0.98652405,1.1382735,0.9928378,0.8384238,1.1206424,1.0523809,1.1584839,1.2783169,0.95135653,0.94736737,1.2012349,1.0531893,1.0581547,0.91432047,0.9232948,1.0605868,1.2798662,1.1920557,1.1233428,1.0790839,1.1404153,1.151506,1.1878453,1.0950451,1.1969228,1.1926284,0.9511147,0.904576,1.100822,1.1510285,1.0329955,1.0819721,1.019587,1.1002499,0.96299654,1.0819684,1.2512665,1.0298227,1.1762618,0.79684913,0.851269,1.0254842,0.86762214,1.0185324,0.89874464,0.89236623,0.99512637,1.0609546,0.9032375,0.51096964,0.77093124,0.8819588,1.1706932,1.0029966,1.2161607,1.0993412,1.0974505,0.6187278,0.74981534,0.88925683,0.89998686,0.6157664,0.9985621,0.60342014,1.1302571,0.8052657,0.8901493,1.051872,0.823787,1.1727824,0.88094527,1.2149435,1.0440466,1.0392989,1.0923609,0.77464014,1.0877035,1.0077103,0.5799606,1.0002182,1.298934,1.0340773,0.0,1.1285075,0.9518569,1.0215056,0.87535083,0.7622556,1.0835675,1.247993,1.1980674,1.2013637,0.9018538,1.2092862,1.1895123,1.1667969,1.1720088,1.0765413,1.0605028,1.0092089,1.0723805,1.2242231,0.94702464,0.91548955,1.1004368,0.96456486,1.1786281,0.79109347,0.9985789,0.75995433,1.189264,0.9378565,1.1295453,1.204077,1.0222474,1.0574391,0.9662368,0.9159181,1.1008635,0.97680014,0.97666585,0.8724788,0.8040291,1.0236235,1.3155066,0.86807144,1.0943749,1.1410767,1.2926998,1.1851757,1.0837203,0.9384902,0.93945724,1.156437,0.94133306,1.0066528
