,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.5734737,1.4172523,1.5154301,1.0057089,0.5181661,1.3999965,1.3857652,1.403245,1.2068651,0.4762066,0.0,1.4979862,0.5186216,0.7140944,1.0189085,0.20617735,0.9372449,0.8517046,1.5644877,1.2265592,0.6371639,1.5561603,1.3337078,1.3047416,1.0791909,1.2771771,1.099416,1.2063377,0.6725993,0.91045254,1.4365351,0.51266724,1.165482,1.0384083,1.3377004,0.14468539,0.9216753,1.4864904,0.41285872,1.3928806,1.0200903,0.69990575,0.9662685,0.54976636,0.9796753,0.68863475,1.3626943,1.453595,0.7154882,1.0893171,0.57782394,1.2342176,1.1135228,1.452637,0.9213374,1.5296905,1.2683253,0.8157991,0.8003085,1.4374803,0.89148676,1.1612681,0.6386783,1.1751041,0.78924614,1.3695152,0.5678568,0.39724445,1.2496731,0.3659441,1.5552963,0.48247218,1.5808375,0.74884546,1.0972941,1.057622,0.5561267,1.1773881,0.837254,0.9678298,1.400038,1.3458643,1.5377644,0.94736737,1.496332,0.6425053,1.0857352,0.29826707,0.42165506,0.49435604,1.5870795,1.5831395,1.40826,1.0425267,1.0196077,1.2981393,1.516216,1.2966468,1.2174503,1.2491139,1.4517201,0.97556853,1.2064615,1.1880383,0.46164864,0.9116713,0.78621477,1.1955506,0.36603606,0.94947207,0.66125447,1.4409148,0.6302676,0.58199656,1.5481777,0.49425894,1.0919347,0.899664,0.96559143,1.6367836,1.2882204,0.97323745,0.8183307,0.38776588,0.4572053,1.570495,1.3996251,1.3299748,1.2037233,1.3502994,1.2967794,0.91018325,0.8551139,1.0464163,1.0788763,1.5430508,0.49901974
belt,1.4140992,0.48188412,0.5043127,1.1677461,1.1910808,0.83229494,0.65128005,0.98395413,0.9135419,1.3131683,1.4979862,0.0,1.3078662,1.2052021,1.2399806,1.3395485,0.9093975,1.2060046,0.5697096,1.0723122,1.3444555,0.67014015,0.60873216,0.8834212,1.1113852,0.4799447,0.78389543,0.9546286,1.1962214,0.8399868,0.7094265,1.3121012,1.018883,0.87852,0.98735434,1.3979347,1.1904899,0.4171003,1.415366,0.9324013,1.2040596,1.3022299,1.2123586,1.2575959,0.90959966,1.0908482,0.6282285,0.8711908,1.1758553,0.9832715,1.3506075,0.7485116,0.87801427,0.72440326,1.0656717,0.6104106,1.0779026,1.3201886,1.3856035,0.53946596,0.89011025,1.0033495,1.2162879,1.0942162,1.2364873,0.52152896,1.2880752,1.4019148,1.0045099,1.2792916,0.49770486,1.3424183,0.6054529,1.368015,0.86687464,1.1811494,1.3031484,0.8312103,1.0659385,1.0657653,0.501234,0.6524235,0.29281855,1.2012349,0.60611093,1.0753943,1.0316324,1.384207,1.2240669,1.4682783,0.30556786,0.27104253,0.6184218,1.2279863,0.6374041,1.037933,0.617427,0.9850702,0.88195485,0.72718406,0.82482356,1.1747632,0.82558644,1.0418665,1.3074114,1.2174631,1.153198,1.0069188,1.377902,1.1364942,1.1306659,0.7090402,1.3388195,1.3674093,0.28718507,1.1966732,1.0628654,1.0498915,1.2661624,0.539933,0.37803346,0.91064656,0.95313615,1.3476774,1.4415421,0.55830467,0.5441438,0.48506385,0.8980096,0.5823022,1.0018688,1.2411091,1.0686582,0.81365615,0.7289306,0.3326518,1.2634695
bench,0.89744306,1.3045896,1.3775932,1.0359844,0.84031737,1.3484453,1.3449185,1.1243182,0.8036752,0.4980095,0.5186216,1.3078662,0.0,0.96891326,0.9362581,0.768772,0.97380424,0.8681518,1.2565904,0.9651165,0.6335647,1.3382387,1.1544123,0.9771575,1.0754197,0.99387705,0.934411,1.1556311,0.84156406,0.5439438,1.2696228,0.6680469,1.0330876,0.8814348,1.2037818,0.67025197,0.93918526,1.3574456,0.34120464,1.0685099,1.0039481,0.84219396,1.0260988,0.6269382,0.6823361,0.8975571,1.2806145,1.3436605,0.9614831,1.103515,0.908805,1.2707849,1.2122278,1.2864034,0.99356705,1.247972,1.173175,0.893369,0.81419504,1.4146299,0.9708401,1.1501844,0.927508,0.97934043,0.98333323,1.3309513,0.8478097,0.8562238,1.1249799,0.7714633,1.2707723,0.35605955,1.2993147,0.9223565,1.0186028,1.0045577,0.8234705,1.066841,0.83879733,1.1010026,1.4146073,1.1126842,1.4137567,1.0531893,1.3666501,0.6036196,1.0393729,0.78694427,0.76608187,0.8097043,1.372061,1.379837,1.1944774,0.95226914,1.1521485,1.1224967,1.3231401,1.0813239,1.200093,1.2759875,1.3361578,0.8843099,0.96574736,1.0352991,0.61843824,0.98362255,0.9392151,0.98881406,0.8176829,0.89476687,0.9290007,1.0684115,0.8234925,0.6626387,1.4001675,0.75760275,0.8855573,0.98482543,0.9806619,1.3317571,1.2433008,1.0205562,0.81640226,0.8255807,0.6998428,1.3219815,1.4069175,1.1958661,1.0877001,1.1162738,1.2080443,0.83296645,0.82204115,0.825497,0.890102,1.3669469,0.60639966
bib,0.68437356,1.2873671,1.3403387,0.85677505,0.9075692,1.2285851,1.1927685,1.0361435,1.0725976,0.942168,0.7140944,1.2052021,0.96891326,0.0,1.012267,0.59933436,1.0866036,0.7255198,1.346238,1.1654608,0.7889464,1.2392333,1.2567542,1.1168866,0.86365366,1.2657299,1.1168107,0.9123392,1.0434941,1.0833004,1.1891729,0.9957422,1.1194862,1.1146929,1.1982325,0.7182529,0.79084,1.3650799,0.9299742,1.1787268,1.0019544,1.0100361,0.7026158,0.98158574,1.1285269,0.69017595,1.1387534,1.2375231,0.9766057,1.0921013,1.0073956,1.0949404,1.1125526,1.1076107,0.73811203,1.279006,0.89364076,0.7852484,0.94783527,1.2458451,0.748335,0.77878416,0.9546673,1.0209736,0.80700463,1.0507724,0.86350095,0.7694484,1.0898734,0.7641164,1.2831675,0.9924994,1.2710717,0.82085717,0.9742541,0.90499365,0.5795916,1.1183587,0.9636127,0.99472207,1.3138585,1.113373,1.1784953,1.0581547,1.2265524,1.06031,0.9231312,0.5510727,0.70831996,0.6714187,1.3609102,1.3701856,0.989682,0.9365155,0.8886046,1.1409363,1.1761749,1.1753752,1.1597718,0.95544755,1.226358,0.9029241,1.0322938,1.0768399,0.9351198,0.8697734,0.72426903,0.88081604,0.7194066,0.82003987,0.7511313,1.1220582,0.92441154,1.0240319,1.2118609,0.8475951,0.978813,0.7454649,0.96438915,1.3772805,1.2071424,1.2171744,0.8710904,0.62535393,0.8830861,1.265031,1.1901345,1.0503725,0.8982848,1.1322657,0.8576873,0.954884,1.0191615,1.0610362,1.1418464,1.330492,1.0181013
bird,0.6498473,1.2173502,1.2450266,1.1719563,1.0936327,1.154854,1.1580474,1.0471619,0.9746295,1.0427659,1.0189085,1.2399806,0.9362581,1.012267,0.0,1.046795,1.1968598,0.91672343,1.1097546,0.9920722,0.9184692,1.1647685,1.0207365,1.0993185,0.77774787,1.1756328,1.076154,1.1010879,0.6564271,1.0686628,1.1213847,0.9680366,0.96899927,0.99589556,0.9790344,0.99992156,0.774066,1.2362173,0.8929161,0.9835356,1.003151,0.6642662,0.7527293,0.9364842,0.92970836,1.0193108,1.1300915,1.1395556,1.0265898,1.0355072,0.94411135,1.1860583,0.93609524,0.95231223,0.88279945,1.0889311,0.46936762,0.6526815,0.94861674,1.209337,1.0097955,1.1709328,1.0465229,0.91006607,1.0562063,1.1501946,0.8797176,1.097451,0.98643273,1.1093304,1.1581466,0.85787857,0.95755094,0.76266086,1.1230826,0.79244053,0.9553752,1.0847769,0.89547414,1.0075989,1.3083417,1.0675416,1.1696135,0.91432047,1.2408817,1.0282849,0.8760265,1.132487,1.0687976,0.8840134,1.2209052,1.2472345,1.0364404,1.0318272,1.2090561,0.9977839,1.0130061,1.0576433,0.692745,1.160919,1.1392459,0.9055359,1.0761608,0.89621377,1.0075474,0.5568094,1.0362039,0.72538626,1.0959349,0.9016372,1.163006,1.056407,1.1241834,0.89528793,1.2542633,1.0594124,1.06079,0.954153,1.0253018,1.1077317,1.1384127,0.94376695,0.97852224,1.0700642,1.0403974,1.2082412,1.2575874,1.155334,0.9566034,1.1014688,0.8737267,1.0499194,0.970911,0.98724306,0.9582908,1.256645,1.0575292
blanket,0.66993725,1.3289447,1.4132454,1.0121819,0.62519807,1.3457525,1.2838987,1.30407,1.2346561,0.72566426,0.20617735,1.3395485,0.768772,0.59933436,1.046795,0.0,0.95225126,1.003078,1.5131052,1.175262,0.83025235,1.3479601,1.3013263,1.2787032,1.0624638,1.2749565,1.2190937,0.99984,0.73532563,0.9771147,1.3743961,0.7638168,1.1321176,1.084351,1.2201998,0.24642724,0.97334373,1.4282999,0.67456424,1.3197851,1.0033653,0.7188177,0.9003468,0.731031,1.0580976,0.59790576,1.2827394,1.3402343,0.8053024,1.1370778,0.7396821,1.1134461,1.0798876,1.3149232,0.8327766,1.4424462,1.1983159,0.9191278,0.874316,1.3224845,0.70432556,1.1244999,0.762642,1.1480634,0.7371628,1.16385,0.6313905,0.5014321,1.1928849,0.46351826,1.4776216,0.7389426,1.5050559,0.86840695,1.029881,1.044897,0.41566747,1.1753641,0.94361305,0.9681868,1.3291351,1.1816831,1.3655843,0.9232948,1.3283547,0.7654687,1.0044284,0.3506477,0.4663542,0.71789324,1.514593,1.5031849,1.3781492,1.0418476,0.7037176,1.169224,1.4049224,1.2270807,1.1962125,1.0620257,1.2954121,0.92311454,1.1796546,1.1414486,0.66324604,0.9881108,0.76183355,1.203685,0.48266256,0.9544629,0.6486559,1.3636062,0.76673377,0.82443005,1.4463156,0.6158961,1.031807,0.80902696,1.0102148,1.5193014,1.2308422,0.9715269,0.8457668,0.4725319,0.58022517,1.5098028,1.2694006,1.1806717,1.1993672,1.1876756,1.2218446,0.9547495,0.92960393,1.1172664,1.103085,1.4313297,0.7426355
boat,1.0490636,0.9809019,0.83751416,1.127214,0.885772,0.91937613,0.9751814,1.0043226,1.0761572,0.9222573,0.9372449,0.9093975,0.97380424,1.0866036,1.1968598,0.95225126,0.0,1.0245724,0.9775037,0.8717526,1.1347125,0.91127247,1.06099,0.99164546,1.0749558,0.94531006,0.9577688,1.0575722,1.0420047,0.885518,0.9966418,1.0290625,1.0934155,1.039596,1.0111443,0.97743475,1.1380165,0.82199466,1.0026852,0.9962889,1.0758328,1.0347259,1.1341141,1.0283309,1.1526146,1.0248643,1.1785285,0.9968671,1.0224991,1.0390556,0.9906625,1.1093554,0.88966763,0.8830541,1.1330891,0.8083926,1.1456288,1.1166904,0.9367872,1.0567255,1.1510968,1.0791924,1.0231762,1.0601779,1.0755242,1.0633321,1.0120025,0.9819361,1.0731801,1.0222279,0.9035378,0.9415437,0.8824499,1.0181389,0.9017719,1.1387434,1.1361501,1.0577158,1.0623358,1.1622139,0.9448009,0.87951577,0.9940735,1.0605868,0.825153,0.9484794,1.1761459,0.99406177,1.0042583,1.027834,0.877609,0.94216865,1.0597763,1.0537531,1.0014426,0.8781017,0.8862747,0.70313793,1.1147125,1.0290581,0.9900449,1.0182887,1.0289179,1.0512835,0.96192944,1.0932009,1.0184886,1.1312943,0.9614808,1.2107266,1.0510345,1.0670149,0.841728,0.9993902,0.9978271,0.86522806,0.9397705,1.1160816,0.8604981,0.8916612,0.9939282,1.0513659,1.1276699,1.0370929,0.67717046,0.94450897,1.0980008,0.9830279,1.0488747,0.86838806,1.0716358,0.84781367,0.86889774,1.0399774,1.049416,1.0592204,0.7316959
book,0.66216195,1.1895639,1.1610323,0.9947648,1.0901706,1.1251721,1.2016456,0.992896,0.78343093,1.0507582,0.8517046,1.2060046,0.8681518,0.7255198,0.91672343,1.003078,1.0245724,0.0,1.1442032,0.94358605,0.3966154,1.1739788,1.1417415,0.9942837,0.7902782,1.149614,0.8311655,1.14502,1.0442392,1.0214998,1.0395238,1.0481471,0.98380995,0.92849755,1.1335267,0.74941015,0.501721,1.0478657,0.8380238,0.99308777,1.092976,0.99503756,0.69157445,1.0581446,0.874617,1.079021,1.2149262,1.1837361,1.0864611,1.086184,1.0476689,1.2149228,1.2039154,0.8793864,1.088551,1.0420616,0.7835342,0.48105043,1.0475302,1.2668542,1.2302037,0.8366604,1.0874403,1.0138569,1.0731962,1.1497666,1.0217977,0.9861257,0.92016846,1.1901362,1.0876606,0.96962523,1.0529472,0.5883239,1.0853623,0.8596547,1.0247957,1.0987556,0.9828111,1.1364592,1.2258195,0.9980663,1.2135637,1.2798662,1.1139094,1.0509192,0.96078277,1.0446476,1.198842,0.2785194,1.1065713,1.1350791,1.0926715,1.0313152,1.1472172,0.9548204,1.0242667,0.95662814,1.06649,1.1473423,1.1521304,0.86574197,0.95722514,1.0177581,1.0020541,0.5509841,0.9613371,0.8293602,1.0769082,0.9811201,1.1975218,1.033764,1.0363647,0.8309629,1.1396701,1.0615968,1.0341668,1.0661137,1.0397598,1.1711543,1.1862923,1.1118588,1.0704193,1.0728076,0.8421756,0.9525722,1.298497,1.1716106,0.9190173,1.0316012,0.66451883,0.8245086,0.9051294,0.9935401,0.9926466,1.2461885,0.8901197
bottle,1.501005,0.60438675,0.57288456,1.1555452,1.369334,0.63009197,0.7289062,0.753331,0.59828264,1.3932776,1.5644877,0.5697096,1.2565904,1.346238,1.1097546,1.5131052,0.9775037,1.1442032,0.0,0.7877308,1.2120411,0.4764089,0.53660256,0.4962392,1.0779934,0.38284457,0.6972878,1.1183258,1.3085006,0.76687574,0.5887581,1.2101067,0.75442266,0.9407223,0.90673715,1.5321902,1.2661524,0.39072496,1.2980515,0.41756785,1.1575326,1.3360491,1.1805956,1.239545,1.0501959,1.2095544,0.83338845,0.65699613,1.2416046,1.1065366,1.391009,1.0397146,1.0703628,0.6366955,1.0231539,0.39744854,1.0736452,1.2782605,1.0965036,0.674085,1.0441006,1.1150738,1.3882277,0.7966775,1.4254546,0.68957865,1.4054356,1.4496597,0.6164789,1.4710215,0.37455666,1.185863,0.32394278,1.3506414,1.12092,0.94210064,1.458953,0.9220279,1.0332156,1.2719288,0.68847334,0.444798,0.65037316,1.1920557,0.53097737,1.1463348,1.1490561,1.5343709,1.42348,1.4980783,0.36529154,0.46268618,0.57026064,1.2104137,0.8366893,0.8165548,0.4989699,0.7996291,0.84680355,0.8342973,0.84409493,0.89911544,0.65781766,1.0242258,1.2451805,1.2345133,1.2741883,0.9490562,1.4840534,1.0852278,1.3670523,0.56363845,1.3938084,1.2362988,0.468076,1.2653226,0.94873196,1.1098343,1.2212188,0.46328557,0.77010566,1.0770233,1.0871234,1.4807537,1.3726097,0.4518035,0.7466339,0.8826207,0.8707365,0.41272008,0.81445,1.2932835,1.160486,0.845528,0.65339017,0.5087261,1.2274787
bowl,1.2882446,1.1301748,0.9849567,1.0381665,1.284276,0.82020366,0.9234735,0.67406493,0.56008476,1.0488776,1.2265592,1.0723122,0.9651165,1.1654608,0.9920722,1.175262,0.8717526,0.94358605,0.7877308,0.0,0.8924752,0.78036785,1.0852025,0.34451187,0.9915498,0.9126794,0.97115093,1.1465304,1.1288266,0.85223067,0.8199346,1.1322308,0.72753954,0.9903826,0.88530564,1.1908523,1.2434815,1.0185716,0.9809078,0.37411964,0.9065819,1.0713238,1.0070305,1.1499889,0.94132674,1.2477845,1.110446,0.8835186,1.1868416,1.0874261,1.2049348,1.2488617,1.0889599,0.83504516,1.0310565,0.60678434,0.9858366,1.1468319,0.8366033,1.124805,1.1781828,1.1546059,1.2837629,0.8291317,1.2088965,1.0509081,1.2204032,1.2408652,0.61001384,1.384567,0.8241434,1.1002436,0.798287,1.1887653,0.9464305,0.78123915,1.1696019,1.1715915,0.92479503,1.2694812,1.1809359,0.7120079,1.1344304,1.1233428,0.96605825,0.95885795,0.98100966,1.2989944,1.3664136,1.1688459,1.0120764,1.0775257,1.0051125,0.9061756,0.9573852,0.60108066,0.94358486,0.24190831,1.0762584,1.0949066,0.93969786,0.56745654,0.6828338,0.7587174,1.1257129,1.1731536,1.1021924,0.9131291,1.2911384,0.89332837,1.18392,0.6973623,0.6917399,1.0376627,1.0827404,1.2050511,0.8635651,1.0664676,0.6860728,0.6392716,1.1496259,1.2016783,1.0166044,1.3175633,0.8136912,0.65664,1.2407128,1.1771121,0.9626679,0.7935357,0.845823,0.5246265,1.0954208,1.133396,1.0721371,1.1201309,1.130367
box,0.79994774,1.2935727,1.3779655,0.9033823,0.89307594,1.2870541,1.3661104,1.1311963,0.71261215,0.7558894,0.6371639,1.3444555,0.6335647,0.7889464,0.9184692,0.83025235,1.1347125,0.3966154,1.2120411,0.8924752,0.0,1.428833,1.1917787,0.8053213,0.9345645,0.99500763,0.83278114,1.1929637,0.9012151,0.90621203,1.1189215,0.8194165,0.9430235,0.85949415,1.2058666,0.6284485,0.77366114,1.3498554,0.63430583,0.93271464,1.0129217,0.8919718,0.83957005,0.73241484,0.67185026,0.94863224,1.2387766,1.3343507,1.0582972,1.1159333,0.8578554,1.3350234,1.2578965,1.1216991,0.99985576,1.3220773,1.048669,0.70644134,0.7839409,1.4093022,1.1008816,0.94022,0.9325017,1.0558397,1.0219033,1.328101,0.910649,0.86310697,0.8719927,0.9559779,1.379967,0.71290094,1.2723866,0.79040825,1.1160846,0.78202456,0.81730866,1.1327806,0.8571278,1.0908027,1.4320402,1.2170632,1.4070749,1.0790839,1.3462905,0.6981596,0.9143459,0.8792738,0.93801105,0.49977815,1.391675,1.4130521,1.2315849,0.9563586,1.2515023,1.0786555,1.254831,1.0826482,1.2029039,1.2925804,1.3435324,0.6458432,0.79763025,1.0492184,0.65671545,0.7851006,0.89881957,0.9761116,0.8663858,0.8942611,1.0189452,1.1631155,0.88895977,0.745727,1.4155284,0.9250456,0.93636096,1.0135177,0.9369737,1.4457821,1.2071326,1.051428,0.8849526,0.86391354,0.7367421,1.1842958,1.4403965,1.3003261,1.0152701,1.2608576,0.9640813,0.85454345,0.8724453,0.84799385,0.898801,1.4021026,0.7234222
bread,1.4275246,0.6847104,0.5210854,1.1673793,1.3449353,0.558457,0.62305593,0.53786695,0.7675535,1.4943947,1.5561603,0.67014015,1.3382387,1.2392333,1.1647685,1.3479601,0.91127247,1.1739788,0.4764089,0.78036785,1.428833,0.0,0.8739966,0.8551694,1.0389335,0.91943645,0.96189046,0.8212918,1.2794261,0.99355805,0.66778886,1.3471777,0.8897175,1.1077778,0.5942168,1.462166,1.2144585,0.5085458,1.3952249,0.7182725,1.2040238,1.2133603,1.1096843,1.4676158,1.23874,1.2707107,0.8780321,0.44501197,1.1173358,1.1132504,1.3824223,0.8242909,0.89173263,0.6496302,1.0831213,0.31384492,1.0034428,1.2960947,1.3441525,0.58623457,1.0163188,1.0661298,1.363378,0.65906143,1.2424406,0.5828835,1.3070687,1.3760191,0.8816245,1.4344509,0.33343565,1.3574173,0.44750786,1.281868,1.0151451,1.1211922,1.3862765,1.0037553,1.2003419,1.2059458,0.5828125,0.27849948,0.5752652,1.1404153,0.3851642,1.418163,1.0942295,1.4549582,1.4349879,1.4752632,0.4548751,0.5012813,0.6432595,1.1639316,0.65160006,0.39626634,0.5907265,0.5599959,0.7776089,0.4398551,0.5041647,0.97818476,0.90435284,0.971931,1.5369235,1.1973971,1.2446105,0.94135153,1.4883631,1.0613723,1.2762022,0.6447543,1.3104373,1.2469952,0.4502951,1.2537485,1.0344982,1.0705374,1.239841,0.28858614,0.9538242,1.125844,1.2187366,1.4868798,1.3155634,0.48122263,0.6113367,0.73518693,0.8940105,0.2609328,0.78198844,1.0470253,1.2401386,1.1873624,1.1073916,0.55148125,1.3878878
broom,1.249347,0.7064549,0.80932814,1.1749322,1.1296827,0.89435077,0.88503796,0.9491911,0.8737643,1.1550049,1.3337078,0.60873216,1.1544123,1.2567542,1.0207365,1.3013263,1.06099,1.1417415,0.53660256,1.0852025,1.1917787,0.8739966,0.0,0.8772072,1.076081,0.46631694,0.8835934,1.0100902,1.1865048,0.9112189,0.74147904,1.0749007,1.0018935,0.82422984,0.9303022,1.3029523,1.0707444,0.5985851,1.221393,0.90376157,1.1961901,1.2732831,1.1803374,0.933291,0.88234776,1.1195009,0.85314345,0.9461948,1.0826118,1.0600802,1.2345724,0.9665429,1.0051724,0.92353004,0.9694344,0.7572581,1.043962,1.0764198,1.2630248,0.84166044,1.0098962,1.0641904,1.2422593,1.1163961,1.2415179,0.8134896,1.2692649,1.2652581,0.94889855,1.2061052,0.64362776,1.1581247,0.6499375,1.1978817,1.0599774,1.0350298,1.2125132,0.53770787,1.085436,1.0724342,0.8407831,0.82273656,0.70090467,1.151506,0.8045147,0.9043217,1.1312307,1.3291216,1.1444503,1.3145173,0.49815166,0.51435363,0.7147709,1.2315391,0.93291974,1.0853407,0.7207236,1.0644648,0.9221926,0.9926556,0.9515842,1.0516076,0.7924378,1.167943,1.0024312,1.1385212,1.2667576,0.8547811,1.2706566,1.119898,1.1478212,0.6139746,1.2906258,1.195993,0.7056117,1.0904068,0.9107556,1.0282738,1.1611131,0.7742938,0.7808325,0.69503033,1.0932442,1.2524469,1.3425028,0.80829203,0.8271437,0.9061104,0.7875953,0.7624547,1.0177456,1.2231345,1.1471387,0.83917415,0.27129138,0.73156095,1.1750239
bucket,1.3833023,0.96820694,0.9052759,0.9400457,1.2700574,0.8058522,0.82495207,0.693993,0.56812537,1.0787498,1.3047416,0.8834212,0.9771575,1.1168866,1.0993185,1.2787032,0.99164546,0.9942837,0.4962392,0.34451187,0.8053213,0.8551694,0.8772072,0.0,1.0332503,0.44395894,0.76245815,1.1247566,1.2679174,0.7373034,0.72105724,1.2025996,0.7269846,0.9128858,1.0210514,1.289324,1.2573981,0.9150976,1.0671052,0.1384095,0.99321634,1.2640653,1.0734124,1.1331471,0.89896494,1.1926173,0.9971741,0.84071815,1.2718617,1.0848318,1.3248452,1.1901581,1.188422,0.8818931,0.9882092,0.7204489,1.0867548,1.1997118,0.8478503,1.0733778,1.0106665,1.051733,1.3614229,0.8899836,1.2904059,0.8700491,1.3556983,1.3040633,0.5148048,1.3472562,0.8285529,1.0914041,0.6763723,1.2539086,0.9689358,0.7137269,1.1666753,1.051685,0.9628953,1.2796011,1.1121042,0.69610655,0.9725857,1.1878453,0.8568458,0.95292085,1.0569288,1.358756,1.3201361,1.2587306,0.8815052,0.9559165,0.85174394,0.88956606,0.91243863,0.8878068,0.87097335,0.653152,1.0880888,1.007697,0.9717434,0.6145328,0.5511843,0.9369585,1.0672314,1.2218574,1.1732581,0.94616354,1.346272,0.9328386,1.1718837,0.6195121,0.98780686,1.1161213,0.91250604,1.1912987,0.7065736,1.0257539,0.8929582,0.7782982,0.9707144,1.1670876,0.98370767,1.3392522,1.0504973,0.58678144,1.1075258,1.029482,0.92315245,0.7522088,0.824676,0.9201978,1.1657053,0.89040536,0.80266285,0.986851,1.1487675
butterfly,0.8158858,1.1471105,1.0876954,1.0729927,1.0704669,1.0462891,1.1038449,0.8390509,0.96550894,1.0342257,1.0791909,1.1113852,1.0754197,0.86365366,0.77774787,1.0624638,1.0749558,0.7902782,1.0779934,0.9915498,0.9345645,1.0389335,1.076081,1.0332503,0.0,1.1514539,0.9964652,1.021238,1.0005256,1.1173313,1.0243671,1.0337249,0.9471072,1.0342792,0.9700692,1.0630459,0.8340658,1.0415491,1.0076107,0.9662499,0.9664682,1.0070117,0.9026191,1.0727334,1.0607773,1.1017852,1.1735212,1.0640403,0.9666966,0.96190923,1.0251632,1.0811841,1.0426699,0.805725,1.032277,0.9444308,0.6699287,0.8094622,0.9688312,1.045243,1.1626747,0.9832361,1.0858024,0.9676492,1.0747385,1.0636852,1.0069102,1.0071926,0.9913671,1.1413919,1.0085644,1.0357568,0.861387,0.8124835,0.9940318,0.9274039,1.1010077,0.9953572,1.0028089,1.0656284,1.1267357,1.0296438,1.0281236,1.0950451,1.0246167,1.16837,0.9106464,1.0658543,1.1180841,0.8446152,1.0400363,1.0825127,1.0174555,0.95742,1.0774765,0.92371505,0.870608,0.94700336,0.9810156,1.0720154,1.0526556,0.97804934,1.0402404,0.9868862,1.1048691,0.73590124,0.99697274,0.87370056,1.0594059,1.0084188,1.1371951,1.022458,1.0510345,1.0298482,1.1263033,1.0707666,0.9947799,1.030762,0.9719231,1.020655,1.1616926,1.0777009,1.1520929,1.100973,1.0426551,1.0262762,1.1687384,1.0395479,0.9050296,1.0253744,0.89007825,0.95643616,0.97149515,1.1229309,1.1104599,1.1675203,1.0659846
can,1.4011343,0.64203155,0.7681901,1.1060588,1.1305268,0.96422666,0.81030536,1.0384282,0.7429687,1.0142661,1.2771771,0.4799447,0.99387705,1.2657299,1.1756328,1.2749565,0.94531006,1.149614,0.38284457,0.9126794,0.99500763,0.91943645,0.46631694,0.44395894,1.1514539,0.0,0.6374855,1.0770422,1.1998378,0.59547544,0.72013617,1.0976205,0.96679765,0.8112781,1.1202252,1.2522166,1.2198778,0.6286008,1.1382766,0.6310418,1.2014015,1.2986336,1.212504,0.8641532,0.6845331,1.0482864,0.83372676,1.0090568,1.1947873,1.0922039,1.3400728,0.99266815,1.1402733,0.9539305,1.051157,0.7901494,1.2531756,1.2448437,1.1627892,0.86954993,0.88552725,1.1017252,1.2633829,1.1002443,1.3117899,0.74411607,1.3601241,1.3297639,0.8658229,1.1343529,0.7254913,1.0534805,0.697724,1.3674029,0.94014287,0.9737988,1.2242246,0.8141916,1.0183611,1.1972431,0.8561776,0.711886,0.64915705,1.1969228,0.7705536,0.6651864,1.1532755,1.3626297,1.1173106,1.3942513,0.56279963,0.5985185,0.7194625,1.2105232,0.7849376,1.1785154,0.7766937,1.0352663,1.0445393,0.939414,1.0206254,0.90007377,0.6011783,1.1452864,0.8218242,1.256544,1.2234892,1.0794822,1.3024797,1.1388179,1.0922264,0.64053637,1.281415,1.2052095,0.6548268,1.04329,0.82134783,1.095471,1.2285206,0.8265629,0.6164248,0.9009254,0.9156538,1.2755175,1.2932839,0.69674134,0.81762683,0.78659403,0.9466102,0.6870686,1.0536613,1.2299565,1.09012,0.57255316,0.38099408,0.67298937,1.0634096
