,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
fork,1.3494749,0.82989764,1.1609695,1.432857,1.127542,1.0328491,0.7333559,0.38735938,1.2189966,1.4242033,0.22566116,1.2925069,1.1955892,1.431867,1.3828628,0.94928706,0.48282516,0.60123307,0.89272,0.51104724,0.61073303,0.85332465,0.4254796,0.2691579,0.8461306,1.1566908,1.0930837,0.3837428,1.1876211,0.91773075,0.97548306,1.4848604,0.7227994,0.24217618,1.407289,0.6013188,1.2233038,1.2923524,0.9573607,1.2060242,0.81495744,1.3199046,1.0427388,0.47697282,1.3658311,0.76249254,0.833966,1.1555636,0.0,1.1833613,1.0838144,0.6242869,1.3169227,0.62065977,1.0386559,1.3249727,0.29699302,1.2772286,1.2955338,1.3543332,0.8897098,1.4014024,0.5035805,1.3211331,0.46970892,1.4075148,1.3220062,1.065331,1.1795831,1.2607853,0.5914349,0.4529289,0.59047765,0.927611,1.0232776,0.9217105,1.3739806,1.4715691,1.1743798,0.2577358,0.30796105,1.1456392,1.2429518,1.2741807,0.6213249,0.8805183,0.4809996,1.2668595,1.3607113,0.7422958,1.2792301,1.3058852,0.3190446,1.4734342,0.7343246,0.88987756,1.1662952,1.3365109,0.31807315,1.1118956,1.2743212,0.23813999,0.6737046,1.3123825,1.3597529,1.4024208,0.9067971,0.7977406,0.79373634,1.0621173,0.54357296,1.0811356,1.3952308,0.9590471,0.24679887,1.2223147
frog,0.9919579,0.85056293,0.7573384,1.0825908,0.7871764,1.0932679,0.650025,1.2612275,0.73994416,1.037065,1.2183293,1.004543,0.7137702,0.8577096,0.55976176,1.0582639,1.2408735,1.1506383,1.1506599,1.126352,1.2102921,1.0891175,1.2294254,1.2525196,1.075616,1.102184,1.1127354,1.2657543,1.0651823,1.0979352,1.0292199,0.72600996,1.1536998,1.09431,1.0530217,1.2074955,0.79208493,0.96386224,0.7240138,1.1847625,1.123754,1.1033247,0.87954706,1.2269082,1.114655,1.0553807,1.1203089,0.7747295,1.1833613,0.0,1.0698036,1.0652761,0.738362,0.9547982,0.9894501,0.78391176,1.1819059,1.2230933,0.73099965,1.1126704,1.1414291,1.1088574,1.1749756,1.0753865,1.2637612,0.5423171,0.8205195,0.9235138,1.0461448,0.9671161,1.1752023,1.2289957,1.1855859,0.81421643,1.2862101,0.80638486,0.9648333,0.9139814,1.0215634,1.1898874,1.1897068,0.6176528,0.9309066,1.0015911,1.1295907,0.75980633,1.1194512,0.70685756,1.059854,1.0703907,1.1571999,1.1191257,1.0484687,1.0272669,1.0462676,0.7168647,1.0570251,0.65133584,1.1435248,1.0072519,0.98434293,1.1085688,1.0938894,0.7825839,1.1427805,1.0305898,0.9478305,1.1475513,1.0129191,0.96067506,1.2453051,0.45401847,0.86377144,1.0405625,1.1829299,1.1404414
glass,1.0836338,0.9528877,1.1009809,1.027941,1.0194124,0.6295351,1.1208862,1.0121447,0.85653913,0.97940207,1.0931749,0.9663873,1.0041777,1.1828572,0.8698388,0.8650338,0.81645596,0.4283837,1.0295429,1.1419907,1.0133213,0.72409976,1.1819348,1.0827749,1.1481143,1.20855,1.0960913,1.1810695,1.1824874,0.82483125,1.1442783,1.185418,1.2222148,1.2345033,1.0671062,0.42323136,1.0471452,1.0896505,0.82909995,1.109128,0.80254954,1.1953617,1.2251899,1.2202218,1.0356517,1.1593016,0.88985765,1.0001086,1.0838144,1.0698036,0.0,1.0540769,0.99164015,1.0193534,1.0815505,0.9434243,1.1610124,1.0936706,1.0128984,1.2031305,0.7065742,1.2408595,0.836372,1.0039047,0.76530933,0.9769469,0.6505178,0.8436098,0.92582124,0.6828036,1.1833297,0.903483,1.1670141,1.1802189,1.1189518,1.0208524,1.2128696,1.0447379,0.80238026,1.1350608,1.1154921,1.0331331,1.1838174,1.175783,1.0523386,0.99737066,0.9517327,1.1222768,1.0642973,0.9073758,1.1767646,1.0840449,1.1764622,1.2089227,0.92732567,0.84933996,1.0048848,0.8647203,1.1523643,0.8258902,0.75137055,0.89266104,0.9306747,0.8963087,1.209491,0.91846335,0.6154006,1.0902753,1.0514957,0.9476213,0.9684425,0.9001275,0.8347002,0.8755935,1.252958,1.1376051
glasses,1.334929,0.9250635,0.8697574,1.2001237,1.075469,1.1228247,0.83667624,0.87864494,1.2657787,1.378324,0.71220225,1.2382038,1.0698884,1.29175,1.3489077,1.1602156,0.8417745,0.9779272,1.0246022,0.7874992,0.8790673,1.1373099,0.67826545,0.7435893,0.97539306,1.1511487,1.1270039,0.49972665,1.2088158,1.14164,0.8647008,1.3615404,0.640468,0.542071,1.2674253,0.9020417,1.1083379,1.2383776,0.95184493,1.1106097,0.9639933,1.116296,1.0727029,0.76919675,0.9730682,0.5349308,0.96624476,1.1094148,0.6242869,1.0652761,1.0540769,0.0,1.037689,0.7977801,0.4756906,0.97279614,0.5228723,1.170135,1.1861361,1.1266444,1.0960233,1.1930059,0.9558424,1.2153908,0.78701943,1.1801354,1.242729,1.1315258,0.78720975,1.2588595,0.49481702,0.9143677,0.38682938,0.9342397,1.0403414,0.98019516,1.0472206,1.1940897,1.1390542,0.6086641,0.618765,0.9701948,1.0792557,1.1244379,0.95175266,0.95907503,0.8907666,1.0954367,1.2047272,1.0003595,1.0964046,1.1276312,0.6489823,1.1371872,0.8749866,1.1225302,1.2149619,1.3292294,0.51866186,1.0520271,1.0596148,0.7262621,0.8684609,1.3230551,1.13388,1.3139523,1.0417525,0.5782529,0.6575657,0.8171141,0.93314976,1.1104091,1.303153,1.0448276,0.46161568,1.1228838
glove,0.9801426,1.1919479,0.6844164,0.56415534,1.1528722,1.2011616,1.0069454,1.3904499,0.95623124,0.91017914,1.2854109,1.0904238,0.97154254,0.7196444,0.903875,1.1611537,1.3741775,1.294465,1.2434484,1.3671168,1.3587418,1.2238462,1.3395164,1.3743005,1.1825374,0.90392864,1.0994415,1.2692405,0.9817323,1.1336226,0.8481041,0.8274395,0.9829009,1.2873936,0.9390908,1.2749364,0.929152,0.9260682,0.86421144,1.0462167,1.0956302,0.8138365,0.8846308,1.384043,0.7983943,0.7707091,0.9590243,0.90580404,1.3169227,0.738362,0.99164015,1.037689,0.0,1.2816968,0.7586684,0.3753841,1.26753,0.93817025,0.7946529,0.8921522,1.2282841,0.73127407,1.2125573,1.0379726,1.3777058,0.792163,0.8097642,0.97760326,0.85677075,0.95790106,1.0510309,1.2546599,1.0609155,1.099004,1.136053,1.1615545,0.6366414,0.71822256,0.9065518,1.2547332,1.2550318,0.7186011,0.73273593,0.8763568,1.3968136,1.1513292,1.3504505,0.9658469,0.9262833,1.2581007,0.968149,0.93802917,1.2487617,0.7172307,0.9504965,1.0834491,0.89640516,0.90268046,1.1744776,0.7275088,0.8062568,1.331518,1.2739916,0.8966191,0.880304,0.9471561,1.164957,0.76763844,0.80635417,0.7229581,1.2505815,1.0753963,0.75516105,1.2330489,1.1691642,1.0479262
gum,1.2246721,0.27110767,0.83665204,1.3453023,0.5190351,0.69480246,0.4707371,0.9274084,1.1452856,1.39205,0.8308761,1.2534205,1.1334877,1.4656124,1.190835,1.1388644,0.74691254,0.7429881,1.0959731,0.62749976,1.0186939,1.0398105,0.8333399,0.737586,0.66623354,1.3515885,1.4117713,0.43767017,1.1992708,0.9134585,0.7971232,1.4269487,0.6971847,0.37318087,1.4866033,0.72531277,0.82224774,1.2206815,0.97047406,1.4360421,1.0433053,1.3713231,1.1066618,0.16645324,1.2697886,0.7343589,0.86967516,0.790346,0.62065977,0.9547982,1.0193534,0.7977801,1.2816968,0.0,1.184947,1.1700133,0.6817883,1.3141835,1.2021174,1.3710546,0.8899493,1.382704,0.8965644,1.4207528,0.6122966,0.7657058,1.0110409,1.0437703,1.070681,0.9576565,0.42218828,0.921864,0.84152603,0.38462448,1.2431027,0.91912735,1.4170673,1.3607903,1.20533,0.6133055,0.60865134,0.8803661,1.2232141,1.3232614,0.728611,0.97323215,0.7603332,0.7147947,1.383959,1.0239105,1.3972247,1.2517636,0.6159308,1.4766703,0.9829123,1.076578,1.265862,1.1960187,0.4954952,1.0875504,1.0319229,0.66273683,0.85986835,1.3033808,1.4029897,1.291826,0.6470556,0.7793386,0.7560877,1.0640699,0.95818853,0.5493563,1.2648857,1.2610161,0.4677124,1.3417872
hair,1.0782334,1.227861,0.84620214,0.8676816,1.2226474,1.2700087,0.9831353,1.2382483,0.99462146,1.0637674,1.0668759,1.0288982,0.9463422,0.9122745,1.0961975,1.1454511,1.2195562,1.2627506,1.1585816,1.1453388,1.1395501,1.3495578,1.0776383,1.1240902,1.1333294,0.90532386,0.993906,0.89816475,1.0431845,1.2124928,0.85247815,1.0458857,0.74343884,0.97331005,0.9686833,1.253791,0.9939255,0.97752315,1.10501,0.93331945,1.093539,0.9305146,0.9752644,1.1376119,0.80665797,0.6725406,0.9365471,1.0684369,1.0386559,0.9894501,1.0815505,0.4756906,0.7586684,1.184947,0.0,0.7321073,0.85138625,1.0174028,0.90915453,0.9095338,1.2176847,0.8757471,1.1059765,1.0040584,1.1386564,1.0620128,1.1182258,1.1053512,0.75321776,1.1763242,0.8159235,1.2027655,0.61414325,1.1325895,0.9857087,1.150464,0.7795416,0.91106015,1.0149972,0.9776866,0.9698285,0.8190173,0.9560112,0.8904202,1.2349209,1.0833852,1.1524503,1.066721,0.95566034,1.1415241,0.85725033,0.9799946,0.9848088,0.82028943,1.0802234,1.1104058,1.0088612,1.0494499,0.9052925,0.966385,0.9018677,1.045384,1.1965649,1.1164037,0.9324087,1.0580491,1.2090559,0.79380494,0.7191857,0.8809052,1.2095085,1.2231563,1.0610447,1.0747373,0.85778415,0.9867364
hand,1.117318,1.0080056,0.5310911,0.54224515,1.0015417,1.1306467,0.89632297,1.4554784,0.98425335,1.0334362,1.3153905,1.10809,0.9557972,0.96162146,0.9638333,1.1492449,1.3794023,1.2510023,1.2726963,1.2543449,1.281669,1.3098696,1.3274019,1.3498926,1.0094897,1.0889133,1.2031467,1.2736118,1.0147057,1.1593982,0.6737623,0.957783,0.8483825,1.216509,0.9968727,1.2498925,0.9244191,0.9661439,0.883924,1.117628,1.0173255,0.9263958,0.96006715,1.3094153,0.7002109,0.46090662,1.008449,0.80073243,1.3249727,0.78391176,0.9434243,0.97279614,0.3753841,1.1700133,0.7321073,0.0,1.3001051,1.0536207,0.873142,0.9569608,1.1862444,0.94303006,1.2346404,1.0708643,1.3432081,0.6747051,0.6949041,1.1444039,0.7489034,0.84767896,0.99399996,1.3989275,0.93525726,0.92316043,1.1531568,1.1195452,0.7783207,0.7489469,0.8251816,1.1850109,1.1583669,0.5768095,0.89681816,1.0631045,1.2831694,1.1759362,1.2424504,0.8514007,1.0454196,1.2082934,0.9948548,0.82164717,1.2940788,0.7830563,1.1296232,1.1511759,1.0115463,0.91227275,1.2262604,0.9980145,0.80276847,1.2863894,1.2969087,0.98332393,0.9769944,0.9918809,1.1675096,0.6083069,0.8918344,0.66502357,1.4145769,0.99769294,0.7346858,1.1770738,1.2128909,1.1017562
hat,1.36156,0.8645817,1.1483645,1.3569003,1.1254066,0.99735516,0.85116136,0.4386276,1.3046424,1.4416044,0.3070681,1.2550515,1.1946073,1.3368416,1.370912,1.0601926,0.58897716,0.73820394,0.91301984,0.60175467,0.74877596,0.85064924,0.4146459,0.45032895,0.86119336,1.053082,0.98912287,0.3719592,1.1771758,0.9395442,0.90858084,1.437464,0.6712284,0.3539908,1.3996359,0.69845426,1.1768521,1.2709248,0.961082,1.1817362,0.850824,1.2810473,1.1225213,0.52674043,1.27302,0.72729397,0.903923,1.2032518,0.29699302,1.1819059,1.1610124,0.5228723,1.26753,0.6817883,0.85138625,1.3001051,0.0,1.1879623,1.1939473,1.286545,0.8883056,1.1997572,0.621468,1.3116162,0.514885,1.3691365,1.2913303,1.0064074,1.1660867,1.2738194,0.54379,0.59315264,0.46787405,0.9570491,0.9391527,0.9308958,1.2698486,1.3797865,1.3078008,0.38162243,0.40379637,1.2466763,1.2196537,1.112059,0.7493635,0.89894,0.68471754,1.2177657,1.2275229,0.7181664,1.2527132,1.2123218,0.3783723,1.3859262,0.6967868,1.0105139,1.2199762,1.372875,0.27920175,0.9848868,1.2725197,0.47832727,0.7710061,1.3235486,1.2770361,1.4533325,0.87434185,0.6629315,0.8002465,1.1101962,0.66246474,1.1263039,1.4548489,1.0707362,0.3071468,1.2138476
horse,0.71112823,1.3317399,1.1392746,0.8001192,1.2022086,1.0987977,1.2878569,1.2092342,0.9934882,0.64924693,1.2260292,0.8948783,1.0201902,0.6706045,1.0334191,1.0949011,1.1894652,1.297974,1.0462162,1.2957683,1.083595,1.0853356,1.1693594,1.132435,1.2370152,0.6533388,0.8307705,1.1993612,0.712386,1.1467141,1.1958683,0.56571066,1.1709579,1.2907891,0.626798,1.2762458,1.2028503,0.87836885,1.1658434,0.7323758,1.1888003,0.6543302,1.063967,1.1653372,0.7464071,1.1702129,1.0139282,1.0841004,1.2772286,1.2230933,1.0936706,1.170135,0.93817025,1.3141835,1.0174028,1.0536207,1.1879623,0.0,0.89735824,0.6117375,1.1671609,0.4201541,1.2312832,0.7087641,1.2287083,1.1619555,1.1314805,0.9984392,1.0454832,1.1385345,1.1753087,1.1361004,1.1428156,1.2335203,0.92018515,1.1208818,0.70748067,0.54745847,1.0505735,1.2181355,1.2286146,1.1676469,0.8441777,0.90002614,1.259241,1.1015495,1.3573939,1.1329911,0.79986244,1.1974549,0.7481854,0.6124363,1.2281679,0.59783643,1.042184,1.1271898,0.86202836,0.9676025,1.2113637,0.9050963,1.0666529,1.3256471,1.1473942,0.89525586,0.482167,0.76375145,1.2686812,1.0505038,1.0885156,1.112119,1.0526183,1.2714121,0.95385987,1.0227691,1.2373432,0.69019914
hose,0.7807102,1.0437473,0.79860836,0.91688466,0.9276321,1.0684544,0.9011419,1.3058201,0.64326906,0.8638147,1.2881207,0.8871237,1.0042623,0.8769528,0.7124792,1.0878211,1.3825684,1.1844207,1.2465756,1.2447312,1.158736,1.1735964,1.307369,1.3064532,1.1489656,1.0215513,0.88345957,1.3255539,1.0365103,1.0570825,1.0486466,0.7399914,1.1227593,1.2766616,0.9078697,1.3280718,0.8444514,1.0012592,1.0594323,0.890643,1.2158136,0.974741,0.95788157,1.2399349,0.9590929,1.187392,1.0495632,0.88725066,1.2955338,0.73099965,1.0128984,1.1861361,0.7946529,1.2021174,0.90915453,0.873142,1.1939473,0.89735824,0.0,1.002175,1.2202392,0.82163227,1.0505786,0.85778856,1.3204054,0.6387476,0.90293336,1.0339109,1.1204387,0.9410436,1.252247,1.2269055,1.1884172,0.9037306,1.058264,1.1490806,0.98508024,0.7923181,0.85550344,1.2680813,1.2606019,0.64171314,0.8850355,0.8271869,1.2155378,1.002184,1.1697707,0.7539976,0.7915724,1.1445894,0.8734425,0.8890186,1.2176183,0.92812014,1.2491194,0.728575,0.7421222,0.6452358,1.3312168,1.0022663,0.99066174,1.1801834,1.2483894,0.83969784,0.9741813,0.8776613,1.0269166,1.2056909,1.0261089,0.8991247,1.2325058,0.93379974,0.73855853,0.9731134,1.3319716,0.9749921
jacket,0.80759406,1.3453363,1.1060011,0.7390893,1.1822572,1.2476174,1.3528912,1.3442595,1.0210038,0.59227157,1.3534158,0.94156414,0.9793536,0.54352474,0.9284398,1.175114,1.3433619,1.4534398,1.1155121,1.2614117,1.2397047,1.2275368,1.3896611,1.2717237,1.2180675,0.49549508,1.0374503,1.2468395,0.33443677,1.1958363,1.0930238,0.6392197,1.1800239,1.3678803,0.73920745,1.434473,1.1526506,0.5460233,1.1880339,0.87401605,1.2328396,0.34069735,0.9097869,1.2206223,0.5854909,1.1841638,1.0693825,1.0534835,1.3543332,1.1126704,1.2031305,1.1266444,0.8921522,1.3710546,0.9095338,0.9569608,1.286545,0.6117375,1.002175,0.0,1.2076771,0.49629194,1.3872974,0.9096429,1.349159,1.1633525,1.0398009,1.092233,0.8967732,1.0448246,1.1491506,1.1976125,1.1530666,1.2787229,1.0148828,1.0122353,0.36492985,0.7228781,1.0668104,1.2738193,1.2767408,1.1365538,0.66318184,0.8706573,1.2124475,1.1313779,1.3754683,1.1973746,0.79068685,1.2533772,0.77678263,0.8503264,1.3260852,0.2810725,1.2301759,1.2848542,0.84973496,0.95707154,1.3967465,1.0301864,0.9595375,1.3586502,1.1387262,0.89695466,0.11164737,0.64717704,1.3879067,1.1338589,1.1310632,1.0132992,1.0871527,1.2957313,0.8130381,1.1424947,1.266974,0.7239709
jar,1.0850095,0.8695602,1.1931955,1.1033336,0.9378491,0.7221942,1.1011909,0.69489235,1.1603919,1.1330385,0.89933646,1.0669237,1.028031,1.2739203,1.0501659,0.8037472,0.508257,0.52287614,0.69707716,0.79238915,0.87109894,0.61474824,0.8163662,0.80781996,0.9601061,1.1243973,1.1932478,0.94195557,1.1059588,0.6801251,1.1261051,1.3258204,1.1221026,0.96867776,1.2045559,0.3509208,1.0717856,1.0775853,0.7715694,1.1700864,0.8068624,1.2697268,1.1336014,0.9780368,1.1489074,1.167152,0.9786433,1.0448822,0.8897098,1.1414291,0.7065742,1.0960233,1.2282841,0.8899493,1.2176847,1.1862444,0.8883056,1.1671609,1.2202392,1.2076771,0.0,1.3741176,0.7949978,1.1184402,0.6269085,1.1210768,0.7705701,0.9195403,1.1038498,0.8001842,1.0425622,0.76659226,1.094742,1.0154036,1.0536664,0.86350644,1.2779537,1.2747507,1.0369176,0.93053204,0.91248214,1.2262969,1.1735353,1.2500641,0.7274685,0.90537274,0.81748706,1.2100348,1.1658753,0.8397751,1.246203,1.1076744,0.916566,1.2771578,0.8105142,0.8601766,1.1965064,1.2011907,0.9697593,1.0292715,0.95309865,0.8659947,0.766994,1.0780216,1.2364774,1.0837127,0.6936154,1.0356224,1.1161189,1.0722501,0.75242424,0.9044272,1.0991273,1.0056344,0.9594446,1.1711283
jeans,0.7988473,1.477754,0.98803574,0.6283882,1.2664511,1.2449065,1.3316993,1.3583608,0.8883097,0.49925947,1.2758952,0.8381701,1.0094478,0.46866852,0.85787374,1.2092447,1.476739,1.47281,1.2060552,1.3720176,1.3093088,1.3194485,1.3346261,1.3587599,1.2336183,0.5985114,0.7292008,1.2353504,0.6678293,1.2337652,1.06046,0.37261117,1.117847,1.3795576,0.6233607,1.5463382,1.0784898,0.76754594,1.3592238,0.73591214,1.2574229,0.44031543,0.91508037,1.2188994,0.71246815,1.1265442,1.0897094,1.1179699,1.4014024,1.1088574,1.2408595,1.1930059,0.73127407,1.382704,0.8757471,0.94303006,1.1997572,0.4201541,0.82163227,0.49629194,1.3741176,0.0,1.3594337,0.81355435,1.401912,1.1205032,1.2414037,1.0597936,0.9981982,1.2250887,1.132962,1.2948892,1.1791973,1.2867836,0.83438885,1.1839011,0.4933076,0.4657253,1.080527,1.319898,1.3115405,1.1136559,0.69222295,0.625708,1.3525188,1.2148355,1.441139,1.062335,0.62549555,1.2341514,0.59890085,0.717975,1.3148899,0.42483157,1.1235824,1.2558763,0.5620488,0.8055184,1.2945156,0.83835953,0.8650942,1.4096177,1.2913373,0.85262287,0.4105003,0.63045645,1.3491554,1.0977874,1.1238137,1.0812467,1.215841,1.3227112,0.64581233,1.1611993,1.249202,0.6756113
knife,1.1445501,0.97625524,1.1516534,1.2800567,1.1070195,0.8268922,0.93448925,0.5437858,1.0499585,1.3497252,0.43856084,1.0333306,1.0926313,1.3530418,1.1790426,0.6867958,0.6896119,0.53779346,0.8893533,0.72505635,0.6803373,0.735355,0.61241126,0.79110897,0.7274844,1.2479129,0.98102075,0.8814944,1.2228223,0.4732386,0.9453726,1.3758825,0.86367023,0.6246729,1.2653481,0.65270376,1.0626749,1.221033,0.93414813,1.144318,0.6948873,1.4095522,1.0892017,0.8823401,1.3386039,0.95919204,0.9004468,1.2375461,0.5035805,1.1749756,0.836372,0.9558424,1.2125573,0.8965644,1.1059765,1.2346404,0.621468,1.2312832,1.0505786,1.3872974,0.7949978,1.3594337,0.0,1.1024512,0.59358776,1.2003982,1.140117,0.91668665,1.2027581,1.0994998,0.9914228,0.52598035,0.84478486,1.0443052,0.89341486,0.9635248,1.4107314,1.3747323,1.0063337,0.59397304,0.5848932,1.0590216,1.2637777,1.1531986,0.7081341,0.958062,0.53579414,1.1655519,1.2329509,0.53967583,1.1905003,1.27683,0.7621536,1.4819939,0.77378553,0.7077837,1.1513407,1.1427206,0.64583886,0.8476898,1.2655355,0.38480598,0.88617104,1.1321093,1.4079051,1.3515725,0.7533542,0.97295123,0.9446194,1.0138791,0.72571397,1.0708992,1.265343,0.86136556,0.81195366,1.2732716
ladder,0.64910555,1.335862,1.1964948,0.8778793,1.1640017,1.0610769,1.3300276,0.962039,1.0120682,0.73825836,1.2236865,0.41914356,0.85874957,0.82057905,0.9095,0.8148391,1.0898255,1.2259444,0.71082324,1.2658023,0.8106915,0.93011165,1.0596362,1.1162188,1.1795506,0.93082577,0.44656926,1.3360106,0.9569323,1.0718529,1.184115,0.68793505,1.2539761,1.3730316,0.30172336,1.1822492,1.108466,0.9213808,0.9454723,0.49597573,1.0223389,0.95890313,1.1077936,1.3518604,0.8888814,1.288425,1.0741879,1.1066096,1.3211331,1.0753865,1.0039047,1.2153908,1.0379726,1.4207528,1.0040584,1.0708643,1.3116162,0.7087641,0.85778856,0.9096429,1.1184402,0.81355435,1.1024512,0.0,1.2434162,1.0503759,1.0154606,0.9000875,1.0746014,1.0198702,1.3564843,1.1055213,1.255578,1.2918894,0.75538397,1.1254847,0.9482814,0.7661434,0.80492485,1.2763294,1.2698817,1.1492018,1.1021035,0.6633613,1.1949056,1.0392867,1.1935201,1.0673265,0.65822107,1.0509757,0.6198754,0.83390045,1.1975436,0.8381327,1.1166748,0.80945206,1.0695335,0.924222,1.317187,0.923247,1.2024386,1.2339402,1.1389242,0.6820712,0.8546235,0.8457622,1.1924658,1.2519813,1.1756243,1.1105705,1.0351095,1.1018884,1.0449153,0.55706346,1.3669853,0.6130458
lamp,1.286903,0.797974,1.1869975,1.349505,0.92279226,0.5821731,0.9055702,0.5013418,1.1532515,1.3564806,0.5197952,1.0963227,1.1351635,1.4975526,1.1433446,0.93498874,0.6010808,0.40750206,0.8177196,0.6817859,0.6972928,0.78875536,0.7083745,0.5418132,0.8284094,1.2675169,1.1758184,0.46301782,1.2466801,0.723968,0.986168,1.5365665,0.88054335,0.59879535,1.3533232,0.4755578,1.0229963,1.2849282,0.90594584,1.1853894,0.7121862,1.3374748,1.261845,0.55815566,1.2689453,0.97790194,0.8952639,1.1723397,0.46970892,1.2637612,0.76530933,0.78701943,1.3777058,0.6122966,1.1386564,1.3432081,0.514885,1.2287083,1.3204054,1.349159,0.6269085,1.401912,0.59358776,1.2434162,0.0,1.189793,1.1544182,1.0130633,1.1156937,1.1262873,0.7589327,0.6968721,0.81026804,0.87129784,0.9669529,0.8848045,1.4212903,1.348365,1.1050146,0.61130345,0.6276613,1.2635353,1.3473706,1.3408139,0.70681566,0.91108114,0.6464047,1.1117024,1.3590114,0.75421727,1.2347159,1.2203232,0.633903,1.4306037,0.76941746,0.9195631,1.1592441,1.1780335,0.60990846,0.9807049,1.0845586,0.5510535,0.63460755,1.258745,1.3916782,1.3065732,0.5410741,0.94819915,0.92119896,1.1362907,0.75291544,0.879612,1.2636096,0.9593546,0.65881693,1.1947837
melon,0.90692395,0.46143383,0.5579474,1.0563614,0.26279545,0.69604146,0.55266,1.4192284,0.69753605,1.1232574,1.3727276,0.9587477,0.9095861,1.047386,0.63969356,1.0292801,1.3564267,1.0799568,1.2359645,1.136417,1.312462,1.2140511,1.3586552,1.376152,0.8918022,1.2454014,1.239881,1.1720462,1.1197278,1.0089672,0.8801252,0.93034333,0.9826399,1.2109517,1.1493018,1.226124,0.48425072,0.99954736,0.9123745,1.2021751,1.1547313,1.1743531,0.97499573,1.0035394,0.9979859,0.9850372,1.0816255,0.6249031,1.4075148,0.5423171,0.9769469,1.1801354,0.792163,0.7657058,1.0620128,0.6747051,1.3691365,1.1619555,0.6387476,1.1633525,1.1210768,1.1205032,1.2003982,1.0503759,1.189793,0.0,0.7103298,1.0963408,0.9864977,0.7595562,1.0948204,1.3889658,1.2234309,0.33289772,1.2845342,1.0707277,1.0854176,0.88505244,0.9750319,1.3400449,1.3155186,0.43135595,0.9672355,1.099489,1.1334296,1.0399336,1.1463273,0.191374,1.1393527,1.1976223,1.1582263,1.0702697,1.2360047,1.0941141,1.172702,0.9371605,1.0264474,0.6556037,1.2650518,1.0443373,0.8337041,1.2628222,1.242215,1.0162313,1.1999197,1.0358051,0.711108,1.0713396,0.9969927,0.88741195,1.4110105,0.37586308,0.8194155,1.1870551,1.3474697,1.2319138
mitten,0.8749945,0.5997555,0.91747123,0.8529075,0.6874766,0.787806,1.1097627,1.2649871,1.0427339,0.975271,1.3648751,1.0929736,0.87051606,1.0528202,0.9422507,0.9712692,1.0463649,0.9389317,1.0655377,1.0571585,1.2575355,0.88145953,1.3350341,1.2797697,1.0784321,1.0562211,1.2931511,1.3163285,1.0187354,0.9055774,0.9704262,1.0765749,1.1802194,1.3670074,1.0492384,0.8017555,1.0554681,0.91616625,0.60957694,1.1871505,1.0331903,1.1275243,1.0160029,1.2381403,0.89984477,1.0948311,1.0150816,0.698938,1.3220062,0.8205195,0.6505178,1.242729,0.8097642,1.0110409,1.1182258,0.6949041,1.2913303,1.1314805,0.90293336,1.0398009,0.7705701,1.2414037,1.140117,1.0154606,1.1544182,0.7103298,0.0,0.8954363,0.9695554,0.10683036,1.1640389,1.0721289,1.2194252,0.91941667,1.2233531,0.8841465,1.0867755,1.0260117,0.8112439,1.3116589,1.2889055,0.95153046,1.0443087,1.0961742,1.0121682,1.0301639,1.1052691,0.87201387,1.0031756,1.0936724,1.1944757,0.9620782,1.2850147,1.0506048,1.0221553,0.9971304,1.1874247,1.0183465,1.2924762,1.0214682,0.8745544,1.2370595,1.0785799,0.85372055,1.0560634,0.9179634,0.9247221,0.9040135,0.9805061,0.9655659,1.0749445,0.6998284,0.95291847,1.0815595,1.3239411,1.1377645
