,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
necklace,1.3111204,0.4260314,0.70171046,0.9873668,0.8016076,1.0429093,0.9650306,1.175745,1.3882459,1.3728869,0.66415787,1.3897667,1.2106673,1.1488757,1.3067956,1.1030525,1.2018719,0.8169931,1.0031701,1.359657,0.91279227,0.7934909,0.94926333,0.7962382,1.0523944,0.75459933,1.1655086,1.0496033,0.8594507,1.0323976,1.2503381,1.0205665,0.9233545,1.2607012,1.1476665,0.6671623,1.343068,0.963632,1.157777,1.0431397,1.2035123,1.0537943,1.0228374,0.61192375,0.77228117,1.0553776,1.0059208,0.35928684,0.802075,1.0193454,0.71797794,0.67950916,1.0732458,1.0426832,0.4436347,0.9783466,1.1442204,1.0227215,0.95285285,0.99870306,0.7900244,0.61305153,1.0580057,1.2507862,1.125119,1.2281791,0.7015005,1.3736562,0.82210046,0.9538926,1.1771865,1.2548572,1.1324917,1.1074439,1.448787,0.97678775,0.5432969,0.7960201,0.0,0.54265106,0.9750515,1.2768528,1.1922314,0.9975599,1.0868931,1.2853899,0.7717762,0.6937456,0.8881329,1.2195547,0.72081935,1.0363333,0.9413704,0.95974195,0.7877927,0.8181645,1.1653537,0.90485054,0.7993909,1.3268726,1.2494866,0.6930842,0.7353522,1.0291065,1.0512586,1.0159761,0.9653813,1.1472129,1.1018566,1.3051592,1.3455398,0.5622948,0.9443019,1.1752777,0.7212446,1.1172078,1.0378646,1.3873844,1.0677161,1.4189622,0.90183175,0.3713684,0.64042836,1.138884,0.72121245,1.1081306,1.3729591,1.1743299,1.1219105,1.0573658,0.70651567,0.5455935,1.2145262
nose,1.0848768,0.53168046,0.80214894,0.9412473,0.9573212,1.1334884,1.0797267,1.4126219,1.1723129,1.1202446,0.9337825,1.1943698,1.092994,1.1810858,1.047266,1.2680373,1.1504354,1.2057741,1.2265612,1.1942294,1.1700915,0.98471755,1.2170776,1.0802586,1.2533822,0.67637193,1.0053619,1.2953639,1.0015552,1.1355059,1.1414614,0.81458616,0.971121,1.0697043,0.9514505,0.89120007,1.2198517,1.2334365,1.2000449,1.1248996,1.0759503,1.000084,0.9209238,0.60711664,0.85887897,0.8881279,0.72508574,0.36364532,0.79288244,1.2655768,0.749187,1.0974402,1.0667281,0.8834751,0.39822888,0.97786444,1.0804479,0.94710356,0.6388257,1.1383737,0.6555971,0.80011755,1.0109757,1.1319708,1.0786868,1.0881689,1.0172982,1.2593288,1.2109373,1.0905597,0.9708567,1.0884492,0.9550483,1.0991049,1.2283193,0.9765313,0.644589,1.2173125,0.54265106,0.0,0.8324395,1.1608797,1.0858139,0.8532207,1.0359259,1.1003345,0.9363763,0.86650074,0.63521194,1.162182,0.960677,1.2211857,1.2303836,1.1924902,0.97160774,0.8291488,1.1428815,1.1419908,0.30708915,1.1820841,0.9947468,0.90902567,0.70608354,1.0937151,0.9128224,0.99674237,0.9301501,1.4082351,1.0474192,1.3126795,1.1960976,0.6625782,1.1166308,1.042952,1.0891727,0.90545654,1.2414899,1.2289127,0.97498345,1.2042621,1.0282604,0.46903986,0.5221887,0.98912895,1.155689,1.2003539,1.2610273,1.066841,1.1068785,1.1229047,0.8759608,0.75533634,1.2639155
orange,0.91558003,0.8366567,0.6083633,0.9456844,0.7384,0.80569947,0.9007958,1.4063029,1.1809185,1.193244,1.0808791,1.1837901,1.0296305,1.1228523,1.047146,1.3972595,1.0602504,1.1495639,0.81697726,1.1088969,0.94958615,1.1598169,1.114115,1.2278723,1.3306334,0.45457828,1.0502584,1.1864934,0.7955519,1.1299126,1.0920345,0.30625272,0.9204933,1.1538011,0.64794457,0.9987026,1.2636302,1.0095994,1.1744763,1.0284494,1.1171589,0.9662079,1.0402491,0.9303503,0.3866408,0.9761239,0.92314255,0.81676674,0.79592836,1.1254395,1.0205147,1.2291197,0.7558274,0.9644308,1.0085162,1.0045844,1.2188686,0.71471596,1.0170287,0.9605045,0.9179534,0.9430971,0.853608,1.1596969,1.1652136,1.074068,1.1611941,1.1992908,1.054886,1.0704882,0.22334671,1.1034566,0.8789111,1.1399801,1.1148925,0.5139871,0.8384505,1.2058612,0.9750515,0.8324395,0.0,1.2673897,1.1324009,0.9295944,1.0963643,1.0389537,1.094061,1.0074764,0.551008,1.0782278,1.0266764,0.95765793,1.1151179,0.98437786,0.7840589,0.39872777,1.2033165,1.2501502,0.661081,1.239708,1.009477,0.88300073,0.8707904,1.0940564,1.0098943,1.1190375,1.1216053,1.2340697,1.2265451,1.1871212,1.220194,0.9187326,0.9591073,0.91169184,1.1636031,0.73405755,0.96313226,1.2137048,1.1164428,1.0760082,0.6562377,0.8128296,0.8256551,0.9977648,1.2243934,0.94856185,0.9811415,1.0666075,1.1968573,1.1514026,1.1718514,0.9943511,1.3467581
oven,0.8165135,1.1809052,1.4797118,0.7601338,1.5161946,1.1862428,1.2484665,0.8454524,0.5359599,0.52479446,1.2232237,0.6546738,0.98059887,1.0334238,0.65660954,0.7383064,0.99032295,1.3609402,1.1671394,0.7277714,1.342849,1.1843424,1.1660713,1.0623226,0.9066445,1.3376716,0.7780076,0.8353645,1.3723336,0.916513,0.7839005,1.2088661,1.219635,0.48160338,1.066763,1.4830027,0.60683274,1.2596872,0.99015653,1.1509213,0.51453936,0.73190635,0.79598475,1.1219742,1.4033227,0.84402245,1.008273,1.3471849,1.3531387,1.3238508,0.9926841,1.353915,1.1833901,0.92793584,1.2854426,1.0829936,0.7540959,1.2899576,0.8917786,1.1528372,0.96928775,1.4311651,1.1331993,0.57886314,0.82711047,0.61855304,1.3789754,0.5514605,1.3593407,1.0430989,1.1131971,0.67898035,0.902153,0.6662405,0.7119976,1.2759876,1.4220772,1.3206756,1.2768528,1.1608797,1.2673897,0.0,0.8844779,0.7280693,0.5820582,0.81285644,1.2790625,1.2606483,1.1262938,0.92923105,1.1951176,1.2343504,1.3298024,1.175492,1.4132954,1.3904781,0.7387823,0.81248045,1.1661586,0.20865965,0.91609585,1.2535212,1.1547842,1.1678517,0.7318087,1.0051332,0.6138141,0.8204026,0.9623695,0.5215447,0.5059099,1.3594946,1.3251458,0.8734296,1.3251162,0.935317,1.261873,0.6908834,0.7748657,0.7416094,1.3796031,1.4142258,1.2093428,0.97681,1.3166087,1.1699518,0.6948289,0.87261474,0.9147307,0.7637466,1.1484421,1.3124899,0.7326622
owl,0.7345432,1.213066,1.2672318,0.87276006,1.2292573,1.2504847,1.1099,0.9956265,0.8496288,0.6855567,1.2520809,0.8604312,0.9069091,0.65088373,0.60402083,0.9318452,1.0509188,1.2901137,1.2841513,1.0074803,1.0375751,1.2631487,1.2583914,1.3047311,1.1631341,1.1904062,0.66029173,1.1896865,1.2476851,1.1507013,0.80106723,1.0982685,0.78773344,0.7843092,0.8672873,1.291086,0.6558242,1.3109161,0.74661684,1.06777,0.9356726,1.1863021,0.74311674,1.0417764,1.2084348,0.7490796,1.0081645,1.2022043,1.1044897,1.0941985,1.077281,1.2035443,1.042184,1.0199502,1.1662319,0.8697219,0.9209575,1.2002594,0.94594866,0.9713172,0.9487287,1.2262192,1.0712517,0.9412941,0.65915084,0.8364039,1.2285618,0.98354137,1.2584026,1.0754763,1.0861926,0.93099356,0.855134,1.1125332,0.8927461,1.0366848,1.2088393,1.3199385,1.1922314,1.0858139,1.1324009,0.8844779,0.0,0.73799527,0.87377656,0.9067674,1.266784,1.2120206,1.0401495,0.7069701,1.1605875,0.94299734,1.1661007,1.1403766,1.1950079,1.2961086,0.97639924,1.2414899,1.1161652,0.84838724,0.6372361,1.0575683,1.0435717,1.121516,0.8170384,0.9077493,0.9100495,1.1362045,0.76384926,0.83979565,0.78123766,1.2666742,1.2305965,0.9714811,1.2273288,1.0571039,1.0183126,0.9509958,0.73183465,0.73515445,1.2944553,1.2588261,1.1559292,1.0151653,1.2964581,1.1579121,0.8658425,0.73953533,0.9483827,1.1254185,1.3504758,1.1744665,0.82244766
pajamas,0.58456445,0.8947793,1.2862072,0.4522997,1.4061135,1.3219206,1.3259624,1.3570745,0.9035942,0.48192966,1.32232,0.87544906,0.81703436,1.1060652,0.34960908,1.1511254,1.0286034,1.5631423,1.5425898,0.9358858,1.4937649,1.2877171,1.5011652,1.3899975,1.3075142,1.0231544,0.8394208,1.0832921,1.5451748,1.1138811,0.885444,1.0035433,1.1626987,0.4052434,0.7628927,1.489499,0.6784874,1.5433714,1.0569341,1.0573878,0.76813126,1.0243578,0.31520855,0.8900207,1.2262969,0.67005956,0.81319743,0.9505629,1.187323,1.4505173,0.7861778,1.5129232,1.0166293,0.8749993,1.183135,0.64192826,1.0166361,1.0678685,0.6949474,1.2968173,0.5292202,1.2882017,1.1190653,0.94797105,0.5609041,0.38525534,1.5109837,0.85610455,1.6643065,1.2124786,0.9094783,0.8354394,0.34290886,0.84390193,0.8084149,1.2378725,1.2146883,1.5030204,0.9975599,0.8532207,0.9295944,0.7280693,0.73799527,0.0,0.40648282,0.8260443,1.4286478,1.023191,0.76129943,0.96694595,0.9323747,1.3523989,1.4931331,1.4989586,1.3699381,1.2428287,0.75696886,1.357685,0.8894054,0.7226405,0.85656327,1.1195338,0.6561282,1.239275,0.38289154,0.8565906,0.3544882,1.3067157,1.063086,0.9199519,0.716931,1.1052368,1.4247772,0.59614486,1.5768119,0.920052,1.3773496,0.7334049,0.49637157,0.76465416,1.5198641,1.0718398,0.84783214,0.8426587,1.3569024,1.2522992,0.8566846,0.96510804,0.9743515,0.9700588,1.3008951,1.143588,1.1011409
pants,0.60898757,1.007068,1.3279829,0.4862318,1.4382699,1.2081565,1.2949831,1.175909,0.7664883,0.6168899,1.3297493,0.780734,0.9182915,0.99008024,0.67414486,1.0052946,0.99815255,1.4854584,1.4584637,0.8872013,1.4190245,1.2168076,1.4397025,1.359235,1.2075087,1.3109436,0.9167861,1.0878179,1.4952476,1.0817891,0.91930956,1.2113142,1.2146451,0.44668162,0.9821764,1.4737091,0.61170816,1.4160407,1.0050756,1.0249499,0.69483924,1.0517867,0.5039028,0.8900296,1.2203712,0.77980363,0.84329754,1.0530255,1.2674521,1.4430599,0.9086835,1.421038,1.077667,0.80061895,1.1944968,0.7681018,0.9328358,1.1671143,0.7740642,1.2345301,0.6452722,1.3786392,1.1233547,0.7950886,0.61747336,0.31093514,1.4978523,0.70824254,1.4820445,1.1377165,1.0756745,0.8482177,0.5295031,0.8182235,0.65254533,1.3846499,1.2510434,1.4843981,1.0868931,1.0359259,1.0963643,0.5820582,0.87377656,0.40648282,0.0,0.7783226,1.4287858,1.0088011,0.9379421,0.9199782,1.172998,1.3823283,1.443719,1.4115981,1.392885,1.2981431,0.75757456,1.2860515,1.0848209,0.5969472,0.98030394,1.2126236,1.0248584,1.1980417,0.4846967,0.7788011,0.18952012,1.1562389,0.9735546,0.88602245,0.6716837,1.1991403,1.3252723,0.6927021,1.5002397,0.84708583,1.3054352,0.6006405,0.46040368,0.8135458,1.4541152,1.1169218,0.97708124,0.7286287,1.3771136,1.1852804,0.8379656,0.9705108,0.96788377,0.87743527,1.2646253,1.2435453,0.93864065
paper,0.67697424,1.3006581,1.3394234,0.6575997,1.3192616,1.0019166,1.20955,1.0485815,0.66667116,0.7011154,1.4104948,0.6496476,0.46561807,0.87256855,0.6803451,1.0350709,0.19848752,1.3612897,1.2859946,0.32544488,1.3155899,1.2529246,1.2382643,1.3285853,1.2679355,1.202819,1.0121922,1.1645325,1.2869713,1.1860676,0.8644984,1.1853818,1.173384,0.7913003,0.78858477,1.329186,0.7516887,1.3025239,1.0304873,0.7008692,0.9322752,0.97465265,0.81718576,0.99225724,1.1966758,1.0155317,0.8032626,1.2100741,1.2774835,1.2153587,1.1954165,1.3675916,0.851495,0.858833,1.2524804,1.0372908,0.95656335,0.73925865,0.8957346,1.1336174,0.72187406,1.388118,0.9073179,0.77986115,0.96006674,0.6945217,1.4087844,0.8006078,1.3065557,0.9886899,0.96614164,0.7889619,0.73234653,0.92147505,0.82462233,1.2067714,1.2952561,1.3093237,1.2853899,1.1003345,1.0389537,0.81285644,0.9067674,0.8260443,0.7783226,0.0,1.1928657,0.9369682,1.081371,0.87399983,1.3284798,1.0697298,1.3444595,1.1995777,1.3367554,1.3079337,0.93342596,1.0987104,1.1491178,0.81455857,0.84025997,1.1621265,1.1838579,0.9480729,0.81504714,1.0031742,0.9015982,1.0386618,1.0508602,0.83576035,0.62688255,1.4335941,1.2684519,0.8685895,1.4374036,0.9930283,1.1310008,0.86884063,0.76042145,0.40204668,1.3102615,1.2783886,1.1850641,0.6706965,1.3606633,0.8607235,0.65535396,0.8998534,0.9876431,0.9279429,1.3150566,1.4109514,0.9008162
pen,1.4179118,0.8627093,0.67962193,1.3126273,0.572245,0.9014977,0.8731377,1.0025761,1.284122,1.3745317,0.2772298,1.21741,1.3074563,1.1087953,1.3727452,1.0334773,1.02794,0.5609441,0.721477,1.1939881,0.7554544,0.40861535,0.7677307,0.52544624,0.6877788,0.71284974,1.1058764,1.0387143,0.5235762,0.9730308,1.1098063,0.89188695,0.9789112,1.4029142,1.1526238,0.21036816,1.4055967,0.67937076,1.1735492,1.069207,1.218923,0.9269126,1.3678718,1.1083176,0.8944719,1.2081112,1.2093362,0.76860446,0.5293604,0.7305028,1.039795,0.45370257,1.1606426,1.3067775,0.6990281,1.2193733,1.1040192,0.9641318,1.252013,1.0718883,1.2316573,0.6001606,1.0247068,1.1722844,1.3123505,1.4630853,0.31451,1.2218003,0.52909064,0.9546157,1.1422805,1.2390909,1.4749663,0.9902482,1.3538616,0.9216867,0.5056042,0.52427834,0.7717762,0.9363763,1.094061,1.2790625,1.266784,1.4286478,1.4287858,1.1928657,0.0,0.61338013,1.1529305,1.248042,0.67865676,0.9246297,0.692816,0.72341216,0.5221215,0.7652891,1.2859712,0.66302365,0.9580629,1.2763349,1.1240972,0.8984621,0.84706074,0.9540652,1.358082,1.1827267,1.3804321,0.9570201,0.95894825,1.0610412,1.3224312,0.6067835,0.5557582,1.3256407,0.45714563,1.211478,0.8945756,1.3587933,1.3518107,1.3268117,0.64971566,0.68601155,0.72071147,1.0584164,0.6094844,1.0780697,1.2946192,1.1312163,1.1048119,1.1378411,0.45182467,0.5845326,1.0942639
pencil,0.982019,0.82321215,0.7174063,0.8549192,0.7354717,1.0057892,0.92200696,1.0665587,1.204188,1.3435235,0.87720615,1.2198617,1.0106119,1.1333611,1.2776788,1.2399751,0.88314366,0.83393425,1.0262259,1.09811,1.0017701,0.82197213,0.9461413,0.94276613,1.0715172,0.886773,1.335056,1.1720202,0.89621645,1.0956463,1.1849293,1.1891248,0.98695546,1.2242415,1.0147585,0.5759988,1.1689327,0.882625,1.156107,0.93439174,1.222587,1.0660979,1.1229517,0.8398608,0.807092,1.1877451,1.0544369,0.5220947,0.88342613,0.8854065,1.0024579,0.6517261,0.91325974,0.94529676,0.73567265,0.8466994,1.1986032,0.72633475,1.1170957,1.1890714,0.5061009,0.82558036,1.0242455,1.1025229,1.1913258,1.0969949,0.69205177,1.2064216,0.877647,1.0123434,1.1253806,1.1419557,0.88068384,1.0504924,1.2158425,1.216455,0.6195282,0.88128865,0.6937456,0.86650074,1.0074764,1.2606483,1.2120206,1.023191,1.0088011,0.9369682,0.61338013,0.0,1.0154481,1.0691775,0.88929725,1.0475705,0.9681251,1.0544672,0.7811296,0.94883394,1.1602749,0.984172,1.0408076,1.2953718,1.2571338,0.9165264,0.89789426,0.9154619,1.1116866,1.0353316,1.1079394,0.9690566,1.23859,1.2196641,1.10412,0.7454901,0.81201077,1.0471605,0.7780517,1.1523999,0.9197563,1.2060888,1.0539027,1.1260158,0.9226244,0.522004,0.7068497,0.5981634,0.89997727,0.9358462,1.1639462,1.2660015,1.1109442,1.0490229,0.77887857,0.72674704,1.2556362
pickle,0.8665494,0.74338293,0.7246073,0.88981247,0.8979509,1.1320918,0.9563869,1.4614398,1.1652799,1.043822,1.1021813,1.1701946,1.0205795,1.1622783,0.96124846,1.3375381,1.1761445,1.2482013,1.2352744,1.1765021,1.242019,1.0203336,1.3070922,1.188342,1.344969,0.6509738,1.0167235,1.2263509,1.0372673,1.0838568,1.0606498,0.71999866,1.0029302,0.94058603,0.8533831,1.0216882,1.1606631,1.1834387,1.2312139,1.1547335,0.97960305,1.0042853,0.86146057,0.7282766,0.80714905,0.7492086,0.90890646,0.65760976,0.76526564,1.2333374,0.8044907,1.3128549,0.79253834,1.0041528,0.9000815,0.8752584,1.1420192,0.8098254,0.7347896,1.176458,0.8537244,0.8714804,1.0405649,1.1035409,0.98470753,0.8892383,1.2134881,1.1489705,1.3387518,1.2653965,0.5000101,1.0391219,0.7543823,1.0696788,1.0742456,0.93215364,0.80225897,1.282874,0.8881329,0.63521194,0.551008,1.1262938,1.0401495,0.76129943,0.9379421,1.081371,1.1529305,1.0154481,0.0,1.0832385,0.9859665,1.3459014,1.1101395,1.3094727,0.9894047,0.69668525,1.0151864,1.2925044,0.5683574,1.0797468,0.89829016,0.8766315,0.57053244,1.0562143,0.7844726,0.9936754,0.8430598,1.4575546,1.1170143,1.261187,1.1148752,0.746319,0.90219796,0.9660688,1.265193,0.719339,1.1770114,1.0414165,0.9111334,1.1155883,0.8985528,0.7423601,0.7202281,1.0553766,1.218621,1.1180631,1.1142913,0.9696714,1.0725224,1.1609957,0.945557,0.9663117,1.3262377
pig,0.77162623,1.223747,1.1372302,0.863737,1.1820469,1.1144531,1.0916064,0.78401935,0.8249006,0.8629341,1.2932924,0.89134294,0.90336543,0.8853312,0.90742636,0.9067072,0.9530236,1.2172761,1.0754944,0.937551,1.0909784,1.2353681,1.1907835,1.2547495,1.0987302,1.2216475,0.8236408,1.0943336,1.2157784,1.0988663,0.8278806,1.1150843,1.0349227,0.9458311,0.9499687,1.2206682,0.4841256,1.1345114,0.65289354,0.97948074,1.0201433,1.117146,0.934987,1.0258406,1.0719637,0.98063457,1.0040753,1.1547538,1.2169431,1.0781744,1.1683443,1.1915612,0.98991114,0.94313717,1.2019333,1.0059801,0.86967415,1.1088088,0.9533239,0.9888037,0.92401516,1.2658199,0.87469256,0.92723024,0.8490367,0.93611497,1.2172074,0.91602147,1.1770794,0.9346932,1.0667553,0.93326473,0.92560124,1.0527959,0.856417,1.1037351,1.1716561,1.2387226,1.2195547,1.162182,1.0782278,0.92923105,0.7069701,0.96694595,0.9199782,0.87399983,1.248042,1.0691775,1.0832385,0.0,1.2496419,1.0429131,1.1364379,1.074342,1.145506,1.1581693,1.0400997,1.1686814,1.1435908,0.91670996,0.94424736,0.92621684,1.1635973,1.0281729,0.9585763,1.0987405,1.0202898,0.96089107,1.0459175,0.9796731,0.8416838,1.3009956,1.1213555,0.9636371,1.2184863,0.99790347,0.9598452,0.9342635,0.83009547,0.8035691,1.2027969,1.2037015,1.2040601,0.93131465,1.2363765,1.0371144,0.875789,0.94388163,1.0408144,0.92349744,1.2681375,1.2902265,0.7626756
pillow,1.1723192,0.6603645,0.83213526,1.0511982,0.8259423,1.1382375,0.98436767,0.9867798,1.4402566,1.051614,0.4806767,1.2670901,1.3265545,1.1174132,1.0204048,1.0718645,1.1782848,0.7109552,0.8497468,1.2324537,0.8334511,0.72437406,0.8339637,0.616752,0.79648864,0.7484746,0.9489515,0.7911429,0.8716577,0.9286939,1.0601369,0.80668855,0.8669716,0.9770668,1.0161595,0.76883763,1.2297668,0.86140674,0.9832797,1.0776771,1.1254848,0.8931822,1.019687,1.0918221,1.0143024,0.9079423,1.2145633,0.7609068,0.59802777,0.9599292,0.5721903,0.6841165,1.2232113,1.3583913,0.9255567,0.72422945,1.2092823,1.0780919,1.1432996,0.99813086,1.0329026,0.6953452,1.0594577,1.3223293,1.0429255,1.1747036,0.65699667,1.259542,0.8602437,0.9874778,1.0799719,1.2660077,1.0679716,1.0223324,1.2350293,0.7993084,0.85233593,0.6287638,0.72081935,0.960677,1.0266764,1.1951176,1.1605875,0.9323747,1.172998,1.3284798,0.67865676,0.88929725,0.9859665,1.2496419,0.0,0.98801935,0.7493888,0.8993655,0.82124805,0.69392705,1.0279714,0.7920916,0.9198649,1.1939456,1.0984758,0.8396228,0.72558314,1.219955,1.0648,0.89235413,0.97671586,1.0880159,1.0953456,1.1121736,1.3826883,0.4333269,0.91844887,1.0205158,0.75135016,1.079119,1.0730444,1.142442,1.178332,1.4206946,0.7796192,0.7286191,0.80381346,1.2735546,0.62337995,1.216171,1.2673551,1.2111346,1.0499301,1.1365018,0.6663655,0.5188933,1.175176
pizza,1.2549989,1.2174795,0.873487,1.3501236,0.78093153,0.83343184,0.62225676,0.71287274,1.1433563,1.2879816,0.94383454,1.1531069,0.9518268,0.87721694,1.1846721,1.0153865,0.87325,0.6680327,0.511503,0.98813635,0.31598127,1.1272763,0.68096,0.9911964,0.9573027,1.095326,1.1947224,0.9669661,0.73274124,0.9928842,1.1083786,0.862925,0.6347956,1.3924792,0.8592888,0.8756392,1.230211,0.70158184,0.9241591,0.84051764,1.266072,1.0947406,1.279465,1.1993719,0.8357096,1.2589723,1.1139324,1.2336876,1.0018268,0.5839876,1.156115,0.6398325,0.91379917,1.1007991,1.023529,1.0235244,1.13014,0.93929094,1.3017452,0.39615023,1.2608718,0.9477427,0.95043695,1.1965617,1.2174909,1.3625827,0.73647976,1.2762997,0.6110721,0.65874815,0.9699594,1.1279488,1.2378901,1.244737,1.2239836,0.54916936,1.0705084,0.6293321,1.0363333,1.2211857,0.95765793,1.2343504,0.94299734,1.3523989,1.3823283,1.0697298,0.9246297,1.0475705,1.3459014,1.0429131,0.98801935,0.0,0.70125186,0.29703593,0.8635243,0.92226803,1.2032778,0.791929,1.1769251,1.3484063,1.0462099,0.910071,1.2353075,0.83039665,1.3833358,0.94959086,1.3905132,0.69512147,1.0503544,0.93022966,1.2636064,1.0584506,0.85669434,0.9915774,0.63609,1.247437,0.55059284,1.3019168,1.3221908,1.0044955,0.67075074,1.1653124,1.2307732,1.191803,0.73583055,0.76246345,0.92345905,1.043549,1.0948812,1.1191314,1.1527896,1.01756,1.0285002
plant,1.3215641,1.0729358,0.7161298,1.4414785,0.60904926,0.9322839,0.7444191,0.6885494,1.3843582,1.3243569,0.696765,1.2110018,1.2404393,0.945394,1.3191257,0.903182,1.112284,0.3880368,0.6087747,1.1880674,0.6009878,0.7037051,0.5670373,0.6250523,0.7020947,0.99966913,1.1232599,0.75683886,0.6153975,0.79975593,1.1518604,1.0474819,0.79482317,1.4248735,1.08534,0.6248386,1.2625184,0.46657282,0.87695926,0.8933007,1.1790706,1.0602275,1.3695054,1.1164466,0.93481606,1.1843688,1.1573532,1.093751,0.7336073,0.23333955,1.0018137,0.43330836,0.98574644,1.1592994,0.90021026,1.1635201,1.0655173,0.9890712,1.2429253,0.78893644,1.3749739,0.72038627,0.9285068,1.194422,1.2212042,1.4530197,0.51487255,1.1755617,0.41930866,0.9775762,1.058288,1.2335999,1.4585751,1.1353054,1.1984345,0.816819,0.922173,0.4785415,0.9413704,1.2303836,1.1151179,1.3298024,1.1661007,1.4931331,1.443719,1.3444595,0.692816,0.9681251,1.1101395,1.1364379,0.7493888,0.70125186,0.0,0.66448283,0.7421346,0.7785783,1.1188697,0.80427843,1.1316094,1.3041492,1.1192696,0.79026425,1.1189237,0.9963338,1.3758867,1.1528591,1.3792038,0.77519834,1.0233359,1.1552631,1.3573961,0.8666568,0.6622089,1.3332102,0.46606344,1.2194425,0.6420236,1.209012,1.3414273,1.3239982,0.6624458,0.9980063,1.110852,1.2926204,0.50776166,0.9130714,1.1218415,0.97998124,1.0136884,1.0791829,0.67814505,0.738577,1.0030618
plate,1.4431956,1.0872037,0.76728165,1.4236727,0.7186725,0.79673505,0.56747895,0.76308584,1.1751218,1.3971496,0.70618254,1.2461749,1.1748368,1.0413926,1.4240593,0.9221866,1.015585,0.5574115,0.32662404,1.1461396,0.21678483,0.883104,0.6359124,0.7652796,0.7663678,1.0401306,1.1887586,0.8577781,0.6245929,1.0026623,1.1705128,0.91588205,0.75131273,1.4328843,1.1230105,0.6773728,1.3453104,0.5382389,0.99747884,0.98453,1.2933342,1.0848323,1.3892097,1.1994364,0.79105806,1.3465786,1.1880175,1.1372083,0.91591406,0.6423708,1.2347645,0.4516437,1.0301123,1.1755095,0.9152677,1.2112536,1.1224394,1.057729,1.3192902,0.3197689,1.3359044,0.8166623,1.0140384,1.2120702,1.2725405,1.4439509,0.5059053,1.2940574,0.4958849,0.49039763,1.0073667,1.229943,1.4563752,1.1417114,1.2892807,0.60529137,0.9456533,0.4966163,0.95974195,1.1924902,0.98437786,1.175492,1.1403766,1.4989586,1.4115981,1.1995777,0.72341216,1.0544672,1.3094727,1.074342,0.8993655,0.29703593,0.66448283,0.0,0.7482016,0.8133134,1.3374437,0.6431544,1.1696649,1.2977449,1.1619796,0.93285185,1.1989439,0.7971709,1.417713,1.1555897,1.3858197,0.61993945,1.0395827,0.8358575,1.3414388,0.9726555,0.6975262,1.1265395,0.4312927,1.230768,0.5838245,1.3481295,1.3716323,1.0813161,0.55828893,1.0698282,1.1809311,1.2569661,0.6130739,0.8610988,0.960266,1.1097828,1.1017568,1.1463743,0.93019813,0.907225,1.0162603
potato,1.3490956,0.7729671,0.35271907,1.2462981,0.24489295,0.69614017,0.87960714,1.1084554,1.3085036,1.3523716,0.5404056,1.2950099,1.3155193,1.0990447,1.40877,1.1903269,1.2582264,0.512589,0.64618385,1.3557177,0.5691269,0.7403046,0.8004018,0.7391957,0.8123646,0.62895733,1.1373386,1.1147333,0.29038835,1.0038023,1.2700132,0.7926914,0.9477955,1.3714269,1.2306668,0.30681145,1.3827275,0.5711912,1.0525634,1.0553039,1.2652256,1.1307993,1.2714591,1.1133046,0.48433793,1.1945813,1.1250108,0.6848476,0.6211893,0.70021147,1.0658445,0.49186647,1.0969422,1.2529075,0.6714294,1.1354241,1.1335375,1.031445,1.1759824,0.9263219,1.2073333,0.42032373,1.024297,1.3372817,1.2133402,1.3904085,0.34041917,1.3825972,0.47431433,0.97572166,1.044866,1.3067873,1.3901694,1.3148825,1.3183186,0.7819989,0.30199683,0.67739844,0.7877927,0.97160774,0.7840589,1.4132954,1.1950079,1.3699381,1.392885,1.3367554,0.5221215,0.7811296,0.9894047,1.145506,0.82124805,0.8635243,0.7421346,0.7482016,0.0,0.5176777,1.3536516,0.96357304,0.94362044,1.3980052,1.2160791,0.7713962,1.0182943,1.0080378,1.3214359,1.2551405,1.394185,1.0540854,1.1124295,1.2660553,1.4074485,0.58654374,0.46938026,1.3028171,0.45207417,1.0330186,0.6941722,1.3796582,1.3093462,1.3507565,0.5383836,0.51422405,0.8529042,1.2635937,0.70033264,1.0733607,1.4191725,1.16931,1.1996886,1.2989072,0.72700214,0.5542178,1.1613758
