,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
egg,1.1720637,0.75367785,0.22472167,1.1331859,0.3847798,0.54403,0.7410979,1.2258167,1.2275144,1.4239104,0.9106648,1.3448064,1.1529273,1.1369838,1.3819008,1.3049096,1.1596359,0.80420977,0.594857,1.2665637,0.6701406,1.0420367,0.9031338,1.06215,1.183305,0.6435506,1.2174735,1.2583356,0.5553001,1.1489667,1.2460471,0.6612733,0.9252851,1.4122788,0.9965728,0.6506955,1.3568655,0.71908885,1.1183362,1.0423435,1.3208114,1.16277,1.2166088,0.956771,0.0,1.1166854,1.0259951,0.5963038,0.7945322,0.8864283,1.123324,0.828194,0.8449528,1.0094521,0.7513279,1.0246433,1.2480805,0.76030034,1.1305206,0.8327894,0.985465,0.65028566,0.9982556,1.2600887,1.2903465,1.2785311,0.7903591,1.3816055,0.72732186,0.90133876,0.63454217,1.2698398,1.1325161,1.3200707,1.2870286,0.62952065,0.47058845,0.93686986,0.77228117,0.85887897,0.3866408,1.4033227,1.2084348,1.2262969,1.2203712,1.1966758,0.8944719,0.807092,0.80714905,1.0719637,1.0143024,0.8357096,0.93481606,0.79105806,0.48433793,0.39953524,1.347235,1.0663382,0.8557568,1.4359131,1.1965095,0.7547383,1.0418742,0.97156453,1.2472589,1.1601539,1.2676524,0.9727686,1.2086904,1.2842497,1.4315226,0.7679756,0.7156547,1.0706846,0.7743776,0.85116905,0.63867056,1.3759273,1.2085588,1.294732,0.48348403,0.5361601,0.8411681,1.0688034,0.9969267,0.8162695,1.1164702,1.1834393,1.2596265,1.2309867,1.0312499,0.7830126,1.3035243
elephant,0.735997,0.94383466,1.1249638,0.83365166,1.2096301,1.1807065,1.2637043,1.3372769,0.99919915,0.6883887,1.1340705,0.9731555,1.127649,1.0117234,0.6307531,1.0701792,1.1725018,1.249343,1.3933818,1.0867654,1.3130364,1.1043438,1.3536069,1.1815594,1.0653793,0.93517184,0.6561983,1.1507694,1.19489,0.95063776,0.9004543,0.91791034,1.0660789,0.66941136,0.83169484,1.2372844,0.9039616,1.3558762,0.9896454,1.1379616,0.6995952,0.9703709,0.69824004,0.94521314,1.1166854,0.0,0.9864339,0.92583203,0.86071956,1.2493596,0.820012,1.3118609,1.2005643,1.0431312,1.1059861,0.92931956,0.9706745,1.2029729,0.7448865,1.2598666,0.91292703,1.2043357,0.9969435,1.0932975,0.8238801,0.8480687,1.2392925,0.9191046,1.3691874,1.2811971,0.9888202,0.92515033,0.8187173,0.9858351,0.87444407,0.98617357,1.0226983,1.3700593,1.0553776,0.8881279,0.9761239,0.84402245,0.7490796,0.67005956,0.77980363,1.0155317,1.2081112,1.1877451,0.7492086,0.98063457,0.9079423,1.2589723,1.1843688,1.3465786,1.1945813,1.0619088,0.8359448,1.2891921,0.80220526,0.71057874,0.5738794,0.9297246,0.81099105,1.2923083,0.6758678,1.0048732,0.7184553,1.3770511,0.6998745,1.0817703,0.8991473,0.98436403,1.1803317,0.9443308,1.2966998,0.7339224,1.3407385,0.8294064,0.7326425,1.0133953,1.286402,1.0012134,0.9032304,1.1314572,1.2420266,1.3259765,1.117984,0.7914417,0.9811573,1.1327448,1.125407,1.0710926,0.93709093
face,0.9158583,1.0866687,1.079671,0.8492316,1.1466551,1.1328133,1.2083645,1.1526786,1.0159477,0.86248815,1.2338845,0.97724235,0.8442036,0.93540984,0.8484485,1.0641059,0.8739462,1.2081242,1.215058,0.89954567,1.1556739,1.2043853,1.1918532,1.2720793,1.1303971,1.03396,0.90474594,1.1545782,1.077444,1.102825,1.1193864,0.9979082,1.1717892,0.8250352,1.042532,1.214369,0.91001916,1.1833074,0.8852084,0.71863353,0.9926476,1.1204383,0.77219474,0.8769034,1.0259951,0.9864339,0.0,0.95856005,1.1417987,1.1179793,1.0910964,1.1877568,1.0151472,0.8074388,0.795612,1.0585825,0.92618257,1.0608611,0.39013475,1.0534941,0.79320234,1.0118228,1.0146346,0.97867745,0.85310733,0.8790577,1.2289351,0.9737076,1.1604643,1.0656108,1.0327997,0.96882313,0.9589736,1.0661027,0.87088543,1.0474492,1.000806,1.2981172,1.0059208,0.72508574,0.92314255,1.008273,1.0081645,0.81319743,0.84329754,0.8032626,1.2093362,1.0544369,0.90890646,1.0040753,1.2145633,1.1139324,1.1573532,1.1880175,1.1250108,1.0558689,0.9737053,1.071662,0.8275225,0.9838663,0.9874282,1.0244184,1.1677637,1.0848178,0.59506106,1.0176405,0.89475465,1.1776528,1.0449188,1.1621065,0.9503576,1.1459433,1.1777544,1.0643544,1.2364173,0.99070084,1.1589017,0.91094637,0.6950258,0.85782015,1.2201626,0.9337848,1.0526477,0.9482933,1.231534,1.0330976,1.0515691,1.0153717,1.0608245,1.0132648,1.1839116,1.1661105,1.0655798
finger,1.0626761,0.36004817,0.46867108,0.8883104,0.69611704,0.9655385,1.0250769,1.4148189,1.3315326,1.365288,0.7319337,1.3678397,1.2231216,1.2666788,1.320503,1.358414,1.2243518,0.9730693,1.0939549,1.3543766,1.0442413,0.85264176,1.1416427,0.9464191,1.1617668,0.6193168,1.1957847,1.3344662,0.8606935,1.0808889,1.2159095,0.90910083,0.93942225,1.2618484,1.0475075,0.5704844,1.34451,1.049941,1.2541757,1.080917,1.2015178,1.0615803,1.0239537,0.5644355,0.5963038,0.92583203,0.95856005,0.0,0.6486637,1.165772,0.7776102,0.8523035,1.0447391,1.0515188,0.411196,0.8736145,1.1982448,0.8801502,0.8793194,1.1777344,0.5265129,0.61080503,1.0342861,1.3383855,1.1908544,1.2176034,0.7698349,1.3976856,1.0243026,1.0895452,1.083749,1.2702208,0.93449885,1.2010043,1.3991205,1.0071179,0.29067457,1.0250671,0.35928684,0.36364532,0.81676674,1.3471849,1.2022043,0.9505629,1.0530255,1.2100741,0.76860446,0.5220947,0.65760976,1.1547538,0.7609068,1.2336876,1.093751,1.1372083,0.6848476,0.6163789,1.2705259,1.1055624,0.6281447,1.3465018,1.1578734,0.7196437,0.61390007,1.1165444,1.0425732,1.0605592,1.002616,1.3612274,1.1472557,1.4386919,1.3310864,0.3938918,0.86290526,1.0835495,0.88133854,0.87762517,1.070615,1.370084,1.0419191,1.3856268,0.8306995,0.076575756,0.36392027,0.971898,0.9839796,1.214972,1.4333475,1.2114735,1.1725074,1.1884898,0.7197411,0.5480908,1.3284979
fish,1.0700185,0.8011112,0.5857465,1.1785516,0.60387367,0.9472867,0.92038655,1.3368783,1.4096224,1.3511372,0.5050498,1.3295765,1.3029876,1.0346568,1.2746568,1.1219714,1.2464103,0.8035212,0.8442239,1.3851001,0.82297665,0.7624762,1.0406806,0.8565915,0.8954498,0.6077519,0.9846546,1.2884847,0.66301847,1.1181535,1.1965954,0.6398233,0.812797,1.296608,0.73518234,0.46616983,1.3807352,0.91014516,1.0232499,1.0541092,1.2359467,1.045205,1.2147286,0.9743762,0.7945322,0.86071956,1.1417987,0.6486637,0.0,0.7988454,0.79135776,0.72941214,0.9762565,1.314497,0.71458983,0.9535895,1.1990595,0.94812995,1.086986,1.1053276,1.0881146,0.6051947,0.89718026,1.3464451,1.263026,1.3417766,0.59332734,1.399476,0.7841608,1.1056725,0.9024513,1.2916119,1.1535599,1.2958021,1.2800395,0.7041609,0.53066385,0.8163284,0.802075,0.79288244,0.79592836,1.3531387,1.1044897,1.187323,1.2674521,1.2774835,0.5293604,0.88342613,0.76526564,1.2169431,0.59802777,1.0018268,0.7336073,0.91591406,0.6211893,0.5310155,1.2962458,0.9962297,0.7122059,1.3803778,0.8416997,0.67223805,0.700969,1.0613192,1.2180736,1.0209521,1.1777253,1.2679466,0.99759024,1.259666,1.4782146,0.45796216,0.6271053,1.2096239,0.70406,0.915092,1.0016587,1.2968893,1.1947645,1.3938662,0.6824474,0.6087941,0.5597898,1.2087319,0.8455271,1.1730897,1.2818642,1.0326264,1.1302575,1.2405071,0.74301165,0.5273189,1.3066067
flower,1.2992231,1.1880041,0.6866554,1.4063175,0.5628388,0.8790589,0.77267003,0.6869217,1.3222761,1.3482301,0.8290423,1.2193577,1.1093965,0.90183854,1.289326,0.9283091,1.0291427,0.45002353,0.62771106,1.1633142,0.56895304,0.8964871,0.5902364,0.8131825,0.77078533,0.9645425,1.1364393,0.9056051,0.623266,0.94980216,1.1878831,1.0579197,0.80955553,1.4520469,1.0038433,0.61504376,1.2025306,0.48037124,0.8262642,0.821708,1.2904108,1.1779878,1.3387072,1.1686068,0.8864283,1.2493596,1.1179793,1.165772,0.7988454,0.0,1.1149449,0.43872893,0.87269354,1.1193233,0.9391865,1.1799796,1.0412948,0.9088027,1.2474111,0.7713047,1.3278193,0.73392105,0.9178551,1.1744585,1.1705037,1.3878419,0.5362922,1.2239112,0.4593612,0.90127933,1.0662429,1.1567814,1.3689978,1.2603265,1.1482837,0.79694223,0.8951928,0.55620915,1.0193454,1.2655768,1.1254395,1.3238508,1.0941985,1.4505173,1.4430599,1.2153587,0.7305028,0.8854065,1.2333374,1.0781744,0.9599292,0.5839876,0.23333955,0.6423708,0.70021147,0.8366648,1.1453261,0.8152069,1.1598116,1.3625615,1.0758773,0.8185565,1.1840135,0.84616596,1.373104,1.1867832,1.4311564,0.7256776,1.089651,1.1351452,1.3050278,0.9774944,0.68203604,1.2094665,0.5120675,1.3237776,0.5032195,1.2071801,1.2918713,1.1769575,0.7420838,1.0530154,1.1399511,1.22766,0.5930977,0.749286,1.0954747,0.9488894,1.0469619,1.1015334,0.91516924,0.802762,1.0039989
foot,0.9205518,0.5801136,1.0706048,0.92258286,1.1184478,1.2415587,1.0709876,1.1152129,1.3126721,1.0488614,0.91208357,1.2148955,1.2033519,0.96599936,0.9712611,1.1547003,1.1719851,1.0673348,1.1818216,1.1479081,1.246567,0.9028557,1.0778276,0.9206066,1.1438904,0.8447013,0.92220277,0.9618525,1.1680084,1.0696716,0.9667491,0.90536594,0.85008794,0.90369993,0.89555216,1.0837718,1.0628226,1.1549177,1.0519611,1.1170537,1.0430187,0.89168555,0.8886963,0.9030257,1.123324,0.820012,1.0910964,0.7776102,0.79135776,1.1149449,0.0,1.0843197,1.0784955,1.0329674,0.93125194,0.64823055,1.173587,1.0616059,0.91987896,1.174068,0.8430153,0.93121666,0.9034642,1.2003658,0.9627788,0.8428545,1.0462627,1.1276278,1.166189,1.0582359,1.0453218,1.0319734,0.79350024,0.98485905,0.9442632,0.9923707,1.0353256,1.0478094,0.71797794,0.749187,1.0205147,0.9926841,1.077281,0.7861778,0.9086835,1.1954165,1.039795,1.0024579,0.8044907,1.1683443,0.5721903,1.156115,1.0018137,1.2347645,1.0658445,0.9703055,0.7551405,0.9516675,0.7552732,1.0639335,1.0355194,0.81245744,0.7465823,1.0838574,0.9531051,0.53541017,0.71257156,1.1120045,1.1448691,1.1945093,1.1749649,0.48635304,1.2006029,0.81973165,1.0803672,0.9834643,1.2015703,0.8474189,1.0169469,1.3080096,1.1128829,0.76924586,0.8118843,1.1045853,0.9696405,1.1683121,1.0785433,1.1839993,1.021257,1.0779305,0.75983346,0.6678041,1.2133777
fork,1.5303627,0.8861053,0.6245308,1.4187292,0.45772618,0.8030987,0.754789,0.69876266,1.3747287,1.4728751,0.47198963,1.3182552,1.3455739,1.0491173,1.5166507,0.8936813,1.1710645,0.2752365,0.50704354,1.3526254,0.36998534,0.6314162,0.5277199,0.5171268,0.5073464,0.938296,1.1745781,0.8114022,0.4691518,0.9376305,1.1670029,1.1178669,0.8765234,1.4735643,1.3369262,0.3576491,1.3639973,0.42359114,0.928016,0.99822915,1.3267269,1.1680061,1.3936167,1.1063354,0.828194,1.3118609,1.1877568,0.8523035,0.72941214,0.43872893,1.0843197,0.0,1.2096092,1.2044774,0.655003,1.1082933,1.0963825,1.1154449,1.2603202,0.7558633,1.2034489,0.50372326,1.1135261,1.2695807,1.2545112,1.5024555,0.12178922,1.3601859,0.29008508,0.848843,1.2937546,1.3478258,1.525137,1.1514623,1.3271377,0.898216,0.641173,0.342919,0.67950916,1.0974402,1.2291197,1.353915,1.2035443,1.5129232,1.421038,1.3675916,0.45370257,0.6517261,1.3128549,1.1915612,0.6841165,0.6398325,0.43330836,0.4516437,0.49186647,0.79988456,1.3531871,0.6758361,1.1582175,1.3844876,1.2860274,0.8554839,1.1256382,0.9034444,1.4216841,1.1856489,1.4196849,0.7016886,0.9854831,1.0633374,1.4006643,0.69321984,0.5928063,1.3829191,0.13550067,1.308145,0.59784985,1.3655524,1.3766904,1.3930897,0.6125444,0.73583937,0.9985086,1.2245327,0.41445905,1.0002964,1.3552811,1.2358549,1.0799487,1.172448,0.64564395,0.4946158,1.0318824
frog,0.719152,1.135257,0.9085123,0.9934266,0.9750521,0.86839753,0.6178714,1.091178,1.0201563,1.2203305,1.2348739,1.0401912,0.5641211,0.86861706,1.1252469,1.1145227,0.857557,1.167775,0.9464415,0.99280053,1.1017845,1.2338371,1.0587437,1.3126183,1.3361468,0.9812828,1.1889821,1.1475532,1.1293414,1.2007993,1.1178093,0.9577749,0.8751864,1.2133962,0.7463738,1.0592266,1.0689195,1.0712675,1.0398402,0.716246,1.2140884,1.067076,1.1404977,0.93245727,0.8449528,1.2005643,1.0151472,1.0447391,0.9762565,0.87269354,1.0784955,1.2096092,0.0,0.8096022,1.10378,0.8643441,1.1768581,0.44883704,1.1408124,1.0515723,0.8364089,1.0506978,0.771769,0.8438618,1.0822042,1.0086566,1.2456436,1.1587628,1.0459169,0.8899598,0.63735497,0.97535735,0.7211211,1.1370667,1.0501254,0.99034345,1.1368802,1.0436431,1.0732458,1.0667281,0.7558274,1.1833901,1.042184,1.0166293,1.077667,0.851495,1.1606426,0.91325974,0.79253834,0.98991114,1.2232113,0.91379917,0.98574644,1.0301123,1.0969422,0.99974793,1.0868582,1.1220201,1.0077939,1.2761718,1.0206212,0.898593,0.9548623,0.38924813,1.1675969,0.9252179,1.1671405,0.884526,1.2301252,1.0524738,0.9991182,1.1125029,0.9301177,0.83594865,1.104222,0.9618229,0.82543105,1.0835348,1.0783703,0.8443707,0.89188373,1.0816777,0.9392725,0.66849387,1.1448026,0.34669614,0.7751341,1.043708,1.1599485,1.065791,1.2439203,1.175318,1.1638311
glass,0.817182,1.0683503,1.1284633,1.0175059,1.1699876,0.84155816,1.0508664,0.9916208,0.7673085,1.0039536,1.3228176,0.93811333,0.8194647,0.96665317,0.9893533,1.0634717,0.92575157,1.1527197,1.0573184,0.9203037,1.2549479,1.2192852,1.0236224,1.2453856,1.119047,1.1345417,1.0685098,1.0562118,1.1536586,1.0883093,1.0301002,1.1274416,1.1728399,0.91887534,1.019179,1.2762105,0.8337852,1.0908918,1.00686,1.0420969,0.97624004,1.0086241,0.95784163,0.8103322,1.0094521,1.0431312,0.8074388,1.0515188,1.314497,1.1193233,1.0329674,1.2044774,0.8096022,0.0,0.79842013,0.9835002,1.04359,0.7285905,0.76486874,1.1503956,0.7808604,1.1633378,1.0411001,0.8137371,1.0396742,0.7862329,1.2704669,0.9569413,1.1341593,1.044032,0.9216631,0.8237597,0.7545681,0.8751769,0.78857386,1.2823274,1.1987478,1.2754066,1.0426832,0.8834751,0.9644308,0.92793584,1.0199502,0.8749993,0.80061895,0.858833,1.3067775,0.94529676,1.0041528,0.94313717,1.3583913,1.1007991,1.1592994,1.1755095,1.2529075,1.2042707,0.8265115,1.1738344,0.86511976,0.91745853,1.158776,1.0757792,1.1122866,0.91051286,0.8699012,0.9266678,0.86344576,0.9246148,1.1391826,0.8349695,0.8900633,1.224155,1.1966068,0.8478902,1.1619271,0.857754,1.0823052,0.793802,0.86557317,0.88308465,1.1895688,1.1131735,1.0613166,0.7185729,1.2599934,0.7283964,0.7815056,1.1558684,0.94744337,1.0227789,1.2104415,1.1275486,0.94632584
glasses,1.2943783,0.6297391,0.58965933,1.2065371,0.61854476,0.9103841,0.9584087,1.1674663,1.3310206,1.3759038,0.6432698,1.3187057,1.2257147,1.1493219,1.3984739,1.1789966,1.2040467,0.7952762,0.9156772,1.3298788,0.8374741,0.82492924,0.9628335,0.8401981,0.963815,0.82985425,1.1309655,1.2000363,0.6361767,1.0671854,1.2666123,1.020386,0.98917085,1.3061969,1.2196178,0.5218123,1.3174964,0.87118423,1.0514983,1.0592326,1.1651151,1.1334484,1.1969857,0.63575584,0.7513279,1.1059861,0.795612,0.411196,0.71458983,0.9391865,0.93125194,0.655003,1.10378,0.79842013,0.0,1.0726233,1.1544477,1.0026647,0.7463654,1.0189722,0.9102993,0.4525712,1.0611321,1.2649088,1.2740295,1.3078363,0.60329133,1.37917,0.7566824,1.017302,1.2390766,1.2310547,1.232397,1.2287354,1.315791,0.99088776,0.3951186,0.8932657,0.4436347,0.39822888,1.0085162,1.2854426,1.1662319,1.183135,1.1944968,1.2524804,0.6990281,0.73567265,0.9000815,1.2019333,0.9255567,1.023529,0.90021026,0.9152677,0.6714294,0.7358923,1.2363963,0.99171513,0.6071137,1.3134892,1.2214733,0.786934,0.85012555,1.0276198,1.0905783,1.0883393,1.112712,1.1985917,1.1215628,1.3013453,1.3971355,0.607587,0.8194096,1.2792723,0.64601743,0.9427368,0.9950334,1.3114929,1.1299009,1.3824117,0.81283534,0.40624,0.6155924,1.1586685,0.87500453,1.1231309,1.3928955,1.2342882,1.0880773,1.1978412,0.6982261,0.55174255,1.1811581
glove,0.65368474,0.88675606,1.0659897,0.8014319,1.0706279,1.0615007,1.0174725,1.0399331,1.094713,1.0088055,1.1355604,1.105404,0.9460885,0.87197196,0.89213145,1.116594,1.1170615,1.1656308,1.1379784,1.1115475,1.1077056,1.2517105,1.0974163,1.218598,1.1506476,1.0904953,0.9560684,1.0901891,1.2736702,1.1885823,0.9240742,1.0318149,0.8917813,0.80246174,0.95147705,1.208993,0.92955256,1.1919383,0.8744657,1.0657368,1.1047398,1.0258472,0.8329111,0.91889197,1.0246433,0.92931956,1.0585825,0.8736145,0.9535895,1.1799796,0.64823055,1.1082933,0.8643441,0.9835002,1.0726233,0.0,1.2305093,0.9764205,0.9719665,1.0146575,0.6551076,0.919337,1.0839021,1.1611209,0.82087374,0.70550734,1.1754016,1.1607326,1.2651608,1.0568265,0.9963534,1.0671852,0.3916375,1.1221083,0.8835772,1.0474973,1.0732832,1.0807177,0.9783466,0.97786444,1.0045844,1.0829936,0.8697219,0.64192826,0.7681018,1.0372908,1.2193733,0.8466994,0.8752584,1.0059801,0.72422945,1.0235244,1.1635201,1.2112536,1.1354241,1.0824311,0.83263576,1.0952322,0.91886306,1.1230667,1.0700414,0.98202497,0.8252121,0.99064505,0.880422,0.32832974,0.7642491,0.9821421,1.1245333,1.0077497,1.0163358,0.6067428,1.157733,0.5678303,1.1499444,0.9773128,1.0337949,0.85339224,0.87848157,1.0954466,1.1032921,0.88378394,0.97758806,0.944283,1.0928029,1.0396316,0.91372454,1.2215159,1.1075993,1.0599972,1.2007079,0.7684339,1.2655584
grass,1.0665753,1.1413649,1.2091534,0.9855521,1.1882,1.1280956,1.158161,0.94425833,0.76721907,0.80102277,1.1280744,0.80919147,0.9497155,1.0230027,0.8828523,0.5086468,1.0039581,1.1269059,1.142483,0.8886662,1.1271267,1.0837016,1.0712461,1.0558182,0.7960187,1.1723475,0.88393706,0.9837533,1.1552556,0.984379,1.0235976,1.1461217,1.1214627,0.8880526,1.0647446,1.1532701,0.7516024,1.1022846,0.93216294,1.0090466,0.9382042,1.0041957,0.971368,1.0999547,1.2480805,0.9706745,0.92618257,1.1982448,1.1990595,1.0412948,1.173587,1.0963825,1.1768581,1.04359,1.1544477,1.2305093,0.0,1.216148,0.9759335,1.0637954,1.1093612,1.2157364,1.0199658,0.8232911,0.893175,0.9750314,1.1385522,0.76055634,1.1060476,1.0796124,1.1520818,0.828512,1.1438025,0.88942647,0.8774575,1.130738,1.1721498,1.1579124,1.1442204,1.0804479,1.2188686,0.7540959,0.9209575,1.0166361,0.9328358,0.95656335,1.1040192,1.1986032,1.1420192,0.86967415,1.2092823,1.13014,1.0655173,1.1224394,1.1335375,1.1628108,0.9705786,0.9864727,1.0822244,0.7796886,0.8339619,1.2132533,1.1272182,1.0630133,0.978394,1.1632212,0.96404254,1.0212398,0.8353592,0.87400424,0.735775,1.2882519,1.1300286,1.1108949,1.1278722,0.968994,1.1512368,0.89589834,0.9289053,0.83048344,1.1967705,1.2321801,1.182629,1.0301118,1.1360662,1.1102855,0.99331695,0.7694336,0.8582057,0.7328073,1.1235377,1.2339183,0.7646884
gum,0.9492443,1.0259105,0.7579485,1.0714606,0.7674372,0.76080024,0.8334735,1.1081015,1.109271,1.266731,1.1061989,1.130133,0.58283496,1.0757567,1.1042576,1.247686,0.5709371,0.9922271,0.8973785,0.8188758,1.1091046,1.1531181,0.9128519,1.1600592,1.2606332,0.71297747,1.2517514,1.1856554,0.94144243,1.1289473,1.0675495,0.8798623,1.0385017,1.3298999,0.78409314,0.8688912,1.1911447,0.9387629,1.1640738,0.77558887,1.2750479,0.88877237,1.1850067,0.9577051,0.76030034,1.2029729,1.0608611,0.8801502,0.94812995,0.9088027,1.0616059,1.1154449,0.44883704,0.7285905,1.0026647,0.9764205,1.216148,0.0,1.1973407,1.1136969,0.78709453,0.97012526,0.8428117,1.0854522,1.2779131,1.1034074,1.1271992,1.2471788,1.056187,0.9417485,0.58909774,1.0034124,0.8047534,1.0875139,1.1306615,0.93218124,0.9558002,0.96315575,1.0227215,0.94710356,0.71471596,1.2899576,1.2002594,1.0678685,1.1671143,0.73925865,0.9641318,0.72633475,0.8098254,1.1088088,1.0780919,0.93929094,0.9890712,1.057729,1.031445,0.8311652,1.0467292,1.0189403,0.923248,1.3644999,1.0168291,1.0258545,0.90487015,0.72485685,1.2027339,0.9924708,1.1826843,1.0371823,1.2360437,1.1424716,1.094683,0.99018306,0.79671144,0.9373276,1.130241,0.98014045,0.9022192,1.1326975,1.1624897,0.87508774,0.7271726,0.90890205,0.894889,0.792441,1.0238519,0.34882605,0.8582788,1.1655682,1.0094193,1.0240065,1.1168993,1.0429394,1.2372732
hair,0.8303043,1.0005876,1.1601046,0.75943863,1.218126,1.2383174,1.3011127,1.2219706,0.94214916,0.773806,1.2292746,0.9680368,1.0606843,1.0360667,0.79170483,1.1060245,1.0526859,1.296719,1.3689736,0.9731779,1.2957313,1.1334981,1.323925,1.2167084,1.1281514,1.0556952,0.72934175,1.1438268,1.1815158,1.1028341,1.0008821,1.0203184,1.2102469,0.65180886,0.9858114,1.2608881,0.8662263,1.3074602,0.85463035,1.0477163,0.8324957,1.1215296,0.6956043,0.7574288,1.1305206,0.7448865,0.39013475,0.8793194,1.086986,1.2474111,0.91987896,1.2603202,1.1408124,0.76486874,0.7463654,0.9719665,0.9759335,1.1973407,0.0,1.1694454,0.76710004,0.9324195,1.0560256,0.9682194,0.8055982,0.79479414,1.2327604,0.94431216,1.3130922,1.151191,1.0931554,0.90573096,0.860908,1.0116833,0.83585936,1.1049001,1.0078859,1.4491411,0.95285285,0.6388257,1.0170287,0.8917786,0.94594866,0.6949474,0.7740642,0.8957346,1.252013,1.1170957,0.7347896,0.9533239,1.1432996,1.3017452,1.2429253,1.3192902,1.1759824,1.1049767,0.86564904,1.1554801,0.73402023,0.79673934,0.9373247,1.029358,1.0167097,1.1592933,0.52617615,1.0147302,0.7766459,1.2849662,1.0461966,1.1035377,0.9232292,1.0322345,1.2267594,0.98354286,1.2688482,0.8961508,1.2194737,0.83915776,0.6049703,0.9378373,1.3314707,0.9283596,0.92508715,1.0163665,1.3518392,1.258206,1.1169866,0.9731274,1.0372113,1.0436023,1.0996035,1.0948054,1.0291519
hamburger,1.2368927,1.1690282,0.8968145,1.2532432,0.8743895,0.9279312,0.74683654,0.7637456,1.0999359,1.2138261,1.0261791,1.1760583,1.0680528,0.92821,1.2104347,0.94194967,1.0161343,0.8037034,0.62106407,1.0569754,0.22565717,1.0678463,0.7566291,1.0074967,1.003382,1.2063851,1.1257367,0.92751473,0.86336786,1.0610988,1.0542561,0.96727496,0.736829,1.2601526,1.0434912,1.0124946,1.2109855,0.75215775,0.8935855,0.9727095,1.2423717,1.1478939,1.2025647,1.0922792,0.8327894,1.2598666,1.0534941,1.1777344,1.1053276,0.7713047,1.174068,0.7558633,1.0515723,1.1503956,1.0189722,1.0146575,1.0637954,1.1136969,1.1694454,0.0,1.2416713,0.897215,0.9876418,1.1535107,1.1043057,1.174142,0.8649535,1.1346693,0.74336874,0.6655286,0.9907192,1.1200905,1.2009805,1.1435088,1.1143928,0.5662781,1.0900637,0.73439467,0.99870306,1.1383737,0.9605045,1.1528372,0.9713172,1.2968173,1.2345301,1.1336174,1.0718883,1.1890714,1.176458,0.9888037,0.99813086,0.39615023,0.78893644,0.3197689,0.9263219,0.89132285,1.0710019,0.78133756,1.1421705,1.2391157,1.1235671,1.0343041,1.2145116,0.95712787,1.2528143,0.975295,1.2243385,0.72249526,1.0312064,1.0018537,1.2445596,1.0941682,0.9026808,0.9618952,0.77257615,1.1549102,0.67421526,1.1398191,1.2381049,1.0147415,0.72146565,1.130886,1.3206236,1.2827237,0.809718,0.8886938,0.9381603,1.0715556,1.0234456,1.0440092,1.0918328,1.060451,1.0613606
hand,0.61233246,0.8225623,1.0679675,0.473902,1.2181636,1.1398088,1.1739712,1.2956821,0.9837311,0.9471756,1.2798777,1.0286467,0.8305009,1.1077526,0.84103554,1.2333037,0.88663566,1.3873366,1.3393499,0.97407377,1.3382115,1.2585309,1.3560767,1.3349044,1.3831029,0.9316404,1.0075706,1.2484988,1.3770576,1.2263272,1.0095526,1.0809373,1.0089306,0.8506352,0.8054426,1.226014,0.8996889,1.3572752,1.0618386,0.8889008,1.0297803,1.0215423,0.7260673,0.6984585,0.985465,0.91292703,0.79320234,0.5265129,1.0881146,1.3278193,0.8430153,1.2034489,0.8364089,0.7808604,0.9102993,0.6551076,1.1093612,0.78709453,0.76710004,1.2416713,0.0,1.169934,0.9722983,1.013932,0.9065171,0.7781418,1.3017584,1.1394914,1.4030373,0.9762749,0.9735516,1.0240309,0.45517272,1.05492,1.0115898,1.2256703,0.99156165,1.3970644,0.7900244,0.6555971,0.9179534,0.96928775,0.9487287,0.5292202,0.6452722,0.72187406,1.2316573,0.5061009,0.8537244,0.92401516,1.0329026,1.2608718,1.3749739,1.3359044,1.2073333,1.1095238,1.0420163,1.2116141,0.83790475,1.0358943,0.99618626,1.0634937,0.89540595,1.0494167,0.7868359,0.8799218,0.76702654,1.1673574,1.1513371,1.1068687,0.9138396,0.9212047,1.306248,0.72918475,1.3429172,0.9906197,1.1557472,1.0253055,0.74487376,0.84585416,1.3149892,0.60554004,0.736407,0.595212,1.3637129,1.0133762,0.93707186,1.1110734,1.1378144,1.0529014,1.2271888,0.99409705,1.1897758
