,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
face,1.0413154,1.1097783,1.2039357,1.1654978,0.85336393,1.0729563,1.0802505,1.1206002,1.0712993,1.0518128,1.0212513,0.97466904,0.98459405,1.0432929,0.6935013,1.0143682,0.9171975,1.07582,1.0605221,1.1790375,1.0330212,1.1721184,1.0573298,1.0392252,0.9737942,1.2599976,1.1945156,1.1778286,0.91413224,1.1828212,1.1098081,1.0022147,0.9878831,0.96616155,1.077111,1.2341099,1.0678872,1.2071021,1.0349582,1.0698668,0.99692553,0.93677974,0.93956953,1.1989794,1.0374476,0.92878014,0.0,1.0001178,0.9546299,1.1250314,0.89670175,1.22201,0.9473924,0.7258094,0.8559503,0.9803666,1.063577,1.0100543,0.5851041,1.2304708,0.8775722,1.0387987,0.8035034,1.0534303,0.9268657,1.1835238,1.077989,1.2473474,1.1146752,1.0035845,0.9783918,1.0450739,0.95591193,1.1688683,1.1156849,1.158176,0.8404291,0.80703145,1.1961093,1.0542527,0.9394354,0.8626398,0.939154,0.9554916,1.2068714,1.2247043,0.86612296,1.0048968,1.1125149,1.0155994,1.1917682,1.0041887,0.9516107,0.93654275,1.1271048,0.91200966,1.055637,0.8591357,1.1268017,0.7582761,0.99503875,0.72547024,0.8555366,0.83763576,1.133906,0.951108,0.99247825,0.90413064,1.1277764,0.9802527,1.1913569,0.93949574,0.9035873,0.6974921,1.0278944,1.2233291,1.0043195,0.92453766,0.96278,1.0733848,1.01754,1.3008575,1.017417,1.1874803,1.0734334,1.1074598,0.94354165
finger,1.1429371,0.589777,0.6635028,0.8741075,0.83086336,1.0497502,1.1091847,0.8610641,1.3325918,1.2192035,1.0468849,1.3385515,0.89158946,1.2625555,1.1282692,1.0991946,1.2449405,1.2615292,1.2283721,1.1532998,1.3954507,1.1292979,1.0198234,1.1489978,1.1231598,1.0161719,1.0640506,0.45375836,1.1966434,1.2480469,0.916357,1.2147667,1.2696859,1.1759226,0.6673808,0.807114,1.42767,1.1540626,1.2208066,0.87959033,1.22001,1.0701048,0.6531865,0.6378846,1.0707633,0.70138013,1.0001178,0.0,0.76965225,1.2702701,1.0294069,0.9480587,1.1047386,0.79395866,0.51228344,1.0407298,0.82256097,0.92605126,0.9220634,0.90327126,0.4140768,0.5809019,1.0630081,1.2779489,1.0222466,1.1144818,1.1525263,0.97721815,0.80379087,1.2129899,1.0004839,1.0149693,1.32852,0.5788782,0.46710432,1.1167548,0.42756236,0.53874934,0.7754045,1.1321319,1.1819149,0.90587014,0.92014074,1.1747391,0.87718993,0.85140014,1.0629075,0.9490351,1.2218767,1.0938753,1.0597299,0.8913213,1.3746777,1.2724023,0.5924891,1.2379214,1.0833807,1.1393455,0.78308296,0.8732264,1.2047324,0.9785818,1.0412672,0.94512,0.99597985,1.207656,1.128178,1.1194698,0.607478,0.76262724,1.0608096,0.9709115,1.3166617,1.0126835,1.3311607,1.1453601,0.068335295,0.7140373,0.937337,1.1509497,1.1975999,0.9714321,1.3049936,1.0705367,1.0241376,0.59273565,1.2345345
fish,0.85022193,0.9467864,1.0638164,1.1333092,0.42338157,1.0924991,1.127244,1.0105034,1.5212896,0.811684,0.89924765,0.81038475,1.2426219,0.69559693,0.7636522,0.8720223,0.76770526,1.250497,1.4408959,1.3629856,1.2191806,1.3425229,1.3025527,1.4156795,1.0326132,1.4734797,1.3437687,0.63028586,0.8199515,1.3675587,1.2387706,0.9223668,1.2829738,0.70008934,0.6018523,1.2921174,1.1115502,1.4738808,0.93417233,0.9312623,0.9890378,0.90750563,1.12184,0.9935286,0.9876031,0.9898879,0.9546299,0.76965225,0.0,1.4055811,1.0678171,1.3809463,0.75917983,0.75597775,1.0919126,1.0812237,0.57607734,1.024566,0.694512,1.2466483,0.5865101,1.1581827,0.7993315,1.3439119,0.5756479,1.3893325,1.1727602,1.3403382,0.90853953,1.2113107,0.9547476,1.304922,0.8759564,0.96450496,1.0166591,1.3416059,1.012941,0.7537659,0.9300622,1.2050872,0.83500445,0.618535,0.5475933,0.77430296,1.3551265,1.3087136,0.83150643,1.0462815,1.3026912,1.2731614,1.3988901,0.46700287,1.1927807,1.0365064,1.1243428,0.8270197,0.8897395,0.8382728,1.133348,0.7496599,1.2467517,0.59127873,0.8574331,0.70307237,1.312804,0.808779,0.86942714,0.9093263,0.9563811,0.92255133,1.3073287,1.1636531,0.951613,0.70750237,0.93896216,1.3590841,0.75502944,0.7942243,0.9780847,1.1569118,1.1087291,1.3505362,0.9986487,1.3963382,1.3550487,1.183053,0.9447025
flower,0.86324084,1.1417834,0.6308193,0.76427305,1.4276751,0.6949232,0.8725522,0.7658796,0.6045443,1.2000369,1.1131383,1.2657205,0.87105346,1.3339195,1.2084423,0.95435643,1.3773028,0.78716236,0.44538397,0.6667159,0.86394227,0.48873466,0.9063028,0.56465155,0.87398267,0.54728115,0.55049354,1.3212564,1.1986158,0.90947115,0.62927604,1.2048603,0.96001154,1.3610907,1.3069549,0.5530534,1.1161236,0.48324186,0.99777466,0.7834237,1.169801,1.2450092,0.9756278,0.9002781,1.139692,0.93747514,1.1250314,1.2702701,1.4055811,0.0,0.96255046,0.50657445,0.9792158,1.2424871,0.97838485,1.065452,1.2962322,0.83181834,1.3153805,0.54338604,1.3626345,0.753906,1.1385841,0.89140296,1.4080622,0.5595573,1.0830173,0.5491307,0.9620651,0.9942949,1.1798745,1.0001298,1.1107693,1.1085018,0.93247265,0.7352853,1.1915573,1.2889789,0.8728988,0.8619599,0.99992394,1.4667515,1.4171842,1.2606485,0.49824655,0.56190896,1.1272211,1.205867,0.5565984,0.52216005,0.54867136,1.2773582,1.0545249,1.0151917,0.8821702,1.2693701,1.1679997,1.1215267,0.934982,1.4773623,0.49705827,1.4389743,1.0981731,1.359429,0.7416176,1.236122,1.2202462,1.0774742,0.90100294,1.3375988,0.5508424,1.0064495,1.1046381,1.3407686,1.1482787,0.5935256,1.2277448,1.319565,1.0318118,0.9671036,0.79863155,0.70468163,1.0204246,0.49499458,0.9047705,0.69459605,1.1352935
foot,0.85745287,0.90765494,1.2409148,1.0673324,1.1607428,1.1130135,1.0561765,1.093228,0.8366623,1.1138965,1.1133095,1.1454935,0.7506376,1.0945685,1.0212853,0.93023145,0.98745507,0.9592843,0.94489604,0.9898133,0.9737645,1.0248997,1.0067459,0.8593414,0.8538723,0.9376352,1.0674242,1.1426295,1.0620728,0.9161525,1.061779,1.1370678,0.8341955,1.0840116,0.8934018,1.0545379,0.9935193,0.90722746,1.0097263,0.87543476,1.0736233,0.9583363,0.88593656,1.1852038,1.0690613,1.006527,0.89670175,1.0294069,1.0678171,0.96255046,0.0,0.94376385,0.89979094,1.0422629,1.0456712,0.7923778,1.1189947,1.1029903,1.1379516,1.2137759,0.98176026,1.0586207,1.0186005,0.9476438,1.0510298,0.79185593,0.80731314,1.0921534,1.1747313,0.8645858,0.9578675,0.9239629,1.0093096,1.1116744,1.1896116,0.80097795,1.0196053,1.1572332,1.2425802,0.93598485,1.0543796,0.93426776,0.98646283,1.051851,0.97960025,0.98970324,1.0408092,0.7677638,1.0319626,0.7535138,0.92981213,1.3033326,0.8710297,1.0075859,1.081238,1.1076591,1.0700095,1.0147601,1.1160812,1.0102568,0.88551444,1.0952018,0.18513882,0.9694457,0.9799688,1.159103,1.1946902,1.11374,0.6273992,0.74573827,1.0066881,0.9201454,0.87614673,1.1359429,1.1850243,1.0340286,0.93621373,0.8031,1.0026506,0.83032644,0.98799115,0.97824526,0.98956716,0.8978701,0.94851315,1.012483,1.1808444
fork,0.8442261,1.059628,0.56202686,0.8717689,1.4613943,0.81307435,0.9729485,0.86122894,0.69404644,1.0897543,1.1691973,1.4476954,0.63792163,1.4304075,1.405184,0.9394923,1.552796,0.9096305,0.6350027,0.6706148,1.1784074,0.5363036,0.6032891,0.6397553,0.8420479,0.5090406,0.59575874,1.0768071,1.3430864,0.9191663,0.42402422,1.3099997,0.93080103,1.4931056,1.1397619,0.12580699,1.3156424,0.5377988,1.2224863,1.1035289,1.2340176,1.2063297,0.82611203,0.8823019,1.1613941,0.93136615,1.22201,0.9480587,1.3809463,0.50657445,0.94376385,0.0,1.0965835,1.3194687,0.70040274,1.1383393,1.3718872,0.90336084,1.3980396,0.5222829,1.3711869,0.56966174,1.2905071,0.92659914,1.5187759,0.21391982,1.1538767,0.43192124,0.98252463,1.0885723,1.2003471,0.69231075,1.3010576,0.6629127,0.57578856,0.79901385,0.9898595,1.2453748,0.7340381,0.7644135,1.1346385,1.5261537,1.4665263,1.4026523,0.1305852,0.21803224,1.2507292,1.116061,0.6722026,0.6881937,0.38123107,1.3679638,1.2102475,1.0760669,0.58062434,1.3645592,1.1934941,1.3003433,0.5938245,1.4111893,0.6263422,1.5089258,1.1263689,1.4569788,0.42098022,1.3863218,1.1856291,1.1986517,0.5543283,1.1969793,0.12791693,1.0531125,1.3057585,1.4664962,1.2856197,0.55990434,0.9513105,1.1381327,0.72655755,0.9605759,1.0667423,0.5098146,1.2366016,0.64525867,0.5973605,0.43046355,1.3142066
frog,0.48266238,1.0976256,1.1152961,1.0656388,1.0915208,0.93043935,1.1128304,0.7981633,1.2666128,1.0629358,0.90968704,0.9075795,1.0049642,0.9666507,0.9046037,0.678563,0.8570825,1.022331,1.1724236,1.1793709,1.1589949,1.015964,1.1288862,1.1354424,0.7707217,1.1983695,1.0863193,1.0383329,0.83301544,1.2324423,0.98045003,1.1030003,1.253391,1.005453,0.9328871,1.0946369,1.124424,1.1082306,0.77080476,0.6664985,1.1617482,0.96563315,0.9609138,1.025747,1.0065632,1.0159043,0.9473924,1.1047386,0.75917983,0.9792158,0.89979094,1.0965835,0.0,1.015331,1.1269137,0.83232343,0.9495801,0.7637521,0.95531154,0.9727216,1.0320978,1.1010079,0.85133815,1.2899629,0.88231725,1.09296,1.0596395,1.0126673,0.9667618,1.2379142,0.86827826,1.091874,0.9496776,0.91885465,1.1468309,1.0267968,1.1151056,1.1412214,1.1661173,1.1456592,0.6618333,0.9030089,0.99833083,0.89340514,1.161619,1.1869895,0.7982275,0.99564964,1.0866344,0.88549536,1.1081327,1.0927558,1.1134729,1.0248758,1.0835088,1.1275864,0.9967029,0.73265946,1.0612099,0.94032896,0.86154556,1.0410525,0.8576584,1.0459312,1.1622062,1.0565352,0.98594886,0.97412175,0.94330347,1.1397353,1.0749724,0.9854424,0.9702376,0.9710942,1.0080252,1.1139013,1.1028614,0.8653281,1.0344892,0.8948851,0.6492852,1.0780658,1.0845616,1.0345644,1.1328832,1.110403,1.0948946
glass,1.1914707,0.9627665,1.2143863,0.8995482,0.74809027,1.3036875,1.0601795,0.9471198,1.3152995,1.0529175,0.97152674,0.8551743,1.3320981,0.9114796,0.7101518,1.1830864,0.7839536,1.1554874,1.3255228,1.2551109,1.1177273,1.3671736,1.2702944,1.3716335,1.1968297,1.3709908,1.2358462,0.98931384,0.8374497,1.075485,1.308059,0.8671801,1.020405,0.771148,0.794086,1.3159039,0.9950638,1.2696116,0.9558023,0.9545262,0.9221096,0.8249737,0.9662139,1.0693785,1.0584049,0.78661454,0.7258094,0.79395866,0.75597775,1.2424871,1.0422629,1.3194687,1.015331,0.0,0.71203125,1.1514267,0.78881276,1.0123702,0.59016836,1.1831712,0.57173973,1.1321247,0.8111315,1.3124774,0.7108165,1.2477409,0.9583915,1.2963164,0.9191656,1.116988,1.0854369,1.1847832,0.9122821,1.1635833,1.1451701,1.3119743,0.7518432,0.5158961,1.2174829,1.2530808,1.0725904,0.63255715,0.6916596,0.82653946,1.2505426,1.2803159,0.9289112,1.0126507,1.3114291,1.175802,1.3279859,0.9168068,1.0426751,1.0240417,1.1868504,0.8027488,1.1164287,0.9034852,1.2796335,0.60529214,0.9928352,0.67050195,0.88775676,0.7773589,1.2423247,0.8249563,0.84361064,0.9825735,1.1630918,0.9396266,1.191505,0.9929577,0.8776306,0.6896572,0.8805406,1.2923878,0.8353001,0.7344597,0.5976306,1.2590044,1.1134074,1.2597674,0.95058054,1.2457361,1.2656889,1.2284019,0.85622215
glasses,1.0456574,0.8504355,0.62821925,0.9881563,1.1557184,0.9752956,1.1013315,0.91414094,1.1517711,1.1976584,1.0339338,1.3815014,0.7956313,1.349933,1.2366701,1.0618289,1.3679774,1.187076,1.0385516,1.0764697,1.2852309,0.90371495,0.9518286,0.98839676,1.0536313,0.83116126,0.87892294,0.8996975,1.1471939,1.1720117,0.61583877,1.1527365,1.2454118,1.271748,0.8670796,0.5801138,1.3762398,0.9615583,1.1423223,1.0881786,1.1366973,1.1615752,0.5083897,0.84063953,1.0466534,0.55747956,0.8559503,0.51228344,1.0919126,0.97838485,1.0456712,0.70040274,1.1269137,0.71203125,0.0,1.1138104,1.1796722,0.9231528,0.87692034,0.6700276,0.9652347,0.4129343,1.1204798,1.2750626,1.2387302,0.866425,1.1722715,0.7230089,0.93003887,1.235907,1.1039865,0.993137,1.2957355,0.70160806,0.3743207,1.0857525,0.6156951,0.5713741,0.7062584,1.0613583,1.0744197,1.181555,1.189132,1.2864654,0.6518721,0.66819394,1.1393666,1.0681511,1.0236579,1.0103195,0.8888422,1.178633,1.3151798,1.1001098,0.45431542,1.2269145,1.1438298,1.2234081,0.69575477,1.0357523,0.95727956,1.0968695,1.0865651,1.0914875,0.8781995,1.2475691,1.1735681,1.1607484,0.56837916,1.0134025,0.81125134,1.0377114,1.2788966,1.1451825,1.3647642,0.94811594,0.5501938,0.83957446,0.9412764,1.1809117,1.2136116,0.92819375,1.2114074,0.9190602,0.9508562,0.4445728,1.1831323
glove,0.90493,0.8604576,1.2133294,1.091304,1.1153182,1.0840323,1.0449424,1.0951202,0.8587707,1.1281292,1.010872,0.98938763,0.7821936,1.0472351,1.0653613,0.9066539,0.73479295,0.956041,1.044369,0.93614423,0.9968595,0.96833754,1.0668695,0.99924153,0.95601314,1.0623912,1.1547376,1.0664798,1.0305394,0.93998736,1.2110463,1.1414399,0.9066317,1.01897,1.069451,1.1841396,0.88936913,0.931595,0.8717041,0.7709726,1.188767,0.92632836,0.9246478,1.1094004,1.040792,1.1506523,0.9803666,1.0407298,1.0812237,1.065452,0.7923778,1.1383393,0.83232343,1.1514267,1.1138104,0.0,1.1480739,1.1160817,1.1145575,1.1118972,0.79519343,1.0350262,1.0968635,0.8919959,0.98573995,0.94364214,0.9392993,1.2234646,1.0519015,0.93760526,0.1851666,1.0528123,1.0539851,1.0659084,1.2038251,0.27958906,0.9742865,0.99656254,1.2369854,1.03853,0.902281,0.89000344,1.0826008,1.0502307,1.1092777,1.1339184,1.0050037,0.56921697,0.9702388,0.9617843,1.0190827,1.1033177,0.7158404,0.9590158,1.1683521,1.1674622,1.0392257,0.91421175,1.0410745,1.032307,0.9687145,1.0772486,0.7949931,0.91215897,1.0659465,1.0835794,1.1438768,1.0928401,0.9992217,0.7298809,1.1002951,1.0524193,0.9554865,1.0820184,1.0550152,0.9631098,1.0081527,1.0177583,1.0386467,0.21369243,0.862035,1.0275241,1.0440919,1.1350949,1.0486264,1.1090779,1.2020612
grass,1.1252729,1.0174582,1.2154422,1.0977547,0.53990895,1.1603215,1.130207,1.1069931,1.3563871,0.9041518,0.74750286,0.6214383,1.3192203,0.730809,0.8938315,1.0353547,0.71645325,1.1936187,1.3902153,1.3145951,1.0989088,1.2862465,1.2616222,1.4497149,1.155853,1.4220726,1.1640615,0.8308727,0.7051861,1.1216433,1.349734,0.76788867,1.102759,0.6372087,0.7667438,1.3633912,0.9691397,1.4546237,0.8929019,1.0311065,0.85112846,1.003255,1.1766534,1.0932391,0.7294661,1.0063337,1.063577,0.82256097,0.57607734,1.2962322,1.1189947,1.3718872,0.9495801,0.78881276,1.1796722,1.1480739,0.0,1.1417289,0.7984189,1.2083137,0.5477799,1.2731124,0.71033216,1.1965132,0.5738358,1.391858,1.117377,1.3391912,1.036278,1.0853755,1.0440639,1.2225314,0.8256277,1.1436462,1.1607077,1.334168,1.0496894,0.8683721,1.0811427,1.2152532,0.8582955,0.7182337,0.6706792,0.81277007,1.3554949,1.3127174,0.9294282,1.0807399,1.2531364,1.2939723,1.3488122,0.66856927,1.0861287,1.0963793,1.23031,0.7907065,0.6546252,0.87561965,1.2140058,0.844815,1.2512373,0.70011646,1.0211469,0.90393424,1.3413589,0.74888444,0.7362451,0.8286986,1.2394748,0.98773515,1.329251,1.0602082,0.9510053,0.6673847,0.7434564,1.3500156,0.8108069,0.97017694,0.9833721,1.2021888,1.143199,1.2278816,0.85134375,1.2200787,1.2868762,1.3231912,0.8013085
gum,1.0010535,1.1761006,0.57639503,0.876334,1.2682514,0.33578497,0.8212166,0.6637073,0.9727722,1.1996186,1.086944,1.2707243,0.7987797,1.2462952,1.0464627,1.0085635,1.2476758,0.7380532,0.7854974,0.8013683,0.9411851,0.93893737,0.9774034,0.75779545,1.0086458,0.93857867,0.9466984,1.053098,1.1757115,1.2611917,0.75687337,1.2802598,1.0481982,1.3656983,0.9770798,0.71679115,1.0667061,0.82975364,1.0716801,0.6827135,1.330548,1.0366713,0.9404689,0.8659297,1.1516125,0.9221834,1.0100543,0.92605126,1.024566,0.83181834,1.1029903,0.90336084,0.7637521,1.0123702,0.9231528,1.1160817,1.1417289,0.0,1.1904905,0.7023892,1.0439734,0.90411574,1.1600869,1.0112252,1.2635676,0.89041233,1.2085516,0.81078047,0.8459101,0.999955,1.1312469,1.0792512,1.1483067,0.84068567,0.6716337,0.9966647,1.0610843,1.0689391,0.6604651,0.95692676,1.0747985,1.1999435,1.2922581,0.87782955,0.81344914,0.7600884,0.9336348,1.2428907,0.97252125,0.80574054,0.8909558,1.1947634,1.1667018,1.0614731,0.711312,1.3405043,1.1206834,0.9443128,0.766327,1.0828397,0.5955904,1.3539962,1.1392698,1.3724904,0.9159812,1.2425742,1.1453167,1.0105702,0.80480605,1.2487721,0.9380703,0.6888425,1.2231412,1.1856393,1.1672137,0.7520975,0.96390146,0.80892336,0.93649274,1.040659,0.37407666,0.9470888,1.1382631,1.021054,1.0417571,0.7136309,1.2429011
hair,1.1718972,1.0456002,1.2466182,1.1287352,0.60338616,1.3015242,1.2509875,1.0788118,1.3857036,0.87817866,0.96671903,0.6942798,1.3351735,0.7095892,0.69353557,1.1903656,0.69397116,1.2253466,1.3887339,1.415666,1.1071582,1.3009462,1.2835387,1.4515395,1.2087109,1.4066446,1.1970807,1.0306969,0.65727144,1.1382444,1.2811674,0.7661703,1.1431241,0.557993,0.7819401,1.3767974,1.0130457,1.4761918,0.85064495,1.0779941,0.85082805,0.9721055,0.96826583,1.1431031,0.97379005,0.9835985,0.5851041,0.9220634,0.694512,1.3153805,1.1379516,1.3980396,0.95531154,0.59016836,0.87692034,1.1145575,0.7984189,1.1904905,0.0,1.2748306,0.7230118,1.0269357,0.53683275,1.3080626,0.54861486,1.411494,0.9862282,1.4080383,0.99821085,1.1515807,0.9979434,1.1884389,0.8081249,1.1161516,1.1193155,1.4050628,0.9426358,0.6055921,1.1549143,1.2546747,0.89544576,0.58851326,0.5754692,0.81431955,1.3925071,1.3795292,0.87328947,1.0014133,1.2202879,1.2596648,1.381194,0.795174,1.0699669,1.0279574,1.1644859,0.62271476,1.0173937,0.73167384,1.2205864,0.5636133,1.2640887,0.4349172,1.0460818,0.63382363,1.3779862,0.71975917,0.83520114,0.8785147,1.2656136,0.9770078,1.3694632,1.1234003,0.7816024,0.5366917,0.8832759,1.42308,0.96672267,0.934289,0.98862755,1.2589021,1.2002002,1.3087251,0.98479897,1.3206906,1.2700953,1.2680764,0.75024694
hamburger,0.8553484,1.0358938,0.41440517,0.74033296,1.3592455,0.6873459,0.9110115,0.6465701,0.8324523,1.2657635,1.1522701,1.400203,0.86287975,1.4077523,1.4087132,0.9472935,1.4604794,0.893944,0.7231912,0.733479,1.1143286,0.43549633,0.92059755,0.79181826,0.83711404,0.6274891,0.64381933,0.94499725,1.2357229,1.0239303,0.45276254,1.1804473,1.0903829,1.4447527,1.05393,0.47940946,1.330637,0.56331134,1.0580313,0.8880471,1.2606525,1.2358658,0.7516009,0.70239705,1.1167411,0.85015583,1.2304708,0.90327126,1.2466483,0.54338604,1.2137759,0.5222829,0.9727216,1.1831712,0.6700276,1.1118972,1.2083137,0.7023892,1.2748306,0.0,1.2232269,0.52289915,1.2162843,1.0484104,1.4017487,0.65739906,1.2764139,0.4458822,0.6728151,1.1208117,1.172596,1.0270493,1.3104963,0.73831135,0.5816193,0.8545624,1.032341,1.0911808,0.56057775,0.984846,1.0251518,1.4958192,1.3936039,1.279429,0.5270448,0.57577026,1.1800847,1.1400882,0.613062,0.8184872,0.5066922,1.1190267,1.2446661,1.0868636,0.6117168,1.38435,1.1566699,1.1502305,0.71228486,1.3459008,0.73092276,1.435799,1.2605736,1.3951051,0.77861285,1.3858612,1.1815643,1.2313017,0.71763897,1.2665567,0.622603,0.9654066,1.369381,1.4198561,1.2491814,0.47076643,0.89526844,1.0862044,1.0522451,1.0633377,0.8903066,0.6037963,1.1833622,0.65340513,0.9424854,0.5266165,1.2432811
hand,1.2138412,0.75905424,1.1717192,0.8886739,0.4846033,1.2664344,1.1220126,0.88037056,1.2863908,1.1197417,0.9633792,1.0201771,1.2244705,0.94254845,0.76319456,1.1350126,0.8667849,1.1691215,1.3679128,1.229698,1.1618394,1.3203514,1.2422805,1.3924861,1.1749481,1.4156417,1.3807373,0.63925767,0.9721697,1.2322607,1.3922725,1.0016062,1.0373592,0.885738,0.7081317,1.3596084,1.1159973,1.3713444,1.0202334,0.71230793,1.0663217,0.94988286,0.9796458,0.9522653,1.0005802,0.92660546,0.8775722,0.4140768,0.5865101,1.3626345,0.98176026,1.3711869,1.0320978,0.57173973,0.9652347,0.79519343,0.5477799,1.0439734,0.7230118,1.2232269,0.0,1.1446211,0.92785966,1.2245897,0.71248037,1.3377174,1.0995799,1.4028711,0.93200886,1.0622904,0.79075867,1.2233375,0.99083203,1.0899795,1.1204545,1.0532634,0.700137,0.53325355,1.1706846,1.2374485,1.0311543,0.5679866,0.6928586,0.81856704,1.264168,1.2408642,0.8439639,0.9278486,1.2401866,1.2768705,1.2838413,0.73593867,1.0953208,1.1247452,1.2181188,0.9402824,1.0088685,0.8994928,1.2536631,0.67431843,1.182513,0.68127126,0.9159114,0.79002196,1.2366536,0.9097812,0.9496178,0.98888004,1.1276331,0.6895586,1.3216777,1.0185969,0.9993478,0.7310864,1.0379641,1.3225414,0.44442946,0.69653714,0.72271675,1.0234008,1.0562661,1.2239918,1.0309317,1.3234863,1.2812334,1.1990101,1.0644351
hat,1.0124294,0.7307336,0.3914249,0.8919667,1.2706298,0.7358774,0.96048284,0.944561,1.0446177,1.277782,1.1317267,1.3654094,0.6710987,1.4367335,1.3336697,1.0389336,1.3315,1.2313225,0.79292107,0.92851675,1.3375711,0.7774388,0.91991645,0.74263036,1.1007913,0.61073726,0.591711,0.9421577,1.25984,0.99043095,0.42901218,1.1744132,1.2310098,1.272438,0.9685684,0.4358598,1.4776106,0.72857696,1.2070501,1.0109768,1.2283213,1.2673149,0.5057379,0.59740925,1.1474823,0.7600633,1.0387987,0.5809019,1.1581827,0.753906,1.0586207,0.56966174,1.1010079,1.1321247,0.4129343,1.0350262,1.2731124,0.90411574,1.0269357,0.52289915,1.1446211,0.0,1.0892768,1.0918691,1.3066244,0.804671,1.2170727,0.58659655,0.8209597,1.1850276,1.1160808,0.9905057,1.3615487,0.69736236,0.26838434,0.8561869,0.6366385,0.88282627,0.51067495,0.9568727,1.2000445,1.2541862,1.2241105,1.4971194,0.5395356,0.5950276,1.2978725,0.8423604,0.96984214,0.82025385,0.79859996,1.0565798,1.1329454,1.1805162,0.36846173,1.3406307,1.1918119,1.3005365,0.5876897,1.1603026,0.9576139,1.1720239,1.1435273,1.0891268,0.83088773,1.3544229,1.2150955,1.2562231,0.4002688,1.0214205,0.74445057,1.1048281,1.2845315,1.2690594,1.4176347,0.80837893,0.555156,1.1498233,1.2123964,1.0341225,1.1719251,0.8100477,1.2787623,0.76343656,0.8922696,0.24535477,1.2603148
horse,1.0700158,1.1143081,1.2006059,1.1041203,0.7352563,1.1328518,1.1128651,1.184237,1.2504196,0.96064603,0.9735327,0.6100248,1.1914324,0.83765763,0.805668,1.0665762,0.74577296,1.1501976,1.1765481,1.285045,1.0496746,1.191683,1.1833907,1.2930955,1.1122512,1.3022677,1.048134,1.139089,0.7197268,1.1134804,1.220576,0.9353821,1.1025805,0.5991576,0.9716733,1.2676802,1.0068703,1.2637899,0.9041598,1.0920659,0.98557836,1.0931103,1.1376735,1.1448448,1.0118206,0.98112005,0.8035034,1.0630081,0.7993315,1.1385841,1.0186005,1.2905071,0.85133815,0.8111315,1.1204798,1.0968635,0.71033216,1.1600869,0.53683275,1.2162843,0.92785966,1.0892768,0.0,1.172117,0.5977535,1.2941424,1.1061041,1.3104548,1.1427921,1.0778362,1.0640451,1.1667484,0.7954397,1.1032807,1.1625265,1.2896726,1.0458646,0.9692462,1.1622615,1.1541067,0.99518406,0.82122564,0.6686655,0.9665404,1.261244,1.2606171,0.90906084,0.9846715,1.1378216,1.1631086,1.2938815,0.7973052,0.99549526,1.0515735,1.1772885,0.8472105,0.9975861,0.78872895,1.1888614,0.8169772,1.0971364,0.70789355,0.89835507,0.7237481,1.2399578,0.7976112,0.8967438,0.7649869,1.1487113,1.124146,1.2290056,1.0532267,0.8139326,0.6232664,0.7951727,1.2953538,1.04966,1.0675492,1.0674164,1.2085938,1.1308589,1.2397293,0.92660224,1.1612486,1.1774759,1.2221982,0.803297
jar,1.0824606,1.0207307,1.0797377,0.9479166,1.2628994,0.9192878,0.61553544,1.1792731,0.48363936,1.0595279,1.138987,1.2014745,0.83603185,1.2253835,1.0189406,1.0019585,1.2268568,0.6880281,0.3816002,0.6496376,0.6187261,0.9582454,0.7122268,0.39432156,0.8868066,0.72241,1.0119787,1.203432,1.212278,0.90697145,0.9505298,1.0538342,0.54522645,1.2762222,1.3512987,0.9804876,0.7714515,0.534011,1.1169457,1.0912455,0.982201,0.98423016,1.1573279,1.0697314,1.0974637,1.1737806,1.0534303,1.2779489,1.3439119,0.89140296,0.9476438,0.92659914,1.2899629,1.3124774,1.2750626,0.8919959,1.1965132,1.0112252,1.3080626,1.0484104,1.2245897,1.0918691,1.172117,0.0,1.3185633,0.8617904,0.9804424,0.862296,1.2245784,0.41753995,0.99385154,0.82675207,1.068257,1.1611997,1.1360946,0.66284895,1.1684697,1.2546117,1.0821292,0.5938561,1.0684286,1.3324422,1.2741561,1.017898,0.9336812,0.9207046,1.0573072,1.0444994,0.8593633,0.859002,0.8786003,1.0950254,0.5873368,0.7728155,1.1004272,1.0633591,1.0198004,1.0748707,0.9621842,1.2592053,0.92471004,1.3031083,0.99650264,1.2395316,0.7352848,1.1014489,1.1998647,0.99117553,1.092374,0.96701086,0.8768015,0.9176178,1.0519829,1.1793877,1.1019119,0.72672015,1.2090888,1.1418717,1.0705415,0.78371286,0.87823653,1.0371568,0.9753419,0.9634953,0.7424668,1.0662367,1.0921174
