,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
scissors,0.8479414,1.071768,0.88828593,0.8153217,1.3109558,0.757306,0.86430824,0.738623,0.6457686,1.2120539,1.0706735,1.2768102,0.861457,1.2284108,1.0420942,0.8990346,1.3121574,0.79500765,0.6767166,0.7192075,0.9052125,0.71479964,0.87448376,0.7316945,0.8056931,0.8552463,0.9504931,1.2858686,1.2485888,1.0634688,0.85636914,1.3027127,0.80723435,1.3446107,1.2618561,0.694208,0.99963874,0.63774496,1.1106591,0.76566434,1.2790189,1.1161267,1.0509222,0.9873635,1.1611313,0.91567755,0.99503875,1.2047324,1.2467517,0.49705827,0.88551444,0.6263422,0.86154556,0.9928352,0.95727956,0.9687145,1.2512373,0.5955904,1.2640887,0.73092276,1.182513,0.9576139,1.0971364,0.92471004,1.3319376,0.56162333,1.206163,0.8207855,1.0262169,0.95914984,1.0817478,1.0039335,1.0627851,1.1765074,1.0436819,0.7972343,1.0857847,1.2132488,1.025652,0.9086831,0.9979288,1.3316821,1.3862087,1.1184667,0.63347226,0.67106897,1.0092071,1.239273,0.7145156,0.7755108,0.7080379,1.2653103,1.0115755,0.9514258,1.0170187,1.3079994,1.1371468,1.0035162,1.073829,1.1731178,0.0,1.3885617,0.8904312,1.3839957,0.7057151,1.244974,1.1900328,1.0178132,0.8914377,1.2377576,0.54008603,0.8281257,1.0889258,1.23494,1.1886016,0.5854205,1.1900297,0.960082,0.67031467,0.9550939,0.48283422,0.85582477,1.0449429,0.91837084,0.9254789,0.8531846,1.3062028
shirt,1.2136648,0.9373351,1.3471332,1.1227069,0.3224771,1.3613918,1.2567962,1.1741025,1.3908291,0.82895887,0.9684061,0.5120769,1.2860639,0.54156953,0.5529634,1.1467493,0.5033815,1.2882981,1.4742018,1.4369254,1.1373979,1.4471822,1.275277,1.4569075,1.2305431,1.4223039,1.2824142,0.8806121,0.74415547,1.0625569,1.3943721,0.69172096,1.1120484,0.39497292,0.7555126,1.5184817,0.9242856,1.5504375,0.9461827,1.1275071,0.71547997,0.9120115,1.1726828,1.1811806,0.9176186,1.1501306,0.72547024,0.9785818,0.59127873,1.4389743,1.0952018,1.5089258,1.0410525,0.67050195,1.0968695,1.0772486,0.70011646,1.3539962,0.4349172,1.435799,0.68127126,1.1720239,0.70789355,1.3031083,0.36778802,1.5086752,0.97162396,1.488652,1.0555892,1.1300403,0.95270956,1.1685964,0.7583505,1.1627152,1.2407142,1.330091,0.9022137,0.7759696,1.2174108,1.2639815,0.9599813,0.36515045,0.35600495,0.78869486,1.5135553,1.4789157,0.85692483,0.85485023,1.336621,1.3241981,1.4698944,0.64107025,0.9463776,1.0682764,1.3238673,0.5111953,0.8988744,0.87644035,1.2770097,0.4266026,1.3885617,0.0,0.94902015,0.33812422,1.4056981,0.6215598,0.7438155,0.9213469,1.3242664,0.72647727,1.4713793,1.1780725,0.7299755,0.39414817,0.70514095,1.4893538,1.0138137,0.97764933,1.061029,1.2033904,1.289536,1.3578552,0.92978644,1.3355865,1.2561431,1.3663847,0.66431296
shoe,0.8513169,0.8388208,1.3365605,1.0911919,0.99630314,1.1973754,1.071138,1.1219366,0.9384978,1.0617335,1.0457071,1.0660162,0.8839784,0.9781414,0.8614823,0.8881733,0.8653662,1.0010965,1.0862008,1.0451818,0.9772785,1.1094947,1.1041415,0.9690163,0.868981,1.1288052,1.2433995,1.0912056,0.99531,1.0519567,1.1850153,1.1523839,0.8268554,1.0149873,0.8064336,1.225162,0.9459167,1.0032678,0.9775794,0.89930874,1.1019322,0.8832336,1.0163101,1.1748066,1.0784161,0.9656053,0.8555366,1.0412672,0.8574331,1.0981731,0.18513882,1.1263689,0.8576584,0.88775676,1.0865651,0.7949931,1.0211469,1.1392698,1.0460818,1.2605736,0.9159114,1.1435273,0.89835507,0.99650264,0.92593586,0.9420916,0.9130869,1.2086674,1.1042392,0.86104035,0.8996157,1.0215868,0.938986,1.1401104,1.292362,0.8765075,0.94984823,1.0540602,1.3218826,1.0670328,0.962237,0.7756009,0.8954436,0.9811989,1.1654903,1.178617,0.99296016,0.8093842,1.0995241,0.9098197,1.0628424,1.1425172,0.8383838,0.9436424,1.2149903,1.1129875,1.0353149,0.9454663,1.2057177,0.86871445,0.8904312,0.94902015,0.0,0.823369,1.0926645,1.15032,1.1252824,1.0455272,0.6151222,0.65479475,1.1191479,0.96351963,0.8602849,1.0083761,1.1220566,1.0531403,0.92648435,0.7446493,0.984111,0.8281006,0.96601486,1.0932102,0.9912423,1.102438,1.0633267,1.1174504,1.230616
shorts,1.1934023,0.7859779,1.2658019,1.1127571,0.51168627,1.3015091,1.2214653,1.1789311,1.3501604,0.871414,1.0321838,0.6201147,1.1250939,0.6494214,0.7342155,1.1721231,0.4976797,1.2723553,1.3906212,1.3404287,1.1289713,1.3599844,1.193431,1.3337262,1.2904239,1.236192,1.211088,0.8591453,0.84740734,0.93875116,1.3664458,0.7765348,1.1944783,0.46218252,0.77468383,1.438034,0.94246644,1.3884919,1.0138153,1.0814373,0.7637223,0.91543245,1.1785142,1.0490559,1.0136421,1.1124139,0.83763576,0.94512,0.70307237,1.359429,0.9694457,1.4569788,1.0459312,0.7773589,1.0914875,0.91215897,0.90393424,1.3724904,0.63382363,1.3951051,0.79002196,1.0891268,0.7237481,1.2395316,0.4952619,1.4226036,0.8788227,1.3915112,0.9723379,1.1376647,0.83020914,1.080728,0.820631,1.0798614,1.2233673,1.1513331,0.8360002,0.8510257,1.2248204,1.1564778,1.0849651,0.41454977,0.40525877,0.92367524,1.4370261,1.4163382,0.9932003,0.6549057,1.2817271,1.2054627,1.3958063,0.6905563,0.89824307,1.0684326,1.2532449,0.6098544,1.0134579,0.9461536,1.2106819,0.53763545,1.3839957,0.33812422,0.823369,0.0,1.3228456,0.6994426,0.8100667,1.0114641,1.1498988,0.55219096,1.4210088,1.1410735,0.7377156,0.6837094,0.83538234,1.396886,0.9414647,0.95663464,1.1325505,1.0129712,1.2722046,1.2777419,0.91109234,1.2478838,1.1387247,1.2245419,0.785066
shovel,0.9305383,1.0356746,0.7507266,0.93227553,1.2979112,0.9056683,0.8300235,0.9122819,0.7386325,1.1037561,1.1103941,1.4262427,0.8186021,1.2920157,1.2188791,0.9739763,1.4881763,0.9024441,0.6162895,0.7682991,1.0395664,0.8469924,0.11859,0.6724442,0.86211646,0.58580154,0.94289136,1.0405751,1.3491348,1.0014119,0.6039636,1.2369745,0.8994654,1.4296987,1.2772036,0.4247433,1.1182216,0.6688819,1.2052274,1.0984279,1.0999316,1.1512487,1.0181234,0.94610566,1.2179546,1.0238749,1.133906,0.99597985,1.312804,0.7416176,0.9799688,0.42098022,1.1622062,1.2423247,0.8781995,1.0659465,1.3413589,0.9159812,1.3779862,0.77861285,1.2366536,0.83088773,1.2399578,0.7352848,1.3904095,0.5441862,1.0343088,0.6331289,1.123601,0.9922898,1.1253098,0.29751277,1.2178738,0.7670815,0.7767331,0.87297285,1.0066726,1.1931316,0.8892982,0.78633523,1.1518884,1.4269953,1.3550166,1.2484292,0.38690555,0.39895874,1.0970708,1.1594119,0.8941083,0.9391202,0.7659081,1.2657005,1.0602126,1.0218903,0.7587118,1.2802323,1.2336804,1.1964058,0.77514815,1.2808235,0.7057151,1.4056981,1.0926645,1.3228456,0.0,1.2957078,1.2509432,1.1120926,0.7666373,1.113571,0.43317276,0.9359401,1.2186133,1.3056223,1.2701062,0.71889794,0.9799958,1.0726441,0.6841608,1.0068222,0.9155814,0.78034925,1.1711282,0.87218046,0.1552251,0.7283798,1.2704837
shower,1.2395757,1.1428405,1.3785508,1.1079572,0.6937991,1.2418036,1.103328,1.1941397,1.2120875,0.74218047,0.9691489,0.4438914,1.2337649,0.59573025,0.71289694,1.2009354,0.5322522,1.1358662,1.3195993,1.2922459,0.9394113,1.3589828,1.1433808,1.3724356,1.2489355,1.2637801,1.0843779,1.0700432,0.79014796,0.7928663,1.3845025,0.5537574,1.0905756,0.4470899,0.993139,1.4499533,0.7306298,1.3948481,0.9406277,1.1554921,0.54078877,0.85467106,1.2051549,1.2166402,0.9154328,1.0789322,0.951108,1.207656,0.808779,1.236122,1.159103,1.3863218,1.0565352,0.8249563,1.2475691,1.0835794,0.74888444,1.2425742,0.71975917,1.3858612,0.9097812,1.3544229,0.7976112,1.1014489,0.63537204,1.375171,0.7697166,1.3356665,1.1285627,1.1108463,0.9348724,1.0551474,0.6437809,1.1795945,1.3104612,1.262532,1.1619134,0.8948445,1.245448,1.036214,1.0531888,0.61451614,0.60756296,0.7653947,1.4482386,1.4092907,0.94325167,0.94681543,1.2593213,1.2126389,1.3906304,0.8350972,0.9589899,0.95222884,1.2862804,0.43449414,0.9481567,0.93938595,1.2116015,0.76487863,1.244974,0.6215598,1.15032,0.6994426,1.2957078,0.0,0.77815694,0.8580334,1.4502845,1.0013824,1.3388982,1.1448222,0.6380957,0.7341917,0.58564323,1.3672361,1.2491044,1.0779485,1.0571771,1.0590522,1.1282729,1.2822255,0.763225,1.1800777,1.0992815,1.4412187,0.42827356
sink,1.1341889,1.161828,1.192157,1.0799669,0.7949483,1.1258838,1.0147374,1.152808,1.1863599,0.6122566,0.88122636,0.55701655,1.1389029,0.656341,0.8676368,1.0872788,0.59446,1.1327565,1.3168582,0.8752489,1.088826,1.2349911,1.2181759,1.2708795,1.2248083,1.2563556,1.0033287,1.0221666,0.80452716,0.692573,1.2277611,0.80845225,1.0356004,0.5889806,0.9532632,1.2563045,0.913096,1.1930318,1.1085123,1.2814033,0.77217877,0.8529117,1.1188148,1.07274,0.8363168,1.0994009,0.99247825,1.128178,0.86942714,1.2202462,1.1946902,1.1856291,0.98594886,0.84361064,1.1735681,1.1438768,0.7362451,1.1453167,0.83520114,1.1815643,0.9496178,1.2150955,0.8967438,1.1998647,0.7624802,1.1670394,0.971268,1.1389587,0.81663954,1.117877,1.0381035,1.1239277,0.9217672,1.0641145,1.2048887,1.2017214,1.1125631,1.0274266,1.0781028,1.0869423,0.9109276,0.788826,0.75903195,0.8209659,1.2741294,1.2768372,1.1162093,0.8869296,1.1379373,1.1909609,0.9835769,0.83449936,0.8709041,0.92416275,1.2047187,0.6478979,0.8452597,1.0545534,1.1043131,0.7830535,1.1900328,0.7438155,1.1252824,0.8100667,1.2509432,0.77815694,0.0,0.90692335,1.2510338,1.052222,1.1377534,1.1092937,0.9468675,0.8650006,0.5561297,1.0793754,1.2233642,1.0519904,0.94005984,0.99793303,1.1966506,0.74448454,0.92953885,1.177612,1.1995189,1.3290744,0.80697703
slide,1.0202603,1.1836678,1.2482445,1.2343018,0.8956456,1.0460278,0.9312933,1.1592834,1.0213883,0.8485577,0.93201405,0.79450405,1.1423098,0.85195184,0.7343914,0.9758513,0.9132119,0.71229875,1.0660642,1.1395319,0.76669914,1.1827599,1.0620056,1.0846226,1.017107,1.1520977,1.059513,1.1357298,0.92902315,1.1432328,1.2203667,0.967479,0.92991143,0.87873244,1.1642393,1.2182107,0.8239658,1.1817888,1.0521119,1.1025677,0.9615175,0.991242,1.1965772,1.1508329,0.99651814,1.0351279,0.90413064,1.1194698,0.9093263,1.0774742,1.11374,1.1986517,0.97412175,0.9825735,1.1607484,1.0928401,0.8286986,1.0105702,0.8785147,1.2313017,0.98888004,1.2562231,0.7649869,0.99117553,0.8986038,1.1476068,1.043612,1.203587,1.207155,0.88100606,1.0191127,1.0410335,0.87229073,1.201792,1.1944423,1.1081127,1.0873783,0.99838877,1.1503361,1.0502789,0.8448616,0.96462584,0.9106907,0.6007281,1.1723554,1.1352319,0.8943958,1.2174116,1.0812174,1.1637547,1.1427735,0.9007754,0.97530097,1.0187,1.2236395,0.9076748,0.9806361,0.9350242,1.1883125,0.99441063,1.0178132,0.9213469,1.0455272,1.0114641,1.1120926,0.8580334,0.90692335,0.0,1.2711241,1.1314363,1.1473272,0.89071524,0.9522955,0.7941939,0.8125509,1.1806517,1.1262274,1.0898763,0.9766229,1.0887411,0.94637585,1.1797603,0.9546382,1.1281374,1.086259,1.2498155,0.8584544
slipper,0.87751806,0.76979244,0.51863015,0.97109663,1.2973626,0.78333193,1.0455395,0.94750696,1.0463722,1.139523,1.1460954,1.4590592,0.47358435,1.351654,1.3480127,0.95791686,1.329442,1.1373707,0.88528097,0.8716326,1.3074747,0.7985101,0.9012067,0.68322563,0.9609557,0.62845445,0.7649096,0.8973698,1.2452422,1.0583179,0.4672737,1.3122646,1.1621594,1.3359622,0.7307873,0.41257203,1.3581282,0.7223295,1.1806926,1.0085278,1.275984,1.0964308,0.629155,0.8485353,1.1752746,0.821468,1.1277764,0.607478,0.9563811,0.90100294,0.6273992,0.5543283,0.94330347,1.1630918,0.56837916,0.9992217,1.2394748,0.80480605,1.2656136,0.71763897,1.1276331,0.4002688,1.1487113,1.092374,1.2861947,0.6738332,1.1766107,0.59946597,0.91957223,1.119501,1.1152861,0.97999847,1.3578045,0.5119148,0.37898135,0.88535434,0.77561486,1.039505,0.5959365,0.86852217,1.1843076,1.2111382,1.2293128,1.3771917,0.5341929,0.54262733,1.2506386,0.8340124,0.99720377,0.81923485,0.75748885,1.2610809,1.1712354,1.1026196,0.33878052,1.445388,1.188633,1.2676324,0.5059198,1.1963652,0.8914377,1.3242664,0.6151222,1.1498988,0.7666373,1.4502845,1.2510338,1.2711241,0.0,0.8715726,0.7530247,1.0497067,1.2913258,1.3334789,1.4813175,0.7864256,0.5623635,0.9145771,1.168382,0.9446216,1.0903937,0.7367604,1.2861041,0.8437557,0.8807634,0.28660583,1.4229008
sock,1.1497393,0.474496,1.2051384,0.9525378,0.770423,1.281201,1.1210022,1.062273,1.0608495,0.9874817,1.0015529,1.0520304,0.93460846,0.9308301,0.7986894,1.1232471,0.78407454,1.1277071,1.214505,1.1475487,1.1206626,1.2646952,1.0539316,1.0756354,1.0359908,1.0722253,1.2589937,0.79897517,1.0857141,1.0086577,1.2438036,0.9613387,0.91200435,0.9247627,0.7318121,1.2383398,0.9705207,1.1765159,1.1802442,0.9623028,0.9604283,0.9700363,0.98385364,0.98284686,0.97180814,1.0737653,0.9802527,0.76262724,0.92255133,1.3375988,0.74573827,1.1969793,1.1397353,0.9396266,1.0134025,0.7298809,0.98773515,1.2487721,0.9770078,1.2665567,0.6895586,1.0214205,1.124146,0.96701086,0.93021053,1.164183,0.9470933,1.1920489,0.97015476,0.91009235,0.6909733,0.9588706,1.1609055,0.9802483,1.1177942,0.8020708,0.6973023,0.8570583,1.2149839,1.1294137,1.0329792,0.46828604,0.7957367,0.9403789,1.207226,1.1973851,1.0386161,0.65174943,1.2321244,1.1156222,1.1785879,0.98022854,0.9015717,1.0813419,1.0890433,0.948924,0.9640695,1.125285,1.0738254,0.6172106,1.2377576,0.72647727,0.65479475,0.55219096,1.113571,1.0013824,1.052222,1.1314363,0.8715726,0.0,1.2423948,1.016295,1.0781186,1.0026667,1.1154537,1.1891112,0.74582815,0.7035159,0.9807923,0.7485213,1.1852353,1.1472236,1.1244187,1.1208174,1.0170021,1.0239427,1.0956897
spoon,0.78597766,1.0769148,0.69773245,0.8747028,1.3789244,0.83615863,0.83290863,0.8580568,0.6676858,1.0892819,1.1710194,1.3865848,0.78306,1.3517168,1.2559848,0.8958096,1.4899058,0.90413046,0.6201251,0.61341363,1.1171498,0.614326,0.6336411,0.6983244,0.80914205,0.6743482,0.7571877,1.087855,1.29684,0.9551011,0.58022314,1.3207973,0.846205,1.474681,1.2156775,0.23743516,1.245588,0.5326355,1.1703877,1.0627347,1.2665186,1.191219,0.9063555,0.86078143,1.1717484,0.9267949,1.1913569,1.0608096,1.3073287,0.5508424,1.0066881,0.12791693,1.0749724,1.191505,0.81125134,1.1002951,1.329251,0.9380703,1.3694632,0.622603,1.3216777,0.74445057,1.2290056,0.8768015,1.4452295,0.25403953,1.1636032,0.56833124,1.0140487,1.0510571,1.158601,0.7595997,1.181254,0.8582679,0.7700229,0.80274653,1.0429033,1.2284349,0.8386583,0.81134796,1.1098444,1.49126,1.4382842,1.3644892,0.237077,0.36435735,1.2169898,1.1580665,0.6972407,0.7653344,0.49197888,1.2421542,1.1297144,0.9984821,0.79633427,1.3548777,1.1612568,1.2401805,0.7731091,1.3741713,0.54008603,1.4713793,1.1191479,1.4210088,0.43317276,1.3388982,1.1377534,1.1473272,0.7530247,1.2423948,0.0,1.0361027,1.2142363,1.3635287,1.2037903,0.55510646,1.0262406,1.131673,0.465702,0.92532814,0.9742592,0.6318892,1.1486531,0.773481,0.6591469,0.63901216,1.3184881
strawberry,1.0162977,1.0684013,0.9738272,0.9934957,1.1747808,0.6981294,0.79512864,0.8359462,0.9414829,1.1873755,0.9727931,1.1732312,0.98670805,1.1557362,0.96705794,0.96712774,1.14687,0.9292629,0.93691915,0.9039906,0.9306774,0.97534114,0.9346588,0.90942454,0.91114247,1.0813464,1.134392,1.013063,1.1126992,1.170783,0.9981676,1.0960476,0.95205796,1.2075133,1.0956126,1.0397413,0.97093695,0.9540064,1.0713462,0.80911463,1.1017891,1.0940878,1.0021675,0.9119305,1.0224843,1.0445061,0.93949574,0.9709115,1.1636531,1.0064495,0.9201454,1.0531125,0.9854424,0.9929577,1.0377114,1.0524193,1.0602082,0.6888425,1.1234003,0.9654066,1.0185969,1.1048281,1.0532267,0.9176178,1.1808347,1.0354972,1.101485,1.0144117,0.98059356,0.9047959,1.083722,0.92713344,1.0776539,1.0345011,1.0355265,0.9696368,1.0101326,1.0814066,0.99541014,1.1250384,0.98851544,1.0996126,1.1262151,0.98182577,1.0400252,1.0058237,0.852724,1.0908979,0.9711186,0.8790925,0.9889695,1.0616069,1.0532962,1.0489426,1.0283433,1.1381378,0.9809067,0.987027,1.0755408,0.96721435,0.8281257,1.1780725,0.96351963,1.1410735,0.9359401,1.1448222,1.1092937,0.89071524,1.0497067,1.016295,1.0361027,0.0,1.1076292,1.1339264,1.0996951,0.90521187,0.97024095,0.8935913,0.88399816,1.050197,0.6198858,1.1099998,1.0697069,1.01475,0.96265495,1.0520948,1.1731519
stroller,1.0986141,1.1825664,1.4261181,1.1851358,0.8800424,1.2131325,1.09742,1.1989157,1.078609,0.9036015,1.0997982,0.6149821,1.1929753,0.68291235,0.83244514,1.1152077,0.6403354,1.0332079,1.1525102,1.210804,0.8252249,1.2397197,1.1175444,1.1857595,1.2124476,1.1980965,1.0575149,1.2521677,0.80932236,0.7779829,1.3119818,0.79305637,1.0007511,0.59951764,1.0649368,1.3606716,0.71323216,1.1823528,0.835028,1.0637914,0.7932395,0.85291636,1.195782,1.2072483,1.0736674,1.1661235,0.9035873,1.3166617,0.951613,1.1046381,0.87614673,1.3057585,0.9702376,0.8776306,1.2788966,0.9554865,0.9510053,1.2231412,0.7816024,1.369381,0.9993478,1.2845315,0.8139326,1.0519829,0.71995115,1.231642,0.70574284,1.3764839,1.218354,0.97013474,0.9628945,1.0505195,0.07279265,1.3337071,1.3838389,1.133692,1.2552115,1.0355097,1.3088931,1.0204598,1.0867854,0.7808903,0.71697575,0.8200512,1.3353218,1.342647,0.9494301,0.9192157,1.1384035,1.1167082,1.2936616,0.93647957,0.6875596,0.80898273,1.3268955,0.66287196,1.0617837,0.87692785,1.3342516,0.822013,1.0889258,0.7299755,0.8602849,0.7377156,1.2186133,0.6380957,0.9468675,0.9522955,1.2913258,1.0781186,1.2142363,1.1076292,0.0,0.78220356,0.7339019,1.2655194,1.3069981,1.1362802,1.04668,1.0280161,1.013457,1.259012,0.3910823,1.1165665,1.077655,1.3850411,0.7207476
sweater,1.1293766,1.0745772,1.3298742,1.1276928,0.49452174,1.270595,1.1723844,1.1435258,1.2373552,0.9102267,0.97954285,0.5354332,1.2698444,0.7232889,0.5719969,1.0600902,0.6786885,1.1182253,1.319759,1.2919713,1.0343618,1.3266104,1.2394695,1.3487365,1.1123523,1.4676058,1.2285779,1.0250639,0.5907772,1.1762997,1.4039173,0.8626116,0.97427446,0.5386398,0.90912116,1.4487339,0.9763801,1.3989501,0.7118463,1.061679,0.90318084,0.9252263,1.1869041,1.2196857,0.9642232,1.0280232,0.6974921,1.0126835,0.70750237,1.3407686,1.1359429,1.4664962,0.9710942,0.6896572,1.1451825,1.0820184,0.6673847,1.1856393,0.5366917,1.4198561,0.7310864,1.2690594,0.6232664,1.1793877,0.32931256,1.3654288,1.0151184,1.4853578,1.1952516,1.0909638,1.0598527,1.2104229,0.77067703,1.2557988,1.2344506,1.3267283,0.937927,0.8204341,1.2209003,1.1532353,0.968629,0.62874055,0.60022986,0.8224392,1.4128778,1.3840601,0.7930814,1.0546297,1.2348998,1.2923006,1.3849207,0.76132643,0.96956897,0.9359561,1.3008798,0.71854943,0.9310694,0.76066506,1.2709095,0.6253339,1.23494,0.39414817,1.0083761,0.6837094,1.3056223,0.7341917,0.8650006,0.7941939,1.3334789,1.0026667,1.3635287,1.1339264,0.78220356,0.0,0.6779693,1.3848745,1.0390545,1.0359527,0.99475473,1.221311,1.1248107,1.3435247,0.9822052,1.2850842,1.268582,1.3372649,0.74709094
table,1.1547716,1.214326,1.3366549,1.0402763,0.671393,1.1468444,1.1718583,1.151188,1.0331287,0.8752495,1.0392251,0.2078762,1.3486195,0.6847168,0.7386085,1.1357514,0.47283494,0.929267,1.1838669,0.9889725,0.8026144,1.1659827,1.219036,1.2436485,1.2013725,1.2900844,0.95325106,1.1163907,0.7741052,0.8039277,1.3492725,0.81105137,0.8909786,0.56923217,1.10959,1.3853993,0.76849556,1.1183674,0.86343384,1.1332855,0.85788363,0.92827076,1.2972654,1.2528529,0.96001816,1.1612481,1.0278944,1.3311607,0.93896216,1.1482787,1.1850243,1.2856197,1.0080252,0.8805406,1.3647642,1.0550152,0.7434564,1.1672137,0.8832759,1.2491814,1.0379641,1.4176347,0.7951727,1.1019119,0.6273519,1.208317,0.7850747,1.3297479,1.1251543,0.9497227,0.9546063,1.1200839,0.67737526,1.2246797,1.3661764,1.1285167,1.1965815,1.0679189,1.2339299,1.1821519,1.0086983,0.73098236,0.7710793,0.7134641,1.360547,1.3401568,0.97740054,1.0489314,1.0417986,1.1836333,1.0744416,0.9175849,0.7775763,0.9090391,1.3247669,0.67918146,0.937711,0.874299,1.2417454,0.87303334,1.1886016,0.70514095,1.1220566,0.83538234,1.2701062,0.58564323,0.5561297,0.8125509,1.4813175,1.1154537,1.2037903,1.0996951,0.7339019,0.6779693,0.0,1.1462582,1.3392804,1.1510065,0.9634958,0.96904707,1.0680504,1.0164962,0.7788663,1.1156641,1.20225,1.4762046,0.5905216
tape,0.9552188,0.97050226,0.6674551,0.6812891,1.3931637,0.6874302,0.8302158,0.7790617,0.47502643,1.1591771,1.1375854,1.3585076,0.8660055,1.2464411,1.2952213,1.0084127,1.4203458,0.7343912,0.58838814,0.31264824,0.8804883,0.47382027,0.92324376,0.5203699,0.8896896,0.5892533,0.8254924,1.1210306,1.3114026,0.85224617,0.63437,1.3258398,0.74785155,1.4446927,1.2874292,0.5943623,1.0607198,0.29262203,1.1173589,0.9508546,1.3118507,1.1200987,1.0056854,0.83237183,1.146728,0.95474184,1.2233291,1.1453601,1.3590841,0.5935256,1.0340286,0.55990434,1.1139013,1.2923878,0.94811594,0.9631098,1.3500156,0.7520975,1.42308,0.47076643,1.3225414,0.80837893,1.2953538,0.72672015,1.4672481,0.52250963,1.1294361,0.54435325,0.8563464,0.91283876,1.0771174,1.0279692,1.2299546,0.86909,0.8774152,0.6250884,1.2027186,1.2602552,0.7976836,0.8140286,1.0886883,1.4970418,1.4720995,1.2338579,0.62138444,0.6445919,1.1124113,1.1059016,0.58630216,0.79397196,0.41999972,1.1824974,0.99494773,0.8451086,0.8246577,1.3640971,1.0708733,1.2360517,0.89704293,1.3782114,0.5854205,1.4893538,1.0531403,1.396886,0.71889794,1.3672361,1.0793754,1.1806517,0.7864256,1.1891112,0.55510646,0.90521187,1.2655194,1.3848745,1.1462582,0.0,1.1448506,1.0602529,0.97528607,0.8186741,0.6813276,0.49371547,1.1513152,0.8206234,0.9506548,0.7429054,1.3456788
toe,1.084613,0.5639496,0.67130995,0.9093883,0.83514285,1.0301678,1.0398028,0.88514376,1.3012903,1.2900178,1.0951616,1.3694129,0.92738557,1.3118739,1.124846,1.0740134,1.2760009,1.2555609,1.1639042,1.1187024,1.3310901,1.1059422,1.0110016,1.0865241,1.0867207,1.0106177,1.0813696,0.48063785,1.1961911,1.2589097,0.89392227,1.1960891,1.2477202,1.2250975,0.679868,0.81810915,1.4297663,1.0932508,1.177042,0.7901339,1.2138517,1.1349448,0.6442662,0.6185083,1.1046584,0.70154274,1.0043195,0.068335295,0.75502944,1.2277448,0.93621373,0.9513105,1.1028614,0.8353001,0.5501938,1.0081527,0.8108069,0.96390146,0.96672267,0.89526844,0.44442946,0.555156,1.04966,1.2090888,1.057788,1.1183556,1.1558424,0.9787647,0.8508689,1.1483603,1.018978,1.0238717,1.3272347,0.6718613,0.48249602,1.0501685,0.4215889,0.55218035,0.7818072,1.1175332,1.1915609,0.93543136,0.9537548,1.211208,0.88826203,0.88172907,1.0685008,0.94789255,1.1900883,1.0811555,1.0717831,0.86356515,1.347624,1.2459508,0.6234235,1.2738509,1.1023284,1.1127669,0.80495965,0.9578713,1.1900297,1.0138137,0.92648435,0.9414647,0.9799958,1.2491044,1.2233642,1.1262274,0.5623635,0.74582815,1.0262406,0.97024095,1.3069981,1.0390545,1.3392804,1.1448506,0.0,0.74758124,0.95891994,1.1259444,1.1695179,1.0642586,1.2608863,1.038394,1.0163835,0.58971757,1.2838025
tooth,1.0240431,0.8325789,1.1435273,0.9098022,0.8964868,1.1776965,1.0348098,0.8325002,1.1328573,1.087863,0.96487,1.1800942,1.0696818,0.97267586,0.8734951,0.99634534,1.0218843,1.0541633,1.227649,1.114505,1.0625496,1.1516764,1.0706035,1.1785644,0.9021452,1.2572316,1.3754917,0.71460193,1.0961845,1.2438127,1.1452961,1.1094027,0.99548477,1.093599,0.6710444,1.1611347,1.0220234,1.1963463,1.1174356,0.79154867,1.1380513,0.9584744,0.9118868,0.9432767,1.003964,0.8328612,0.92453766,0.7140373,0.7942243,1.319565,0.8031,1.1381327,0.8653281,0.7344597,0.83957446,1.0177583,0.97017694,0.80892336,0.934289,1.0862044,0.69653714,1.1498233,1.0675492,1.1418717,0.99325013,1.1194444,0.999404,1.1697426,0.89427984,0.9777973,0.96984977,1.0281417,1.1401459,0.9396845,1.0234631,1.0771842,0.7510659,0.78717136,1.1243277,1.2060759,1.0109898,0.7580189,0.9073829,0.8199581,1.1665409,1.1362647,0.82963014,1.0274801,1.1339947,1.055482,1.1231873,1.0120226,1.1524711,1.12051,1.0528402,1.0841293,0.98840404,0.8142367,1.1370842,0.65805197,0.960082,0.97764933,0.7446493,0.95663464,1.0726441,1.0779485,1.0519904,1.0898763,0.9145771,0.7035159,1.131673,0.8935913,1.1362802,1.0359527,1.1510065,1.0602529,0.74758124,0.0,0.7868248,1.0322363,0.9020513,1.1225226,1.1260036,1.2460766,1.0908179,1.06808,1.1863623
