,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
lamp,1.6090326,1.0137224,0.6100532,0.99522704,1.4085064,0.7385696,0.49880457,0.72755295,0.6510993,1.2942538,1.3456156,0.39010656,1.0279049,1.5802195,1.3360531,1.421748,0.88614994,1.2442328,0.36603475,0.6021519,1.2498724,0.6195926,0.65066636,0.6275021,1.2477741,0.4583311,0.573652,0.57957745,1.1421549,1.1335478,0.95481557,1.1530566,1.0237851,0.7389818,1.0100883,1.1008586,1.168879,0.9434583,0.35437799,1.3201536,0.48340082,1.3055811,1.4776453,1.5135853,0.8708638,0.89975154,1.3988256,0.95458454,1.1399778,0.65435994,1.0789679,1.3070045,0.9792925,1.229409,0.7924376,1.0858579,0.36656594,1.4112806,1.3096113,1.3363559,0.7524154,1.3101559,0.94504493,0.9225797,1.2412951,1.0716305,1.3981411,0.4471513,1.0957558,1.3305268,1.2373192,0.95467854,1.5099559,0.43779737,1.1762538,0.0,0.6347279,0.98348683,1.3019433,1.0455077,1.5731008,1.1720427,0.89334255,1.0237505,0.41271412,0.85248584,0.6578871,0.5816552,0.62904567,1.142873,1.2112051,1.5398623,1.3946338,1.4750128,1.2468402,0.3285333,0.34085524,1.1374345,0.6968839,1.0651654,0.4908253,1.2808526,0.7057338,0.81236184,1.0984066,0.48171103,0.7821686,1.36496,0.74636656,1.044979,1.1437852,0.8137341,0.9995705,0.95645165,1.1113507,1.0613896,1.4301193,1.106791,1.1164155,0.78217036,1.1455852,0.9799142,1.4096056,0.47968465,1.0214728,0.5322022,0.9485092,1.249942,0.53384155,1.1903064,0.96359986,1.3648852,1.4101262,1.47025,0.5876098,0.7439767,0.74079156,1.2029811,0.85760975,1.0859133,1.425195,1.0756453,0.75011516,0.49027616,0.6017726,0.77971405
leg,1.4082897,0.8469489,0.8081514,0.9749072,0.9065573,0.9804229,0.8494661,0.8063822,0.9453895,1.2219411,1.2344835,0.6744098,1.0795927,1.1580279,1.324341,1.271916,0.9562739,1.3640971,0.67017704,1.0252402,1.2187163,0.73445624,0.79207754,0.88391995,1.3022796,0.62075335,0.9034765,0.633446,0.99702483,1.0724882,1.1452047,1.1140997,0.70725286,0.8980088,1.0591992,1.1338375,1.1094832,0.84950185,0.6174296,1.2294077,0.777292,1.2640315,1.2705805,1.2845483,0.9645639,1.0584135,0.9704919,1.0170661,0.7847572,0.81813383,1.2154238,1.0243198,0.7092907,1.3320243,1.0575924,0.8593609,0.67121303,1.3668084,1.209702,1.2954409,0.759964,1.0781817,1.0011009,1.0936764,1.0584953,1.1105964,0.99463654,0.70087796,1.0320169,1.1630031,0.9748502,1.0506163,1.1095358,0.69359004,1.1533715,0.6347279,0.0,1.0553476,1.2455647,1.125184,1.2442708,1.2301866,0.7240958,1.0030153,0.65438825,0.8908473,0.5230481,0.6505147,0.8671725,1.1188291,1.1438034,1.0413665,0.9192238,1.3683108,1.1424828,0.6311891,0.6246809,1.1690801,0.8049259,1.1351726,0.58059794,1.3637816,1.0082619,1.0867889,1.1130705,0.63905084,0.82028306,1.1007348,1.107892,1.0517653,1.2336507,1.0683236,1.0923107,1.0005728,1.0961668,1.1052878,0.9744964,1.0669587,0.7407386,0.78114676,0.92199147,1.1741145,1.2885246,0.6686497,1.0714571,0.7032702,0.71962595,1.2184491,0.7874891,1.1667051,1.0333982,1.2709239,1.0213985,1.3302083,0.9079057,0.554762,0.8776719,1.0010192,0.89612395,1.1739933,1.3418894,1.2186035,1.0422603,0.6398316,0.637115,0.9511868
meat,1.0431854,0.9863473,0.9724925,0.8175367,1.1139987,1.0575014,1.0335,0.98097616,0.8489899,1.2319949,1.2055216,1.0009238,1.0185268,1.2225944,1.0368925,1.1084554,1.0585037,0.9685232,1.0729499,0.9003744,0.8820864,0.56248075,1.077353,0.9667641,0.9206641,0.920516,1.0395709,0.8552279,1.1165175,1.0855687,1.1025435,1.2359365,1.0397216,0.92900443,1.1977874,0.93128204,1.131307,0.9139443,0.980367,1.1791909,1.0129443,0.83456516,1.0068115,1.0412335,1.1301531,0.9754093,1.2018064,0.98357505,0.9877172,1.0201246,1.0674702,1.1579204,0.97077805,0.88992083,0.9900653,0.9534981,0.85320854,0.94104046,1.1765172,1.2105043,1.0579615,0.881489,1.1034387,0.924824,1.1837994,0.9711888,1.045023,0.97853374,1.2012014,1.2764453,1.1958957,0.8237077,1.2352357,1.0230496,1.1384945,0.98348683,1.0553476,0.0,0.9397181,1.0783075,1.041408,1.0836619,0.9458023,0.23455441,1.0643207,0.8043416,0.9482163,1.0555866,0.8769021,1.141825,0.96394485,1.1894319,1.1573372,1.1502502,0.9258621,1.0090978,0.9830203,1.030036,1.0193636,0.8740158,0.84970844,0.6047457,1.0066161,0.7164788,0.9348938,0.9204609,0.8882193,0.8865134,0.85392165,0.52640396,1.1071105,0.8236222,0.74238205,0.5934402,1.1528425,1.0208524,1.2461611,0.8174621,1.1000307,0.927547,1.1377738,1.0836741,1.2877537,0.8822633,1.2078788,1.0182104,0.9559588,0.8616997,0.88634086,1.2311857,0.8733578,1.046721,1.1527328,1.2027779,0.8441607,0.97761554,1.0219271,1.2843769,0.82632434,0.98104304,0.80892897,1.0749882,0.9514722,1.1044338,0.99714005,1.1600349
melon,0.6803338,1.1584166,0.7906746,0.939392,1.061747,0.63950163,0.91010916,1.0007938,1.2823961,0.9638886,0.99072343,1.2791044,1.079749,0.7441472,0.857048,0.8906997,1.1629851,1.0487272,1.3020954,1.0659715,1.0324763,1.1273928,1.2166418,1.2115314,0.91521114,1.4349027,1.2767134,1.1976428,1.0463957,1.1966066,0.9422802,1.0414369,1.2527204,0.9600736,1.0804924,0.5028814,1.0346037,1.1073661,1.311106,1.060114,1.186121,0.7722539,0.8247477,0.7130847,1.1770425,1.0579504,1.0895898,1.045195,1.1100944,0.7552886,0.9569792,0.96057683,1.0609946,0.7893039,0.960844,1.0142964,1.2823827,0.59462106,1.0318475,0.82117414,1.198242,0.72723216,1.0187035,0.7548286,0.9897877,0.66744536,0.9452718,1.1948385,1.1409104,1.1024964,1.0936476,1.168506,1.0274105,1.3192397,1.0971699,1.3019433,1.2455647,0.9397181,0.0,0.94766587,0.47095108,0.9812638,1.178385,0.89559764,1.1993971,0.8915383,1.2949247,1.1780535,0.8454146,1.0940748,0.78073835,0.97028804,1.0787551,0.9205825,0.6139791,1.3277215,1.307695,0.90200436,1.0720744,0.9681225,1.3112488,0.8845231,1.0120405,1.0317129,1.1038593,1.0820384,0.67316395,1.0805663,1.2157705,0.97369534,1.0767787,0.83471775,1.177278,0.84807926,0.81110233,1.0338194,1.0229851,1.0697955,1.1257241,1.0609848,1.1797688,1.0064856,0.9588925,1.3158253,1.0742551,1.0831922,1.068886,0.52485275,1.1750436,0.79746246,0.86641854,1.1705667,1.0193098,0.9038602,0.9405724,1.1923418,1.098336,1.0273284,0.94308686,0.72023225,0.81689894,0.98397243,1.2046949,1.3337425,1.3062093,1.124326
milk,1.0046663,1.1058242,1.0895977,1.0782654,1.0933359,0.99577546,0.99571174,1.1106975,0.9229544,0.908952,0.95181274,1.1655307,0.93892103,1.0550647,0.9852159,1.0091118,1.1038065,0.69854856,0.91270906,0.892251,0.7539955,1.1702386,1.0487188,0.45528185,1.0133321,0.9328142,1.1444842,1.2210352,1.1907618,0.9854517,0.8867511,0.92536354,1.0461159,0.8901554,0.9458852,0.8632563,0.9570647,0.8295386,1.1572688,0.92699265,0.69637656,0.9096521,1.0983585,0.9460329,0.8610541,0.8514658,1.104222,1.0296304,1.1760442,0.9735421,1.0582136,1.0600291,1.1289752,1.136647,0.9650959,1.0849751,1.2029731,0.997929,0.91376245,0.87632495,1.2232243,1.0568261,1.0288314,0.9067066,1.0262308,1.1784337,1.0815232,1.1505302,1.1423416,1.05442,1.0804644,0.7708467,1.1322612,1.1368525,0.9538372,1.0455077,1.125184,1.0783075,0.94766587,0.0,0.9915617,0.989099,1.1229545,1.2064315,1.1552858,0.9201556,1.2141021,1.068335,1.015846,1.0151821,0.9992235,1.111648,1.1213558,0.82447577,1.0596752,1.1576532,1.1546308,0.94314516,1.0707066,1.038039,1.1016104,1.0195256,0.8499062,1.0095775,1.0127842,1.1087968,1.0638736,0.91158247,0.7539089,1.0269734,0.75865287,0.89078754,1.0506412,0.86023366,0.92252046,1.0945729,1.1432711,0.964203,1.1899754,1.10617,1.0002971,0.9456869,1.0102891,1.1907461,1.0990556,1.0885266,1.0532426,0.81877184,1.1018549,0.94632137,0.9376519,0.92564696,1.1074686,0.89719075,0.91650814,1.1586479,1.0131942,1.0126584,0.96364295,0.83184683,0.8871439,0.95977783,1.0198187,0.9526784,1.207057,0.9919476
mitten,0.3646477,0.99699825,1.2043304,1.0144144,0.6474883,0.9337479,1.2645211,1.275022,1.367224,0.80618095,0.7463999,1.5196391,1.0180677,0.316643,0.7630464,0.53755534,1.1455568,0.9662815,1.4998422,1.3414195,0.9424449,1.3631665,1.3184551,1.3810618,0.8029541,1.5829923,1.4216206,1.3114787,0.8994056,0.983092,1.1167066,1.0122147,1.1159277,1.1328634,1.0109578,0.9244259,0.8841289,1.1576378,1.5401088,0.8624699,1.391644,0.77795607,0.53906167,0.3077401,1.2984961,1.1690285,0.81147265,1.1383563,0.8720803,1.1383225,0.988044,0.8199891,0.88532585,0.6680411,1.1555887,0.65295446,1.4375705,0.53298587,0.88672405,0.7031846,1.2587081,0.3035481,1.1003795,0.7958611,0.85739005,0.82662576,0.49387318,1.336536,1.0477945,0.81784064,0.889832,1.1404117,0.649972,1.4908369,0.9524393,1.5731008,1.2442708,1.041408,0.47095108,0.9915617,0.0,0.9671687,1.1520345,0.9097929,1.3866141,0.8880956,1.2669853,1.3058459,1.2417711,1.0500225,0.7979311,0.4688419,0.7351699,0.7019708,0.71275604,1.5664,1.5492873,0.8982336,1.3595208,0.8555078,1.3842537,0.8424328,1.2027144,1.2632755,0.9436273,1.3573353,0.925706,0.8220973,1.3392422,0.97737926,1.0630763,0.9613107,1.0719783,1.0478337,0.75986874,1.0563885,0.76767886,0.8288038,0.9365178,1.1395209,1.1242499,1.0527208,0.76548475,1.4058605,1.0715445,1.4027327,0.8469182,0.7943354,1.2743356,0.6858938,1.1014857,0.92957354,0.7748173,0.6563623,1.3056021,1.0952202,1.0992444,0.7251353,0.9029522,0.77747726,0.73387283,1.0478296,1.2940961,1.4782271,1.3551413,1.1669533
motorcycle,0.86677253,1.0097889,1.1596673,1.149347,0.94820344,1.1415278,1.1629572,1.0988536,0.96784526,0.92440814,0.875278,1.0631258,0.9140394,1.0362583,0.89316034,0.9782872,0.8820007,0.9213394,1.0944117,1.0371916,0.908952,1.1997087,1.1118484,1.0366076,0.8528298,1.0611016,0.62552327,1.1313124,0.8115673,0.8666296,0.9427583,0.89133674,1.0158875,1.1024432,0.9684315,1.0460365,0.897438,1.1694701,1.125253,0.7998772,1.1322412,0.9132279,0.8989141,0.92956483,0.9718416,1.0029159,0.9088288,1.0769267,1.1140807,1.2472421,0.77825356,0.9400283,1.170088,0.7959771,0.98812896,1.0000665,1.1078616,0.8764101,1.0232905,0.6654016,1.0463904,1.0051008,1.0469486,0.918017,0.85240525,1.0717629,1.0050669,1.1312548,0.94875133,0.9375194,0.88430846,0.93181914,0.79707015,1.0995964,0.8276677,1.1720427,1.2301866,1.0836619,0.9812638,0.989099,0.9671687,0.0,1.082734,1.1232685,1.1460477,1.1771446,1.2211199,1.1653054,1.2247881,0.83401823,0.94545263,0.92134553,0.8938513,0.904728,0.89721906,1.1049558,1.1431713,1.0383773,1.0309159,1.0725319,1.2010363,0.9248939,1.110878,1.0288602,1.012685,1.2244682,1.0736309,0.98679924,1.0351291,1.1234739,0.8535699,1.1862139,0.91955674,1.1365504,1.1105562,0.9799437,0.89815086,1.0321137,0.9940732,1.1435064,1.0240871,0.9347155,0.68134856,1.1067169,0.8574799,1.1537791,1.0516392,0.9092893,1.1792784,0.80845535,1.1147037,0.7734999,0.93533176,0.90818465,1.1494497,1.1986372,0.89471495,0.8044349,1.1628087,0.9475628,0.9263136,0.8891133,0.9695691,1.1536674,1.1859032,0.97112894
mouth,1.2283096,0.5998887,0.796116,0.81971884,1.1067967,1.0186402,0.976095,0.90639013,0.96097255,1.2924418,1.2894013,0.777159,1.1943781,1.1376406,1.1999815,1.2058773,1.1790507,1.1916739,0.9082053,1.1031944,1.1101817,0.720811,1.0073617,1.0063537,1.1528753,0.8385483,1.0537975,0.5857165,1.0916305,1.135044,1.1430644,1.1802256,0.6685405,0.84930104,1.0944608,1.1581274,1.2520418,0.8936422,0.67623305,1.21061,1.0102403,1.1930666,1.2084205,1.1415201,1.1389856,1.1991122,1.1155343,1.066707,0.5463021,1.0118175,0.96961296,0.90143436,0.61715704,1.1113335,1.1094315,0.8817562,0.81581545,1.1405226,1.121501,1.2723966,0.40824908,1.0293523,1.0959002,0.92594373,0.93159795,1.0721262,0.8971449,0.7169274,1.1150218,1.0997117,1.1060939,0.9509481,1.1066927,0.8766943,1.2178241,0.89334255,0.7240958,0.9458023,1.178385,1.1229545,1.1520345,1.082734,0.0,0.78027177,0.65937805,1.1500051,0.37679225,0.67243975,1.0323331,1.2355793,1.0022961,1.0837585,1.0280814,1.2483034,1.0520729,0.7669456,0.7236571,1.1528894,0.7609023,1.0898029,0.79428184,1.1065428,1.2146709,1.0665513,1.0996141,0.8748032,0.9041511,0.99668807,1.121936,0.9812329,1.3160896,1.2525625,0.9551733,1.0577306,1.1793427,0.8401759,1.0764351,1.0324615,0.6727931,1.0423256,1.02714,1.2280682,1.2190181,0.5958764,1.1569846,0.7548819,0.7502599,1.0237178,0.94634306,1.1964746,0.90374595,1.0554044,1.0947465,1.2667301,0.84906846,0.52997035,0.78116447,1.1686053,1.134331,1.1333374,1.2098275,1.2131425,1.2072861,1.035152,0.43014866,1.1406894
muffin,0.9861655,0.81606233,0.8633406,0.7279406,1.114962,0.941597,0.96490794,0.9833022,1.0435137,1.281733,1.3191415,1.0174148,1.2955112,1.0946612,1.0192811,1.1599025,1.1286937,1.1198308,1.129719,1.0503802,1.1010468,0.58269507,1.2105843,1.1489671,0.87280035,1.1503825,1.1489185,0.70974505,1.0636073,1.2192514,1.1516219,1.3667903,1.0378294,0.7962564,1.1818732,0.8768966,1.2854546,0.94827783,0.9535836,1.3110653,1.1129448,0.9168899,0.93441534,0.93438685,1.3797393,1.2379049,1.169377,0.9825224,0.7358961,0.8845507,0.9368969,0.99259126,0.7755713,0.76750827,1.0120374,0.8846127,0.85220057,0.8349028,1.1532195,1.199064,0.83395267,0.84520864,1.1327631,0.8535928,1.0524001,0.89625555,0.8948392,0.89993465,1.1997757,1.2696006,1.2243943,0.96809936,1.1682129,1.0987037,1.2321726,1.0237505,1.0030153,0.23455441,0.89559764,1.2064315,0.9097929,1.1232685,0.78027177,0.0,0.90787745,0.9574468,0.76576996,0.9618431,0.78412175,1.3031659,0.8744635,1.1483004,1.1173247,1.1774406,0.8442955,1.0120534,0.97205466,1.0123016,1.0234737,0.81096447,0.96867716,0.6397934,1.1863835,0.8676972,0.851708,0.8527113,0.86147135,0.97491246,1.1568525,0.5911915,1.3506039,0.92744064,0.68021464,0.6079686,1.2181135,0.94230783,1.2051814,0.8961396,0.99396217,1.0014249,1.1967578,1.182977,1.3124588,0.8302958,1.2141289,0.92118996,0.9866399,0.8744294,0.9110006,1.1364527,0.8539034,1.1079811,1.1197972,1.2503703,0.8211908,0.78292704,0.94384354,1.2681853,1.00125,1.0107214,0.9534473,1.1319673,1.0998887,1.312758,0.8168464,1.2697148
nail,1.4953704,0.8848513,0.28614312,0.8273366,1.4523513,0.58018994,0.4335885,0.6474612,0.9862262,1.5000615,1.4883046,0.35856193,1.4208719,1.3947182,1.2904593,1.4641224,0.8858719,1.3032311,0.26657295,0.76095027,1.4468554,0.4634323,1.0386684,0.7273811,1.2195483,0.6686486,0.5909015,0.26671797,1.1959219,1.4112362,1.003309,1.3868864,1.1067536,0.8782047,1.1886934,1.1121291,1.3950388,1.0512433,0.20651126,1.5337231,0.5065956,1.4169661,1.3759449,1.3548265,1.2328811,1.2618388,1.2880076,1.0227644,0.86681867,0.50490797,0.9705529,1.1022488,0.6611882,1.1279436,0.76767015,0.95907325,0.48302627,1.2406149,1.2668992,1.38625,0.38601255,1.1428353,1.0483289,0.71094793,1.0911156,0.99254245,1.2224205,0.25580096,1.0800589,1.3901408,1.2991513,1.1445773,1.4074364,0.517665,1.4165986,0.41271412,0.65438825,1.0643207,1.1993971,1.1552858,1.3866141,1.1460477,0.65937805,0.90787745,0.0,1.1449606,0.4686501,0.43974644,0.51580924,1.4034052,1.1312971,1.4304433,1.3720996,1.4513663,1.084509,0.24807733,0.27184528,1.1760759,0.54551804,1.05874,0.5919334,1.226716,0.99037176,0.9219766,1.1451318,0.42889154,0.59932363,1.384832,0.9243306,1.0459704,1.4291596,0.93705165,0.9845674,1.0575318,1.2257205,0.9756781,1.303647,1.1027077,0.98966944,0.95876145,1.2525494,1.2928078,1.3513285,0.19615084,1.1665839,0.27598602,0.9016831,1.2354828,0.6971061,1.2300305,0.80469453,1.4281682,1.334192,1.4751489,0.52378607,0.38642633,0.673693,1.3290374,1.1625031,0.976088,1.5470424,1.225188,0.9096451,0.81798613,0.3587389,1.1746508
napkin,1.0423657,1.0547777,1.1371447,1.0025948,1.0279448,1.0531641,1.0813771,0.949594,0.8167141,0.9720108,0.94264644,1.0190678,0.7728698,1.0589925,0.98551106,0.7640456,1.0261575,0.9245169,1.0216901,0.924883,0.8454405,0.93650204,0.8485881,0.906552,0.9360122,0.8458679,1.1167269,1.0978663,1.262743,0.98366636,1.0610454,1.1035243,1.0046996,0.97204703,0.956311,0.955619,0.8943638,0.7343109,1.020003,1.0438819,0.8704106,1.0059761,1.12182,1.0865824,1.0149946,0.67727137,1.1693487,0.9442078,1.097772,0.97624123,1.215948,1.2892654,1.0661888,0.99422586,1.0112628,0.7470265,0.76433325,1.1011602,1.1370739,1.2266275,1.1889671,0.66137326,0.9533398,0.8750182,1.3156304,0.79919374,1.1163981,1.0253925,1.1620663,1.1351497,0.9896756,1.0253594,1.1651385,0.9366435,1.0243129,0.85248584,0.8908473,0.8043416,0.8915383,0.9201556,0.8880956,1.1771446,1.1500051,0.9574468,1.1449606,0.0,1.0018682,1.136498,1.0311761,1.0237026,1.0816835,1.0808173,1.1435242,0.97905195,1.1254086,1.0106561,1.0084956,0.99269986,1.1272433,0.979795,0.6928929,1.1157327,0.82864225,0.9523889,1.0561496,0.9917371,1.0341749,0.79526174,0.8667649,0.9588954,1.0623014,0.7461983,1.1419809,0.8459824,0.74049425,1.0187616,1.2362617,0.76191944,1.035119,0.6958029,1.1498456,0.950478,1.190914,1.0185584,1.0998228,1.0176431,0.7127898,1.024037,0.754713,1.1148725,1.0667217,1.0592866,1.206272,1.096225,0.8945044,1.0390234,0.8665905,0.9713017,0.07539523,0.9891954,1.0063902,1.1563702,1.0363907,0.84488297,1.1047883,1.0414752
necklace,1.4325464,0.6108675,0.7390331,0.73192954,1.1181058,0.98132676,0.8598817,0.8540143,0.9545588,1.3667041,1.4195321,0.65387416,1.2734975,1.1624618,1.2929113,1.2964941,1.0979894,1.3198307,0.7399415,1.1213601,1.3051124,0.5640394,0.89700234,0.9891177,1.2489822,0.72523963,1.0033143,0.4037273,1.1337028,1.1833311,1.1940968,1.3227682,0.75071585,0.8870052,1.0982896,1.2078546,1.3222452,0.7944621,0.5143165,1.4337871,0.9192575,1.4161906,1.3383095,1.260211,1.1206715,1.1954113,1.0567285,1.0901308,0.49337763,0.8430896,1.0846802,0.95347553,0.36590004,1.1976175,1.020286,0.71205527,0.49208617,1.2859602,1.2176673,1.4275075,0.34886765,0.9820212,1.0351142,0.8829487,0.8841117,1.0914471,0.83145684,0.5152029,1.0400778,1.1729206,1.0691274,1.0698692,1.1878419,0.7315278,1.3037994,0.6578871,0.5230481,0.9482163,1.2949247,1.2141021,1.2669853,1.2211199,0.37679225,0.76576996,0.4686501,1.0018682,0.0,0.50632036,0.93973124,1.267715,1.1985242,1.132789,1.0446169,1.385957,1.1326208,0.57821345,0.54328847,1.2208022,0.8091195,1.095381,0.5738854,1.2624493,1.1337091,1.1144017,0.99409777,0.64957404,0.7972686,1.054049,1.12146,1.0256691,1.3885586,1.152004,0.8303678,1.1378804,1.1656888,0.85353374,1.0744896,0.9817017,0.6175624,0.86811876,1.1335932,1.2844256,1.4157567,0.44049668,1.1844863,0.6744686,0.63833237,1.152611,0.68649125,1.2887154,0.89987177,1.2053313,1.1456196,1.4818094,0.86292875,0.23841435,0.8104621,1.1470977,0.993516,1.2474763,1.4389749,1.238148,1.126445,0.8615464,0.19907618,1.1447351
nose,1.4075949,0.866201,0.61373127,0.9183294,1.2707314,0.713963,0.568908,0.8376641,0.9705676,1.3869768,1.33273,0.5773941,1.2233231,1.2854031,1.3119979,1.3747196,1.0399141,1.296453,0.5537615,0.89191324,1.3182801,0.6510414,0.98066205,0.8100376,1.2670512,0.65115285,0.7907107,0.621434,1.0575333,1.2391862,1.0056285,1.2071034,0.87276495,0.66319203,1.1527963,1.0338141,1.2118129,0.9188642,0.5407722,1.3891579,0.7056956,1.3640609,1.2838972,1.2377867,1.045199,1.0907602,1.1770169,1.0692255,0.8594494,0.66158843,1.0211084,1.0040095,0.7128577,1.2175186,0.928714,0.91603804,0.72035897,1.2620972,1.1761497,1.263375,0.64042157,1.1509389,1.0337505,0.9295814,0.8985,1.1305311,1.102049,0.422948,1.0296471,1.3530958,1.0831339,1.0172002,1.333823,0.75172746,1.300129,0.5816552,0.6505147,1.0555866,1.1780535,1.068335,1.3058459,1.1653054,0.67243975,0.9618431,0.43974644,1.136498,0.50632036,0.0,0.7305281,1.2084593,1.1247518,1.3393183,1.2223765,1.3722614,1.1602733,0.54557,0.5461935,1.1200194,0.7119322,1.0292238,0.6576181,1.2510722,0.9721883,1.0362267,1.0943311,0.56153524,0.6780663,1.2983463,0.951933,1.098956,1.2172627,0.98082024,0.93687046,0.99380654,1.1544939,1.109158,1.2063451,1.090965,0.91631544,1.0468273,1.2477895,1.1622889,1.3143125,0.54833996,1.1543549,0.57056206,0.90437084,1.0886793,0.8505113,1.1190028,0.8520069,1.2654259,1.2094159,1.3518784,0.7707755,0.50105935,0.9704021,1.3348011,1.1727433,1.1055762,1.4131444,1.0917693,0.8712348,0.79783237,0.48418325,0.9963172
orange,1.3115385,1.0891117,0.28736615,0.85700756,1.4431384,0.36100674,0.25272834,0.61487067,1.0715617,1.3976915,1.4563661,0.7197566,1.339247,1.3619612,1.1922599,1.4391778,1.0238647,1.1453813,0.59482324,0.6609403,1.2701094,0.5523617,1.0809231,0.7512523,1.0437706,0.9137449,0.9189458,0.46671212,1.3563654,1.4349306,0.87485784,1.3492802,1.2800969,0.65026677,1.1365161,0.7591959,1.381243,1.0208265,0.6045569,1.4775996,0.60828775,1.0444325,1.3123654,1.2434226,1.192965,1.1113755,1.3432518,0.91079503,1.1928577,0.19184339,0.90184957,1.2021621,0.9481324,0.98676044,0.80440736,1.1108308,0.68608534,1.0130224,1.1534963,1.2065632,0.90467435,1.1432441,1.141964,0.6452016,1.2476565,0.91374147,1.3281963,0.6292321,1.2061108,1.5164574,1.401696,1.0702852,1.440623,0.78094226,1.3919413,0.62904567,0.8671725,0.8769021,0.8454146,1.015846,1.2417711,1.2247881,1.0323331,0.78412175,0.51580924,1.0311761,0.93973124,0.7305281,0.0,1.3637542,0.98527986,1.4589932,1.452295,1.2863462,0.91891754,0.66751826,0.66085875,1.0078284,0.72402096,0.9429647,0.8832742,1.095532,0.9822141,0.7791349,1.0755084,0.52068835,0.6140729,1.4277265,0.87529993,0.8656458,1.2382609,0.74987066,1.075875,0.50567216,1.2172309,0.9929258,1.3544048,1.1771709,1.2294904,0.9180465,1.277644,1.1678175,1.3316308,0.6958839,1.2305598,0.43163145,1.053042,0.9066093,0.7475203,1.0340568,0.6844938,1.3783292,1.3212209,1.3442228,0.41113532,0.8246503,0.82758915,1.3686748,1.1023108,0.71980184,1.2141149,1.1571882,0.86695683,0.9636707,0.8721734,1.1964581
oven,1.0054564,1.1223642,1.4694847,1.1964242,0.6188369,1.4097942,1.3505653,1.2972708,0.94793725,0.46118116,0.56334245,1.146928,0.48024982,0.8931174,1.0701605,0.7851546,0.9460372,0.9601301,1.2408774,0.9474917,0.6948138,1.3958678,0.7280903,1.1194345,1.1565703,0.8590039,0.9737839,1.448572,0.7912961,0.57615876,0.921112,0.43199468,0.89359087,1.1363181,0.7293162,1.0098926,0.5858467,1.0830618,1.3370632,0.45694625,1.1631131,0.7385707,0.95921725,1.0926334,0.5424945,0.5589008,0.7324723,1.1016488,1.1161677,1.3692794,1.0654153,0.94770575,1.3008891,1.2750704,1.2589515,1.1687881,1.2433524,1.2483565,0.923928,0.6840742,1.2518545,1.2396339,0.9153919,1.4743719,0.9329177,1.0191917,0.9868838,1.3282263,0.8539791,0.65914977,0.65507877,1.0314907,0.6965171,1.0753938,0.594204,1.142873,1.1188291,1.141825,1.0940748,1.0151821,1.0500225,0.83401823,1.2355793,1.3031659,1.4034052,1.0237026,1.267715,1.2084593,1.3637542,0.0,1.2033455,0.799561,0.67748487,0.82952625,1.0630952,1.2360933,1.2589895,1.1323686,1.2396429,1.1090807,1.1923183,1.0413244,1.0491458,0.9353644,1.0786893,1.316829,1.3193055,0.7335304,0.89744973,1.0605726,0.36745727,1.1840811,1.2028401,1.1668683,0.94156885,1.1374953,0.7530721,1.0883801,0.9335075,0.9293724,0.6043288,0.45621806,0.69623804,1.386041,0.8625624,1.3769375,1.1850684,1.0756385,1.1324085,0.8326777,1.2149502,0.75952065,0.7978016,0.7134414,1.4083838,1.3674116,1.2665095,0.75414807,1.0077477,1.3017094,0.68040115,0.8643693,0.97665125,0.7838039,1.2909894,0.6907638
