,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.69148064,1.1895376,1.5350567,1.2914758,0.5482948,1.3623645,1.4770631,1.404186,0.9563951,0.39933813,0.0,1.3483659,0.34023094,0.6166011,0.93718404,0.2480079,0.9923373,0.8340248,1.4429072,1.2198755,0.5905011,1.5193963,0.99492985,1.3058301,1.0463669,1.2310438,1.1336095,1.5713257,0.70868456,0.37195802,1.0552547,0.40507483,0.9359802,1.2150348,0.9695082,1.0977589,0.09951973,1.1986858,1.5288035,0.21051049,1.3530576,0.8013402,0.65418094,0.7440917,0.7891965,0.6743638,0.6624191,1.2507272,1.0845461,1.459206,1.0014399,0.86004144,1.3031605,1.0996157,1.2817478,0.99698234,1.493237,1.1042826,0.8431932,0.7197226,1.3417099,0.9584871,0.88990474,1.4324279,0.8327937,1.0104393,0.9061827,1.4396151,0.8180131,0.5409614,0.45861745,0.9708897,0.46376705,1.3580937,0.44348103,1.3456156,1.2344835,1.2055216,0.99072343,0.95181274,0.7463999,0.875278,1.2894013,1.3191415,1.4883046,0.94264644,1.4195321,1.33273,1.4563661,0.56334245,1.0781533,0.4869268,0.5034712,0.6512948,1.0368345,1.4487423,1.4587533,1.119756,1.3435624,1.1235002,1.2195967,0.9433388,1.0821624,1.1679758,1.0228806,1.4457731,1.3554767,0.67460823,1.0666926,1.1691126,0.65520716,1.2014521,1.1961784,1.2485368,0.680055,1.2838099,0.57813185,0.918838,0.9361659,1.1839272,0.7222576,0.74399173,0.44967943,1.4635638,0.8136457,1.4934419,1.1584848,1.0957534,1.471513,0.8806129,1.2782916,0.6952388,0.58672404,0.42425895,1.5275999,1.4144332,1.4086676,0.8871145,0.85268414,1.1515843,0.70941526,0.7725001,1.0036591,1.1354885,1.4817972,0.71183205
belt,1.4354401,0.8545926,0.5572219,1.1003426,1.3155301,0.8632697,0.60619885,0.5622415,0.9098758,1.3367934,1.3483659,0.0,1.0929904,1.4396393,1.2246825,1.2977154,0.895615,1.2541146,0.3320712,0.66393363,1.300262,0.66659254,0.72923636,0.7037499,1.1869888,0.45072424,0.43165237,0.51403326,1.0296439,1.2569418,0.9790134,1.2237773,0.9723505,0.9316776,1.1355497,1.1718843,1.2313424,1.0787767,0.19705933,1.36499,0.5911906,1.4325213,1.3368993,1.5316167,0.9530954,0.9942179,1.2703443,0.9576874,1.0885322,0.8606761,1.1097013,1.2459803,0.9365102,1.0582156,0.84026664,1.0861965,0.45508265,1.2939377,1.2416489,1.439848,0.64385176,1.2323549,0.9978719,1.0369912,1.1963204,1.0692179,1.3759345,0.38669777,1.03328,1.2961042,1.1229502,1.0679636,1.3010035,0.32688457,1.340167,0.39010656,0.6744098,1.0009238,1.2791044,1.1655307,1.5196391,1.0631258,0.777159,1.0174148,0.35856193,1.0190678,0.65387416,0.5773941,0.7197566,1.146928,1.2004436,1.3663445,1.3010833,1.4334687,1.139717,0.16268659,0.19316971,1.1014141,0.3269763,1.1086237,0.3532908,1.2590146,0.941185,0.85365427,1.1484563,0.64290845,0.7387534,1.2756436,0.8813224,1.1296241,1.2265577,1.0194905,1.157503,1.0584631,1.1600052,1.0048844,1.277102,1.1370566,0.80644655,0.9068646,1.1005397,0.9971599,1.2990477,0.3358034,0.9361083,0.37926078,0.8219244,1.2382699,0.7566432,1.3144478,0.9353122,1.3008776,1.3479668,1.4414016,0.71067035,0.72394204,0.7882805,1.2321213,0.99443305,1.123503,1.4566016,1.054683,0.92798305,0.6355066,0.5528815,0.9166838
bench,0.97132844,1.1352949,1.4090183,1.3254452,0.6509285,1.3553736,1.3432097,1.2047173,0.6210792,0.49453628,0.34023094,1.0929904,0.0,0.970044,1.0518055,0.5753224,0.9952631,0.83023214,1.2639663,0.96161085,0.3766536,1.3687406,0.66499174,1.0819119,1.1627015,0.82446265,0.94057554,1.4469206,0.8585117,0.37814605,1.0738837,0.456792,0.8624637,1.0776967,0.93277776,1.1183671,0.28388464,0.93976957,1.2611492,0.34661508,1.1523427,0.8777534,0.9655641,1.0425345,0.50135887,0.20127583,0.9444432,1.1724796,1.1904137,1.4047337,1.166373,1.1162479,1.291703,1.2037243,1.2830215,0.9905584,1.1880919,1.2833486,1.0043554,0.9366848,1.3428556,1.1187284,0.9148952,1.409683,1.0229365,1.224874,1.0470071,1.2930897,0.89606714,0.66856503,0.66161823,0.8542876,0.7577381,0.9963242,0.489542,1.0279049,1.0795927,1.0185268,1.079749,0.93892103,1.0180677,0.9140394,1.1943781,1.2955112,1.4208719,0.7728698,1.2734975,1.2233231,1.339247,0.48024982,1.2397639,0.7924183,0.71088433,0.8350006,1.155439,1.1645756,1.1671356,1.1425014,1.2046031,1.1055431,0.95873106,1.0954942,0.9773071,1.0449026,1.0464694,1.3868622,1.233564,0.7638384,0.8309597,1.0775743,0.54900604,1.1639688,1.2230685,1.0522145,0.8632277,1.1930882,0.9003832,0.9105336,0.949303,0.9138023,0.7701167,0.59051853,0.7510388,1.2934574,0.90958005,1.3311994,1.0355237,1.0917424,1.176579,1.0803922,1.211878,0.80633146,0.84429085,0.75371647,1.3911855,1.3626885,1.3509127,0.8707731,0.688163,1.2027173,0.7782726,0.8464068,0.9638919,0.7977129,1.3514314,0.63509774
bib,0.40633285,1.0385262,1.3860466,1.1570166,0.48475087,1.149023,1.3781515,1.3434966,1.4278017,0.63616884,0.6166011,1.4396393,0.970044,0.0,0.7880515,0.41354346,0.99102074,0.8607827,1.508567,1.4331408,0.92336607,1.4949167,1.276825,1.4498034,0.8324557,1.5806776,1.4251367,1.3948015,0.76036555,0.91503626,1.0577456,0.8374568,0.9830016,1.2097535,0.98285675,0.94346905,0.8144706,1.1749414,1.5497633,0.6780117,1.4847208,0.884522,0.58241254,0.55207,1.1714178,1.159486,0.5153309,1.1504825,0.78935635,1.2620524,1.0171119,0.6259041,1.024797,0.8569312,1.2955058,0.8565198,1.4985609,0.742496,0.6427438,0.72615504,1.1465137,0.70749664,0.93799424,1.1596574,0.68136,0.8306862,0.58097535,1.3383902,0.8751152,0.622733,0.68405944,1.2038329,0.4630785,1.4898206,0.92193,1.5802195,1.1580279,1.2225944,0.7441472,1.0550647,0.316643,1.0362583,1.1376406,1.0946612,1.3947182,1.0589925,1.1624618,1.2854031,1.3619612,0.8931174,0.8842077,0.2934798,0.53612137,0.51646775,0.8814079,1.546443,1.5434544,0.9247539,1.3322463,0.9031414,1.4010243,0.8205783,1.2973224,1.302966,0.93283427,1.3698034,1.1992922,0.68315685,1.4421147,1.0155092,0.9869397,1.1352803,1.1714721,1.2318128,0.6916605,1.1386003,0.4133556,1.0143801,0.7582348,1.2170541,0.9284367,0.98344845,0.5811375,1.4727983,0.8317824,1.4167157,0.9927456,0.99644846,1.4660913,0.7936237,1.2299745,0.8701161,0.49391806,0.514112,1.4956691,1.2024806,1.2684219,0.70419955,1.0373344,1.0591954,0.761967,1.0219676,1.3611814,1.443618,1.3035928,1.0093799
bird,0.5359692,1.047725,1.2080636,1.07615,1.0192207,1.0628338,1.1779939,1.0177763,1.1750305,0.96481925,0.93718404,1.2246825,1.0518055,0.7880515,0.0,0.84587497,1.049625,0.8019729,1.2582637,1.2158635,0.94768447,1.2516087,1.1089128,1.1592278,0.51103944,1.2880112,1.114553,1.2462978,0.9515214,0.96755004,0.968894,1.0166647,1.181123,1.0972642,1.0272782,0.93305737,0.98762524,1.1020887,1.2537566,0.9442066,1.2211607,0.9484276,0.6100321,0.6708984,1.134118,1.0765547,0.91602474,0.62885845,1.0708572,1.1736761,0.84221953,1.0130097,1.1869318,0.43224752,0.9679271,1.0508885,1.1920764,0.58061177,0.8320799,0.90888846,1.1838243,0.78754544,1.1279949,0.9327981,1.0058885,1.0600202,0.99160135,1.2540872,0.87748367,0.8623414,1.0505733,0.9932131,0.8501404,1.2134266,0.92677903,1.3360531,1.324341,1.0368925,0.857048,0.9852159,0.7630464,0.89316034,1.1999815,1.0192811,1.2904593,0.98551106,1.2929113,1.3119979,1.1922599,1.0701605,0.85480905,0.9230237,0.96543527,0.77372867,0.98923117,1.2481958,1.254688,0.5713682,1.1167667,0.8228092,1.1995054,0.80009735,1.0587826,1.1246855,0.6693838,1.2667034,1.0810567,0.9490423,1.1583933,1.0797395,0.9963621,1.0097702,0.7959672,1.0470886,1.026168,0.90115947,0.9992869,0.8867214,1.0822812,1.0987592,1.1029652,1.0583819,0.9155305,1.2197331,0.99663776,1.2601482,1.0921651,0.940214,1.0903791,0.97236896,1.0204096,0.84394073,0.9777162,0.9067645,1.1421354,1.2813382,0.9507198,0.84587,0.99250376,0.90459657,0.8943903,0.806198,1.0521003,1.206052,1.2647672,1.1365247
blanket,0.5169805,1.0874842,1.4702636,1.2521911,0.6116193,1.2862499,1.4438764,1.3290977,1.1292756,0.5307986,0.2480079,1.2977154,0.5753224,0.41354346,0.84587497,0.0,0.94739115,0.80805016,1.4578438,1.2927334,0.76786005,1.4669963,1.0920753,1.334105,0.81931734,1.3342346,1.2261503,1.4914395,0.7382616,0.6163655,1.0490181,0.70783335,0.899178,1.2545028,0.9810906,1.0756903,0.4492687,1.1706529,1.464028,0.47766787,1.4387889,0.8885609,0.5871953,0.71314,1.0018702,0.899587,0.68344516,1.2375007,0.9807929,1.4519371,1.0716273,0.9172601,1.2377713,0.85390115,1.2683506,0.8665371,1.3979273,0.9274115,0.85231185,0.8575926,1.3306518,0.6845378,0.87992865,1.2673488,0.9406745,0.75336826,0.85351026,1.3609993,0.92306083,0.5376027,0.5306328,1.0570265,0.40996385,1.3550549,0.76971865,1.421748,1.271916,1.1084554,0.8906997,1.0091118,0.53755534,0.9782872,1.2058773,1.1599025,1.4641224,0.7640456,1.2964941,1.3747196,1.4391778,0.7851546,0.92529285,0.31332392,0.5021208,0.6103582,1.0159916,1.4336709,1.4371022,1.0503054,1.2958331,1.0131602,1.0647122,0.82546353,1.1884173,1.2220317,1.0183699,1.435414,1.2948219,0.54352844,1.1997697,1.1204221,0.91117114,1.1873513,1.163733,1.2496406,0.55817944,1.1904511,0.6045842,0.7891346,0.81667536,1.1891706,0.8294865,0.8772533,0.5383912,1.383887,0.7738632,1.4779286,0.89833266,1.1015431,1.4377048,0.9216507,1.2456584,0.7189123,0.5997973,0.5481907,1.4798927,1.3654659,1.2939601,0.8384727,0.6410507,1.1302116,0.7926763,0.9314401,1.186482,1.2578626,1.4085672,0.94061416
boat,1.0023617,1.1974499,0.9976088,1.138284,1.0588269,1.0203468,0.9564432,0.9531074,0.98807555,0.93443865,0.9923373,0.895615,0.9952631,0.99102074,1.049625,0.94739115,0.0,0.9001737,0.80235386,0.93322164,1.016684,0.95544446,1.0690737,0.93141073,0.9032389,0.96950495,0.6154541,1.0044007,0.89773536,1.0569284,0.9223088,1.0399005,1.0643854,1.2032326,1.0179528,1.155743,1.0366641,1.0793041,0.8965113,0.95063066,0.9538673,1.0443943,1.0033809,1.0914903,1.0151983,0.9933888,1.0150272,0.98222303,1.178432,1.0725664,1.1207544,1.0219256,1.2638495,1.0220555,0.907556,1.127948,0.94358593,1.025333,0.9927179,1.0100772,1.0372121,1.1485775,0.8422295,1.1174463,1.1000328,0.84459877,1.1928501,0.87971133,0.92685145,0.93174523,1.0307404,1.0637804,1.028855,0.8936567,0.9902342,0.88614994,0.9562739,1.0585037,1.1629851,1.1038065,1.1455568,0.8820007,1.1790507,1.1286937,0.8858719,1.0261575,1.0979894,1.0399141,1.0238647,0.9460372,0.8741286,0.9652087,1.0596606,0.95883816,1.0572835,0.8684108,0.9084704,1.0134723,1.003841,1.0305433,0.93152153,0.9820102,1.0153799,0.9720844,1.0594218,0.871238,0.96598816,0.94765,0.8897578,1.1221381,1.0130827,1.0396216,1.029003,1.187289,0.8908116,0.9748784,1.0065186,0.97681445,1.1649033,0.91869134,0.9040181,1.0325675,0.762323,0.88691145,0.7960156,1.0065945,1.0923738,1.2535026,1.0318388,0.8788973,1.0882419,0.9742221,1.0005938,0.89943457,1.0283822,1.1371895,0.9593445,0.90063334,0.97478217,0.90599394,1.0562099,1.0954927,0.9253453,0.90813476,1.0247315,0.9912218
book,0.615994,1.14813,1.2377839,1.1893439,0.98043907,1.1812497,1.2592103,1.0993322,0.8968857,0.87058175,0.8340248,1.2541146,0.83023214,0.8607827,0.8019729,0.80805016,0.9001737,0.0,1.1673206,1.0307513,0.40942335,1.2242693,1.136525,0.92406505,0.68986905,1.2077229,1.1235464,1.2751354,1.1915185,0.9546864,0.82733035,1.0084281,1.1764755,1.1281098,0.88001627,1.0400807,0.95385855,0.78716826,1.1782715,0.77839947,1.1270046,0.7932645,0.9039493,0.85975957,0.9094808,0.74649185,1.09007,0.93760043,1.1890663,1.2408574,1.0841311,1.020825,1.2162528,0.8629091,0.9962483,1.1664398,1.1257788,0.7452838,0.53412485,0.9198727,1.2747976,1.095785,1.1125194,0.8834869,1.1146941,1.0867363,0.982069,1.3598745,1.0489379,0.94763416,1.1974221,0.8701244,1.0290649,1.0838121,0.89243656,1.2442328,1.3640971,0.9685232,1.0487272,0.69854856,0.9662815,0.9213394,1.1916739,1.1198308,1.3032311,0.9245169,1.3198307,1.296453,1.1453813,0.9601301,0.86273307,0.9640093,1.1249648,0.26171762,1.0032297,1.1692637,1.1747245,0.8156351,1.161117,0.7978155,1.2904457,0.66197526,1.0383124,0.91890025,0.9021437,1.3396708,1.3210782,0.84406817,0.8104675,0.9420918,0.7179923,1.1002722,0.933719,0.9880008,0.9340383,0.8732414,1.0940272,0.96440446,1.2759064,1.1065527,1.0043571,0.9859426,0.7913526,1.2504181,1.025464,1.1800255,1.1786226,0.9788735,1.1804833,0.92660373,0.96798396,0.7313781,0.94148546,0.5379548,1.1180373,1.3178113,1.0966299,0.9034241,0.9422942,0.7806228,0.67090154,1.0366478,1.1113511,1.1612834,1.2763023,1.1134309
bottle,1.4892921,1.036552,0.47068238,0.9497571,1.5024825,0.69984174,0.4378357,0.5883274,0.7842037,1.5197014,1.4429072,0.3320712,1.2639663,1.508567,1.2582637,1.4578438,0.80235386,1.1673206,0.0,0.5862674,1.2972903,0.50901806,0.8147002,0.3090241,1.1449702,0.3368668,0.47354436,0.45576572,1.2724725,1.2657311,0.9457888,1.2456326,1.0154362,0.9460389,1.1019304,1.1817365,1.2907298,0.9482074,0.2450127,1.4311104,0.22889638,1.3927422,1.4268737,1.4205604,0.95171857,1.0774115,1.3147082,0.9543207,1.1246431,0.6697467,1.1042935,1.2847762,0.99924636,1.1911286,0.6563752,1.0858412,0.52291536,1.250201,1.2412677,1.3542798,0.7019923,1.2343228,1.1178526,0.8380929,1.252032,1.1149933,1.4411321,0.29549092,1.1152868,1.3954387,1.2481785,0.87835205,1.4555535,0.42226398,1.3033657,0.36603475,0.67017704,1.0729499,1.3020954,0.91270906,1.4998422,1.0944117,0.9082053,1.129719,0.26657295,1.0216901,0.7399415,0.5537615,0.59482324,1.2408774,1.177402,1.5010458,1.4128273,1.4385643,1.156711,0.25321198,0.31203812,1.0774744,0.5504153,1.1204057,0.4859578,1.277243,0.7173418,0.8371432,1.1373779,0.49690074,0.63251346,1.2834449,0.6543849,1.0993277,1.1517296,0.86734545,1.0120304,1.0052379,1.1335486,1.0619613,1.4057345,1.0558983,1.1136298,0.86134756,1.2298843,1.211768,1.3598877,0.3452248,1.1891826,0.4111004,0.9113859,1.2665342,0.64382696,1.2366831,0.8409449,1.2362812,1.3917197,1.479744,0.5318306,0.7010581,0.7713907,1.218686,1.0051733,0.84927636,1.492595,1.1481678,0.7815906,0.46042567,0.58854127,1.0563301
bowl,1.3656528,1.1618026,0.72900885,1.0428728,1.3056233,0.7535095,0.6282357,0.8339943,0.874139,0.95573354,1.2198755,0.66393363,0.96161085,1.4331408,1.2158635,1.2927334,0.93322164,1.0307513,0.5862674,0.0,1.0051664,0.8018272,0.9681375,0.52834535,1.1911354,0.5650829,0.6630651,0.9222512,1.2934816,1.1263373,0.77661526,1.1339455,1.1879656,0.6919975,0.96911305,0.90201306,1.1161256,1.1233017,0.7343591,1.2057785,0.37149465,0.6045837,1.3587475,1.3171263,1.0311236,0.80507326,1.3931082,0.98227113,1.3611716,0.6912189,1.1419156,1.2633111,1.158996,1.1837866,0.8122911,1.2158606,0.77576905,1.2945015,1.27689,0.8493065,1.0487605,1.2448039,1.1129773,0.9180186,1.316453,1.068577,1.2966222,0.74851954,1.11005,1.3118305,1.2958047,0.8256679,1.4122365,0.6049767,1.1721798,0.6021519,1.0252402,0.9003744,1.0659715,0.892251,1.3414195,1.0371916,1.1031944,1.0503802,0.76095027,0.924883,1.1213601,0.89191324,0.6609403,0.9474917,1.1995008,1.439538,1.4148387,1.2588689,1.1732209,0.668827,0.7032128,1.1557145,0.79100555,1.0776422,0.8026959,1.0368208,0.7114502,0.23673403,1.1997454,0.72051454,0.948321,1.1853089,0.45462197,0.81617373,0.9777853,0.777267,1.1786345,0.5837265,1.1033137,1.1545982,1.4047079,1.0178994,1.331565,0.83895755,1.1266973,0.4421277,1.2768464,0.77708787,1.1373359,0.70709443,1.1261117,0.75010455,0.56996644,0.82808757,1.0094647,1.2267637,1.3607849,1.1567576,0.5284707,1.0591683,0.97290146,1.1782994,0.9912221,0.8973697,0.712695,0.9815987,0.7506565,0.7504163,1.0316732,1.0613397
box,0.8427515,1.1018765,1.3451294,1.1670249,0.7927488,1.3214554,1.369481,1.1766165,0.6331029,0.621926,0.5905011,1.300262,0.3766536,0.92336607,0.94768447,0.76786005,1.016684,0.40942335,1.2972903,1.0051664,0.0,1.2787409,0.9518219,0.9443012,0.97695756,0.99724716,1.1446364,1.358648,1.1115332,0.63064986,0.9759673,0.70024365,0.9747179,1.0162281,0.97246104,1.0578309,0.60255253,0.7973601,1.306984,0.447569,1.1083528,0.7136874,0.97415066,0.866523,0.6881875,0.3479548,1.0282141,1.0313091,1.1481652,1.3377429,1.0434074,1.0713962,1.2186277,1.1038142,1.215043,1.1452178,1.2509699,1.0068098,0.7898786,0.9051861,1.3130566,1.1003857,1.113043,1.1040691,1.1123216,1.220516,0.94740987,1.4153795,1.0683584,0.8115648,0.9963167,0.7735652,0.92653614,1.1525942,0.5869619,1.2498724,1.2187163,0.8820864,1.0324763,0.7539955,0.9424449,0.908952,1.1101817,1.1010468,1.4468554,0.8454405,1.3051124,1.3182801,1.2701094,0.6948138,1.0239162,0.90139717,0.9409437,0.53671855,1.0029088,1.2862382,1.2666291,0.9877719,1.2200344,0.9926368,1.2004545,0.85002154,1.0586473,0.95953435,1.0235779,1.4235793,1.2435575,0.65389216,0.7453856,0.9953576,0.580608,1.2112539,1.0941472,0.92994165,1.0064353,0.9429432,1.0066578,0.99182,1.0841815,0.9854481,0.83632,0.76683295,0.8032665,1.3571923,1.0911719,1.2756844,1.0760617,0.9718125,1.2647693,0.99000454,1.0532023,0.68548644,0.8795502,0.59991115,1.1893277,1.3649783,1.1585616,0.86442804,0.85747385,0.872936,0.5710144,0.994603,1.1294067,1.1008266,1.3857142,0.9494763
bread,1.4055966,0.9458235,0.5246073,0.5448705,1.4622129,0.7624918,0.5787852,0.60784084,0.73825073,1.629274,1.5193963,0.66659254,1.3687406,1.4949167,1.2516087,1.4669963,0.95544446,1.2242693,0.50901806,0.8018272,1.2787409,0.0,1.0025532,0.66446286,1.1501439,0.5969669,0.760097,0.35153455,1.2880714,1.3259389,1.1273,1.4327121,1.0402719,0.9502526,1.2956151,1.0721809,1.3709577,0.8367862,0.4637959,1.5461224,0.6399542,1.2497975,1.2708551,1.2324214,1.2016058,1.1851295,1.2963895,0.9768093,0.8973845,0.58939266,1.007247,1.1554809,0.7458542,1.0268248,0.796955,0.89739835,0.4764806,1.060173,1.3078315,1.4770236,0.5583738,0.97737885,1.2091739,0.7798655,1.1326799,0.9972582,1.2417793,0.42831242,1.1602775,1.532166,1.3363599,0.92872816,1.4373665,0.6619798,1.3592501,0.6195926,0.73445624,0.56248075,1.1273928,1.1702386,1.3631665,1.1997087,0.720811,0.58269507,0.4634323,0.93650204,0.5640394,0.6510414,0.5523617,1.3958678,1.0101513,1.4750936,1.390956,1.4771602,0.9597093,0.5407486,0.5339096,1.0825678,0.73365504,0.9919151,0.5068189,1.0691015,0.91782534,0.7780914,1.0895544,0.33016247,0.5685902,1.2055936,0.7661156,0.9101857,1.3820949,0.84107244,0.724689,0.89237964,1.2846658,0.8803858,1.3398802,0.96585625,1.0261207,0.767257,1.3301009,1.3935483,1.4867961,0.37649477,1.3202541,0.5272868,0.8758417,1.0795465,0.58194214,1.3600552,0.78869367,1.2292721,1.3223058,1.5439239,0.48311377,0.52585506,0.8479074,1.4712918,0.9534512,0.87083036,1.3301973,1.2105371,0.82320696,0.82822776,0.53600234,1.2749604
broom,1.315294,0.9352001,1.0865092,1.1290977,1.0172781,1.1627922,0.9629617,0.82517916,0.7071733,0.99109286,0.99492985,0.72923636,0.66499174,1.276825,1.1089128,1.0920753,1.0690737,1.136525,0.8147002,0.9681375,0.9518219,1.0025532,0.0,0.8101318,1.1818957,0.5301013,0.88781625,0.98969275,1.0282778,0.7185941,0.99293125,0.7260429,0.8195646,1.0183848,0.94105095,1.1199111,0.88041055,0.80431485,0.72843945,0.9013812,0.87148875,1.1866118,1.292351,1.337301,0.41872495,0.7192758,1.096884,0.96893483,1.085754,1.1177168,1.034524,1.3139408,1.1433842,1.1542437,0.99455076,1.1254258,0.7305381,1.2768039,1.183543,1.2004496,1.0834417,1.2134328,0.9856108,1.1978885,1.1885632,1.2070123,1.2435156,0.930297,1.081531,0.78814054,0.8590138,0.9127639,1.0565006,0.5433316,0.790444,0.65066636,0.79207754,1.077353,1.2166418,1.0487188,1.3184551,1.1118484,1.0073617,1.2105843,1.0386684,0.8485881,0.89700234,0.98066205,1.0809231,0.7280903,1.2059991,1.1598911,0.9876886,1.2461503,1.1761577,0.7068509,0.68559134,1.1008784,0.862576,1.14868,0.6572573,1.3026314,0.8130474,0.98616904,1.138464,0.96494085,1.0335836,1.0380911,0.9608794,1.1417059,0.7108495,1.0244077,1.1417093,1.0552366,1.0406018,0.8957176,1.15556,1.118358,0.8634499,0.58061147,0.83061224,0.8577843,1.1364217,0.95523775,1.0022111,0.97008955,0.8804197,1.1324735,0.6455508,1.1985035,1.109329,0.933145,1.1797087,1.2308987,1.0486225,1.0786355,0.8940315,0.7352612,0.7884077,1.2241906,1.1620028,0.91851074,0.9865854,0.2654143,0.9773131,0.67867553
bucket,1.3582618,1.0569667,0.7576376,0.97394,1.4126084,0.8194877,0.6153817,0.7901487,0.69802237,1.3119075,1.3058301,0.7037499,1.0819119,1.4498034,1.1592278,1.334105,0.93141073,0.92406505,0.3090241,0.52834535,0.9443012,0.66446286,0.8101318,0.0,1.0720023,0.33544195,0.7534059,0.779765,1.3543793,1.089728,0.8842821,1.1248337,1.0116705,0.778849,1.0940711,1.0588341,1.181247,0.8685646,0.6421877,1.2263521,0.2025764,1.154559,1.3746219,1.278846,0.81978405,0.9240393,1.3066188,0.9283829,1.2186304,0.79953504,1.123715,1.3073983,1.1247493,1.1658759,0.7827474,1.1315575,0.76945615,1.1557608,1.1837041,1.1676371,1.0076369,1.1698285,1.1872046,0.820143,1.2782726,1.2050532,1.3791499,0.6078542,1.2157657,1.3257365,1.23216,0.49700844,1.3999463,0.7012708,1.1866171,0.6275021,0.88391995,0.9667641,1.2115314,0.45528185,1.3810618,1.0366076,1.0063537,1.1489671,0.7273811,0.906552,0.9891177,0.8100376,0.7512523,1.1194345,1.0711534,1.4428189,1.3607781,1.2646828,1.177727,0.67578405,0.6970459,1.0175588,0.7816279,1.0588571,0.6470809,1.2000029,0.6463417,0.80509776,1.141902,0.69921726,0.79304934,1.0417323,0.50052744,1.0567247,0.89742434,0.8730203,0.9808109,0.81323093,1.1029434,1.0806445,1.3947157,0.9781598,1.1608653,0.87343925,1.1812853,1.0599412,1.3249615,0.7091409,1.257683,0.7410205,0.89347917,1.02574,0.7313341,1.1641234,0.88881016,1.0062032,1.3605057,1.320509,0.49669003,0.9582522,0.86275196,1.1695818,0.90998334,0.73645705,1.1916792,1.0979466,0.8135114,0.5449765,0.91887665,1.0669531
butterfly,0.48336786,1.0852293,1.0927602,1.1569257,1.0864005,0.99478215,1.084018,0.94413996,1.1524547,1.1152681,1.0463669,1.1869888,1.1627015,0.8324557,0.51103944,0.81931734,0.9032389,0.68986905,1.1449702,1.1911354,0.97695756,1.1501439,1.1818957,1.0720023,0.0,1.3141463,1.1060299,1.1537544,1.0748222,1.136124,0.9118592,1.1426381,1.1868005,1.0869274,0.99341065,1.0504917,1.1316575,1.0053941,1.1024947,1.0621943,1.1786867,0.9503903,0.721807,0.80793035,1.1641212,1.12436,1.0784819,0.7078163,1.1720291,1.1684192,0.9524969,1.0226008,1.22609,0.39008617,0.74075407,1.1112314,1.0612708,0.41461992,0.8316045,1.0371361,1.1891298,0.83738714,1.1402286,0.83941996,1.1209426,0.843742,1.0580631,1.2254314,1.07443,1.0143356,1.1628346,1.0121175,1.0051191,1.1712377,1.0627613,1.2477741,1.3022796,0.9206641,0.91521114,1.0133321,0.8029541,0.8528298,1.1528753,0.87280035,1.2195483,0.9360122,1.2489822,1.2670512,1.0437706,1.1565703,0.7080048,0.99191636,1.1302329,0.7338338,0.9573873,1.1461574,1.154815,0.55982244,1.0820639,0.7668084,1.2084153,0.7060878,0.94871587,1.0889702,0.6706945,1.2376926,1.1301669,0.9530376,1.124459,0.96863616,1.0372292,1.0685836,0.7096596,0.92107624,0.9742025,0.77253795,1.0831468,0.93722534,1.1841052,1.1177796,1.1039656,1.163552,0.88840073,1.162603,1.0215764,1.1244311,1.0906696,0.9603013,1.0933063,0.9729928,0.8987458,0.7980441,1.0312393,0.9282664,1.039292,1.2909274,0.9868979,0.88541335,0.9329108,0.7624327,0.9338305,0.9292103,1.1155934,1.2055292,1.2070448,1.1427714
