,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
egg,1.1201103,0.91622454,0.66023964,1.1772867,0.7829125,0.7239772,0.76112485,1.2362181,1.0913599,1.0688409,1.2939184,1.0977558,1.3131235,1.1225033,1.0266813,1.2282466,1.0792187,1.0986809,1.0698729,0.7392558,1.174034,1.0388832,1.2317982,1.0092112,1.2622894,1.0979213,1.1976303,0.58272463,1.300359,1.2691107,0.86271757,1.3543676,1.1160438,1.1756436,0.9424623,0.7068273,1.1754943,1.2932222,0.97550124,1.0178249,1.4233415,0.9377075,0.6614204,1.0902699,0.8429849,1.4006995,1.0293787,1.2401658,0.95437735,0.796981,0.0,1.3498158,0.9996989,0.64353037,0.7666949,1.1022954,0.82685816,0.90988106,0.86471784,1.0373248,0.96679777,0.9169939,0.8819803,0.7039635,1.0289589,0.79820335,0.93208283,0.9936939,1.2026023,1.2838233,0.74993384,1.3299032,1.0023129,1.3361773,0.9167869,1.1086516,0.6689922,0.9183346,0.8923463,0.87578243,0.70644635,0.984478,0.74468756,0.6425131,0.6009084,1.253579,1.0180359,1.257731,1.246896,1.0843458,1.0549226,1.0102489,0.7625708,1.0230467,0.98279655,1.0099413,0.7866289,0.6867947,1.217639,1.2088174,0.9806046,1.3621413,1.0757833,0.8596008,0.4213773,1.1886426,0.69112694,1.2329731,0.9180022,1.3002478,0.74916685,1.0980192,1.0685469,1.2559428,0.8605726,1.3313286,0.9355886,0.9498733,0.7482157,0.68670857,0.9374364,0.6795214,0.9426566,1.296527,1.2162651,0.69587743,0.67084104,0.8199483,0.7492372,1.0604546,0.9087768,1.0791835,1.2488974,0.9335562,1.2800177
elephant,0.8590639,1.097143,1.209757,0.79922694,1.2475238,1.2376997,1.2348017,0.8744395,0.7988057,1.0341206,0.8649507,1.0518665,0.9092593,0.798049,0.8575003,0.8095248,1.1593816,1.2275892,1.2023263,1.3061626,1.1051494,0.9356142,1.0644466,1.1913563,0.6775765,1.1145716,0.9311825,1.2751482,0.45552117,0.9193294,1.134314,0.68765414,0.68927824,0.98079455,0.91309726,1.0406446,0.89028436,0.9086156,1.0325501,1.2194154,0.75210226,1.2363584,1.1047462,0.95769316,1.1848255,0.62234485,1.1755745,0.6296065,1.0896612,0.97029525,1.3498158,0.0,0.9434626,1.2016196,1.1252246,1.1206344,1.2278326,1.1874033,1.1385226,1.0283653,0.9901916,1.0596225,1.2060032,1.3498728,0.83575666,1.0229834,1.1854668,1.0480286,0.88192123,0.7153772,1.2286505,0.65332425,1.1466411,0.92079747,1.0848186,0.8085243,1.0145247,1.3210917,1.0138899,1.002077,1.1599362,1.2044404,1.0848475,1.072396,1.2580502,1.0523641,0.993147,0.57689667,0.6762313,0.99990755,1.1808007,1.1926761,1.2607033,1.1615845,1.0276316,1.1926892,1.301079,1.1835188,0.9627659,1.1604567,1.0975504,0.9166364,0.93380344,1.1564215,1.2496886,0.747834,1.1567246,0.6755959,1.1797509,0.54551667,1.2417693,0.7868959,0.9760115,0.7819659,1.1862247,0.6280657,1.1926639,1.0143303,1.1595075,1.2796068,1.1236267,1.0994289,1.0872858,0.590364,0.88690484,1.2044046,1.170649,1.0932405,1.0602287,1.192512,1.2840196,0.964718,1.0253018,1.1275548,0.85463834
face,0.8244202,1.0791248,0.8414445,0.9135295,0.99714816,1.1433918,1.0184284,1.1610556,0.89767563,1.014946,0.88632184,1.1934335,1.0517867,0.6371672,1.1024939,0.94949365,1.0962384,1.0966002,1.1983626,1.1956758,1.059427,0.9763743,1.2482901,1.2716516,0.93016917,1.3343027,0.8661366,1.1848488,0.96733165,1.1538022,1.1189184,0.9520453,1.0355971,1.1743653,0.9983778,0.97364795,0.97932345,0.9498822,0.9995436,1.2678822,1.0858718,1.2091055,0.9727866,0.79923487,0.7519227,1.0574807,1.1796451,0.84214526,0.8286649,0.8809696,0.9996989,0.9434626,0.0,1.072936,0.98743516,1.0985624,1.2624302,1.3074933,0.75952685,0.7900812,0.9343231,1.0384865,1.1715285,1.0753089,0.4345284,0.88603204,1.0904421,1.0790497,1.0688787,1.0545522,1.0917817,0.91764295,1.2932462,1.0913647,1.2311163,0.98361397,1.0860082,1.0848874,0.95153177,0.99110305,1.0324855,1.3614385,1.0206051,0.909126,1.0609905,1.0754346,0.70408136,0.8369578,0.9230428,0.8721547,1.2621031,1.2058386,1.2737277,1.2973071,0.93919826,1.16298,1.325174,0.8355331,1.0679992,1.247299,1.1157968,1.0076513,1.0436468,0.95669514,1.042374,0.8387525,1.1404079,0.6639582,1.2035855,1.0376967,1.2145354,0.740921,0.9688076,0.86674654,1.2165604,0.9237173,1.2027063,1.1960341,1.0141221,1.3332865,0.9980042,0.9446006,0.8564375,0.67572504,0.80926687,1.1203994,1.0882602,1.1589917,0.92956436,1.3921158,0.9387352,0.8775463,1.293412,1.1448307,1.0186402
finger,1.2764504,0.57243246,0.81320316,0.8260449,0.91887575,0.70161223,0.90918773,1.2412397,1.394693,1.175513,1.3211548,0.72500765,1.3481145,1.0847564,0.9315324,1.3122294,1.1621972,1.1516023,0.91095227,1.0227565,1.3640866,1.2884691,0.9801881,0.8749601,1.2138278,0.8715218,1.2561035,0.30498838,1.2684622,1.1984737,1.1235301,1.3771415,0.9290094,1.1242794,1.0985711,1.1632202,1.1817772,1.278296,1.2597278,0.6038712,1.4166765,0.9292806,1.2211562,1.1573808,0.95846516,1.3278983,1.0011533,1.1567379,1.0135344,0.42976522,0.64353037,1.2016196,1.072936,0.0,0.943164,1.14968,0.39546055,0.6959611,1.1137772,1.1796504,1.2473327,0.5717069,0.5933882,0.87659127,0.84390265,0.469028,0.6462829,0.92852354,1.1994046,1.1854271,1.1458576,1.0392406,0.7685441,1.273733,0.89411414,0.8192967,1.0204934,0.96434975,0.8931912,1.3674824,0.45174968,0.8470521,0.2910087,0.45784652,0.62299025,1.2691598,1.1113892,1.1803185,1.0427929,1.1268225,0.6519601,0.64836603,0.97878575,0.6520396,1.2507573,0.9622194,0.78281206,0.94003695,1.2711561,1.024763,0.557665,1.3737521,0.8702998,1.072544,1.1812979,1.1738925,1.0636423,1.0629956,0.73637563,0.96217483,0.9494487,1.1899062,1.3633178,1.2931399,0.43413383,1.2853162,0.9864279,0.8201003,1.3098006,0.9301945,0.9296958,0.7517286,1.1316833,1.1392018,1.3881505,1.044869,0.09152895,0.4524278,0.8961401,0.862486,1.0568545,1.3778316,0.917399,0.4319771,1.2065456
fish,0.4176072,0.7140168,1.1659418,0.9398541,1.2061865,1.2381842,0.72122556,1.3884697,0.9355929,0.8956029,0.8491763,1.2406809,0.8837216,0.8419781,1.0079048,0.81212056,1.2293551,1.1570501,1.4277952,1.2065207,1.048795,0.79516685,1.2501646,1.3291479,1.219745,1.3358138,0.9005009,0.67611885,0.80190194,0.93172824,1.3457677,1.1733191,1.1331785,1.3079023,0.9680569,0.84617186,1.063301,0.87195456,0.6528152,1.2513925,1.1048495,1.4320927,0.8804821,0.95879173,0.8506079,1.1385934,1.106659,1.0782764,1.1585506,0.827743,0.7666949,1.1252246,0.98743516,0.943164,0.0,1.1004846,0.9018033,0.90172815,0.5947391,1.0490329,0.63944334,1.2858497,0.6875135,0.95761067,0.9115777,0.72041005,1.253403,1.098258,0.8005711,0.98122406,1.193739,0.77035576,0.94532466,0.9328708,1.3511267,0.6886815,0.6663051,0.8157295,0.45141608,0.72544557,1.1888851,1.0651101,1.0551475,0.8817564,1.1821252,1.3332868,1.0968891,1.0257719,0.79562455,0.8948358,1.2858214,1.2566935,0.91648805,0.9262751,0.62309504,1.0908108,1.1768856,1.0961363,0.92502856,1.3259809,1.1797973,1.1270856,0.8302231,0.67765474,0.8234463,1.0411503,0.843234,0.9120812,0.9223633,0.87101775,0.94158334,0.9850131,0.94594467,0.9854671,1.1092126,1.1391505,1.3585069,0.757891,0.8507934,0.9061178,0.8805814,0.78309727,0.8073853,1.0682095,1.005573,1.259027,0.9738371,0.91956806,0.59225684,1.0502537,1.2390664,0.9024228,1.3307863,1.2155311,1.2528309
flower,1.1464024,1.2513307,0.9832672,1.1821656,0.7679559,0.74321383,0.7304156,0.8124877,1.2846093,1.0436139,1.3150175,0.79393786,1.3617138,1.265067,1.1220737,1.2146072,0.94643945,0.91816694,0.6968744,0.7524916,1.1471912,1.0228895,0.82873034,0.8893249,0.91679966,0.92960376,0.91394943,1.1732908,1.1670086,1.2688551,0.61627704,1.151343,1.1608012,1.0134416,0.9870244,1.1405535,0.5072224,1.2589148,0.8206964,0.7779942,1.1515313,0.7555851,0.99811584,0.9293615,0.9000423,1.1614316,1.1021707,1.0871764,0.8086852,1.212584,1.1022954,1.1206344,1.0985624,1.14968,1.1004846,0.0,1.1799204,0.7433592,0.8792844,0.9628877,1.0542779,0.90547436,0.8805383,0.781242,1.1641842,1.1539028,0.7880284,0.6917336,1.1324701,1.2044399,0.944908,1.3881385,1.0101695,1.0619751,0.70876646,1.3896492,1.0728515,1.0326941,1.1373656,0.9324554,0.89915955,0.9596426,1.1190737,1.0636125,0.7792162,1.0243945,0.8932877,1.2270092,1.3356009,1.0387962,0.74820405,0.7650383,0.7286134,0.96540296,0.9182421,0.44447958,0.80133235,0.94067377,1.2636006,0.8098665,0.98249555,1.0900294,0.826572,0.9643534,0.9044328,0.96444935,1.0539256,1.3389508,1.0465105,1.3653327,0.8131422,1.3098392,1.2031026,1.230007,0.9213431,1.099319,0.6823099,1.2253535,0.8178387,0.83517957,0.9719315,1.0944971,1.0345066,1.2931579,1.1660476,0.9942102,1.1265934,0.936985,1.0791476,0.8096984,0.7686812,1.1281065,0.7868222,0.7991712,0.90720636
foot,1.2146702,0.6880727,0.97441447,1.031467,0.98095816,0.6779613,1.0707737,1.1060339,1.3142884,1.0847242,1.1926295,0.6253089,1.1119545,1.2248191,0.74339366,1.2184851,0.96820647,0.96923286,0.88128376,0.8483279,1.1442893,1.2218137,0.8632339,0.7167722,1.2394209,0.67585987,1.13535,0.4980091,1.204369,1.0476651,1.073847,1.3571386,0.99560547,1.0909392,1.0954658,1.2039473,1.2516434,1.1628611,1.2462794,0.60071295,1.2089413,0.87815183,1.199831,1.2003481,1.138624,1.257535,0.83920175,1.2734976,1.081311,0.7224916,0.82685816,1.2278326,1.2624302,0.39546055,0.9018033,1.1799204,0.0,0.6164377,1.1533616,1.2161021,1.2822628,0.6301349,0.5554377,0.90879524,1.0659293,0.8906839,0.65722346,0.9982096,1.2002528,1.1092453,1.1200347,1.0485234,0.67803526,1.1335785,0.8150885,0.8789191,0.9415144,0.80425483,0.8804523,1.3196636,0.6541208,0.54265374,0.54779804,0.7040169,0.7106733,1.1270413,1.167059,1.28542,1.1089076,1.1039478,0.6710094,0.73385733,0.8488147,0.42682993,1.1758499,0.898714,0.6148102,1.1243607,1.0645618,0.8089623,0.5295969,1.2452371,0.9509395,1.2092888,1.1632487,1.2788113,1.0371113,1.148987,0.5522571,0.95867497,0.9171568,1.230726,1.2574921,1.2738174,0.3993765,1.16243,0.8450098,0.5702723,1.2399222,0.85882246,0.9758205,0.93905044,1.0779659,1.2704786,1.3933532,0.96944153,0.3073846,0.5253552,1.1205542,0.52662987,1.0850643,1.3954141,0.7569686,0.5968674,1.115601
fork,1.3419125,1.0073346,1.0700476,1.2235377,1.0578588,0.6607069,0.8420614,0.91008717,1.3978338,1.1882774,1.4235014,0.56232744,1.270581,1.4542801,0.8703249,1.3647752,0.90778136,0.8522428,0.7591661,0.75845265,1.1858894,1.2150702,0.60737103,0.7491651,1.094255,0.7108991,0.9352716,0.500076,1.1723982,1.2039175,0.8392099,1.2638948,1.2319001,0.92081976,0.82156336,1.2012392,1.011359,1.4051065,1.0205803,0.37844968,1.2304708,0.85052073,1.1113337,1.1834581,1.1944609,1.1350943,0.7869818,1.3848186,0.9767744,0.9264404,0.90988106,1.1874033,1.3074933,0.6959611,0.90172815,0.7433592,0.6164377,0.0,1.0672054,1.1847848,1.2192628,0.6529505,0.7227359,0.8315927,1.2476856,1.0524049,0.7610062,0.8327731,0.86814773,1.2358592,1.088234,1.3383017,0.25889015,1.1068876,0.5359768,1.1168236,0.931323,0.90833205,1.2240232,1.1583908,0.73122954,0.48176342,0.6677294,0.8589026,0.7427894,1.0825454,1.1662885,1.4956858,1.3214937,1.1191404,0.3357997,0.37621415,0.6329003,0.6102979,1.0624616,0.6644364,0.4213239,1.13542,1.2261398,0.7423384,0.789402,1.2530606,0.8198247,1.2112157,1.0284736,1.3308475,0.7665475,1.418452,0.825994,1.1851873,0.6265847,1.4085081,1.1480284,1.3675721,0.5672247,1.1066389,0.6761787,0.9796002,1.0592664,0.5098121,0.9351661,0.9962726,1.2179378,1.4861603,1.4548961,0.9480345,0.6980934,0.528659,0.9193091,0.43921947,1.0637468,1.2717553,0.5954758,0.5903803,0.99841225
frog,0.51553756,1.06762,0.66884303,1.0691857,0.77710724,1.0808775,0.65734035,1.3705928,0.96940094,1.0496627,0.9784003,1.2056417,1.1905441,1.0645183,1.1847022,0.9368279,1.2392068,1.0079136,1.1472713,1.0822004,1.0259832,0.9487426,1.2851909,1.3339608,1.0895582,1.4254379,0.9062649,0.9633046,0.99947476,1.3009616,1.1587415,1.1943263,1.3188279,1.2976195,0.9735845,0.74300575,0.9524612,1.017033,0.76792145,1.0790579,1.2680095,1.1727312,0.8909027,0.47615445,0.40825284,1.3188838,1.1387696,1.0832931,0.6782311,1.1003461,0.86471784,1.1385226,0.75952685,1.1137772,0.5947391,0.8792844,1.1533616,1.0672054,0.0,0.62458265,0.9126544,1.1800998,0.8654882,0.7134057,1.0564529,1.0000353,1.1013484,0.8698239,1.0935068,1.1627719,0.94945586,1.0513117,1.0259084,1.2317605,1.3487217,1.1634418,0.75538456,1.0556384,0.60401034,0.9551024,1.1136861,1.2072005,1.2643397,1.0049567,1.0193322,1.2838911,0.500907,1.1168302,1.1645374,0.9133988,1.1472898,1.137799,0.9126627,1.1596739,0.7308935,0.92971456,1.1456282,0.6873688,1.030328,1.2261999,1.1610173,1.2546871,1.0330034,0.9050947,0.84989786,0.98529786,0.6228347,1.0428734,0.97784936,1.1838982,0.84199554,1.0605868,1.0893964,0.9577016,1.1305274,1.066637,1.1992708,0.93903756,0.96792895,0.8449598,0.82829213,0.8108617,0.83350515,1.0857345,0.9252525,0.95585155,1.1856956,1.0052489,0.7344538,1.1002576,0.5273011,0.91261804,1.3694515,1.2101253,1.2797639
game,0.8629841,1.0927904,0.92600614,1.0105584,0.86758757,1.0410002,1.0276164,1.0905133,0.92693025,0.9596072,0.9985885,1.1468499,1.0300536,1.014999,1.1494229,1.0048023,0.8993802,0.873729,1.0569428,1.0101408,0.9344486,0.9513725,1.1023581,1.2020376,0.97309,1.2485546,0.8808876,1.1590464,1.0487705,1.0994613,1.0984734,1.024867,1.0822294,1.1019603,1.077654,0.92204577,0.94507945,0.9772339,0.9119066,1.1091903,1.0523627,1.0459914,0.91910464,0.6582226,0.63150066,1.0969064,1.0197161,0.9443402,0.8934431,1.1431818,1.0373248,1.0283653,0.7900812,1.1796504,1.0490329,0.9628877,1.2161021,1.1847848,0.62458265,0.0,0.9854323,1.146338,1.1298165,0.97648126,1.0113057,1.0478023,1.0772922,1.0660174,1.0700209,1.0517365,0.95864546,1.0949374,1.1116455,1.065472,1.1239475,1.2001226,1.1148043,1.0470947,0.97836274,0.9979498,1.1467268,1.1771711,1.2144915,1.0571487,1.0648557,1.0699254,0.6043488,0.99235904,1.1407232,0.8466128,1.1043295,1.0551566,1.0939445,1.2640443,0.92745817,1.0314583,1.108599,0.8736171,1.0525275,1.1143186,1.2054167,1.0200114,1.1946214,0.9659352,0.99837375,0.94876605,0.9279068,1.0794551,1.1441588,1.2026042,1.065249,0.96362734,0.9200788,0.9202295,1.229455,0.961877,1.0418853,1.1086912,0.9603752,1.0969831,1.0231844,1.0326097,0.8883713,0.99417615,0.7831628,0.99388325,1.2042295,1.1744888,0.9518456,1.1877489,0.7580328,0.81758296,1.1724968,1.1929731,0.9867859
glass,0.68770635,0.9336781,1.2798069,0.9614073,1.1137313,1.3154882,0.8269428,1.2423627,0.6676134,0.8295652,0.86130905,1.4168049,0.8744607,0.69224554,0.9455012,0.7821051,1.132304,1.0431069,1.3328085,1.1850293,0.9278825,0.6363208,1.2954311,1.296041,1.0058634,1.3447075,0.8400181,1.1456623,0.7712211,1.0178344,1.1557592,0.9534219,0.92922163,1.1516573,0.9240934,0.6840699,0.8480277,0.97789586,0.57337254,1.419816,1.022954,1.3648465,0.67155087,1.0900023,1.0487835,0.97960943,1.138214,0.86086965,1.2670842,1.0179031,0.96679777,0.9901916,0.9343231,1.2473327,0.63944334,1.0542779,1.2822628,1.2192628,0.9126544,0.9854323,0.0,1.4474463,1.0365878,0.8216585,0.8821885,0.82968783,1.3510518,1.1436076,0.780511,1.0134645,0.9511964,0.8143352,1.2118767,0.8887453,1.3343928,0.79601437,0.8385248,0.78104943,0.72127634,0.5877243,1.3579677,1.2812179,1.2745022,1.0960953,1.3793049,1.1403897,1.0056006,0.76676166,0.76311743,0.7623569,1.4256891,1.39388,1.0919797,1.394388,0.5320239,1.2063683,1.3023869,1.1635178,0.91227794,1.2967565,1.3095324,0.8465918,0.86264235,0.82405996,0.73528755,0.8326664,1.0038878,0.8451727,1.2114089,0.93301624,1.2303194,0.8265844,0.63014865,0.8886242,1.452529,0.93297935,1.3363726,1.0858276,0.67065614,1.1521835,1.0937189,0.9340535,0.793908,0.8913874,0.67776364,1.2188592,1.2779491,1.176081,0.82890475,1.3098938,1.2055361,0.58888257,1.3922756,1.406484,1.0565857
glasses,1.4664304,1.1179934,0.76058257,1.2865906,0.79625434,0.50780976,1.2424707,0.9614541,1.4862982,1.1407503,1.4025896,0.21772045,1.3616598,1.3912671,0.79726285,1.3867155,1.0075039,1.0953666,0.50590193,0.6383145,1.3244483,1.373117,0.773353,0.5913392,1.019849,0.6019005,1.0477287,0.7628306,1.1947455,1.1986365,0.7449978,1.2632045,1.0815542,0.9779244,1.1459877,1.2875609,1.1746503,1.2997906,1.4643812,0.37180173,1.2835722,0.5830671,1.3241572,1.1138142,1.1309566,1.2055143,0.9770999,1.2666037,0.7538966,0.7452864,0.9169939,1.0596225,1.0384865,0.5717069,1.2858497,0.90547436,0.6301349,0.6529505,1.1800998,1.146338,1.4474463,0.0,0.8523214,0.92264724,0.92675954,1.1653429,0.23923576,0.8029739,1.2219161,1.2451859,1.0762401,1.3288978,0.76889694,1.2509034,0.54017323,1.2195458,1.1965675,1.2014139,1.373885,1.4112945,0.22912276,0.8034855,0.37527668,0.59774375,0.3953892,1.0631757,1.1024764,1.3317267,1.2853485,1.3348432,0.36640418,0.47386026,0.9319488,0.5736606,1.3906612,0.74990946,0.55160314,0.9371005,1.1913303,0.66864276,0.32643735,1.3251959,0.8366657,1.306462,1.319601,1.2424893,1.0591359,1.2541873,0.8028902,1.1585913,0.8042581,1.2836616,1.4014413,1.2532268,0.21783203,1.1834625,0.5995742,1.1470118,1.378509,0.82427794,0.9546727,0.9761133,1.1081681,1.2758374,1.4454353,0.88403845,0.5004914,0.46544385,1.2261125,0.7402817,0.90747285,1.466335,0.5841552,0.19446021,1.0161788
glove,1.042885,0.77849495,0.86106265,0.98063636,0.89602184,0.7780117,0.87037146,1.0754817,1.5095417,1.2098541,1.2402375,0.829646,1.3058615,1.165864,0.9384069,1.1356397,1.1086614,0.99579203,0.8593745,0.9833411,1.2594113,1.3551507,1.0556642,0.73744947,1.1927865,0.8445587,0.8995098,0.71496737,1.0993931,1.0518674,1.0152206,1.4234786,1.1255047,1.1127212,1.0671791,1.1930285,1.1242486,1.1178886,1.168314,0.78302294,1.1631215,0.9167603,1.1914966,0.8240143,0.7173018,1.3370366,1.1199346,1.2042134,0.897294,0.7280295,0.8819803,1.2060032,1.1715285,0.5933882,0.6875135,0.8805383,0.5554377,0.7227359,0.8654882,1.1298165,1.0365878,0.8523214,0.0,0.65368533,1.0506766,0.74028695,0.64317226,0.85014457,1.2064759,1.0296396,1.0606008,0.95316213,0.8445246,1.1228371,0.9763628,0.8988688,0.90755844,0.84394073,0.49933898,1.1962171,0.840049,0.6848519,0.73393464,0.66921467,0.81564486,1.1474309,1.0719507,1.2791752,1.0317144,1.1866019,0.8077078,0.87979794,0.8124132,0.45006698,1.1271346,0.75333995,0.85782653,0.8918157,1.048683,0.9342611,0.70036423,1.255637,0.71732724,0.9628747,1.1485457,1.0074157,1.1084375,1.1229745,0.51998603,0.9513319,1.051318,1.3973032,1.4203082,1.366419,0.56626457,1.2648094,1.0934465,0.42655826,1.2473711,0.92192847,0.85211813,0.8631139,0.8826777,1.240056,1.4617295,0.98324543,0.5413277,0.6615921,0.99328077,0.5656236,0.8922887,1.4157636,0.9345209,0.6971314,1.1487739
gum,1.2117492,1.0346336,0.6660046,1.2654009,0.4782052,0.7174223,0.78971666,1.1016735,1.275842,1.1827514,1.3747699,0.96603423,1.4175699,1.3040712,1.0625019,1.3199855,1.0310652,0.7487408,0.66932786,0.6270975,0.9945367,1.1723276,1.1231536,0.80955267,1.2197139,1.026047,0.8477261,0.91033316,1.400895,1.4219242,0.6857182,1.4171054,1.2842739,1.1449798,0.9411126,0.8376181,1.0724627,1.3721708,0.984847,0.69371206,1.3603711,0.72226065,0.8103571,0.97490764,0.7853816,1.4819198,1.0436659,1.2691045,0.8381127,1.0504307,0.7039635,1.3498728,1.0753089,0.87659127,0.95761067,0.781242,0.90879524,0.8315927,0.7134057,0.97648126,0.8216585,0.92264724,0.65368533,0.0,1.2563789,0.98085624,0.7471122,0.83522934,1.3450739,1.2705514,0.535331,1.4160144,0.9057512,1.2621298,0.9435218,1.3587474,0.99825114,0.7227299,0.8817094,1.0458335,0.7632214,0.96733683,1.0052072,0.82933575,0.7243839,1.0794233,0.8314801,1.3953192,1.4494641,1.0769168,0.75295395,0.8002454,0.7181431,1.0223562,0.897102,0.7805009,0.71498054,0.71180034,1.0801771,0.7943329,0.8804602,1.2215025,0.93163323,0.9664261,0.72227174,1.116051,0.8059953,1.4180073,0.72081256,1.4237846,0.86069787,1.3500543,1.200158,1.2847575,0.7327931,1.338126,0.7607957,0.93684703,0.8728297,0.72298265,0.79656446,0.8330369,0.8371326,1.4406651,1.2158637,0.6937613,0.8632132,0.82139045,0.8953964,0.90872276,0.39856118,1.0813937,1.1174524,0.79973185,1.26072
hair,0.8780448,0.7777359,1.086258,0.8675456,1.1582844,1.2144755,1.0701482,1.1792781,0.9430989,0.95429665,0.8826223,1.1266873,0.9312037,0.60689574,0.99017256,0.9146182,1.137933,1.2431122,1.3089293,1.3556304,1.1764052,1.0021371,1.2228147,1.2299824,0.9749516,1.2126501,0.9883024,1.0189056,0.79842293,0.9782543,1.2960887,0.9591015,0.7970858,1.1911821,0.9955796,1.0218933,0.9068784,0.9054964,1.0411575,1.2807482,1.0320586,1.3419836,1.1103295,1.0440527,0.9659253,0.9610603,1.1694034,0.7592156,1.0685583,0.5859045,1.0289589,0.83575666,0.4345284,0.84390265,0.9115777,1.1641842,1.0659293,1.2476856,1.0564529,1.0113057,0.8821885,0.92675954,1.0506766,1.2563789,0.0,0.72566366,0.9401855,1.088019,0.92971444,0.957678,1.3073814,0.7081721,1.2562375,1.030914,1.2465198,0.71924794,1.0803521,1.0815697,0.8607424,0.99033487,1.0120771,1.33961,0.7446188,0.78052866,1.1447563,1.1831083,1.0361522,0.69840753,0.6627837,0.9671815,1.2695818,1.2355663,1.3578899,1.163654,1.0618689,1.1836988,1.3770015,1.0669104,1.0447764,1.2815795,0.8580791,0.99812764,0.825573,1.0002894,1.1729633,0.87332714,1.2103506,0.533905,1.0973828,0.76535994,1.2957349,0.71076244,1.0452404,0.90164566,1.0965947,0.9998777,1.3620348,1.0949359,1.1215923,1.3613112,1.097458,0.92972773,0.90478873,0.5955082,0.9119805,1.333336,0.8310718,1.0196544,0.9607485,1.3696415,1.2637572,1.0076302,1.2160592,0.9265019,0.986723
hand,0.87349856,0.5533165,1.1355946,0.35796428,1.1897804,1.2359874,0.670703,1.2390382,0.9667941,1.0892911,0.97058314,1.3016827,1.0293578,0.6504288,1.0794315,0.9382609,1.1515534,1.0169159,1.3546214,1.3497901,1.0552697,0.98496914,1.2433987,1.353255,1.1058173,1.3466713,1.1997061,0.6240457,1.0568644,1.0018022,1.3158406,1.137304,0.945698,1.182198,0.96045667,0.97646785,0.9616222,1.0683844,0.8597633,1.2142684,1.1348233,1.3378559,0.9954889,1.1110489,0.835926,1.1263113,1.1006782,0.95727205,1.2253257,0.64594877,0.79820335,1.0229834,0.88603204,0.469028,0.72041005,1.1539028,0.8906839,1.0524049,1.0000353,1.0478023,0.82968783,1.1653429,0.74028695,0.98085624,0.72566366,0.0,1.2294883,1.1797647,0.9564031,0.8798295,1.1916504,0.7990824,0.999569,1.0650655,1.3110406,0.73584783,0.94447446,0.94696826,0.52981114,0.9580502,1.1158403,1.1298802,0.7600064,0.7618879,1.1818209,1.2601597,1.1289656,0.8516798,0.80562973,0.7271296,1.15439,1.0327721,1.1958262,1.1424546,0.95463485,1.2343433,1.3031546,1.0579188,1.0123736,1.361114,1.1450453,1.1224602,0.9992265,0.76342356,0.9981484,0.8974343,0.9531648,0.7911449,0.9781964,0.7915899,1.1058216,0.9761741,0.9283744,1.0741112,1.1229533,1.1347818,1.3728724,0.7714671,1.0212741,1.137909,0.9273094,0.8371015,1.0463043,0.8008678,0.8804399,1.2014483,0.5887573,0.9710836,0.48738706,1.274375,1.1866294,0.80819046,1.3331233,1.0023086,1.1407595
