,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
rooster,1.1118803,0.823744,1.049264,1.2360001,1.1035182,0.9710643,1.0547911,1.0569801,1.3707037,1.1104659,1.197322,0.8665921,1.1369581,1.0853055,1.0269505,1.1704849,1.1920416,1.1860056,0.97667146,1.131252,1.2713201,1.2306621,0.8767485,0.81753373,1.0135661,0.7714026,0.76644874,0.9113996,0.8527875,0.88693917,0.984122,1.0813459,0.8967543,1.0669863,1.1084449,1.1578639,1.0238693,1.0373572,1.0484929,0.9757348,1.0495219,1.0450846,1.1901286,1.0391917,1.0099784,0.90731275,0.94159365,0.9427424,0.9284559,0.78586775,1.0757833,0.93380344,1.0436468,0.8702998,0.8302231,0.826572,0.9509395,0.8198247,1.0330034,1.1946214,0.86264235,0.8366657,0.71732724,0.93163323,0.825573,0.9992265,0.8255516,0.63819474,0.9103316,1.0296699,1.1237569,0.9574235,0.9510242,0.8039135,0.9028071,0.80314696,0.99503773,1.0189236,1.0528208,1.0910698,0.8976317,1.0259058,0.75810945,0.809747,0.99740374,1.0579278,1.1625293,1.088515,0.79310256,1.223973,0.9706211,1.0657961,0.96438986,0.76723677,1.0708702,0.74037385,1.002643,1.0907933,1.0514019,0.7986237,0.79420173,0.8688215,0.0,1.032938,1.2269373,1.0029078,1.136797,0.9306756,0.87683284,0.93283534,1.0923749,1.1053857,1.2993029,1.1573735,0.7720878,1.1814281,1.0884168,1.1374736,1.2018123,0.9610936,0.9901827,0.76397455,0.7446439,1.0906587,1.3106847,1.2393795,0.8323035,0.7222047,1.1530256,0.89722675,1.1122766,1.3568418,0.7506577,0.7147717,0.89442796
sandwich,0.7375038,0.8427123,1.0767516,0.8846001,1.0155655,1.1669027,0.8637888,1.0454068,0.7795442,0.9422997,0.9076975,1.3109009,0.9742914,0.8677213,1.1357665,0.9124177,1.0308809,1.0517092,1.1430817,1.0877842,0.96602964,0.8121184,1.1579232,1.1793518,1.0598234,1.2428924,0.99987257,1.0475786,0.9995053,0.95342,1.0176765,1.0225543,1.0715055,1.0634478,1.1123524,0.9682156,1.0532266,0.92403567,0.8113522,1.3237338,1.0019885,1.134345,0.88064516,0.92982507,0.84689265,0.95323443,1.1253196,0.97817045,1.0129153,1.1395231,0.8596008,1.1564215,0.95669514,1.072544,0.67765474,0.9643534,1.2092888,1.2112157,0.9050947,0.9659352,0.82405996,1.306462,0.9628747,0.9664261,1.0002894,0.76342356,1.2257458,1.0174892,0.9716866,1.0518787,0.9683724,0.9980923,1.2636678,0.9708672,1.136371,0.9939407,0.979684,0.9928352,0.86027604,0.7434002,1.1831923,1.23819,1.1780381,1.1178854,1.1270963,0.9516506,1.0335844,0.9554592,1.0046682,0.9098467,1.2945528,1.2008107,0.9948396,1.2112229,0.83123696,1.0578922,1.2176313,0.9981103,1.1080621,1.2237661,1.2847757,0.89451504,1.032938,0.0,0.78873104,0.9983508,1.013931,1.0046946,1.0444858,1.1106967,1.0153804,0.7851015,0.803072,1.0082701,1.2520623,1.0224367,1.083531,0.9441629,0.80052364,1.055049,1.0479373,1.0942327,0.90940404,0.97910255,0.85544956,1.1222126,1.10252,1.2391981,0.8021146,1.2201579,0.9866069,0.76768374,1.2408154,1.2093195,0.9536431
sauce,0.9876273,1.0747374,0.9338895,1.1812205,0.9249423,1.0181584,0.5853317,1.1611129,0.73350406,0.9789502,1.126938,1.3185639,1.1641791,1.0775853,1.0464854,1.100486,1.0168599,0.9973898,1.168889,0.6283052,0.93319386,0.6607507,1.2858609,1.1475847,1.1241337,1.2201322,1.1376594,1.0301255,1.205437,1.28196,0.7764528,1.1665995,1.1632695,1.1050752,0.74481964,0.6178796,0.9611963,1.2199033,0.57294464,1.2295227,1.2568469,1.0193137,0.28488064,1.0534098,0.9960988,1.276216,1.0859171,1.1377316,1.0599945,1.1434292,0.4213773,1.2496886,1.042374,1.1812979,0.8234463,0.9044328,1.1632487,1.0284736,0.84989786,0.99837375,0.73528755,1.319601,1.1485457,0.72227174,1.1729633,0.9981484,1.2788106,1.0875603,1.1025954,1.2171196,0.6451382,1.2853715,1.067716,1.1909971,1.0948057,1.228205,0.549568,0.7509719,0.93666637,0.45414305,1.1479588,1.1246449,1.2662208,1.1053623,0.998082,1.1181295,0.9132669,1.172588,1.2499131,0.9263623,1.2518636,1.1780194,0.6646628,1.2880635,0.6386732,1.0427288,0.89187086,0.9205075,1.1203423,1.214534,1.2655758,1.1492237,1.2269373,0.78873104,0.0,1.1003394,0.6728727,1.2387371,1.0861251,1.3052926,0.76486933,1.0186915,0.7446837,1.1243786,1.2634622,1.115078,0.9548534,1.0559932,0.20684421,0.6953683,0.9603731,0.9438614,1.007832,1.242558,0.95134354,0.6054162,1.185744,1.1585485,0.7717166,1.1930187,0.91003925,0.7449494,1.3543231,1.3081951,1.1929712
scarf,0.8092988,1.0298355,1.142353,0.81930894,1.1140109,1.3054283,0.9672202,0.9335897,0.93026173,0.8762484,0.8585499,1.2782984,0.98732793,0.60091615,1.0843487,0.6864343,1.175283,1.1633513,1.2186735,1.2861134,1.0321283,0.89729124,1.2731948,1.2936423,0.85238755,1.3007178,0.9956892,1.1918447,0.7809913,0.9766736,1.1761718,0.89235944,0.60862863,1.0946479,0.8671757,1.005066,0.72705233,0.8515557,0.84282184,1.3056455,0.8331461,1.2329382,1.0484843,0.7991705,0.8069495,0.937334,1.2773291,0.3943162,1.0062562,1.0605706,1.1886426,0.747834,0.8387525,1.1738925,1.0411503,0.96444935,1.2788113,1.3308475,0.98529786,0.94876605,0.8326664,1.2424893,1.0074157,1.116051,0.87332714,0.8974343,1.1994642,1.0036646,1.0667784,0.77858186,1.1372781,0.7457633,1.3543416,0.9528323,1.3172903,0.83919096,1.0666012,1.1245036,0.83401656,0.8922281,1.2128444,1.3254582,1.1205771,1.0706071,1.2076082,1.1787355,0.9298498,0.39983863,0.69649136,0.9904995,1.3433917,1.3506777,1.2254423,1.2050302,0.8550214,1.1979718,1.3767896,1.082751,0.9341673,1.2834558,1.1575204,1.0060058,1.0029078,0.9983508,1.1003394,0.0,1.1446573,0.7090485,1.0350058,0.8515073,1.2399275,0.93491155,1.0717809,0.8756544,1.2521007,0.8724605,1.2470843,1.0190753,1.0614676,1.2889233,1.0884569,0.96985894,0.82529044,0.6140023,0.88488024,1.1509596,1.1657108,1.2658713,0.9690918,1.2461072,1.055955,0.93869966,1.2956772,1.1830411,1.0387392
scissors,0.9481972,0.96337795,1.0014383,1.049375,1.0108963,1.148218,0.6072159,1.0101719,0.87318116,1.1761893,1.1245892,1.1997452,1.075318,1.1552736,1.131226,1.1141019,0.953528,0.8265109,0.9696154,0.90507543,0.79749227,1.0530735,0.9073678,1.1318853,1.0949252,1.1927793,1.1725897,0.7386863,1.2782365,1.1198101,0.9705561,1.0946776,1.2200962,0.9752506,0.66947585,0.8289747,0.96434605,1.1976153,0.90691745,0.9392741,1.0899633,1.0054654,0.7131376,1.064071,0.93740743,1.1611761,0.9310893,1.1857517,1.0786206,1.1083965,0.69112694,1.1567246,1.1404079,1.0636423,0.843234,1.0539256,1.0371113,0.7665475,0.6228347,0.9279068,1.0038878,1.0591359,1.1084375,0.8059953,1.2103506,0.9531648,1.1943392,1.0476578,0.8885639,1.0776669,0.7116639,1.1979146,0.5751195,1.0121831,1.1150246,1.1793513,0.86085397,1.0344484,0.9368576,0.85816145,1.1852951,0.9389039,1.0815624,1.1554137,1.1107447,1.1244793,0.99417096,1.1766781,1.2296506,0.967545,0.8711014,0.8464582,0.8086138,1.2413117,0.97243273,1.091542,0.90543056,0.96771127,0.85029316,1.1003236,1.210098,1.1856403,1.136797,1.013931,0.6728727,1.1446573,0.0,1.2525307,0.918894,1.2335573,0.33915734,1.0847076,0.8481791,0.9879786,1.1340339,1.175835,1.0552076,0.87282515,0.83293533,0.25232816,0.8508762,0.9884837,1.1112422,1.2651454,0.97646457,0.78055286,1.1133643,1.1003602,0.4042852,1.0102963,0.73551303,0.7621056,1.0879622,1.1183016,1.225862
shirt,0.6958459,0.8923805,1.2013663,0.5960647,1.3187128,1.4307584,1.1130221,1.186927,0.7166561,0.9828464,0.5673912,1.2797357,0.6866932,0.31476974,1.087093,0.6395734,1.2599667,1.225568,1.4477433,1.4984347,0.99413717,0.92401963,1.2486773,1.3591129,0.9203963,1.2665792,0.97186255,1.1176909,0.67713517,0.74498457,1.4066494,0.7862039,0.72247154,1.1591829,1.0764232,1.0376452,0.98821974,0.61192805,1.0161259,1.4461193,0.8177279,1.4358236,1.1188965,1.0125718,1.0072274,0.77436376,1.1535826,0.5137121,1.151885,0.86734015,1.2329731,0.6755959,0.6639582,1.0629956,0.9120812,1.3389508,1.148987,1.418452,1.0428734,1.0794551,0.8451727,1.2541873,1.1229745,1.4180073,0.533905,0.7911449,1.257445,1.1648033,0.83814406,0.7467904,1.3235407,0.29771703,1.3184322,0.87519544,1.4147071,0.4679147,0.99199003,1.1245718,0.76528764,1.0037538,1.2535216,1.2994313,1.021991,1.0926843,1.3499091,1.0446142,1.0080698,0.40567708,0.32330525,0.8394438,1.4680606,1.4398968,1.4499162,1.1499788,0.96500826,1.3494474,1.5022354,1.1701405,0.8390301,1.3212876,1.1571091,0.83076364,0.9306756,1.0046946,1.2387371,0.7090485,1.2525307,0.0,1.1901655,0.3359735,1.3879535,0.52790934,0.9139526,0.68967944,1.3314131,0.79806477,1.4500108,0.95626044,1.1572804,1.477308,1.0749003,0.9805774,0.88705057,0.132923,0.6829171,1.3455198,1.1155226,1.2091162,0.9928815,1.3504957,1.3319036,0.875939,1.275704,1.2829763,0.9711862
shoe,1.0574416,0.6730008,0.93118787,1.156035,0.86451536,0.9474221,1.088364,0.93347627,1.3378885,1.0779153,1.1043627,0.83530664,1.1370462,1.195946,0.91671723,1.0235877,0.96377724,0.97165424,0.82011104,0.85910976,1.0793829,1.280235,0.97226626,0.761446,1.2092742,0.8172354,1.0761796,0.8296702,1.1738497,0.97652423,0.8200642,1.3266301,1.0273914,1.0614103,1.0604031,1.1301584,1.2082142,1.0450013,1.2406167,0.8315582,1.0475166,0.873055,1.146206,0.93408173,0.8962991,1.2683957,0.99983597,1.1271354,0.97658443,0.9015609,0.9180022,1.1797509,1.2035855,0.73637563,0.9223633,1.0465105,0.5522571,0.825994,0.97784936,1.1441588,1.2114089,0.8028902,0.51998603,0.72081256,1.0973828,0.9781964,0.7461324,0.8399958,1.1880184,0.95867366,0.91061014,0.9283349,0.8478086,1.0350802,0.99480504,0.9581583,1.1501234,0.90701485,0.8693658,1.2267786,0.9084555,0.7952766,0.8681056,0.9392475,0.93153673,1.001605,1.0748204,1.1591638,0.9698156,1.2767136,0.8164356,0.93591595,0.870758,0.6486716,1.1922143,0.8348882,0.84817255,0.9966017,0.80904084,0.7500874,0.76892436,1.2090302,0.87683284,1.0444858,1.0861251,1.0350058,0.918894,1.1901655,0.0,1.1056515,0.9054524,1.218967,1.3575149,1.2198848,0.45280296,1.2202188,0.97284627,0.5056333,1.1940564,0.79712343,0.90655476,0.9669951,0.86086905,1.2120929,1.3660225,0.87907296,0.59991467,0.8916556,1.1436847,0.6619964,0.87219566,1.344834,0.8955766,0.74371225,1.1668077
shorts,0.7532435,0.8652941,1.3204277,0.57401437,1.3996022,1.3136427,1.1459806,1.1342858,0.7658001,1.0681372,0.6661891,1.0703034,0.66475064,0.5513816,0.9382736,0.6939907,1.2142652,1.1599816,1.381827,1.4063821,1.0042549,0.95018816,1.1396222,1.1806195,0.8885285,1.0368662,1.0646211,0.98519415,0.5591222,0.70658183,1.4238255,0.81916916,0.79437387,1.0773109,1.0019095,1.0139017,1.0328531,0.681939,1.042061,1.2380407,0.763434,1.3619983,1.195509,1.1041459,1.1767718,0.70107675,1.0740615,0.73996246,1.2559737,0.7722852,1.3002478,0.54551667,1.0376967,0.96217483,0.87101775,1.3653327,0.95867497,1.1851873,1.1838982,1.2026042,0.93301624,1.1585913,0.9513319,1.4237846,0.76535994,0.7915899,1.1705756,1.2490358,0.7698202,0.6259212,1.406152,0.27364337,1.0554986,0.91781294,1.2794881,0.45863724,0.8486104,1.1220617,0.7130723,1.0447576,1.2140064,1.0228196,0.9366118,1.0825987,1.3404913,1.0164473,1.1632944,0.6004838,0.36969578,0.85326403,1.2577109,1.2727586,1.3132777,0.8759249,1.0140634,1.3136425,1.2793326,1.3052607,0.7713444,1.1989144,1.0242496,0.85813916,0.93283534,1.1106967,1.3052926,0.8515073,1.2335573,0.3359735,1.1056515,0.0,1.2925696,0.738904,0.909329,0.8657597,1.1542962,0.7787035,1.4013231,0.71984124,1.2096776,1.3391793,1.064008,0.979818,1.1249707,0.43782878,0.8649769,1.2900834,1.014026,1.0042889,0.9793532,1.0862864,1.4732227,0.944373,1.0711952,1.1404471,1.0035744
shovel,1.1723734,1.0193539,0.958099,1.193341,0.9373509,0.8020835,0.7818267,0.9357171,1.1457187,1.1705608,1.3265827,0.7887968,1.259989,1.3193189,1.1075435,1.3489475,1.0196522,0.9578003,0.6099324,0.6718012,1.0010726,1.1054025,0.59569055,0.74317986,1.1340748,0.7379806,1.2330916,0.7228873,1.3541491,1.1462988,0.76159334,1.1612568,1.21322,0.8854082,0.7779959,1.0562339,1.0326893,1.3074903,1.0245203,0.65121084,1.1864654,0.6519203,0.8116814,1.1584251,1.0495842,1.0891712,0.9138457,1.2862601,0.95651937,1.1327953,0.74916685,1.2417693,1.2145354,0.9494487,0.94158334,0.8131422,0.9171568,0.6265847,0.84199554,1.065249,1.2303194,0.8042581,1.051318,0.86069787,1.2957349,1.1058216,0.87992585,0.98630035,0.95919013,1.2278963,0.7726821,1.3481823,0.6193944,1.0281559,0.82479286,1.2678418,0.9424774,1.0820744,1.1215577,0.94352436,0.893878,0.8482462,0.89734083,1.0929437,0.7966784,1.0078574,1.0833898,1.3521336,1.345293,1.1695117,0.6510427,0.6981362,0.71030474,0.9060044,1.0503678,0.7846992,0.58103055,1.0051569,1.0391796,0.86056197,0.9016675,1.1439391,1.0923749,1.0153804,0.76486933,1.2399275,0.33915734,1.3879535,0.9054524,1.2925696,0.0,1.2106538,1.1246904,1.2126088,0.8148036,1.2564414,0.711238,0.97421515,0.8596674,0.19416606,0.8521507,1.0431055,1.1392756,1.4279804,1.2287567,0.81052446,0.9414341,0.95838195,0.6704871,0.8114584,0.7942662,1.057264,0.58636504,0.8496675,1.140678
shower,0.70060754,0.963342,1.2419045,0.8462585,1.2551167,1.4298055,1.1442664,1.1140474,0.42096788,0.9041614,0.51085496,1.2909518,0.6758965,0.64629024,1.1065574,0.68753684,1.0931405,1.2156786,1.3725334,1.2764843,0.8351741,0.7633965,1.1936357,1.3502473,0.98628026,1.2555048,1.0403851,1.2025647,0.76777864,0.8374344,1.2709122,0.6075103,0.87817895,1.1393765,1.0439516,0.89491177,1.0557579,0.6035039,0.91663134,1.4349382,0.771294,1.3445184,0.9199631,1.1033521,1.1508725,0.65786517,1.0596024,0.7042558,1.1870215,1.0358245,1.0980192,0.7868959,0.740921,1.1899062,0.9850131,1.3098392,1.230726,1.4085081,1.0605868,0.96362734,0.8265844,1.2836616,1.3973032,1.3500543,0.71076244,0.9761741,1.3267732,1.1737857,0.8562835,0.8503932,1.1365116,0.613377,1.3209592,0.8276015,1.3077985,0.70959926,1.0937133,1.0167922,1.0285037,0.8784299,1.2649186,1.3738651,1.242454,1.2180655,1.3575062,0.86316687,0.97747844,0.55776614,0.62370336,0.8906982,1.4264735,1.352927,1.3492527,1.3290902,0.95073116,1.2593389,1.4108448,1.2136706,0.91115737,1.2304707,1.2319658,0.7353121,1.1053857,0.7851015,1.0186915,0.93491155,1.0847076,0.52790934,1.218967,0.738904,1.2106538,0.0,0.72965455,0.6195773,1.3877394,0.78066987,1.1935251,1.1138068,1.0172548,1.2905818,1.0412997,1.1435148,0.9444946,0.52169,0.6239372,1.1794299,1.2366295,1.2801814,0.99703354,1.410346,1.2774773,0.74595106,1.2548409,1.3747079,0.95662904
sink,0.76884556,1.1449445,1.2822571,0.8074169,1.2903838,1.3245451,0.93651193,1.0135013,0.3015604,0.9780092,0.6919467,1.340909,0.511221,0.80965436,1.054696,0.81500345,0.7378195,0.76793885,1.3323228,0.97299737,0.5360081,0.6406096,1.1924477,1.2778494,0.9790006,1.268019,0.9137047,1.2830052,0.9307093,0.8038802,1.0691758,0.7764174,1.1664656,0.9657003,0.8840012,0.7631207,1.0230017,0.85933083,0.73595893,1.3890016,0.7584489,1.2523983,0.73307973,1.1926844,1.2293553,0.8135499,0.80467796,1.0881748,1.284763,1.1765525,1.0685469,0.9760115,0.9688076,1.3633178,0.94594467,1.2031026,1.2574921,1.1480284,1.0893964,0.9200788,0.63014865,1.4014413,1.4203082,1.200158,1.0452404,0.9283744,1.4619452,1.361672,0.7182177,0.84556264,0.96464586,0.90143394,0.96074337,0.86280453,1.1593193,1.084062,0.9063649,0.8881528,0.9989837,0.67491484,1.4600369,1.001802,1.4065089,1.3195393,1.3993195,0.7484055,1.105663,0.9163185,0.9663903,0.5859468,1.2698321,1.1720386,1.0737647,1.4150195,0.729866,1.3272396,1.1184413,1.1598324,0.80539155,1.1166639,1.4407775,0.706704,1.2993029,0.803072,0.7446837,1.0717809,0.8481791,0.9139526,1.3575149,0.909329,1.1246904,0.72965455,0.0,0.72860533,1.5467566,0.75726813,1.192171,1.1168542,0.6777338,1.059756,1.1395421,1.2032399,1.1333625,0.8634131,0.45379865,0.9980712,1.4399245,1.3657176,0.8058215,1.2397096,1.23695,0.20167899,1.3028542,1.4961659,0.941527
slide,0.65934163,1.1112152,1.1821337,0.7919532,1.148033,1.3825955,0.97762364,1.0078412,0.4694336,0.81232285,0.519322,1.2557557,0.52231014,0.7279419,1.1309882,0.71307397,1.0936059,1.0197895,1.3018596,1.2984858,0.6764734,0.7201263,1.1984156,1.3939809,0.96890783,1.3604386,0.85823345,1.2511811,0.7549702,0.75223905,1.2558389,0.623597,1.0761136,1.0608009,0.95577997,0.86239755,0.9254003,0.6009585,0.8952647,1.3468182,0.67734706,1.313977,1.043698,0.9890312,1.0768361,0.77057004,1.0377483,0.87683123,1.1414032,1.0912857,1.2559428,0.7819659,0.86674654,1.2931399,0.9854671,1.230007,1.2738174,1.3675721,0.9577016,0.9202295,0.8886242,1.2532268,1.366419,1.2847575,0.90164566,1.0741112,1.3228216,1.2635031,0.88041663,0.9236485,1.140475,0.70875525,1.2770832,0.654982,1.2617122,0.85280854,1.0220228,1.0980371,1.0252421,0.9380122,1.2558148,1.2926964,1.2966251,1.1911912,1.3167307,0.92978126,0.98278266,0.7076147,0.82255584,0.81085885,1.3410103,1.3033042,1.2631209,1.3812274,0.8771626,1.2617317,1.3963702,1.0875068,0.8643315,1.2534542,1.2776839,0.8104297,1.1573735,1.0082701,1.1243786,0.8756544,0.9879786,0.68967944,1.2198848,0.8657597,1.2126088,0.6195773,0.72860533,0.0,1.367008,0.61889696,1.2374656,1.0654595,1.0459733,1.272358,0.96219367,1.1769786,0.82841474,0.61656135,0.3884617,1.1582302,1.3447363,1.3103622,0.8426515,1.4281317,1.0107992,0.64973044,1.316587,1.3398318,1.0025681
slipper,1.4250239,0.90521705,0.74146974,1.3031203,0.72157615,0.4765854,1.1764185,1.0502965,1.5908097,1.1429641,1.4453378,0.22588915,1.4146447,1.4279735,0.78235674,1.4052055,1.058185,1.1258925,0.5036384,0.57769954,1.3744161,1.4082553,0.81628525,0.5121904,1.1918844,0.52595377,1.050497,0.62870884,1.2214879,1.2195108,0.72054446,1.4257812,1.0984534,1.0436364,1.1945007,1.2665467,1.269861,1.3168929,1.4418399,0.32086408,1.3686292,0.58297825,1.3263981,1.0732491,1.0769382,1.3395401,0.97170156,1.2980894,0.78671026,0.72135526,0.8605726,1.1862247,1.2165604,0.43413383,1.1092126,0.9213431,0.3993765,0.5672247,1.1305274,1.229455,1.452529,0.21783203,0.56626457,0.7327931,1.0965947,1.1229533,0.24070323,0.7541363,1.3235383,1.2292236,1.035579,1.2706538,0.7176972,1.2959213,0.5998811,1.0835809,1.0990996,1.0560709,1.1879711,1.4404786,0.22029066,0.7178717,0.3992002,0.5788886,0.38106078,1.1118625,1.1300039,1.4011424,1.259782,1.4124016,0.37397778,0.52675724,0.7575122,0.3729115,1.3192029,0.66534704,0.43972862,0.96245366,1.1884432,0.58907014,0.2684965,1.3826747,0.7720878,1.2520623,1.2634622,1.2521007,1.1340339,1.3314131,0.45280296,1.1542962,0.8148036,1.3877394,1.5467566,1.367008,0.0,1.2859764,0.601722,0.88051045,1.3700863,0.7530691,0.9072933,0.8708852,1.0161222,1.3813593,1.5934991,0.8506464,0.3132792,0.35226297,1.2877221,0.57257617,0.8690102,1.6157308,0.6001724,0.20906532,1.1683301
snow,0.8174956,1.2010021,1.1749375,0.8399052,1.1436229,1.2034043,1.1204835,0.94288754,0.58862984,0.7926507,0.73117435,1.0762999,0.74650764,0.90224266,0.9302922,0.7823579,1.0567977,1.0020363,1.2502186,1.1835899,0.9926861,0.61953276,1.1539602,1.2687659,0.8019109,1.2391844,0.82983446,1.3002019,0.53564954,0.9945848,1.0659854,0.75324297,1.0001855,1.0128839,0.9388847,0.9304558,0.87734705,0.8500929,0.831728,1.203486,0.8571228,1.2613575,1.0385273,0.90939033,1.2010144,0.7651477,1.0654908,0.92713827,1.033435,1.1775209,1.3313286,0.6280657,0.9237173,1.2853162,1.1391505,1.099319,1.16243,1.1066389,1.066637,0.961877,0.93297935,1.1834625,1.2648094,1.338126,0.9998777,1.1347818,1.2306101,1.128072,0.81757295,0.98564637,1.2339925,0.81236684,1.1157008,1.0123284,1.0247492,0.9211402,0.9032626,1.1717355,1.1381205,0.944364,1.2217067,1.0518872,1.2970581,1.2280664,1.2273787,0.9884737,0.94099694,0.8044952,0.918493,0.75201595,1.1729821,1.1457995,1.2144035,1.205203,0.80959946,1.1982262,1.1889744,1.1637118,1.1022704,1.1662208,1.1935517,0.93113285,1.1814281,1.0224367,1.115078,0.8724605,1.175835,0.79806477,1.2202188,0.7787035,1.2564414,0.78066987,0.75726813,0.61889696,1.2859764,0.0,1.1454166,1.0838853,0.9911189,1.3015774,1.1022526,1.2427863,1.0600549,0.6829103,0.6173208,1.1227709,1.3080502,1.2052771,1.1240729,1.1353048,1.15221,0.8001567,1.1857585,1.269384,0.8729901
soap,1.4854852,1.2536201,0.8541404,1.3736982,0.67011946,0.38377297,1.1090283,0.77474284,1.2934439,1.0113971,1.3823624,0.47219157,1.2965231,1.446235,0.92398834,1.3684932,0.7946249,0.93273723,0.45320237,0.512485,1.0498183,1.1551714,0.64177626,0.55518943,1.0686076,0.5374416,0.9619479,1.0045958,1.2462465,1.2491319,0.57379377,1.1004565,1.1491128,0.82639897,1.116002,1.1291857,1.0590079,1.3236866,1.223265,0.490098,1.1887333,0.44251674,1.0938871,1.1602938,1.209159,1.0188408,0.7859935,1.2551038,0.8558034,1.2892733,0.9355886,1.1926639,1.2027063,0.9864279,1.3585069,0.6823099,0.8450098,0.6761787,1.1992708,1.0418853,1.3363726,0.5995742,1.0934465,0.7607957,1.3620348,1.3728724,0.6088234,0.85236555,1.2814881,1.3096595,0.74602175,1.530114,0.9040373,1.2026215,0.46077877,1.4208963,1.115569,1.0266508,1.4785515,1.1368345,0.58312416,0.7679261,0.90887254,0.9963754,0.43532175,0.7756892,1.020469,1.369062,1.4737091,1.2432619,0.54239714,0.5663752,0.5854802,0.76565135,1.200387,0.6680694,0.4765433,0.9382175,1.2245882,0.56072557,0.7634974,1.0033683,1.0884168,1.083531,0.9548534,1.2470843,1.0552076,1.4500108,0.97284627,1.4013231,0.711238,1.1935251,1.192171,1.2374656,0.601722,1.1454166,0.0,1.2240707,0.97593284,0.77334106,0.9207941,1.1551974,1.1401517,1.3877087,1.3163989,0.75917333,0.894578,0.8289196,1.3217554,0.64855814,0.74794036,1.2971773,0.5155411,0.6751059,0.8491817
sock,0.8007004,0.70387006,1.0688685,0.79878414,1.068944,1.0383801,0.89494216,0.9782724,1.0601948,1.1750721,0.89374197,1.1287973,0.9030655,0.926323,0.9107663,0.8701975,1.0033703,0.9693344,1.0594459,1.1297706,0.9842803,1.2012992,1.0713942,0.9460407,1.1519239,0.99597734,1.1479752,0.890856,1.0597513,0.8187789,1.219819,1.1658134,1.0081156,1.0126572,0.8874886,1.0778012,1.1470122,0.8876869,1.1409007,1.0527029,0.87945724,1.0849497,1.062863,0.99650574,0.98097736,1.1397998,1.0619892,1.0823747,1.1645317,0.8625163,0.9498733,1.0143303,1.1960341,0.8201003,0.757891,1.2253535,0.5702723,0.9796002,0.93903756,1.1086912,1.0858276,1.1470118,0.42655826,0.93684703,1.0949359,0.7714671,1.0256318,1.1628965,1.0026793,0.78678644,1.0188599,0.63926435,0.8898763,0.9910495,1.1395142,0.7825841,0.8104446,0.91533184,0.39130795,1.0558234,1.1818415,0.71507,0.96155894,0.97370195,1.1153619,1.0890387,1.1005912,1.0350869,0.82621396,1.0352694,1.0752686,1.0768143,0.88119,0.729009,1.1556431,1.0969518,1.0641817,1.0350666,0.78488505,1.16532,1.0119766,1.155156,1.1374736,0.9441629,1.0559932,1.0190753,0.87282515,0.95626044,0.5056333,0.71984124,0.97421515,1.1138068,1.1168542,1.0654595,0.88051045,1.0838853,1.2240707,0.0,1.1324302,0.90937394,0.8655678,1.029481,1.1057363,1.0244695,1.1607757,0.9286291,0.75817305,0.98126626,0.84015906,0.7412735,1.005756,1.1423099,1.0799645,1.0807203,1.1579491
