,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
elephant,0.8779674,1.2121911,1.285766,1.3274143,0.6732911,1.1059914,1.2297001,1.2020988,0.93354046,0.7128849,0.67223436,0.6588724,1.1681267,0.78669715,0.89675516,0.6957529,0.5797303,0.7840567,0.9419389,1.2063123,1.0967853,0.95679706,1.2616518,1.2087634,1.1256876,1.0563682,1.2590837,0.93747586,1.2812362,0.84121734,0.8691356,0.81060076,1.0828066,0.8926877,0.79985285,1.2007501,0.8494066,1.08691,0.8222565,1.0708439,1.2521836,0.7033925,1.2153076,1.0688883,1.0023267,0.8301285,0.9978559,1.0718381,0.96886927,0.8751456,1.1434695,1.2904263,0.0,1.0158271,1.2092471,1.1108552,1.1204203,1.0843409,1.1197041,0.8510829,1.2659028,0.9703862,1.2451435,1.0481976,1.1659842,1.0729482,1.2711265,0.89902,0.86900175,0.87518215,1.0583379,0.8769709,1.1617959,0.84947777,1.1327525,1.0541108,0.9140799,1.1313548,0.9840756,0.9438172,1.0657959,1.1278298,1.2069986,1.2382826,0.9763737,1.2009089,1.256608,1.2506154,0.89008343,0.43785822,0.7326656,0.94903475,0.8663735,1.0436006,1.1935707,1.2119812,1.08878,1.2624592,1.1513433,0.97558933,1.0599352,1.0999235,1.0382419,1.101095,0.8764297,0.88257885,0.9841189,1.2330389,1.0261832,1.1854368,1.0793941,0.7895854,0.9382314,0.8031934,1.1165469,1.2423193,0.90931284,0.9994936,0.6627165,1.3159661,0.8548626,1.269666,1.029439,1.2286417,1.2561737,1.1328086,1.0127943,1.1614735,1.1072317,0.804738,0.7049485,1.1060374,1.2751989,1.2671494,1.003516,0.85962725,1.1046324,0.85318935,0.7860551,1.1189502,1.2191116,0.8390615
face,0.8479299,1.268698,1.1157613,1.0608611,0.77124876,1.0778702,1.2068832,1.1638796,1.3136183,0.9293501,0.93366295,0.85690373,1.1860206,1.0724413,0.5218166,1.1582514,0.9236493,0.9856191,1.0450532,1.2549425,1.3043139,1.0808618,1.1308491,1.2910964,1.2779896,1.3056424,1.3413439,0.99699765,0.9744272,0.8835566,1.1056317,0.961154,1.1616421,0.87885344,0.85762477,1.1119218,1.0078233,1.1684561,0.98622555,0.98789346,1.294944,1.0213311,1.3015949,1.0713919,0.99518067,0.74439645,0.88999325,1.2285109,1.2208952,0.8223807,0.67180413,1.1114149,1.0158271,0.0,0.958897,1.088945,1.1395409,1.3123598,0.9849947,0.7435327,0.95272136,1.0955415,1.164934,0.14108908,0.8364075,0.7911303,1.1476251,0.94616973,0.90623987,0.8059646,1.0346589,0.76190174,1.2611387,0.91987824,1.2996178,1.2360715,0.66009194,0.96879417,1.0027831,0.9309364,1.0145438,0.7952092,1.0539937,1.1297789,1.3695537,1.0299779,0.81436145,1.1604569,0.89028835,1.0304642,0.51762426,0.8229332,0.85208136,0.9356884,1.3553778,1.2562814,1.2135524,1.1590581,1.3529872,0.7675159,1.13062,1.3248981,1.0473081,0.9644904,0.9468713,0.99592704,1.217504,1.1651108,1.0512017,0.9840287,1.0550256,0.9086276,0.97765607,0.5093061,0.9547319,1.2813178,0.942605,1.244981,0.890433,1.2492952,0.9392459,1.2193848,1.0771375,1.1902866,1.355235,0.99117017,0.78498507,1.0788306,1.0933449,0.507089,0.76928926,1.2430513,1.00675,1.0935428,0.9990978,1.3584225,1.1695575,0.8437343,0.89935714,1.3252876,1.0691911,1.0379614
finger,1.3008077,0.5183432,0.76589584,0.7669797,1.1902628,1.0543053,0.8767623,0.9096688,1.2374244,1.3500686,1.0166588,1.4308196,0.8824695,1.3383597,1.0035582,1.3273926,1.2939544,1.2020946,1.2554967,0.9577123,1.1161308,1.3064036,0.6122997,0.9541151,1.1481508,0.9950299,0.87374234,1.3303661,0.35436404,1.232257,1.2671344,1.1927322,1.0999959,1.3249586,1.2423253,0.90947366,1.1443658,0.9815761,1.3145821,0.8913025,0.75826037,1.3924558,0.98267424,0.98608,1.1464624,1.2954448,1.159673,1.1651314,1.1475469,0.82578206,0.63838977,0.5281049,1.2092471,0.958897,0.0,0.9897605,1.1326183,0.98964137,1.1691096,1.3722736,0.4633013,0.7293445,0.840441,0.95383525,0.8834971,0.40632904,0.73572683,1.1915567,1.2366875,1.0746769,1.2457145,1.0056367,0.9785988,1.3153076,0.92289007,0.88772786,1.0021515,1.0179673,1.2006755,0.8049236,1.1494606,0.4186573,0.81359696,0.5811415,0.85676706,0.30634832,0.34694374,0.9252391,1.3408237,1.2859733,1.1317468,1.0681014,1.2437371,1.1537035,0.8176688,0.78737485,0.9764514,0.6493992,0.72639555,1.0175325,1.1480374,1.1572955,1.0908678,0.6411813,1.0564462,1.3683097,1.158156,0.7249485,1.2718079,0.94009745,1.087972,0.99636835,1.2781801,1.0916394,1.0124826,0.8407316,1.2934871,1.1760851,1.3635858,0.5705224,1.2272832,0.8298892,0.9561431,0.79742426,0.85703087,0.6634766,1.1070735,0.8204218,1.0004376,1.2125207,1.3518233,1.0568161,0.09501243,0.4020757,0.9586816,1.0485344,1.1747303,1.4280638,1.1515902,1.0658182,0.401294,1.2247413
fish,0.84699595,0.82431793,0.8424676,0.96015877,1.1242428,0.9132232,0.8285901,0.9365284,1.1394655,0.86565727,1.1898932,1.1713903,0.631601,1.1449672,1.2084894,0.88596165,1.0223738,0.976144,1.1660602,0.8893237,0.83375216,1.238195,0.9761452,0.9385283,1.0233417,0.7899602,0.9629773,0.7816812,0.9567252,0.86298645,1.299861,1.067839,0.93441284,1.0647038,1.1783143,0.8785281,0.8516724,0.9795344,1.1610667,1.0771348,0.77576935,1.2915324,0.93200135,1.1477766,0.94958526,0.9941657,1.1699482,1.0357839,0.9995522,1.1334476,0.9385039,1.008393,1.1108552,1.088945,0.9897605,0.0,0.8920647,0.7668941,0.8296362,0.9348331,0.9336569,1.0435735,0.86622965,1.0762948,1.1728375,1.1092128,0.88836694,0.89178145,1.0183305,1.2863749,1.120007,1.1329191,0.8102987,1.317729,0.78430533,1.1185571,0.9983063,0.90030074,1.1678967,1.0431255,1.154268,1.0672021,0.9863502,0.83561337,0.9368116,1.0589731,0.9795574,0.8800606,1.0908357,0.9585922,1.2641804,1.0866311,1.0855594,1.0623925,0.7991104,0.8270625,0.9509031,0.7160804,0.8117547,1.0365188,0.84710264,0.7592619,0.91345257,1.1002377,0.955317,1.1579754,1.015722,0.82158303,1.2029575,1.0681229,0.9379796,1.1989814,0.90452754,1.2037733,0.93943673,0.9486587,1.1403165,0.69154817,1.1029657,0.8440807,0.9514439,0.83538055,1.151863,0.9228498,0.87916136,0.9240802,1.0960746,0.9461041,1.0036237,1.2577623,1.1175101,1.0114441,0.94909805,0.82587063,0.8210446,0.954814,1.0672982,1.1084182,0.9457999,0.9999989,0.9492274,0.9945484
flower,1.0088314,1.034956,0.6903911,1.0350327,1.2356501,0.9221104,0.736434,0.6705511,0.98184144,1.2743149,1.133274,1.25056,0.78188926,1.2110109,1.3154364,0.8362871,1.2627447,0.9370607,0.9162511,0.6067096,0.7737559,1.114625,0.9933972,0.76713914,0.8957028,0.6547775,0.8079024,1.0335646,1.0892147,1.2423203,1.1348635,1.0761453,0.74858725,1.1109935,1.2032733,1.0239835,1.1933738,0.9994362,1.1313484,1.057302,0.62779796,1.1337603,0.6887585,1.098328,1.155491,1.2210482,1.0524987,0.9829328,1.0732316,1.282596,1.1422131,1.0140649,1.1204203,1.1395409,1.1326183,0.8920647,0.0,0.8193096,0.7003524,1.0079808,0.964159,1.1429436,0.81174916,1.1887016,1.2315888,1.2656575,0.8753006,1.0217528,1.1904602,1.2499325,1.0096543,1.3059338,0.9291449,1.155467,0.812775,0.9384118,1.206032,1.0478082,1.0426527,1.2322876,0.9697287,1.1277586,1.0581505,0.86830926,0.9189671,1.1139092,1.0832425,0.8217281,1.2194796,1.1400807,1.2828937,1.3112664,1.176938,0.97170496,0.630657,0.6937192,0.7545406,0.72054225,0.81558967,1.2047437,0.28269488,0.899731,0.8236272,1.0470396,1.1754795,1.0590674,0.8361174,0.97578305,0.99861914,0.90200555,0.9960446,1.1882097,0.9517826,1.3094499,1.1182983,0.7133993,1.0453668,0.981911,1.1525702,0.8601025,0.9027082,0.66655904,1.2643914,0.93589455,0.75998515,1.0036561,1.081763,0.6808423,0.73595494,1.230396,1.2307352,0.80649376,1.0555499,0.9623138,1.0804937,0.9095415,0.69542396,1.1619946,0.97471243,0.736228,0.9646348,0.9539159
fork,1.2890261,0.6945485,1.0290334,0.9947858,1.2768573,1.1449194,0.8403952,0.97254604,0.6144697,1.1825325,1.2105654,1.3265688,0.70703286,1.0683212,1.4709094,0.74956024,1.2706039,1.0148801,1.0934696,0.626147,0.8044308,1.1774246,1.004035,0.51650274,0.9464987,0.6489601,0.6045692,0.7863562,0.87041855,1.0934035,1.0637318,1.2076968,0.84880245,1.1627353,1.2642138,1.0405377,0.67627984,0.9614773,1.1912637,1.112879,0.5256203,1.0501649,0.74583685,1.0703616,1.1843749,1.2606915,1.3074774,0.8470981,0.81597054,1.238713,1.1837057,1.0101945,1.0843409,1.3123598,0.98964137,0.7668941,0.8193096,0.0,1.0654207,1.1975551,0.74367076,1.0894109,0.96832824,1.244144,1.2483224,1.2539558,0.73143125,0.9277475,0.9701812,1.2818425,1.294548,1.4030148,0.28924382,1.1504036,0.4819259,0.91689014,1.2017384,1.329532,1.2235063,1.2592534,1.0232089,1.0592669,1.1210251,0.754254,0.8639976,0.8603463,1.0154691,0.9717494,1.1029023,0.9791398,1.4750549,1.3058221,1.2781786,1.2364225,0.29224408,0.46440518,0.7854696,0.98377335,0.6317228,1.1871785,0.89117146,0.80502796,0.8548837,1.098272,1.2321056,1.2190795,0.82027656,0.94260025,1.0680044,0.8997632,1.2108727,1.3152134,0.6453605,1.4339969,1.0794213,0.41511977,1.0402094,0.64203036,1.1577948,0.62483764,0.81404585,0.7848804,1.0810274,0.9840419,0.24382126,0.7694519,1.0421765,0.94126296,0.69100696,1.4272277,1.4495553,0.8915825,0.8915006,0.71206486,0.8808868,0.8483274,1.0308831,1.3092337,1.114678,0.43144608,0.6582499,0.98188984
frog,0.5363191,1.0648195,0.68388027,1.0664339,1.1888494,0.70125365,0.85658157,0.837439,1.0932438,1.1398675,1.1158389,1.1735305,1.0427424,1.2576628,1.194755,0.7582724,1.0748312,1.022783,0.7428472,1.026139,0.9693956,1.0545171,0.9860747,1.1674644,1.0289804,0.7637775,1.1999692,1.0735877,1.07889,1.1106081,1.2648467,1.1057508,0.70857936,1.1585767,1.2494302,0.9852438,1.132705,0.84234434,1.177517,0.92954886,0.95643336,1.1370783,0.9913152,1.1065247,0.89601034,0.793379,0.49013078,1.1644412,1.1657482,1.2844827,1.0833095,0.94923615,1.1197041,0.9849947,1.1691096,0.8296362,0.7003524,1.0654207,0.0,1.0574989,1.1246816,0.9498807,0.6712173,1.1217055,1.1213584,1.152315,1.0040265,0.83360857,1.2920735,1.2587924,0.8529019,1.2559223,1.0760831,1.1827993,1.1466645,1.1979567,1.1681824,0.85670257,1.0266724,0.9119612,0.87713397,1.0978304,0.78763735,1.0385925,0.9350161,1.2201412,1.1590749,0.73792094,1.2837802,1.1732967,1.1777775,1.2685015,0.9239564,0.5464762,0.97194016,1.0431366,0.69995654,0.8670788,1.0593656,1.0698004,0.8268912,0.906808,0.47058153,1.0846766,1.0212595,0.95569485,0.97184485,0.96681494,1.0151165,0.7695079,0.94619375,1.1432791,0.88392407,1.2242794,0.98204035,1.0789018,1.1595278,1.1845528,1.1248672,0.94255316,0.9364923,0.9634869,1.2621815,1.0270063,1.0585202,1.0343318,1.1343952,0.69968724,0.7176806,1.1425662,0.98403823,0.8271319,1.1621438,1.1129512,1.0205005,0.9464362,0.41605598,0.9591957,0.9959919,1.1217548,1.0891011,1.1535785
glass,0.6722262,1.503165,1.2504085,1.1834553,0.5701979,1.016792,1.4060605,1.2006322,1.1510924,0.5802556,0.92010313,0.66405153,1.385993,0.91324383,0.6362695,0.97697127,0.8526013,0.86381876,0.9630364,1.3506305,1.1846899,0.8951005,1.3497795,1.2663889,1.0028305,1.2096659,1.388971,0.67013055,1.2976124,0.7014584,0.87756807,0.8237344,1.0981113,0.68840355,0.76442003,1.1048706,0.7681011,1.1484041,0.8853333,0.9668798,1.5432464,0.8170775,1.3437442,0.9518901,0.6444905,0.66153044,0.8678911,1.0679257,1.1596882,0.88770664,0.918252,1.3963307,0.8510829,0.7435327,1.3722736,0.9348331,1.0079808,1.1975551,1.0574989,0.0,1.4522094,1.1658428,1.0402337,0.70402694,0.79707676,0.87864107,1.5175264,0.8715284,0.5996811,0.8275487,0.71739584,0.6805646,1.1612719,0.69690794,1.3435421,1.2300155,0.8212471,0.78552526,0.786735,1.0047979,0.7836147,1.2179792,1.1068408,1.5222843,1.455104,1.4454079,1.3130202,1.3866493,0.62407595,0.72315615,0.67287505,0.7328235,0.6955618,0.9539593,1.5235729,1.4913489,1.2350519,1.1857039,1.5880356,0.6733594,0.8274276,1.0244832,1.1631769,1.2255697,0.7902012,0.7406236,1.1750787,1.269031,0.8188896,1.0409712,0.84911674,0.8892695,0.670381,0.6529492,0.9755115,1.4518285,0.8169975,1.0291264,0.63885885,1.6461799,0.78508914,1.4101596,1.0659775,1.313228,1.358442,1.068487,0.7464671,1.2167217,1.142544,0.70167214,0.48364043,1.3323327,1.4955981,1.4793046,0.67863876,1.3802397,1.1707788,0.42546558,0.8728774,1.3010113,1.5031142,0.87074065
glasses,1.4069749,0.5030562,0.8056812,0.77959585,1.416303,1.1085049,0.65607774,0.7842107,1.1727968,1.3465647,1.0850152,1.4559963,0.4285429,1.3447609,1.1788145,1.2551085,1.397128,1.2166231,1.3009772,0.5393764,0.907738,1.3846041,0.72686404,0.7656627,1.123474,0.94108486,0.54611236,1.1065146,0.37502706,1.0931268,1.3191508,1.3161652,1.0162345,1.3042741,1.2034576,0.90043944,1.2591437,1.0516541,1.3190966,1.075201,0.3729267,1.3825357,0.6333295,0.9610175,1.3429816,1.316748,1.382004,1.0503567,1.1333884,1.1538601,0.75904435,0.58977586,1.2659028,0.95272136,0.4633013,0.9336569,0.964159,0.74367076,1.1246816,1.4522094,0.0,1.1385071,0.97580934,0.90229297,1.198864,1.017739,0.34453666,0.98641396,1.2553542,1.0869951,1.332235,1.2269835,0.8636482,1.3480487,0.62299114,0.818066,0.9089044,1.2868167,1.3367038,1.1987619,1.2479304,0.5201142,0.9757353,0.20561117,1.010926,0.2969262,0.30670983,0.8046156,1.3580039,1.2713972,1.3072596,1.1971173,1.3894,1.2438179,0.4919337,0.3757925,0.9136286,0.6747056,0.47713923,1.2085304,1.1281047,1.0508635,1.0456667,0.8290314,1.2945902,1.4279602,1.0839508,0.80363834,1.3290641,0.8963529,1.2802651,1.0562799,1.2539539,1.2370421,1.1233594,0.45580435,1.124799,0.91973746,1.3152573,0.3216343,0.9985752,0.52015036,1.2139627,0.78982794,0.5641075,0.6888522,1.1792789,0.9192069,0.8438153,1.3261592,1.487019,0.902023,0.32299596,0.19482112,1.2067338,1.1181273,1.1438806,1.5674652,1.1153555,0.8560712,0.17185068,1.1517334
glove,0.84474754,0.91281986,1.085155,0.96767443,0.84813786,1.0448455,1.2424321,1.025723,0.8619634,1.1573298,0.8127638,1.0385952,1.2765388,0.9964633,0.9691317,1.0541118,0.72870874,1.0244466,0.9620517,1.2840484,1.1744436,0.96650994,0.8307626,1.2729994,1.1399281,0.98855084,1.2624046,1.2711344,0.91214645,1.0683334,0.992385,0.7922782,1.0804012,1.225322,1.0290602,1.1082857,0.8056238,0.89946896,0.97321683,0.8055159,1.2298706,1.0384572,1.2596691,0.92404985,0.88433564,0.83166134,0.7382698,1.2658955,1.0477588,0.7954223,0.932786,1.0109276,0.9703862,1.0955415,0.7293445,1.0435735,1.1429436,1.0894109,0.9498807,1.1658428,1.1385071,0.0,0.8760667,1.1317756,0.72177786,0.44862497,1.1174524,1.1658344,1.0783647,0.95874006,1.01815,0.84503233,1.0814655,1.0179073,1.2505319,0.9188885,0.9468715,0.9123658,1.0170755,0.1268673,0.8651813,0.95185095,0.8892281,1.2301328,0.32164407,0.8771377,1.0633494,1.1902438,1.0332528,1.0628377,0.92690223,0.9054356,0.95631254,1.0051965,1.1789267,1.235049,1.0728626,1.0700804,1.062738,0.8786807,1.1144398,1.1399903,1.0130613,0.98718417,0.6695877,0.8495085,1.0960423,1.0521967,1.1047035,0.9693158,1.0033656,0.854046,1.0452423,0.9470789,0.805743,1.2477975,1.2440273,1.350102,1.1164243,1.0619004,1.1466271,1.2619379,0.6648484,1.0575271,1.2146646,0.9885443,0.97666645,1.0627067,1.0002923,0.9620078,1.0220854,1.0708078,0.89172405,1.1069458,0.7903855,0.4677298,1.0107018,0.9498391,1.1498743,1.2227621,1.018874,1.1907344
gum,1.1815485,0.9231596,0.43437713,0.90650564,1.2331835,0.4369734,0.6201122,0.79373854,0.88954616,1.3541795,1.2413607,1.4028103,1.0391107,1.3310903,1.26562,1.1049287,1.3869128,1.1635687,0.6993513,0.7800608,0.655586,0.9570206,0.769355,1.1244872,0.7335804,0.7854315,1.0378218,1.051852,0.8443599,1.439966,1.2873461,1.1086582,0.74563366,1.410759,1.4413161,0.7620459,0.9890529,0.6962582,1.3273588,0.8731384,0.7744065,1.269632,0.68650997,1.2151707,0.6616847,1.2338028,0.8225554,1.2673426,1.17118,1.3127694,1.053764,0.6952283,1.2451435,1.164934,0.840441,0.86622965,0.81174916,0.96832824,0.6712173,1.0402337,0.97580934,0.8760667,0.0,1.2541022,0.9564389,0.89393955,0.91171724,1.3344927,1.3284496,1.4661669,0.84306836,1.391648,1.0728507,1.3171773,0.9338321,1.1304771,1.3079228,0.6799135,0.833975,0.89795285,0.8039706,0.8847958,0.772004,0.8126728,0.8239744,1.0274396,0.8959288,0.60619205,1.4304212,1.2881243,1.38941,1.4516281,1.0345975,0.8647383,0.861217,0.8818192,0.8378388,0.5141047,1.0074811,0.93945915,0.93886125,0.6868283,0.9832029,0.8766937,1.0932782,0.98245347,0.8731499,0.7849877,0.99537104,0.9852771,0.5732688,1.3366506,1.0354831,1.4092607,1.0360305,0.95024455,1.3364315,1.1350106,1.3361887,0.827793,1.0518036,0.7322188,1.1421689,0.8033689,0.9388502,0.87424105,1.1152072,0.6611502,0.71827525,1.3945968,1.1179669,0.687354,0.8657336,0.80287355,0.6724341,0.9642917,0.43116558,0.9483118,1.1694001,1.0984455,0.95905393,1.2664709
hair,0.84298915,1.1903276,1.2253729,1.0814592,0.7563547,1.2086043,1.2843977,1.2441235,1.311434,0.89204043,0.9345714,0.83866954,1.1852801,1.0445478,0.4531288,1.1352384,0.91679955,0.98283094,1.1259615,1.2879238,1.4015799,1.1201037,1.1814427,1.2452416,1.2789421,1.33167,1.2988725,0.9623537,0.87876683,0.74650574,0.995962,0.97962195,1.2558496,0.82203466,0.72380555,1.1506032,0.9426606,1.2492386,0.9547093,1.035544,1.3407357,1.0148481,1.3668301,0.921999,1.0415394,0.7042416,0.972356,1.1557544,1.2296139,0.76257735,0.6412308,1.1683587,1.0481976,0.14108908,0.95383525,1.0762948,1.1887016,1.244144,1.1217055,0.70402694,0.90229297,1.1317756,1.2541022,0.0,0.83249533,0.7728932,1.0903885,0.8730647,0.82514274,0.63652545,1.0185883,0.63356376,1.2193762,0.8584663,1.2770591,1.1853862,0.62550944,0.98402405,1.0157051,1.0175445,0.9832313,0.8134639,1.0765622,1.1283439,1.4584099,0.9199442,0.81340885,1.289426,0.8393383,1.0218179,0.52841425,0.6744379,0.8889724,1.0099943,1.3805099,1.2952793,1.2226517,1.1986382,1.3261572,0.7386108,1.1185706,1.3815818,1.1284107,0.9882177,0.9663776,0.9744533,1.2784016,1.0454395,1.0578545,0.8588522,1.1347432,0.79878116,0.97113067,0.45181042,0.9088861,1.2559321,0.9033796,1.241747,0.8575043,1.2849563,0.95411223,1.2897568,0.9939129,1.1872041,1.2954161,0.942141,0.7870275,1.1816432,1.1502767,0.5175806,0.80328345,1.3717277,0.9974257,1.0849898,0.9911001,1.3919692,1.3425595,0.89516056,0.93453217,1.3207318,0.95313513,1.0078334
hamburger,0.87223405,1.2078484,1.106828,0.40662026,0.7632957,1.071868,1.2819982,0.93162584,1.0269432,1.0011139,0.9531927,0.9853354,1.3850702,1.0367668,0.71051407,1.2938296,0.89070654,1.0580373,1.0843487,1.3253624,1.2013441,0.9571709,0.6650721,1.3280945,1.1163619,1.2788428,1.318288,1.2570202,0.9578137,1.0775844,0.9929981,0.69964707,1.208251,1.0138191,1.0118167,1.034186,0.91046995,0.8253902,0.99301445,0.6329747,1.4062395,1.0276115,1.293986,0.90696084,0.8637048,0.7972592,0.72727835,1.2822442,1.1486719,0.78826576,0.7762124,0.91713333,1.1659842,0.8364075,0.8834971,1.1728375,1.2315888,1.2483224,1.1213584,0.79707676,1.198864,0.72177786,0.9564389,0.83249533,0.0,0.5297314,1.2826431,1.2248473,0.81123835,0.9241911,0.9010514,0.7873644,1.1340067,0.82769084,1.3605595,1.0156244,0.882785,0.71148336,0.9257546,0.69062704,0.8939238,0.87321794,0.5932074,1.3001871,1.016062,1.0423043,0.99819213,1.1571791,0.8824073,1.070569,0.7861932,0.82678586,0.8692637,0.9489912,1.4072744,1.3325945,1.2864554,1.1003685,1.3015604,0.49771798,1.171448,1.0592237,1.1938394,0.8593697,0.6240562,0.9362849,1.3054097,1.1458898,1.0759792,0.92651194,0.8678637,0.9601861,1.0253956,0.79654276,0.86852497,1.2590878,1.0794373,1.2526703,1.0231771,1.1875347,1.2692834,1.171938,0.658196,1.0754627,1.2939603,1.0407892,0.71062565,1.1404886,1.171132,0.8246572,0.8407401,1.2353253,1.0065776,1.1553411,0.7741061,1.0766287,1.1583982,0.69729954,1.1782455,1.3452214,1.2024376,1.2473035
hand,0.90256476,0.9657517,1.0980316,0.87683856,0.6707124,1.103092,1.346494,1.1585023,1.2135775,1.0133916,0.86972785,1.0735865,1.3327241,1.0989873,0.6180377,1.3180554,0.9278248,1.0714102,1.0217972,1.4182285,1.3594873,1.0229577,0.89598274,1.337363,1.2332171,1.2025554,1.3793385,1.2846882,0.70842105,1.0293586,1.0600375,0.8511033,1.1900326,1.0977215,0.98595685,1.1041515,0.84352744,1.0388225,1.1102413,0.76341903,1.3517805,1.1124036,1.4087179,0.88398,0.82114506,0.9278516,0.8475362,1.2335562,1.1513922,0.6105995,0.68935025,0.9956436,1.0729482,0.7911303,0.40632904,1.1092128,1.2656575,1.2539558,1.152315,0.87864107,1.017739,0.44862497,0.89393955,0.7728932,0.5297314,0.0,1.2683,1.2290965,0.9085882,0.8040962,0.9988482,0.6946939,1.1338279,0.9840049,1.3494194,1.0373914,0.844634,0.77944654,0.9978454,0.44464087,0.930879,0.7296842,0.8501394,1.2129604,0.92705727,0.714115,0.78453183,1.3060601,0.98346424,1.1210104,0.72773296,0.8317368,0.8259245,0.9981472,1.3397053,1.3290294,1.2547244,1.0370443,1.2887307,0.62196183,1.2000669,1.2223208,1.1685088,0.8394966,0.7408219,0.9837022,1.3098748,1.0751886,1.1034986,0.91366506,0.9571156,0.7893168,1.0003715,0.7383355,0.871984,1.3642266,1.0991321,1.3500378,1.0727665,1.2164083,1.1938012,1.3618665,0.75692487,1.1472703,1.3287652,0.9006724,0.8516904,1.1000149,1.1866627,0.8076267,0.855732,1.3211676,0.67149687,0.99390715,0.59046036,1.0799794,1.2453562,0.82322943,1.0752541,1.398819,0.95288134,1.1457927
hat,1.3934268,0.4986158,0.6872328,0.88959503,1.5225255,0.83398926,0.38609946,0.8057143,0.9949095,1.4253025,1.2238073,1.4490081,0.45418388,1.3526112,1.3719239,0.99597377,1.3716054,1.2156899,1.245781,0.34578574,0.60224485,1.3939304,0.80011916,0.65891623,0.8439298,0.83678246,0.3970974,1.0939066,0.6761762,1.0982039,1.209647,1.2787726,0.9464111,1.3485596,1.2240298,0.7566565,1.3359032,0.97437716,1.2637254,1.1946015,0.36358082,1.3374379,0.36011112,0.99965984,1.1947659,1.2479838,1.2397512,1.0249493,1.1259663,1.2957337,0.9607254,0.60504216,1.2711265,1.1476251,0.73572683,0.88836694,0.8753006,0.73143125,1.0040265,1.5175264,0.34453666,1.1174524,0.91171724,1.0903885,1.2826431,1.2683,0.0,0.9745917,1.3256865,1.2378261,1.1648221,1.3112402,0.84995896,1.4304352,0.5053332,0.75460386,1.0642866,1.2101682,1.2705643,1.2338624,1.2463613,0.86238015,0.98968095,0.23368645,0.88810635,0.6484163,0.6002615,0.6045782,1.3719975,1.2521855,1.4269316,1.229278,1.5049579,1.2287128,0.4017961,0.38959014,0.8563145,0.75807095,0.3997811,1.3352282,1.0362458,0.8059429,0.98956233,0.78907686,1.2927747,1.282979,0.83750594,0.56913865,1.2499214,0.9323655,1.1625228,1.2188753,1.2648921,1.363514,1.0446639,0.33094716,1.1098703,0.83068806,1.3325086,0.2942109,1.0149839,0.38809544,1.1152127,0.7499268,0.4307487,0.8617649,1.26091,0.80883944,0.8252436,1.4131411,1.5107889,0.6099059,0.50128603,0.4356333,1.2673678,0.9482686,0.86180234,1.550198,1.1760159,0.64315593,0.42989987,1.1792711
horse,0.73098636,1.1123046,1.1903125,1.2466512,0.92154616,1.1980234,1.0966034,1.1127807,1.2360357,0.80229586,0.92698056,0.87170476,0.91465926,1.0942141,0.9285162,0.6494887,0.8212682,1.0249889,1.158489,0.97945386,1.2084922,1.2603016,1.1940987,1.0257478,1.2010142,0.9176674,1.0154542,0.78333473,1.0677854,0.38778841,1.0371892,1.0608665,1.1461267,0.87653345,0.56162095,1.2213603,1.1491188,1.1556177,0.9570311,1.1953535,1.0408857,1.0279115,1.1044655,0.83744586,1.2045245,0.5373328,1.0093274,0.86951816,1.2052575,0.9841299,1.022969,1.165139,0.89902,0.94616973,1.1915567,0.89178145,1.0217528,0.9277475,0.83360857,0.8715284,0.98641396,1.1658344,1.3344927,0.8730647,1.2248473,1.2290965,0.9745917,0.0,1.0274843,0.7218562,1.1076763,0.82592475,1.0684046,1.0130262,1.0010307,1.0776215,0.7576842,1.1972375,1.209378,1.1331261,1.1304693,1.2256482,1.0902234,0.9885161,1.1989758,1.0715802,1.149875,1.1577013,0.9480981,0.8241547,0.8336373,0.7581966,1.0895548,1.0625093,1.0080975,1.0142101,0.9360716,1.2449098,0.9611764,0.96554285,1.00145,1.218557,0.5864469,1.14779,0.9783268,1.0663972,1.0736818,1.0762817,1.0026755,0.81301683,1.3276844,0.8047974,0.9616534,0.7956334,1.0091603,0.9912552,0.70973194,1.0043231,0.8515913,1.0094308,0.7269986,1.1017581,1.1794839,1.2603691,0.9131821,0.9542507,1.0857788,1.0732485,0.95877737,0.88126546,0.95111287,1.1731718,1.1011277,1.0693947,1.1772237,1.1182463,1.1597317,1.1716269,0.9210669,0.98894256,1.0288532,0.8832637
