,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
refrigerator,1.059954,1.3043681,1.1781306,1.2338248,0.9666348,1.019751,1.1540456,1.284095,0.8583852,0.84541357,1.1993164,0.6545509,1.140664,0.722572,1.0518881,0.92982113,0.9933768,1.0061936,0.61853296,1.0023062,1.0082804,0.59439886,1.3308799,0.7998263,0.66253626,1.0223491,0.8332051,0.9282808,1.3312116,1.0554411,0.61153257,1.0994158,0.9488108,0.52203274,0.9515884,1.1556187,0.99216765,1.124164,0.66938424,1.1062329,1.1941587,0.6060885,0.98492855,1.001938,0.9892477,1.0681216,0.8878931,0.4252746,0.6824599,1.0434331,1.1729894,1.3872106,1.0261832,1.0512017,1.2718079,1.2029575,0.99861914,1.0680044,1.0151165,0.8188896,1.3290641,1.1047035,0.99537104,1.0578545,1.0759792,1.1034986,1.2499214,1.0026755,0.92032146,0.94422776,0.764686,1.0346106,1.0191753,0.72218496,1.0369366,0.99598926,1.2123953,1.0585798,0.6280685,1.0835077,0.87602556,1.2607771,1.2583075,1.2764497,1.0530912,1.306262,1.2781281,1.1126108,0.5072913,0.8893179,1.0087489,0.96553224,0.704527,0.9087746,1.1376472,1.2083,0.9520953,1.2633622,1.169299,0.9640542,0.84061426,0.98726046,0.96598387,1.1908772,1.168884,0.6883049,0.6301462,0.95558655,0.0,1.0350125,0.9798944,1.0813096,0.9783884,1.0130473,1.0084305,1.1422279,0.7791157,0.81359524,0.86060333,1.3546355,1.051885,1.1917466,0.9322197,1.2093909,1.0671726,1.1730207,0.9992673,1.0243068,1.1202139,0.9429923,0.78056383,1.114584,1.3028128,1.3157,0.98880726,0.9840784,0.8836024,0.7469559,1.0352693,0.7278726,1.3401992,0.6163033
rooster,0.74365014,0.9748783,1.0197382,0.960863,1.2043675,1.1813571,1.1502035,0.9615108,1.0244616,1.1881423,1.0361876,1.1920934,1.1203187,1.2579157,0.9778501,0.8112329,1.0381398,1.095398,1.119801,1.126378,1.2373719,1.196766,0.90305686,1.0132248,1.058308,0.97150385,0.9740482,1.147479,0.8229239,0.84386474,0.9479545,0.97482014,1.1084224,1.0311458,1.0195063,0.8894623,1.1064959,1.0634965,1.1296897,0.97377026,1.1206326,1.0308454,1.1712341,0.596437,1.1628702,0.8270751,0.7926546,0.98091716,1.2281253,1.0221138,1.005186,0.99432844,1.1854368,0.9840287,0.94009745,1.0681229,0.90200555,0.8997632,0.7695079,1.0409712,0.8963529,0.9693158,0.9852771,0.8588522,0.92651194,0.91366506,0.9323655,0.81301683,0.9323891,0.7053973,0.8971375,1.0014671,0.9824603,0.9876022,1.0753387,0.7717408,0.9767684,1.0530144,1.0441457,1.1042016,0.9269729,0.92302495,0.8231341,1.0884616,1.0424441,0.7601688,0.83021015,1.12697,1.0936445,1.1405313,1.1241806,0.93563336,1.1614057,0.95322394,1.0274554,1.1177186,0.9376439,0.98787963,0.9155105,0.8885714,0.8425283,1.1595953,0.7835453,0.9367988,0.90467256,0.9788802,1.091148,0.7686395,1.0350125,0.0,1.1104699,0.92018485,1.0463498,1.0587983,0.8002604,1.0139655,0.9554345,1.2415019,1.2641854,0.9703249,1.0720336,1.1218184,0.92923117,1.0077858,0.9332571,0.8512244,0.9814568,0.9251291,0.855728,1.0817081,1.2586477,1.2291976,0.9592631,0.90026593,1.1242988,0.9737646,1.0774797,1.1435881,1.2534107,1.0620153,0.8088844,1.1159445
sauce,1.0824655,1.143754,0.6357927,0.96662694,1.087432,0.5078121,0.74918085,0.82444113,0.9708714,1.069575,1.0758526,1.0955693,1.2013657,1.0900376,1.0534694,1.1793535,1.1232884,1.0517789,0.91249865,1.0955054,0.8248684,0.910156,0.82984746,1.2243549,0.8608979,1.0782753,1.2339101,1.1018858,1.2104425,1.2374592,1.1458328,0.8276245,0.8408775,1.117749,1.1841329,0.5775853,0.9492181,0.7055063,1.1203353,0.7701931,1.1448134,1.1302091,0.95634705,1.0927439,0.64438266,1.1295367,0.83649457,1.1814096,1.0857077,1.1340917,1.0776473,0.74269927,1.0793941,1.0550256,1.087972,0.9379796,0.9960446,1.2108727,0.94619375,0.84911674,1.2802651,1.0033656,0.5732688,1.1347432,0.8678637,0.9571156,1.1625228,1.3276844,0.99529135,1.2520137,0.8154678,1.1174722,1.1236209,1.1270434,1.0634327,1.1520314,1.1548324,0.6141263,0.79806936,0.9179758,0.9465002,1.0586473,0.74655163,1.1088065,1.0004451,1.2526343,1.0828538,0.55897635,1.1019008,1.1124871,1.1206791,1.1279407,0.8972626,0.8018018,1.2062287,1.2015332,1.027635,0.6948823,1.2691586,0.9406268,1.0922598,0.69370544,1.0810957,0.8852341,0.87071705,0.98214424,0.97983575,0.923144,0.9798944,1.1104699,0.0,1.1653758,1.0612628,1.1703743,1.0307547,1.2215394,1.183044,1.0457132,1.1383823,1.1856384,1.1263335,0.86299646,1.0578892,0.8127874,1.2363155,1.0329901,0.950303,0.85276306,1.0672355,1.0972961,0.95961994,0.8747003,1.1338644,1.1602573,0.8926135,1.0925918,0.745266,0.7539352,1.0256861,1.2078471,1.2865514,1.0918369
scarf,0.77632284,1.0888604,1.2504679,1.1226087,0.7371295,1.2762067,1.3615063,1.1174784,1.2566223,0.80736697,0.5703904,0.85121644,1.1621368,0.9757873,0.49672627,1.0767581,0.6951414,0.8904475,1.0596982,1.3616271,1.423588,1.080668,1.1486067,1.2799058,1.2916038,1.1959995,1.3031967,1.1260495,0.9910474,0.7065264,0.92620504,0.856737,1.1749055,0.9002498,0.45998847,1.2402599,1.0023634,1.25277,0.9633289,0.92164576,1.2954361,1.0586903,1.4205983,0.6967814,1.0517408,0.7845505,1.0018108,1.1228749,1.1831931,0.6955732,0.81922334,1.1311562,0.7895854,0.9086276,0.99636835,1.1989814,1.1882097,1.3152134,1.1432791,0.8892695,1.0562799,0.854046,1.3366506,0.79878116,0.9601861,0.7893168,1.2188753,0.8047974,0.845973,0.35786748,0.9688168,0.40353763,1.2079338,0.87536824,1.3130763,0.95714647,0.6954977,0.9539673,1.0361197,0.85226315,1.0163023,0.9554476,1.0062006,1.2379158,1.0937095,0.77851164,1.0859382,1.3465244,0.80320644,0.92183805,0.5372064,0.54936665,0.8617603,1.0178651,1.3556811,1.2751967,1.1640983,1.1838863,1.1604689,0.7979864,1.1736419,1.3436725,1.123448,1.1410519,0.8080696,0.8442756,1.3085644,1.2266293,1.0813096,0.92018485,1.1653758,0.0,1.0307295,0.46857256,0.9433949,1.2918625,0.98793656,1.2651199,0.8483488,1.2728332,1.0117112,1.3501217,0.96679574,1.1564385,1.3415567,1.0984827,0.9173852,1.1901548,1.1678729,0.5390049,0.8123704,1.3315064,1.1335204,1.2047778,1.0791109,1.0222615,1.3625567,0.94538224,0.9244746,1.3293762,1.0454401,1.0820633
scissors,0.7666336,1.1384916,1.1941918,1.1825502,0.6827257,1.0740005,1.2346823,1.2241123,0.89984286,0.82096374,1.0765425,0.8690121,1.1323242,0.87021655,1.0342495,0.77467763,0.97496253,0.7767862,0.7632165,1.1328309,1.0536366,0.9197873,1.377389,1.0230374,1.1523247,0.8168869,1.2778205,0.7201661,1.252443,1.0292559,0.8952831,0.96500075,0.8892611,0.9523465,1.0552549,1.2821012,0.4675008,1.1001618,0.99098057,1.0656748,1.0772984,0.8822455,1.2003638,1.1041393,0.87762856,0.8697582,0.95597357,1.1418152,0.96646464,0.9663437,1.11638,1.3848438,0.9382314,0.97765607,1.2781801,0.90452754,0.9517826,0.6453605,0.88392407,0.670381,1.2539539,1.0452423,1.0354831,0.97113067,1.0253956,1.0003715,1.2648921,0.9616534,0.6620072,1.10343,1.023555,0.93389434,0.5022151,0.7134708,1.1194955,1.2528225,1.0364155,0.9906738,1.1042655,1.0121098,0.7554965,1.2045075,1.2462133,1.274539,1.1185887,1.3289163,1.3768888,1.2682384,0.7615235,0.87567985,0.9953246,1.028351,0.78000057,0.9226607,0.8991917,0.9946464,1.0564088,1.2253556,1.2936585,0.87842464,0.9904211,1.0210551,0.92933077,1.2984056,1.1276059,0.74088603,0.95844877,1.2692485,0.9783884,1.0463498,1.0612628,1.0307295,0.0,1.0482707,0.8872151,0.9874279,1.0830222,0.93352795,0.6377738,1.2103171,0.87026405,1.2795371,1.0889546,1.317914,0.91314656,1.0487632,0.80680853,1.1221482,0.9196459,0.95933974,0.68653584,1.0778277,1.3332292,1.2969253,0.48882306,1.1096904,0.9034715,0.5947015,0.8854203,0.86323595,1.1725141,1.0538387
shirt,0.7424853,1.3120592,1.3873075,1.1294696,0.49121022,1.2636778,1.4666113,1.2919018,1.3375167,0.6784317,0.6934174,0.6179489,1.2967463,0.86866724,0.19634664,1.0627918,0.68074846,0.95367503,1.1235304,1.4490492,1.5039065,1.019232,1.291034,1.3296175,1.3219128,1.3815444,1.402717,0.9148076,1.0961773,0.58072674,0.80218196,0.86112547,1.3410864,0.7055056,0.37135446,1.3031565,1.0009931,1.2826111,0.7663819,1.0377696,1.5324385,0.88410836,1.5130533,0.8713591,0.9832544,0.572105,0.9243952,1.0988684,1.1691078,0.44663835,0.7979429,1.3173738,0.8031934,0.5093061,1.0916394,1.2037733,1.3094499,1.4339969,1.2242794,0.6529492,1.2370421,0.9470789,1.4092607,0.45181042,0.79654276,0.7383355,1.363514,0.7956334,0.81662,0.33333325,0.99855393,0.29375672,1.3699244,0.7058928,1.4376917,1.1174095,0.6030213,0.9541737,1.0081159,0.8677251,0.9348673,0.9924808,1.0987463,1.3866725,1.3047734,1.0317539,1.106555,1.4576111,0.70762694,0.832681,0.122190714,0.3556971,0.7807727,0.99998754,1.576305,1.4855561,1.2267491,1.3530738,1.3528117,0.7722645,1.2086092,1.4228181,1.1693561,1.0555322,0.81811357,0.85733545,1.3488407,1.2637985,1.0130473,1.0587983,1.1703743,0.46857256,1.0482707,0.0,0.98800194,1.464105,0.79814744,1.2564015,0.7229272,1.4828794,0.8874823,1.4609791,0.88696986,1.3078951,1.5065234,1.1383933,0.74180865,1.3254845,1.2663568,0.16170496,0.6081075,1.4555416,1.2036463,1.3445318,1.0044371,1.2081873,1.4290545,0.8116815,0.88310665,1.4122136,1.2794303,0.941984
shoe,0.7000942,1.0717006,1.1893144,1.0206138,1.030102,1.1670059,1.2857583,1.139232,0.8901421,0.9701019,0.98490256,0.8525524,1.1311824,0.9460704,0.9544129,0.93594027,0.7408521,1.0651693,0.9857929,1.2062296,1.1849885,0.9486931,1.0975869,1.1120919,0.988268,1.0427191,1.079501,1.0222608,1.1013453,0.87380785,0.81111264,0.89055014,1.1536611,0.9817632,0.9918257,0.95132756,0.93642807,1.0713359,0.85424435,1.0110414,1.2357447,1.0146317,1.2430067,0.7622104,0.9998434,0.69639313,0.89392745,1.0834612,1.0353674,0.9793106,0.87799275,1.1757002,1.1165469,0.9547319,1.0124826,0.93943673,1.1182983,1.0794213,0.98204035,0.9755115,1.1233594,0.805743,1.0360305,0.9088861,0.86852497,0.871984,1.0446639,1.0091603,0.90031415,0.93062437,0.7926023,0.7016221,0.9284091,0.90270615,1.1733639,0.9387566,1.0010465,1.0111469,0.97093445,0.9036678,0.8551462,1.0240308,1.0501564,1.2265352,0.91974044,1.058068,1.0302551,1.2609468,0.79264545,1.0061637,0.95095325,0.670604,0.97198355,1.0052999,1.1915303,1.223246,1.0822637,1.1209887,1.0837011,0.8428079,0.9885471,1.1894419,1.0053377,1.0383993,0.91700524,0.60217667,1.0699196,0.8720711,1.0084305,0.8002604,1.0307547,0.9433949,0.8872151,0.98800194,0.0,1.1372032,1.0830365,1.1042113,1.0814066,0.96416587,1.1591644,1.2225558,0.51841706,1.1383305,1.0893285,0.95844907,0.98228306,1.0877578,1.014855,0.9811984,0.9751034,1.2212278,0.99925363,1.1364965,1.0116374,0.8110068,1.1417474,0.866451,1.091172,1.1516808,1.0347382,1.1659445
shovel,1.5045459,0.6000847,0.7985707,0.7859179,1.4783323,1.0589502,0.5125252,0.73793244,0.801527,1.4138339,1.261964,1.4491646,0.45509183,1.246271,1.4917231,0.9653952,1.4596055,1.1812311,1.1407859,0.24861872,0.62601346,1.2907226,0.8225746,0.383155,0.8074198,0.7161,0.28053272,1.064869,0.75413597,1.2605727,1.1011052,1.2718071,0.85492635,1.2882301,1.2874384,0.98368007,1.1586941,1.0270758,1.2516338,1.0745378,0.20815551,1.2214863,0.33944476,1.0780418,1.3448958,1.4311824,1.3342965,0.8727453,0.9987324,1.2935576,1.0987214,0.7324543,1.2423193,1.2813178,0.8407316,0.9486587,0.7133993,0.41511977,1.0789018,1.4518285,0.45580435,1.2477975,0.95024455,1.2559321,1.2590878,1.3642266,0.33094716,0.9912552,1.262643,1.2949721,1.2093338,1.4126513,0.49192226,1.2389534,0.4895817,0.7089066,1.237036,1.3486147,1.1992908,1.3916347,1.1748713,0.9311496,1.1052235,0.35027766,0.8865393,0.7311319,0.8116646,0.6744389,1.3037348,1.1856341,1.4877275,1.3325255,1.4530194,1.2162509,0.22171271,0.21408838,0.7640223,0.8113706,0.3773136,1.3411767,0.9102999,0.8252041,0.9470607,0.93609965,1.37714,1.3056388,0.83387697,0.79981005,1.1422279,1.0139655,1.2215394,1.2918625,0.9874279,1.464105,1.1372032,0.0,1.079648,0.7489671,1.3306475,0.3004902,0.9488763,0.3553549,1.158436,0.8175399,0.15552676,0.9087304,1.1200488,0.81517226,0.73094654,1.4315857,1.521913,0.6438523,0.60089177,0.50027275,1.1002536,0.93382657,0.88254714,1.5300711,1.1644073,0.3434267,0.5169043,1.1677136
shower,0.9161459,1.1612835,1.2753305,1.1561286,0.7745935,1.1914281,1.1692399,1.1104349,1.0381418,0.60567844,0.9867662,0.71068645,1.0446242,0.80841017,0.83790535,0.8958998,0.8257786,1.0732888,1.0858713,1.0278151,1.1531332,0.9227898,1.2143615,0.851464,1.0523604,1.0822102,0.9351608,0.90583724,1.1084428,0.5531628,0.88335526,0.9148851,1.1467538,0.5527438,0.7118641,1.1747996,1.0663105,1.1328802,0.81063056,1.1388903,1.1441809,0.705801,1.0807157,0.7729026,1.0589609,0.79543895,1.1046418,0.4946236,0.899163,0.9501096,1.1436929,1.3128163,0.90931284,0.942605,1.2934871,1.1403165,1.0453668,1.0402094,1.1595278,0.8169975,1.124799,1.2440273,1.3364315,0.9033796,1.0794373,1.0991321,1.1098703,0.70973194,0.86944133,0.6320567,1.0577451,0.94364923,1.0965259,0.8704106,1.0255538,0.881467,0.8550842,1.0561432,0.96171206,1.184284,1.0848081,1.2075833,1.2733705,1.1326087,1.2441199,1.1078454,1.190532,1.2049696,0.7360631,0.8092569,0.80832964,0.8388591,0.94562894,1.0825586,1.1205451,1.1326442,1.1661242,1.3339566,1.1044765,0.98912406,0.9861223,1.0943867,1.0177569,1.1716288,0.9932855,1.0341338,1.0708355,1.1525455,0.7791157,0.9554345,1.183044,0.98793656,1.0830222,0.79814744,1.0830365,1.079648,0.0,0.9234677,0.8137275,1.242253,0.842711,1.1365654,0.9453995,1.1993656,1.0472316,1.1186545,0.98987114,1.195049,1.1901687,0.82518667,0.90361536,1.136471,1.2590767,1.1696697,1.0911999,1.1304475,1.1945226,0.96543044,1.0122005,0.8953244,1.1884841,0.6583367
sink,1.2000773,0.9486142,1.0820597,1.0449405,1.1206441,1.061536,0.85975206,1.0115678,0.81086934,0.6374735,1.277962,0.94961643,0.5304737,0.75786024,1.3259724,0.95165336,1.0896436,0.91136605,1.0361855,0.64961207,0.5425414,0.8909329,1.1950792,0.6801647,0.6989056,0.9591702,0.5678563,0.59582037,1.1798995,0.9419427,0.957974,1.165379,0.9774747,0.82607794,1.1438998,0.8971367,0.98892653,1.0713507,0.91707784,1.2191106,0.6967602,0.95374954,0.61126286,1.1277959,1.1156313,1.2115777,1.3288302,0.62822586,0.52394664,1.1803888,1.2702513,1.0984687,0.9994936,1.244981,1.1760851,0.69154817,0.981911,0.64203036,1.1845528,1.0291264,0.91973746,1.350102,1.1350106,1.241747,1.2526703,1.3500378,0.83068806,1.0043231,0.7613851,1.2702645,1.0665752,1.2131555,0.64843655,1.1210195,0.61110985,0.9931461,1.2039247,1.1502707,0.9727243,1.3533368,1.1177397,1.23664,1.281519,0.802423,1.0210235,1.200825,1.1046484,0.9542967,0.7294439,0.8596289,1.2902479,1.1124614,0.9983684,1.196116,0.57868606,0.6042299,0.9630606,0.9855979,0.6631573,1.193142,0.94944423,0.50671685,1.036896,1.1521266,1.232393,1.108973,0.61116475,1.0346081,0.81359524,1.2415019,1.0457132,1.2651199,0.93352795,1.2564015,1.1042113,0.7489671,0.9234677,0.0,0.8893318,0.82146966,0.96889585,0.7341996,1.0644306,0.8860959,0.6551216,1.0459784,1.2265246,1.0979639,1.0174644,1.2810531,1.0813109,0.82202816,1.0783598,0.88553476,1.0710776,1.0009984,1.0544351,0.96496147,0.9630707,0.66259253,1.046436,0.7353349
slide,0.74031687,1.2290794,1.378711,1.2792243,0.49490362,1.1041168,1.3413393,1.257818,1.0071511,0.55003566,0.89578056,0.49241686,1.1923816,0.55344194,0.74695987,0.9095017,0.76008326,0.7804074,0.8427577,1.2701445,1.1982138,0.6712159,1.4068458,1.1568527,1.1413608,1.1546762,1.2997158,0.7414834,1.2987435,0.7610791,0.73386705,0.890314,1.1167713,0.702198,0.76067173,1.2430693,0.7960219,1.047831,0.68080163,1.1081803,1.3514452,0.6397461,1.2882726,1.0671716,0.89391243,0.7703512,1.0038881,0.9487111,0.78904885,0.8922856,1.0074009,1.4089882,0.6627165,0.890433,1.3635858,1.1029657,1.1525702,1.1577948,1.1248672,0.63885885,1.3152573,1.1164243,1.3361887,0.8575043,1.0231771,1.0727665,1.3325086,0.8515913,0.71175605,0.88923645,0.96655697,0.7566273,1.0396744,0.52848935,1.2256341,1.2408658,0.8156228,0.9739711,1.011267,0.97160447,0.89977074,1.2570698,1.2571986,1.3374977,1.272365,1.3223038,1.3069406,1.3686947,0.5438534,0.63712615,0.710902,0.8003557,0.6543793,1.0444214,1.2707701,1.2695094,1.2209883,1.351876,1.3716025,0.9039196,1.0809088,1.1071951,1.0982263,1.209698,0.95307153,0.74437463,0.9917887,1.3092694,0.86060333,1.2641854,1.1383823,0.8483488,0.6377738,0.7229272,1.0814066,1.3306475,0.8137275,0.8893318,0.0,1.4462118,0.8969022,1.3753705,0.99907583,1.274828,1.305966,1.2096192,0.9593044,1.3222334,1.1721463,0.72119504,0.4740796,1.1810927,1.4216217,1.3970419,0.8408474,1.2142901,1.1103653,0.57681555,0.78715587,1.1113511,1.3657274,0.7834802
slipper,1.3655981,0.4468978,0.64649785,0.6561071,1.5194693,0.96580285,0.48742497,0.53309786,0.92967916,1.431108,1.1909581,1.5265207,0.44267517,1.3214283,1.5140069,1.1191193,1.3591232,1.2384259,1.2126688,0.43165332,0.66940296,1.3494935,0.51946026,0.66558254,0.96702707,0.7500845,0.45995367,1.0776922,0.5549004,1.223651,1.3264521,1.2912793,0.89016366,1.4668303,1.3938711,0.76749,1.3330882,0.87739015,1.3191245,0.9896637,0.21789604,1.4378567,0.46415532,1.0378686,1.3495185,1.3189362,1.2977663,1.0657566,1.043822,1.22539,0.9776671,0.43851757,1.3159661,1.2492952,0.5705224,0.8440807,0.8601025,0.62483764,0.94255316,1.6461799,0.3216343,1.0619004,0.827793,1.2849563,1.1875347,1.2164083,0.2942109,1.0094308,1.375752,1.3808823,1.2735369,1.3622259,0.65512955,1.4551752,0.5387266,0.82251334,1.1856923,1.2753134,1.342361,1.2055541,1.2389175,0.73025614,0.84417677,0.23810941,0.70611066,0.5638564,0.5739533,0.5822801,1.4836674,1.2977492,1.5088325,1.2887338,1.481572,1.1909889,0.29183722,0.23101401,0.74734646,0.5894938,0.2769028,1.3178349,1.0828711,0.8418274,0.9238163,0.7978143,1.2258146,1.4034785,0.9518811,0.7194104,1.3546355,0.9703249,1.1856384,1.2728332,1.2103171,1.4828794,0.96416587,0.3004902,1.242253,0.82146966,1.4462118,0.0,1.0638664,0.31027383,1.0908659,0.6396073,0.3792622,0.8433335,1.3360186,0.75151,0.6378366,1.5164812,1.5821674,0.63207793,0.35465884,0.2993344,1.2438757,0.822129,0.8623462,1.606919,1.2180972,0.68902385,0.35203183,1.2923799
snow,1.0376116,1.0417567,1.0555342,1.2246931,0.95339215,1.0366946,1.025057,1.0823967,0.9861284,0.9203741,0.98593694,1.0222821,0.8769737,1.059894,1.0486617,0.7616762,1.0695467,0.9841528,1.0283189,0.91959053,1.0383104,1.0833032,1.1738353,0.98903936,1.158686,0.94752735,1.0055172,0.52954084,1.0020616,0.68153286,1.1169797,1.1302211,0.93627334,0.9776947,0.8471819,1.1728915,1.0015197,1.0814897,1.0785453,1.1111946,0.94572335,0.9725267,1.0126772,1.017563,0.9959439,0.87317395,1.0925099,0.9328328,1.0341282,1.1134238,1.0183381,1.2138318,0.8548626,0.9392459,1.2272832,0.9514439,0.9027082,0.81404585,0.9364923,0.78508914,0.9985752,1.1466271,1.0518036,0.95411223,1.2692834,1.1938012,1.0149839,0.7269986,1.0970556,0.96800727,1.1801777,1.053252,1.0255812,1.0535212,0.91815704,1.055817,0.9120182,1.1523058,1.1293025,1.132559,0.961747,1.1399715,1.0576197,1.0359529,1.0907781,1.1306664,1.0980759,1.096838,1.0727918,0.9295412,0.9789291,1.0383953,1.033178,1.0276955,0.89826715,0.9540158,0.8739867,1.1351812,0.9743917,1.1349256,0.99934727,1.0558857,0.93168527,1.2363534,1.134804,1.0563897,0.9771455,1.1620973,1.051885,1.0720336,1.1263335,1.0117112,0.87026405,0.8874823,1.1591644,0.9488763,0.842711,0.96889585,0.8969022,1.0638664,0.0,1.0453234,1.2845314,1.1717364,0.92643803,0.9447375,0.99528,1.0117604,0.75484,1.016401,1.0227503,1.0297114,1.1755912,1.0353543,1.0378016,1.0434083,0.9885177,1.1058564,0.9124452,0.9289403,1.0478847,0.85559344
soap,1.4684633,0.72890246,0.45922697,0.69081783,1.4562993,0.7675636,0.29959154,0.4178816,0.9928086,1.3863397,1.2465639,1.489665,0.4384688,1.3663954,1.4512846,1.0845853,1.4621961,1.2107127,1.1122054,0.24345231,0.51899856,1.2983012,0.59506565,0.662316,0.8491778,0.8140961,0.45278615,1.0829414,0.82503223,1.2697583,1.3749028,1.1357687,0.82089627,1.344755,1.3306727,0.7132199,1.3416454,0.82334805,1.3525902,0.9166559,0.23620725,1.3931692,0.27373415,1.224443,1.2836134,1.4252479,1.302764,1.004867,1.1097443,1.3270578,1.0969443,0.48677897,1.269666,1.2193848,0.8298892,0.83538055,0.66655904,0.7848804,0.9634869,1.4101596,0.52015036,1.2619379,0.7322188,1.2897568,1.171938,1.3618665,0.38809544,1.1017581,1.3661149,1.4228222,1.2088759,1.4667459,0.85770375,1.4435053,0.52655953,0.81798583,1.1750166,1.0855879,1.1910527,1.3355856,1.2413733,0.9143734,0.8621534,0.26603055,0.874064,0.8672025,0.74600124,0.3735,1.4159098,1.2542646,1.4601271,1.3981043,1.3627753,1.0977563,0.3807674,0.27813125,0.836408,0.4997536,0.4632017,1.322175,0.9716348,0.72032017,1.0133191,0.84540474,1.2525222,1.397696,0.8433812,0.79829526,1.1917466,1.1218184,0.86299646,1.3501217,1.2795371,1.4609791,1.2225558,0.3553549,1.1365654,0.7341996,1.3753705,0.31027383,1.0453234,0.0,1.2212743,0.68082464,0.5317345,0.9542996,1.2642125,0.678344,0.7795608,1.4559512,1.45181,0.55786735,0.5960459,0.47629756,1.2489598,0.9921739,0.73646116,1.446115,1.1046007,0.6664165,0.6229902,1.1495363
sock,0.87953955,0.9653306,1.3327787,0.88507366,0.83229244,1.2117171,1.3218045,1.1387069,0.8547087,0.94287497,0.87479305,0.82350314,1.2444801,0.7516171,0.8660238,1.0521561,0.6419818,1.126072,0.9969227,1.1789576,1.2140826,0.79548955,1.0320008,0.9663613,0.9157574,1.0854782,1.0086348,1.1849191,1.0574405,0.9287373,0.7228626,0.71747315,1.2470443,0.952304,0.9386775,1.0507538,0.8732867,1.0632544,0.7711355,1.0357642,1.2785949,0.8876884,1.2038434,0.79234016,1.0267254,0.83255404,0.90811604,0.95339787,0.87545353,0.7186105,0.9941164,1.2009093,1.029439,1.0771375,0.9561431,1.151863,1.2643914,1.0810274,1.2621815,1.0659775,1.2139627,0.6648484,1.1421689,0.9939129,0.658196,0.75692487,1.1152127,1.1794839,0.84995776,0.834686,0.9013932,0.7237028,1.0276208,0.8500221,1.1355199,0.70790243,1.0070184,1.0105383,0.8337029,0.81439215,0.90422034,1.037227,1.0533464,1.2624466,0.7489881,0.97014886,1.0639958,1.3247743,0.78708583,0.933912,0.8682914,0.65066147,0.8775258,1.0360762,1.2284536,1.2462308,1.151764,1.284369,1.0416356,0.8840758,1.135638,1.1370287,1.1862516,0.9969839,0.88269323,0.7746202,1.1675291,0.9380626,0.9322197,0.92923117,1.0578892,0.96679574,1.0889546,0.88696986,0.51841706,1.158436,0.9453995,1.0644306,0.99907583,1.0908659,1.2845314,1.2212743,0.0,1.05547,1.1116621,1.0334625,0.9484196,1.2535479,1.2080517,0.91854274,0.99867016,1.2263684,0.98081833,1.1812445,0.8807509,0.6386142,1.2349375,0.9230594,1.1656942,1.0251333,1.1322092,1.0325787
soup,1.220454,0.67901164,0.6709133,0.74586546,1.3800149,0.8502061,0.6364913,0.6132705,0.94591725,1.24091,1.1561446,1.3215296,0.8772562,1.0940695,1.2922364,1.2965506,1.2553442,1.0721501,1.152358,0.87513727,0.7323359,1.0461954,0.5145666,0.9180591,0.8111733,0.97004914,0.7919902,1.0585685,0.6998671,1.3103023,1.1217188,1.0609182,0.94672006,1.2341646,1.2815454,0.6455171,1.2371349,0.8553374,1.1540451,0.87190706,0.7530217,1.2732491,0.7493709,1.025763,1.0273255,1.3550719,1.0542877,1.0281307,0.891139,1.1445045,1.010459,0.43865937,1.2286417,1.1902866,0.79742426,0.9228498,0.93589455,0.9840419,1.0270063,1.313228,0.78982794,1.0575271,0.8033689,1.1872041,1.0754627,1.1472703,0.7499268,1.2603691,1.0952919,1.2633306,1.0072844,1.2222681,0.9902966,1.295058,0.81767297,0.9897758,1.1547762,0.93977636,0.95919114,1.1086503,0.9923349,0.8687005,0.69774085,0.75634766,0.8332186,0.7689069,0.765617,0.5539167,1.2679002,1.2400016,1.3741977,1.1956239,1.2614982,1.05719,0.8189036,0.8004517,0.8421111,0.59467083,0.70217353,1.1718774,1.0163596,0.71845573,1.0804062,0.7733712,0.9835425,1.1930549,0.94424325,0.8007339,1.2093909,1.0077858,0.8127874,1.1564385,1.317914,1.3078951,1.1383305,0.8175399,1.1993656,0.8860959,1.274828,0.6396073,1.1717364,0.68082464,1.05547,0.0,0.82165664,0.9648476,1.1694576,0.84211636,0.82212555,1.3363156,1.3635318,0.69741046,0.7328088,0.7493495,1.2426343,0.9112486,0.87459517,1.2574017,1.1801372,1.0091705,0.787724,1.1678016
