,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
jeans,0.7862189,1.350678,1.1500161,0.4362712,1.4275972,1.4457238,1.440947,1.330951,0.41168058,0.4611624,0.42720878,1.2512298,0.86781067,0.4584601,0.7020327,0.35708833,1.0635332,1.5305943,1.3220203,0.96452606,1.3483602,1.3430305,1.482939,0.9580374,1.1214213,1.1385591,1.1416557,0.43068802,0.7260746,1.0513158,1.1455781,0.52955997,1.3023034,1.1146513,1.4113781,0.59368205,0.98152214,1.4972873,0.66205174,1.5871003,0.97169894,0.8145479,0.8947348,1.0027037,0.87031335,1.0261267,0.38448322,1.0473137,1.5125527,0.6909723,0.8262564,0.87942845,1.1834266,1.0904471,0.7670134,1.1315702,1.4156222,1.2325616,0.9260506,0.7385632,1.3441552,0.9640654,1.4206429,0.6908198,1.3964168,0.7649919,1.3436477,1.2525735,0.46204388,1.2899538,0.0,1.1072549,0.8632443,1.407591,1.2697825,0.8356216,1.1664995,0.92513025,0.9890638,1.2943414,1.232472,1.1809516,1.401833,1.4068354,1.1578287,1.1399716,1.3219801,1.5045573,0.61324924,0.85981727,0.3468336,0.2548194,0.6759019,0.9657977,1.3626916,1.4552457,1.4788699,1.1906465,0.6316785,1.1631088,0.79551345,1.3589928,1.2491659,1.3360672,1.2132897,1.1327475,1.377311,1.178646,0.78601813,0.8692052,1.2656991,1.049612,0.24332023,1.3920918,0.31782955,1.0510546,0.6359209,0.69489074,0.693243,1.4515116,0.76283413,1.3820659,1.1005925,1.2190967,1.282151,0.93398535,1.3416204,1.4738548,0.8870954,0.41629368,0.53858113,1.5565698,1.2504147,1.1849228,0.8229905,0.9611348,1.40323,0.65409744,0.6758096,1.3321705,1.3893003,0.8821515
knife,1.0280148,1.0712624,1.0182695,1.0719132,1.2587028,1.1775197,0.81472224,0.70454246,1.1282873,1.1706798,1.3307385,0.8027056,0.932665,1.2617458,0.9645303,1.2436545,0.9385371,0.9638795,0.9735593,1.0069122,1.0721489,0.60414094,0.8160746,1.1230428,0.7062095,0.97325283,0.5901518,1.1155651,0.88675785,1.0526671,1.1189312,1.1746051,1.0204501,0.7351946,1.0186436,1.1738157,0.9233639,0.5768686,1.14484,0.98116475,0.980284,1.1357032,1.1479844,1.1187246,0.94007224,0.8811186,1.2977479,1.0090976,1.1008989,1.0780072,0.85628337,1.3226578,0.67124605,0.6117668,1.0122993,0.6786095,0.2726544,0.95176935,1.1087168,1.0128442,0.8018103,0.9499399,0.729107,1.1160979,1.1043104,0.79719543,0.9402451,1.0808504,1.2483087,0.96552014,1.1072549,0.0,1.016309,0.87316144,0.79063344,1.1272597,0.8581051,1.0233248,1.1364443,0.55188453,0.92475677,0.9048294,0.95077556,0.9751559,0.8448182,0.67700505,1.0816394,1.1663618,1.0619341,1.164467,1.265609,1.131964,1.0983044,1.1707985,1.0167087,0.56162715,0.52278316,1.0039074,1.0951711,0.7468052,1.1093063,1.0356321,0.7911037,0.9119557,1.1606644,1.0102313,0.7201451,0.787981,1.1459012,1.1190981,1.1716741,0.7538122,1.2523538,0.8089579,1.0923047,0.6356177,1.297328,0.9277709,1.2236731,0.7285113,1.1603962,1.027259,0.56580603,1.0161407,0.41856897,1.142866,0.62120426,1.0727563,0.9461401,1.2024316,1.261579,1.0525728,0.75665045,0.510881,0.6199689,0.90266716,1.1961312,1.1982592,1.1278431,0.65705913,0.76430476,1.0791755
ladder,0.9903622,1.3192207,1.1316605,0.8449247,1.217308,1.2503583,1.3069576,0.84071,0.75409555,1.0122725,0.6648046,1.266372,0.5419128,0.90461737,0.9327698,0.8078018,0.8681183,1.2167836,1.0568061,0.60716224,1.1768732,1.0413228,1.104393,1.0696964,0.99004865,0.9879636,1.2388909,0.97485965,0.23555529,1.1039732,1.0553517,0.44754684,1.1149396,0.9991965,1.2102396,0.4705838,1.106973,1.3132578,0.45814312,1.1582547,0.891608,0.9129977,0.9640594,0.858797,0.67978716,0.6216648,0.8719742,1.1715662,1.3446994,1.0673395,1.1054053,0.9914009,1.2658432,1.2267063,0.87977797,1.236722,1.1023942,1.1694695,1.0122297,0.7992761,1.2896032,1.0693905,1.272928,0.96396947,1.277492,1.033065,1.2568113,1.1099753,0.8348525,0.9499791,0.8632443,1.016309,0.0,1.0410688,1.143757,0.96762204,1.0519594,0.8136857,1.0928661,1.0247113,0.91913915,1.1847867,1.1794695,1.3643059,0.9592833,1.2702594,1.2252141,1.2676237,0.77668214,0.9823529,0.8528129,0.80146724,0.80575573,0.9807845,1.1855977,1.1874309,1.1491709,1.3349038,0.9697846,1.2074593,0.9373387,0.97631776,1.1033846,1.4057494,1.1054239,0.8467261,1.154559,1.3143698,0.6657206,1.0121754,0.96942323,0.91478866,0.82359946,1.1959273,0.8558792,0.832945,0.72173965,0.8187151,0.9999593,1.3773495,1.0140418,1.331576,1.0402067,1.0039284,0.93214583,1.0116289,1.068041,1.3415332,0.66061866,0.8734391,0.64245915,1.3443837,1.3071555,1.2648271,0.9099556,0.96219355,1.1592761,0.84935987,0.5555023,0.8626034,1.3422394,0.6100991
lamp,1.4296423,0.8104101,1.0164177,1.2969604,0.78863,0.9021133,0.9588134,0.5463307,1.2954247,1.2914575,1.2993867,0.54276615,0.8860954,1.3262434,1.3296394,1.3248682,1.0508304,0.5416479,0.8368267,1.0457252,0.9334517,0.6477025,0.5185108,1.2553443,0.7862735,0.7689886,1.0307539,1.2376567,1.0296845,1.2120342,0.84987414,1.1320487,0.7548921,0.8812281,0.85915077,1.1156011,1.2511005,0.56384176,1.1569227,0.5397537,1.1899453,1.2607989,1.2413371,1.2857314,0.8757366,0.8488852,1.3159113,1.0876743,0.6814777,1.0422486,1.1367981,1.203213,0.8869443,1.1969031,1.2151154,0.9688604,0.61283183,1.3084083,1.231323,1.2524943,0.7199248,1.1020315,0.9827949,1.2142088,0.7902195,1.2508113,0.6627182,1.0033345,1.1733327,0.9841035,1.407591,0.87316144,1.0410688,0.0,0.6674187,1.2656164,1.0182984,0.99720645,1.155811,0.65003026,1.0114304,1.0756952,0.9215735,0.5952936,0.78590333,0.8538909,0.81178105,0.7596705,0.9931319,1.3477242,1.3098371,1.2984046,1.2384648,1.1273557,0.88486457,0.47817004,0.49925202,1.0250443,1.196113,0.6582293,1.3773088,0.67497027,0.83270305,0.79507506,0.9180267,1.0123546,0.6229037,0.90756875,1.0076873,1.2322292,1.0105026,1.2397643,1.3501976,0.6348902,1.2688811,1.1566045,1.2027665,0.99700856,1.1021724,0.5689442,0.9201822,0.58172464,0.9661221,0.99470687,0.867785,1.113718,0.66737485,0.699952,1.0993229,1.0900347,1.2701666,0.6231264,0.8387983,0.98098934,1.233896,0.96234,1.0318884,1.3649483,1.2005451,0.5922731,0.57632685,0.6916773
leg,1.4238007,0.8981707,1.0429212,1.1242833,1.0620404,0.9913132,0.95575494,0.67825204,1.2802246,1.3294168,1.3321952,0.51251423,0.93017435,1.2605565,1.3139312,1.3201888,1.1354537,0.62162864,1.1003329,1.0588647,1.140069,0.38103974,0.5303726,1.154763,0.3969313,1.0664982,0.7217911,1.1673305,1.0386716,1.198223,1.0843042,1.1469548,0.9763727,0.8195011,1.0347879,1.1489083,1.2787983,0.549178,1.1354034,0.6569575,1.1310813,1.3406433,1.3491089,1.198594,0.7247352,0.92690563,1.2105645,0.8898629,0.8812741,1.0024447,0.9861735,1.1751243,0.54180115,1.0454317,1.245285,0.45928067,0.6396807,1.2938025,1.0687602,1.3583649,0.59171426,1.0048633,1.0922221,1.0855733,0.88381994,1.0198603,0.71191233,1.1564199,1.114462,1.0456811,1.2697825,0.79063344,1.143757,0.6674187,0.0,1.2534608,1.1022208,0.94881177,1.0641841,0.4360479,1.0478746,1.0020006,1.045142,0.61971986,0.9384213,0.4625849,0.82347196,0.9568437,1.0281512,1.3433088,1.1936947,1.0409827,1.2805896,1.18211,1.0123031,0.61822325,0.65596956,0.9397897,1.3228254,0.4988947,1.4316962,0.90859616,1.0576391,0.76077807,1.021038,0.9997616,0.7754664,0.71306694,1.0304879,1.2425718,1.161094,1.1826032,1.1856521,0.79660356,0.98069745,1.1397338,1.1764694,1.1365342,1.1398169,0.5630062,1.0929872,0.7021945,0.7879635,1.0921859,1.0110353,1.2968526,0.67020124,0.70931125,1.0599871,0.98755,1.4175069,0.88708806,0.5072981,0.73697746,1.1605686,0.8869671,1.150808,1.3804184,1.2387556,0.4336331,0.49205184,0.9288466
meat,0.75528425,1.1115141,0.97552806,0.9461853,1.1512923,1.0030117,0.9981421,1.2210665,0.9064075,0.91356236,0.9119293,1.2385652,1.1653353,0.90871465,0.786208,0.89943576,1.0034287,1.2235104,1.0439326,1.0499437,1.0946144,1.2677228,1.2854048,0.9016324,1.2353928,0.98093724,0.9974134,0.73390853,1.0137886,0.83175474,1.1223752,0.9071103,1.1810875,1.1502774,1.1541083,0.9812796,0.8409699,1.2999885,0.9489517,1.2384453,0.86560035,0.750084,0.6525229,0.8197367,1.0815309,1.1970205,0.9398588,0.81584954,1.147608,0.9809352,0.9930129,0.76570594,1.1701825,0.81047475,0.84514153,1.1569122,1.1720089,0.78081536,0.92136633,0.6146238,1.0826553,0.94519585,1.0028149,0.8136093,1.0779498,0.9061129,1.1630452,1.0185517,1.0069509,0.91695756,0.8356216,1.1272597,0.96762204,1.2656164,1.2534608,0.0,1.0013993,0.9534262,0.9282223,1.2152185,1.0322584,0.99395037,0.9993237,1.1686486,1.1138377,1.1243788,1.1712439,1.0823112,1.0556782,0.8271425,0.95536214,0.9363463,0.85515904,0.9180068,1.213304,1.2674216,1.2511373,1.0203841,0.92308617,1.2639376,0.6371186,1.135188,1.0130483,1.1287367,0.991619,1.0610422,1.2819712,1.0874727,0.9769325,0.67533153,0.95638025,0.91705954,0.873715,1.1390665,0.9382996,0.9093437,0.9658215,0.9944527,0.9400474,1.251862,0.9562106,1.2036939,1.2355982,0.98158795,1.0209205,0.91200304,1.2231693,1.2001498,0.9932217,1.0548029,0.8442757,1.2635121,1.1893065,1.0058936,0.7876502,1.091277,1.0332962,0.7917771,0.8417737,1.2458782,1.2208171,1.0038701
melon,0.9801628,0.9429258,0.63649035,1.1709762,0.808782,0.96708626,0.65537465,0.82609963,1.0742097,1.0899584,1.2527885,1.1656656,1.0179495,1.1547996,0.9673486,1.143135,1.0404338,0.94517523,0.6119549,1.0269629,0.80696774,1.0046158,0.8603515,1.0758158,1.0678205,0.99716485,1.0271224,1.1771415,1.0299135,0.91692775,0.94083387,1.1705543,0.7329712,0.86535335,0.8127593,1.1575699,0.8570934,0.98984367,1.1581509,0.7731947,1.0460707,0.8885445,1.0420463,0.98507684,1.1721318,1.0067332,1.253367,1.1366242,0.6960103,1.1245071,1.0850508,1.2778714,1.0961325,0.8556167,1.1518327,1.1744516,0.80618083,0.8111438,1.0632751,0.8544503,1.1485677,0.8312149,0.6459158,1.2856802,0.9507984,1.0358176,1.1054826,1.0037935,1.2302994,0.72796273,1.1664995,0.8581051,1.0519594,1.0182984,1.1022208,1.0013993,0.0,0.9423816,0.8360996,1.0351268,1.0547959,0.9829493,0.8420966,1.1834134,0.74082553,1.1984807,1.0706357,0.7210809,1.2539274,0.9758279,1.1744727,1.2188866,1.1531513,1.0786192,0.94082874,0.99379075,0.9390912,0.92897666,1.0126524,1.101134,0.91732216,0.8374864,0.7759863,1.0543759,0.80348396,0.8694844,0.9928117,1.1954157,1.1819175,1.1292906,0.5831267,0.60703176,1.2394763,0.90516627,1.1773844,0.5120558,1.2023298,0.97161335,1.1280957,1.0865326,1.154579,1.0122542,0.94815683,0.71466726,0.5211788,0.82107913,0.8693863,1.0077401,0.97435594,1.2385912,1.1418799,0.6523869,1.1423992,0.9476719,0.7364311,0.8536767,0.76041806,0.99781203,1.0725954,1.0707088,1.1521412,1.1883682
milk,1.0022354,1.2480268,0.9838374,0.84811985,1.1272253,1.1679016,1.2431902,0.9805086,0.7325974,1.0474964,0.8595829,1.301038,0.75923824,0.8554796,0.9653003,0.91696787,0.8220432,0.95255274,0.95082206,0.6724995,1.0901809,0.97857857,0.8498263,0.99259925,1.0004199,1.0682279,1.1786087,0.99460375,0.85099506,1.1373256,1.1241548,0.7375224,0.89086634,1.0254682,1.080981,0.8334491,0.9900544,1.1620493,0.7384232,0.873405,1.0067085,0.80220103,0.98531544,0.99907506,0.775311,0.8298818,0.95298415,1.2078754,1.1287906,1.0437315,1.0436957,0.99383795,1.1927514,1.1515377,1.045325,1.1872056,1.0954726,1.1582117,0.954314,0.6788701,1.3585864,0.9590941,1.1163402,0.9546037,1.2123021,0.96255994,1.3168683,1.1570352,0.96304834,0.61379826,0.92513025,1.0233248,0.8136857,0.99720645,0.94881177,0.9534262,0.9423816,0.0,0.9825698,1.0040032,0.9636284,1.0680484,1.2223176,1.30107,0.87066627,1.2329451,1.1864152,1.1519754,0.8234383,0.98993367,0.9767315,0.90541655,0.71468925,0.9585909,1.0652831,1.1974835,1.234196,1.2815336,1.0516076,1.2203735,0.8942487,0.9446853,1.0294404,1.3471992,1.2603433,0.93215287,1.2537458,1.2590408,0.6836681,1.2013707,0.83218384,0.9930995,0.92422575,1.194731,0.97338796,0.8872217,0.84901744,0.7316083,0.88696903,1.3127975,0.97653264,1.2022483,0.9052251,0.78182983,0.991355,0.81613106,1.0592991,1.2883425,0.931953,0.9339875,0.7390238,1.1439037,1.2082783,1.196939,0.7997856,0.97852117,1.0393583,0.8707167,0.95376873,0.9437276,1.3253144,0.8090457
mitten,0.83916664,1.0557954,0.9437944,0.92493206,0.7629043,0.9161563,0.84714925,1.1221962,1.1187077,0.89913595,1.0402308,0.9834851,0.8916166,0.9554566,0.94169396,0.8986609,1.0092062,1.0825849,1.041084,1.0102718,1.1038871,1.1209044,1.0360887,0.9622074,1.0119121,0.96610236,1.008549,0.81456137,1.0379837,1.038309,0.9340287,1.1338094,0.92613196,0.9098835,1.107178,0.88921034,1.1019737,1.2110775,1.011033,1.0064793,0.83898365,1.1317871,0.777845,0.4828363,1.1379862,1.0169327,1.0458187,0.978659,1.080855,0.9324594,1.0589069,1.098201,0.9759553,0.8120131,0.9880578,0.98680645,1.1483728,0.70891225,0.9856515,1.0116705,1.139488,0.10792327,0.89447707,1.0907702,1.055952,0.8059633,1.0054561,0.8542515,0.9071707,0.9788564,0.9890638,1.1364443,1.0928661,1.155811,1.0641841,0.9282223,0.8360996,0.9825698,0.0,1.0732136,1.0237122,0.99080396,0.8977044,1.2388694,0.6419726,1.135565,1.0762587,1.077047,1.1169468,1.0205389,0.9424999,0.9164634,1.0341161,1.1885502,1.1297891,1.2335991,1.2039946,1.0076777,1.0859247,0.8258869,1.0734154,1.0250294,1.155332,1.1728857,0.6733818,0.73745173,1.1109092,1.1318158,1.1035073,0.9935848,0.89572346,0.90769464,0.98539764,1.041143,0.7991679,0.94718677,1.1314027,1.0576507,1.0555747,1.1721058,1.1052376,1.1996866,0.8909598,1.0432576,1.0417539,0.9805353,1.1018777,1.0374436,0.7254548,1.0330751,1.1162125,1.0254359,0.9960122,1.0236678,0.8897554,0.5477711,0.75360864,1.1101072,1.0627577,1.1113465,1.1839068,1.0348148
mop,1.328788,0.8007699,1.1727607,1.2768002,0.98838013,0.95706296,0.8217076,0.63147426,1.3211634,1.337882,1.3998933,0.5592278,0.879323,1.3780007,1.2091899,1.3414146,1.0273241,0.5652913,1.0634122,1.0231003,1.0367688,0.097993016,0.41919702,1.1836599,0.5202855,0.87661755,0.8949567,1.2637404,0.9845314,1.2504337,0.9868564,1.1126815,1.0641803,0.7803105,0.9594776,1.18354,1.291269,0.408489,1.164629,0.65544975,1.120595,1.3739271,1.3348277,1.2364814,0.7147386,0.857443,1.3241789,1.049362,0.9817431,0.9820244,1.0652406,1.305171,0.7679541,0.9644405,1.0801147,0.7255968,0.437613,1.1472156,1.097114,1.3681196,0.7341249,0.9967939,0.9438321,1.2265826,0.783587,1.1786308,0.718694,1.0396507,1.1443989,1.0647886,1.2943414,0.55188453,1.0247113,0.65003026,0.4360479,1.2152185,1.0351268,1.0040032,1.0732136,0.0,0.99242306,1.112373,1.0329666,0.75051165,0.8037967,0.67091346,0.9055357,1.0186564,0.9440807,1.3074998,1.2831345,1.1669196,1.3234277,1.1552925,0.88965714,0.3684438,0.3899116,0.90976244,1.3730698,0.5572135,1.4117117,0.7536911,0.9921688,0.79486024,1.0600895,0.9061475,0.61590356,0.8969175,0.93861705,1.1576991,1.2415562,1.0258807,1.3438672,0.71998394,1.1003258,1.0302036,1.2871625,1.0416436,1.1670828,0.5388472,1.1237055,0.6712321,0.7627225,1.1789224,0.7880412,1.2743057,0.54379445,0.79305005,0.87602895,1.1477791,1.460904,0.83707523,0.77311695,0.79962313,0.9819852,0.7896564,1.0460849,1.3927584,1.3018806,0.1477623,0.6085207,0.89474213
motorcycle,1.0832232,1.0064452,1.0359533,1.2327523,0.9191619,0.97982836,0.9710768,0.88032955,1.2561069,1.147084,1.1265056,0.91249967,1.0916933,1.2626437,0.99202025,1.2207235,1.1014435,0.74999124,1.0805334,1.1372051,1.0483447,0.9624186,0.72024447,1.0154418,0.75733006,0.64478374,1.0457131,1.0723975,0.9185146,0.9665004,0.9418567,0.937708,0.98248464,0.8493068,0.9794482,0.9994545,1.0981172,0.9283234,0.89996815,0.84423375,0.86190426,1.1840341,0.9062312,0.89749646,0.96605635,1.0049998,1.1361287,1.002971,1.0559142,1.1074213,0.70061105,0.9864155,1.0399903,0.8943131,0.89082783,0.98387367,0.86059487,0.89011496,1.0544777,0.86814904,0.90801775,1.0052038,0.9027775,0.97678113,1.0508564,1.117041,0.7759229,0.970127,1.0823857,0.7594441,1.232472,0.92475677,0.91913915,1.0114304,1.0478746,1.0322584,1.0547959,0.9636284,1.0237122,0.99242306,0.0,0.9646847,0.7895856,0.9763602,1.091761,1.0856574,0.809602,1.0299331,0.9906482,0.9978634,1.2758181,1.2306597,1.2270907,1.1698905,0.9758781,0.9395133,0.9397991,1.019374,1.0630636,0.93691194,1.1232579,0.90198123,1.1213443,0.98383385,1.0113665,0.7190148,0.7326313,0.7950969,1.0167375,0.8493273,1.071163,1.1088672,1.1872802,0.7858964,1.1738116,1.0986423,0.9707652,1.2068034,1.1476886,0.9404442,1.1312656,0.96570235,0.8159306,1.1578308,1.0126932,1.1170444,1.1214197,1.0121778,0.9075674,1.1478281,1.2157693,0.8964104,1.0069857,0.9555773,1.1158394,1.1256533,1.0298473,1.2203518,0.8627044,0.8698647,0.837394,1.0139307
mouth,1.0399197,0.8318085,0.87819874,1.0819159,0.86865735,0.8218733,0.99073344,1.1837517,1.1767297,1.166329,1.2475966,1.0595834,1.184444,0.9488418,1.0605575,1.2136754,1.0941349,1.0642025,0.9289551,1.1457506,1.0350677,1.0851659,1.0954537,0.9217728,1.053786,1.1784707,0.72668976,1.1712506,1.144754,0.9908597,0.9279236,1.2339554,0.5687098,0.99492615,1.0251542,1.2410107,0.9703272,0.9324478,1.2168399,0.9356863,0.9805882,1.0482033,1.1193976,1.0271403,1.1888986,1.1439195,1.0582558,0.64299554,0.8145166,1.1411957,0.934267,0.9242848,0.69867516,0.78388613,1.1324553,0.83072674,0.97302604,0.9169599,1.0116991,0.8908179,0.85162956,0.9961824,0.7086064,0.9393483,0.97573036,0.79693824,1.0024699,1.0165203,1.2588115,0.87472194,1.1809516,0.9048294,1.1847867,1.0756952,1.0020006,0.99395037,0.9829493,1.0680484,0.99080396,1.112373,0.9646847,0.0,0.82609564,0.80956686,1.106913,0.7124807,0.7553372,0.7802876,1.1959562,0.9761646,1.0854363,1.0956365,1.0327232,1.0446448,1.0062859,1.1000432,1.0844245,0.77300465,1.0330447,1.1262718,1.110017,1.1587061,1.0197803,0.90504074,1.115843,1.0967005,1.0502988,0.6923908,1.1763617,1.1128314,0.7739068,0.9886279,1.11239,1.1043487,1.0962316,0.94740885,1.1293598,1.1879728,1.0743461,0.96345496,1.1909798,1.0473093,0.95052624,0.84572923,0.91900253,0.8376469,1.0643038,0.82885,1.1275381,1.2279298,1.1703465,0.8031124,0.7418587,0.64226323,0.94959384,1.1271464,0.8809867,1.1235253,1.1073397,1.1479241,0.89298844,1.2166268
muffin,0.9702087,0.7676031,0.769537,1.4311057,0.68608576,0.7115135,0.51035666,0.9671844,1.3909609,1.1706746,1.3970296,0.9581149,1.3634772,1.2941258,1.0188197,1.3355105,1.1394207,0.87258095,0.88313943,1.3134383,0.68656725,1.0606335,0.8862723,1.0008354,0.9855978,0.96677196,0.92797196,1.1084672,1.2593254,0.8270564,0.9228065,1.3026346,0.778467,1.1375759,0.6691173,1.3126209,0.744231,0.8773955,1.269693,0.8606266,0.9232821,1.0385576,0.7695604,0.8325293,1.2224443,1.2605134,1.294733,0.87736994,0.6138348,1.0174075,1.0557876,1.072111,0.95841295,0.6994645,1.0460173,0.9597171,0.89704645,0.6607423,1.0573041,1.0936304,0.8700236,1.0053015,0.79548144,1.2109665,0.64804506,1.1892016,0.801741,0.73817986,1.2733985,0.75884855,1.401833,0.95077556,1.1794695,0.9215735,1.045142,0.9993237,0.8420966,1.2223176,0.8977044,1.0329666,0.7895856,0.82609564,0.0,0.82431513,1.0284557,0.9809459,0.7688161,0.69195163,1.3543134,1.0344902,1.3693817,1.3486769,1.2835846,1.0667635,0.7462348,0.92115766,0.8849426,0.8502532,1.1231439,0.8830877,0.95482296,0.86533636,0.8031692,0.549669,0.7561201,0.97337896,0.78127646,0.8050963,1.2402321,0.8751724,0.94387156,1.0893476,1.3603392,0.6964677,1.333611,1.0317463,1.3089905,1.3945539,1.2769116,0.84370893,1.208389,0.9474862,0.93626034,0.82462823,0.8865357,1.0830665,1.0290998,0.71754426,1.0842716,1.2402098,1.3810604,0.7187148,0.9180157,0.8325321,1.2015626,1.0612321,0.819191,1.2040775,1.1699483,1.0764265,0.8361368,1.161683
nail,1.4530786,0.4907239,1.1208386,1.3130713,0.7250555,0.67067873,0.7966306,0.906216,1.5226734,1.2948873,1.4128816,0.45550442,1.3085556,1.2989242,1.4147146,1.4531975,1.2680745,0.3693238,1.0555143,1.3860428,0.9363456,0.70597804,0.6112607,1.1940458,0.7762518,0.9662443,0.6041037,1.3646798,1.3944445,1.0619291,1.0498216,1.4241652,0.9585225,1.0750694,0.85875905,1.34809,1.2246786,0.2701072,1.4289801,0.53780293,1.1716691,1.4147543,1.2285812,1.2854621,1.2166884,1.2137442,1.2348938,0.7216077,0.46258336,1.0242711,0.9314921,1.0253665,0.47980738,1.0019276,1.2270548,0.6291164,0.6801258,1.1878757,1.190483,1.3967004,0.27145052,1.2142231,0.7810435,1.0451332,0.56920767,1.101124,0.34640497,0.9984409,1.2829003,1.1529115,1.4068354,0.9751559,1.3643059,0.5952936,0.61971986,1.1686486,1.1834134,1.30107,1.2388694,0.75051165,0.9763602,0.80956686,0.82431513,0.0,1.1054602,0.4340614,0.43269753,0.59169555,1.2979054,1.3002344,1.3255684,1.3409638,1.4243516,1.1868045,0.81955844,0.34370708,0.41220558,0.70139265,1.2480267,0.57396364,1.4101058,0.8902981,1.0863426,0.28376985,0.8478272,1.1701981,0.6233008,0.44040442,1.3641359,1.0431902,1.1704992,1.3382565,1.322876,0.6304718,1.2980596,1.3128376,1.3302584,1.4092569,1.2000852,0.16900516,1.1035587,0.3093843,0.9291885,1.168871,1.0801543,1.2938333,0.76442546,0.3076154,1.2929744,1.1278627,1.4936062,0.5941031,0.37064242,0.6564135,1.3878247,1.1563683,0.9629559,1.4235169,1.3008447,0.7820877,0.14701927,1.2131693
napkin,1.1238972,1.0182136,0.98740727,1.1026151,0.946172,1.1035105,0.7803693,0.7502209,1.0711197,1.1565487,1.0539858,0.873041,0.6499445,1.0559163,1.1114881,0.8517166,0.8181311,0.90463096,0.8177451,0.7137412,0.9523283,0.8243994,0.6835445,1.170239,0.92096204,0.96273893,1.072041,1.2246876,0.8778176,1.0426928,0.92686963,1.1161748,0.93938005,0.9092854,0.93697286,0.94955057,1.2088579,0.91078043,1.0192466,0.7609196,1.0394882,1.1673479,1.1986325,0.934934,0.97737044,0.6838593,1.1662488,1.1485798,0.9481471,1.1135185,1.1536179,1.3383096,1.0111834,1.0580807,1.0889208,1.07508,0.78881705,1.0782932,1.1986152,1.1899879,1.0604856,0.55308396,0.94767135,1.2998497,1.0625672,1.113196,0.98332256,0.965197,0.8980855,1.0104634,1.1578287,0.8448182,0.9592833,0.78590333,0.9384213,1.1138377,0.74082553,0.87066627,0.6419726,0.8037967,1.091761,1.106913,1.0284557,1.1054602,0.0,1.0357679,1.0773602,1.036476,1.0490577,1.1380471,0.9762488,0.99284023,0.95951736,1.0961187,1.0248722,0.85940075,0.81331134,1.1221746,1.2437439,0.6540055,1.1889015,0.7959044,0.91849947,1.1271408,0.79522187,0.6242988,0.889041,1.1843598,1.0447774,1.2373425,0.8623667,0.9199707,1.1515033,0.8412201,0.9462429,0.89430577,1.1502246,0.8256106,1.1207795,0.9377535,0.97838885,1.0411538,0.7425169,0.9202858,0.8001659,1.144,0.74724984,0.9763891,0.672708,1.1066747,1.1389263,0.8707864,1.0147367,1.0032121,1.0481766,0.14346796,1.0060723,1.1672807,1.1758463,0.8281553,1.0934093,0.94396776
necklace,1.3089929,0.8146961,1.1700151,1.0401541,1.1229134,0.9709442,0.9216727,0.9939543,1.4080738,1.2920777,1.3630216,0.46875316,1.1811614,0.9905679,1.2810732,1.313438,1.1832082,0.8279851,1.2531536,1.2961078,1.2077806,0.66472304,0.8680446,1.1112586,0.5896629,1.1309237,0.38701844,1.2062263,1.1456176,1.0189255,1.0755394,1.3038206,1.0466939,0.9312938,1.1220963,1.2596769,1.2436306,0.5363737,1.3027418,0.920208,1.0099957,1.4292812,1.284732,1.1242895,1.0452739,1.1532118,1.0013559,0.4188735,0.92075247,0.99657375,0.7950232,0.9495384,0.22687864,0.8381816,1.1208097,0.34305364,0.5955968,1.1512591,1.0807385,1.3323793,0.2737944,1.0151676,0.9277443,0.7181492,0.8133049,0.71868837,0.5463865,1.0994169,1.1593666,1.2202654,1.1399716,0.67700505,1.2702594,0.8538909,0.4625849,1.1243788,1.1984807,1.2329451,1.135565,0.67091346,1.0856574,0.7124807,0.9809459,0.4340614,1.0357679,0.0,0.7779881,1.0224192,1.1887269,1.2968032,1.0929313,0.9667032,1.2537324,1.1792161,1.0980972,0.6397461,0.64978445,0.74283934,1.3105692,0.53395885,1.4613545,1.1182208,1.1918557,0.5682529,1.0126445,1.1114455,0.81816715,0.41898257,1.2718254,1.0521384,1.2819277,1.181511,1.0099921,0.9013516,0.89439195,1.1667728,1.2702565,1.3433473,1.1753266,0.4957112,1.1362184,0.8387145,0.73661005,1.2398154,0.988458,1.3001946,0.80982226,0.72479707,1.0600967,0.99069494,1.4542935,0.99071294,0.29007137,0.3725376,1.1315917,0.9298144,1.1735263,1.439399,1.2859781,0.79569757,0.36383176,1.1414797
