,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
bed,0.77542394,1.4114134,1.2165879,0.4573967,1.2753733,1.384449,1.4726727,1.2227068,0.36707675,0.59878045,0.0,1.3245223,0.6718117,0.56330377,0.78905076,0.13524497,0.8036221,1.4465659,1.2032778,0.6752703,1.249964,1.3693838,1.491987,0.9845634,1.269792,1.1344082,1.3530557,0.6365913,0.6053401,1.0824153,1.0873796,0.45443547,1.290695,1.1546328,1.3310472,0.29365444,1.0040184,1.5214908,0.29216993,1.4800689,1.0425574,0.77019155,0.8471825,0.8688154,0.7795919,0.85071695,0.5503546,1.1969302,1.4763925,1.0036162,0.99659795,0.7923051,1.3673227,1.3145599,0.8424316,1.3273683,1.5322803,1.2062747,0.97455436,0.788527,1.4340936,1.0565934,1.4189541,0.8309022,1.4156151,0.96725756,1.4157008,1.1991094,0.29037845,1.2222841,0.42720878,1.3307385,0.6648046,1.2993867,1.3321952,0.9119293,1.2527885,0.8595829,1.0402308,1.3998933,1.1265056,1.2475966,1.3970296,1.4128816,1.0539858,1.3630216,1.284008,1.4337704,0.6637783,0.7235977,0.40695977,0.54234844,0.52127016,0.86028457,1.2793093,1.4600346,1.4877602,1.2957036,0.6698432,1.2315224,0.74814355,1.2221545,1.1639355,1.4522096,1.1453936,1.0426443,1.3978992,1.3081648,0.6756075,0.9562286,1.1148742,0.9920094,0.4765339,1.3986135,0.673519,1.0753549,0.38557738,0.6569298,0.6799684,1.4791012,0.716776,1.3164167,1.2084205,1.1543665,1.3243384,0.9226647,1.3261933,1.4536486,0.9498254,0.57150996,0.2607941,1.4837704,1.3786802,1.4695503,0.98230684,0.9494357,1.2333417,0.51656306,0.7094122,1.2917752,1.4785771,0.79367197
belt,1.4556127,0.73698366,1.1790977,1.1752938,0.94876105,0.9757149,0.86154616,0.6594645,1.4822216,1.307778,1.3245223,0.0,0.9975129,1.2905898,1.4024577,1.287329,1.1550304,0.5599856,1.0884948,1.221657,1.0477071,0.59400797,0.5476512,1.1712928,0.4503258,0.733325,0.8089911,1.1685793,1.1291137,1.1063993,0.9728702,1.3101214,1.0559493,0.8198426,0.93096983,1.1335112,1.3252937,0.45001477,1.2820125,0.67080235,1.0982919,1.4756725,1.3109803,1.1957922,1.0040557,0.9391134,1.1834553,0.8562771,0.8674681,1.0432262,0.81114113,1.1281285,0.55776566,1.0335935,1.0930359,0.5769282,0.58328456,1.2508641,1.190206,1.5035193,0.38448894,0.881207,1.0545126,1.000723,0.78288144,1.1136043,0.39537847,1.0550451,1.054428,1.1776055,1.2512298,0.8027056,1.266372,0.54276615,0.51251423,1.2385652,1.1656656,1.301038,0.9834851,0.5592278,0.91249967,1.0595834,0.9581149,0.45550442,0.873041,0.46875316,0.77938807,0.9750914,0.98178416,1.3962446,1.1909786,1.1552911,1.4156706,1.242273,0.9503133,0.37788558,0.43237716,0.81721157,1.3808368,0.22899127,1.5206648,0.8834393,1.0226865,0.61117876,0.7731999,0.91233563,0.48972535,0.61452985,1.199032,1.1009496,1.3575809,1.366889,1.201594,0.57684815,1.018739,1.3875601,1.316369,1.1297498,1.2145237,0.34053314,1.0244783,0.48056525,0.84811544,1.258173,1.1146259,1.4109874,0.7376675,0.60471207,1.0312316,0.94884354,1.4840324,0.78689253,0.546425,0.7546357,1.3851682,0.8291705,1.1948819,1.5017273,1.2746086,0.5787455,0.24945211,0.96285236
bench,1.0970311,1.2468486,1.1031362,0.8220791,1.2296685,1.2735925,1.2363374,0.5829356,0.76648206,1.0646192,0.6718117,0.9975129,0.0,1.0304477,1.0255084,0.7276276,0.690225,1.1417298,0.9963485,0.25775927,1.1933768,0.89689165,0.9487953,1.0881801,0.8238152,0.8349772,1.182834,0.98512733,0.42899656,1.1015849,0.97827023,0.62530905,1.0616137,0.89585257,1.16344,0.36820245,1.2381504,1.126593,0.5227188,1.0368342,1.0577595,1.1219468,1.1669325,1.0696105,0.5940588,0.14890873,1.0252535,1.2549684,1.2991145,1.0403693,1.0565348,1.1663847,1.174777,1.2490482,1.0677044,1.1337069,1.0860031,1.2932246,1.090161,1.0442374,1.2432464,0.83351284,1.2500039,1.0554488,1.2708967,1.0613999,1.1682384,1.1390687,0.7649908,1.0959095,0.86781067,0.932665,0.5419128,0.8860954,0.93017435,1.1653353,1.0179495,0.75923824,0.8916166,0.879323,1.0916933,1.184444,1.3634772,1.3085556,0.6499445,1.1811614,1.2791773,1.233179,0.57854563,1.2287436,0.9169482,0.8351321,0.7847051,1.0622655,1.1515608,1.0301548,1.0176635,1.2671074,1.1094439,0.8744624,1.1898694,1.0264657,0.9991075,1.3618529,1.1082349,0.78850764,0.945887,1.2785193,0.621281,1.3202184,0.9879734,0.98718965,0.9346706,1.1072298,0.85448825,1.0142317,0.8999827,0.57425123,0.9968101,1.1597717,0.87474835,1.1548711,1.020645,1.0463871,1.0545624,1.1125607,0.8615893,1.2332714,0.77049065,0.8769174,0.7612609,1.1906269,1.2195672,1.2193155,1.0062186,0.7229091,1.1991206,1.0710075,0.74592435,0.8081545,1.2113402,0.6404434
bib,0.81537485,1.3012233,1.0930549,0.34501666,1.2782952,1.3015683,1.4072794,1.3952706,0.6144256,0.7429901,0.56330377,1.2905898,1.0304477,0.0,0.8919855,0.5432224,0.93689454,1.4315786,1.2429942,0.9504124,1.2280006,1.3708681,1.4630287,0.9236759,1.3185403,1.2666843,1.0504093,0.73904353,0.86884797,1.1048417,1.1221414,0.7565608,1.1204071,1.1587737,1.2921593,0.8229688,1.0161453,1.470752,0.7543219,1.4358352,0.88722104,0.83983624,0.9568058,0.728776,1.0515867,1.1185207,0.22699118,0.92333305,1.3421799,0.97052395,1.0259459,0.6394938,1.0029755,1.1349921,0.92053366,1.1184083,1.3710598,1.1589676,0.9431206,0.7503227,1.2391045,0.965098,1.2915659,0.63520515,1.2633262,0.61496013,1.3683096,1.1673075,0.7043899,1.1472273,0.4584601,1.2617458,0.90461737,1.3262434,1.2605565,0.90871465,1.1547996,0.8554796,0.9554566,1.3780007,1.2626437,0.9488418,1.2941258,1.2989242,1.0559163,0.9905679,1.2140347,1.3085936,0.9060645,0.83769906,0.31179428,0.3884815,0.60039186,0.92361486,1.268933,1.4785821,1.4642589,1.1922425,0.80078566,1.2682868,0.8215546,1.2999083,1.2689843,1.3161681,1.0969179,1.0884681,1.4608538,1.1783812,0.9109362,0.8337692,1.0671741,1.0044968,0.21887869,1.4040378,0.38875294,1.0128815,0.5910406,0.89086735,0.6949425,1.4368668,0.8688454,1.3989468,1.0574973,1.092623,1.2066483,0.8264443,1.3753123,1.3464897,0.95590293,0.59196293,0.5839943,1.4551551,1.0938219,1.0957077,0.8407986,0.91554,1.194896,0.7281983,0.89680207,1.410506,1.3796167,0.93748814
bird,0.40739888,1.2531899,0.9466194,0.855488,1.1595998,1.214189,1.0482744,1.2614845,0.7449522,0.68433857,0.78905076,1.4024577,1.0255084,0.8919855,0.0,0.7319745,0.8800549,1.3690228,1.2420397,1.0124673,1.0902151,1.2337972,1.3986846,0.6461718,1.2857268,1.0528435,1.2396219,0.630893,0.9252259,0.92864805,0.98268807,0.78010744,1.1542768,0.950206,1.1566622,0.9420431,0.690512,1.3301499,0.87931216,1.4569657,0.88650614,0.8522407,0.7148164,0.95131946,0.98599315,1.0686747,0.86319816,1.0945213,1.2998676,0.8513539,0.97217435,0.98334813,1.3303027,0.71106225,0.7068601,1.205083,1.2038486,0.6851373,0.5583035,0.7930433,1.3215537,0.9607173,1.0315359,0.9407157,1.2583883,0.91462386,1.330657,0.89663935,0.78910583,1.0517776,0.7020327,0.9645303,0.9327698,1.3296394,1.3139312,0.786208,0.9673486,0.9653003,0.94169396,1.2091899,0.99202025,1.0605575,1.0188197,1.4147146,1.1114881,1.2810732,1.2942568,1.3122705,0.9459622,0.6432642,0.8965134,0.84913945,0.6959859,0.9472941,1.1455837,1.3152335,1.2920306,1.1204743,0.7994906,1.3198676,0.7698332,1.1497493,1.1118861,1.2811849,1.2095101,1.0057756,1.2331009,1.2338507,0.92665046,0.72357804,1.1100459,0.8029262,0.81696093,1.1552367,0.8671285,0.92296374,0.83643997,0.95178586,0.8570976,1.3154824,0.89967906,1.3179332,1.067519,1.0842986,1.0502367,0.8428515,1.1626686,1.4044588,0.978511,1.0026151,0.8010273,1.327008,1.3407559,1.1186268,0.6967963,1.0674331,1.0338025,0.8389946,0.7173101,1.243994,1.3837287,1.0356497
blanket,0.7271413,1.4056246,1.1729033,0.4985122,1.284311,1.391305,1.386656,1.2366345,0.39019513,0.53008646,0.13524497,1.287329,0.7276276,0.5432224,0.7319745,0.0,0.8500992,1.4625518,1.1658764,0.74357283,1.2042755,1.3485558,1.463144,0.9836365,1.3063151,1.1682347,1.354422,0.5894819,0.6962392,1.0684699,1.0778666,0.56990343,1.241744,1.1448758,1.2839284,0.4300815,0.9961137,1.500686,0.46551466,1.481067,0.9994751,0.7621201,0.8756795,0.88525575,0.83953214,0.90656084,0.61674625,1.2011125,1.4916668,0.9180308,1.0426624,0.896981,1.3522072,1.2038932,0.84736097,1.3418475,1.469121,1.1508985,0.9831902,0.83496594,1.4368021,0.8873329,1.3576646,0.901019,1.397746,0.94092506,1.4294636,1.169193,0.23291898,1.1936014,0.35708833,1.2436545,0.8078018,1.3248682,1.3201888,0.89943576,1.143135,0.91696787,0.8986609,1.3414146,1.2207235,1.2136754,1.3355105,1.4531975,0.8517166,1.313438,1.3197851,1.4584374,0.72276354,0.72748303,0.3260038,0.4384002,0.5480037,0.8922129,1.2935724,1.4488382,1.4665922,1.2811551,0.64980614,1.0997903,0.7338085,1.2387363,1.1078193,1.4444273,1.1190066,1.0025519,1.3434625,1.3552172,0.7840562,0.958698,1.1168637,0.94390047,0.4855221,1.3241689,0.5506103,1.0263281,0.5402752,0.631719,0.71092093,1.4713132,0.6997021,1.3478054,1.1950881,1.116072,1.261211,0.9118946,1.3482236,1.4588175,0.9015632,0.6350008,0.41702974,1.4641665,1.3961341,1.4045892,0.8800615,0.71305233,1.2371775,0.5561382,0.7936734,1.3231617,1.4927071,0.8715615
book,0.6312045,1.1807058,1.1035475,0.96440595,1.0323424,1.071479,1.0710338,0.84504294,0.8565358,1.1205062,0.8036221,1.1550304,0.690225,0.93689454,0.8800549,0.8500992,0.0,1.114563,0.9398915,0.41586423,1.029248,1.0321382,1.0554663,0.8197875,1.1852154,0.86687064,1.2064332,1.1104981,0.8674977,1.0566444,0.99487424,0.9696529,1.1388056,0.9317731,1.0254501,0.9404176,1.029676,1.0424248,0.8275753,1.0603719,0.99615794,0.878453,0.9921378,0.94437367,0.94639117,0.6749032,1.0801543,1.1640981,1.2501752,1.1966666,1.1654453,1.0013562,1.194797,1.1048087,1.007762,1.1578498,1.0535073,0.8135212,0.96878123,0.91141057,1.2057191,0.9849286,0.8678965,1.0639778,1.0662111,0.9689044,1.1782429,0.86358595,1.0283563,0.97959983,1.0635332,0.9385371,0.8681183,1.0508304,1.1354537,1.0034287,1.0404338,0.8220432,1.0092062,1.0273241,1.1014435,1.0941349,1.1394207,1.2680745,0.8181311,1.1832082,1.1911837,1.1871473,0.9430282,0.8206414,0.9939447,1.0536671,0.275899,0.9027296,1.0387614,1.0320435,1.0103446,1.1228848,1.127632,1.1397399,0.86620027,1.0470389,0.7864603,1.286795,1.1035784,0.9233041,0.9760988,1.3310728,0.73340154,1.0707256,1.0123909,0.89617777,1.0611777,1.0835571,1.0456486,1.0188445,0.98356587,0.7609695,0.9237673,1.1192492,0.8409368,1.0996747,1.0811028,1.0178642,1.0575705,0.93543667,0.9619861,1.2030723,0.8164379,1.1513047,0.6742629,1.0750055,1.2406182,1.1064206,0.85313946,0.90043,0.78439105,0.8347274,0.9780592,1.0780112,1.2541155,0.93135357
bottle,1.435,0.5924696,1.1489707,1.4394052,0.59337384,0.7094201,0.79813284,0.6782767,1.4607366,1.3688055,1.4465659,0.5599856,1.1417298,1.4315786,1.3690228,1.4625518,1.114563,0.0,0.86271477,1.1746463,0.8626516,0.4813776,0.17892599,1.2644002,0.6770967,0.80777407,1.0225462,1.4521799,1.2635074,1.2414352,1.0512478,1.3206639,0.95575124,0.9009539,0.7699463,1.2956843,1.2758398,0.27490437,1.3472493,0.2233932,1.2014527,1.2982568,1.2646016,1.2619921,1.0480442,1.0548689,1.3555951,1.1458931,0.58474475,1.0492791,1.1332412,1.2061003,0.869511,1.1272794,1.2435522,0.896071,0.61176115,1.1357996,1.1917131,1.2307352,0.58657414,1.0808846,0.7133514,1.2781566,0.5997771,1.3332384,0.4339441,0.9746395,1.2596862,0.7799547,1.5305943,0.9638795,1.2167836,0.5416479,0.62162864,1.2235104,0.94517523,0.95255274,1.0825849,0.5652913,0.74999124,1.0642025,0.87258095,0.3693238,0.90463096,0.8279851,0.58435196,0.64397365,1.1609609,1.2791933,1.447947,1.4302038,1.4294237,1.1682718,0.74308455,0.31132972,0.38447,0.87261385,1.358776,0.6403755,1.3554933,0.57293755,0.9539814,0.61074716,0.8543601,0.8936517,0.54179996,0.83269435,1.1484548,1.1214478,1.0325888,1.1988091,1.4835429,0.5082113,1.3754845,1.158813,1.2707303,1.2249908,1.1711797,0.3260442,1.1471388,0.2449727,0.88334894,1.1013358,0.94317275,1.2583659,0.7152374,0.46024328,1.0570241,1.2154752,1.4233868,0.47240233,0.75017893,1.005873,1.2461535,0.98956245,0.8110613,1.3546512,1.3099974,0.47555912,0.36299914,1.0493282
bowl,1.2445145,0.94093704,0.62078667,1.3277864,0.81409496,0.9001275,0.89507926,0.79642177,0.87914765,1.2128137,1.2032778,1.0884948,0.9963485,1.2429942,1.2420397,1.1658764,0.9398915,0.86271477,0.0,0.8209184,0.7001587,1.0557246,0.77929133,1.2251831,1.1015029,1.0459906,1.1486022,1.2689924,1.1289563,0.8701738,0.8794505,1.2247343,0.535079,1.0609673,0.7479444,1.1928041,0.92175245,1.000206,1.1770933,0.48458892,1.0874295,0.44699234,1.1867943,1.1182566,1.1858131,0.9020843,1.3574445,1.1548488,0.61672086,1.2675626,1.2173591,1.2071838,1.2211761,1.1709508,1.1930078,1.2202107,0.9044833,1.0710951,1.2700887,0.84535563,1.1813538,1.0781705,0.78065294,1.3224385,1.0038996,1.2185588,1.0765724,1.0432192,1.3216152,0.55931973,1.3220203,0.9735593,1.0568061,0.8368267,1.1003329,1.0439326,0.6119549,0.95082206,1.041084,1.0634122,1.0805334,0.9289551,0.88313943,1.0555143,0.8177451,1.2531536,1.0269941,0.54525805,1.1107486,0.97953767,1.2699449,1.3810041,1.0716097,0.72315085,0.78113776,0.93529963,0.948115,1.0601792,0.9790348,1.1531515,0.7993976,0.7816498,0.28874433,1.0607547,0.9244441,0.9416928,0.9279252,1.1859106,1.1160549,1.2955785,0.2756304,0.73578405,1.389986,0.95017236,1.3977551,0.55292004,1.1319221,0.6598839,1.1523136,1.0342737,1.163387,0.8849911,1.0920542,0.31197107,0.5237728,0.7899203,0.88881254,0.9870574,1.0585924,1.321937,0.94873226,0.47866112,1.1947773,1.1449871,0.9670567,1.0001012,0.80316246,0.6867933,1.1438136,1.0375767,1.08187,1.122037
box,0.9052668,1.2697308,1.043554,0.8646425,1.1799618,1.1785908,1.2385068,0.7179308,0.59479856,1.0802753,0.6752703,1.221657,0.25775927,0.9504124,1.0124673,0.74357283,0.41586423,1.1746463,0.8209184,0.0,1.084353,1.0147405,1.0291251,1.0053571,1.0724456,1.0151641,1.2464173,1.0735078,0.6478025,1.0869246,0.9836117,0.69970214,1.0506511,0.9728105,1.1038722,0.6152073,1.0976183,1.2076061,0.6135955,1.0197408,1.0447181,0.7948799,1.1375916,1.0080632,0.6804037,0.23272264,1.0635432,1.2626901,1.2611175,1.2003609,1.1843452,1.0700341,1.2970384,1.2762146,1.0452442,1.2476895,1.1596948,1.1246743,1.0495698,0.90671945,1.3374146,0.9864752,1.1275997,1.0967087,1.2501591,1.0470958,1.3366874,1.1007638,0.9135787,0.9446574,0.96452606,1.0069122,0.60716224,1.0457252,1.0588647,1.0499437,1.0269629,0.6724995,1.0102718,1.0231003,1.1372051,1.1457506,1.3134383,1.3860428,0.7137412,1.2961078,1.3079065,1.1723588,0.6809345,0.95055026,0.9369082,0.9746541,0.52005434,0.90471417,1.1295328,1.1311294,1.099706,1.2593434,1.0269408,1.1635699,0.86630034,1.010034,0.80491984,1.4420446,1.1443022,0.75599515,1.0729599,1.3985155,0.5736361,1.28342,0.82075113,0.83861876,1.0068843,1.1996262,1.0203551,0.8795428,0.83334005,0.4474076,0.97843206,1.2761058,0.89655495,1.209916,1.1002369,0.84414816,0.99763405,0.95219094,0.8986887,1.2642624,0.76621795,1.0500255,0.6046916,1.1541955,1.3285499,1.2822349,0.8980286,0.841252,1.001864,0.69193,0.8087803,0.9730049,1.3746588,0.78076375
bread,1.0533321,0.8353039,0.8492485,1.2472737,0.7697022,0.8471724,0.67463416,0.9002573,1.2191725,1.06899,1.249964,1.0477071,1.1933768,1.2280006,1.0902151,1.2042755,1.029248,0.8626516,0.7001587,1.084353,0.0,1.0555041,0.90121883,1.043884,1.238753,1.0216494,1.1567743,1.2347382,1.343483,0.8411449,0.9698396,1.2689767,0.9408909,1.0483984,0.05381447,1.2993772,0.48776776,0.88586104,1.3321736,0.8762311,1.0862098,0.795349,0.99341714,1.156966,1.2390164,1.1364962,1.2815013,1.220316,0.5807916,1.0275393,1.2605314,1.0968109,1.1935744,1.0215493,1.1103451,1.2091733,0.9566158,0.9536264,1.0154899,1.2012143,1.038152,1.156661,0.91284436,1.2671875,0.7082239,1.2758881,0.97977996,0.8044938,1.2346631,0.8382242,1.3483602,1.0721489,1.1768732,0.9334517,1.140069,1.0946144,0.80696774,1.0901809,1.1038871,1.0367688,1.0483447,1.0350677,0.68656725,0.9363456,0.9523283,1.2077806,0.98451513,0.69044775,1.199006,1.0338781,1.2405998,1.3310094,1.1535548,0.7622105,0.17908084,0.8979848,0.84122866,1.0451227,1.082444,1.1177312,0.6564042,0.8130705,0.61172736,0.73637664,0.8803303,1.0100887,0.88722485,1.1484437,1.1356908,1.0472119,0.84671944,1.0483083,1.3385626,0.691664,1.3830302,0.9859084,1.2088869,1.1311731,1.1228101,0.9004407,1.0705292,0.85123104,1.1429613,0.58628136,0.9189275,0.9848385,0.9534522,0.75966,1.176482,1.2322032,1.0825984,0.77368927,1.1307516,1.1425867,1.2167335,1.1185087,0.8722563,0.9804005,1.1696186,1.0296801,1.0463085,1.161761
broom,1.3283556,0.74682295,1.1699549,1.2441825,0.93088806,0.9326799,0.8142519,0.6280664,1.3459716,1.329014,1.3693838,0.59400797,0.89689165,1.3708681,1.2337972,1.3485558,1.0321382,0.4813776,1.0557246,1.0147405,1.0555041,0.0,0.3814305,1.1890723,0.5273201,0.93818116,0.9020797,1.322362,1.009597,1.2136667,1.0043049,1.1284474,1.0515455,0.7453166,0.97112334,1.1736126,1.283344,0.36765242,1.1531177,0.6063369,1.1868851,1.388741,1.3645527,1.2768382,0.7356223,0.87422657,1.3213274,1.0927984,0.9242556,1.0354643,1.0593722,1.2768122,0.7693173,0.9941148,1.1255141,0.73017573,0.45558667,1.1618555,1.0765764,1.3495785,0.7447164,1.0479989,0.9071917,1.2271258,0.7281852,1.1983387,0.6923149,1.0781543,1.1298105,1.0408314,1.3430305,0.60414094,1.0413228,0.6477025,0.38103974,1.2677228,1.0046158,0.97857857,1.1209044,0.097993016,0.9624186,1.0851659,1.0606335,0.70597804,0.8243994,0.66472304,0.84774226,0.9543972,1.0126657,1.2776158,1.2857442,1.1985897,1.3346336,1.152607,0.9048307,0.38223642,0.42509174,0.8679277,1.3759013,0.59190035,1.4304458,0.74466103,1.0111588,0.7934947,1.0646108,0.94111043,0.68440455,0.8730304,0.9787866,1.189102,1.1993887,1.0279323,1.3438668,0.7169153,1.1455438,1.0332725,1.2322829,1.1010053,1.1438758,0.52119666,1.145303,0.63105613,0.7508155,1.1799439,0.82022905,1.2741385,0.5468392,0.7469985,0.97572166,1.1388369,1.438596,0.7799772,0.74605596,0.84772265,1.0246286,0.8117531,1.0081756,1.3856881,1.3000264,0.14703512,0.5967742,0.9178804
bucket,1.502318,0.75094223,1.0638949,1.4518098,0.7271756,0.8341153,0.851951,0.49700314,1.4224782,1.429117,1.491987,0.5476512,0.9487953,1.4630287,1.3986846,1.463144,1.0554663,0.17892599,0.77929133,1.0291251,0.90121883,0.3814305,0.0,1.2848997,0.44422174,0.7567489,1.0606166,1.4593161,1.0693977,1.228466,1.0113238,1.2304835,0.8543116,0.8140099,0.78773737,1.2330071,1.3590596,0.4195994,1.241878,0.19147551,1.1624714,1.3069293,1.3557761,1.2503269,0.9196485,0.8463359,1.3941445,1.1616213,0.68751687,1.0777422,1.0489826,1.298723,0.8876518,1.1610833,1.2244289,0.85777485,0.511157,1.2430693,1.2267635,1.2215323,0.7205445,0.98701185,0.8647804,1.3137093,0.6986395,1.3471413,0.49276674,1.0012423,1.292185,0.7170527,1.482939,0.8160746,1.104393,0.5185108,0.5303726,1.2854048,0.8603515,0.8498263,1.0360887,0.41919702,0.72024447,1.0954537,0.8862723,0.6112607,0.6835445,0.8680446,0.68919337,0.78011405,0.9871897,1.3289492,1.4385823,1.35556,1.4127638,1.1928108,0.7845841,0.40054268,0.43879253,1.0062671,1.407757,0.5286944,1.4307933,0.5321615,0.8949145,0.7580739,0.8772305,0.7475584,0.46929157,0.8860334,1.0357924,1.1902914,1.0250828,1.2112544,1.4883573,0.5094003,1.2649436,1.1002107,1.3100222,1.0932491,1.2221096,0.49294156,1.1758536,0.48524123,0.73841196,1.0335302,0.84814,1.336074,0.6456032,0.58020484,0.8922906,1.2154995,1.4688417,0.5159863,0.7991533,0.9739696,1.2702777,0.7852828,0.98094857,1.4061527,1.2801617,0.32311547,0.51343966,0.9420643
butterfly,0.47810477,1.101927,1.0060644,1.0132422,1.0935872,0.96568024,0.96522164,1.1707542,0.93268275,0.943108,0.9845634,1.1712928,1.0881801,0.9236759,0.6461718,0.9836365,0.8197875,1.2644002,1.2251831,1.0053571,1.043884,1.1890723,1.2848997,0.0,1.1194448,0.9627153,1.1010782,0.870126,1.0391629,0.83835185,0.86779857,0.9720816,1.1224239,0.97729814,1.0211041,1.0816134,0.7979959,1.1866117,0.98595774,1.2985516,0.9217808,0.95468473,0.7968137,0.96750253,1.0289811,1.0413381,0.9593891,1.043886,1.2183806,0.99815536,0.81924045,0.8898287,1.1669024,0.705532,0.9422575,1.0838985,1.2527585,0.5673104,0.47272766,0.9751117,1.1629765,1.0047895,0.9298241,0.9607636,1.026432,1.0013497,1.1928076,0.6382005,1.0301923,1.0756204,0.9580374,1.1230428,1.0696964,1.2553443,1.154763,0.9016324,1.0758158,0.99259925,0.9622074,1.1836599,1.0154418,0.9217728,1.0008354,1.1940458,1.170239,1.1112586,1.135882,1.1076396,0.97942746,0.79969084,1.0154722,1.0082521,0.7925209,0.98325366,1.0514021,1.2164431,1.2171296,0.9499216,1.0795269,1.2290118,0.8869886,1.2293811,1.0883088,1.1005561,1.1594425,1.0693612,1.0041102,1.0865556,0.94502383,0.7808478,1.1181091,0.9148388,0.9515296,1.1482093,1.0041065,1.1432011,1.0232257,1.0041519,0.9588805,1.1315134,0.93805164,1.1574525,1.0937781,1.1312798,1.2620223,0.83320427,1.1138009,1.0913258,1.0604097,1.1085151,0.9475367,1.1336977,1.1806242,0.9941561,0.88392395,1.1411465,0.8042307,0.9563202,0.91673815,1.201936,1.1853156,1.1102173
can,1.4216397,0.955276,0.9218436,1.207752,1.1704152,1.0729578,0.922034,0.64786136,1.3286729,1.3568116,1.269792,0.4503258,0.8238152,1.3185403,1.2857268,1.3063151,1.1852154,0.6770967,1.1015029,1.0724456,1.238753,0.5273201,0.44422174,1.1194448,0.0,0.8876445,0.8010974,1.187946,0.759072,1.0237846,1.0355338,0.9876038,1.0067499,0.8342297,1.1033252,0.95843494,1.3203194,0.679626,0.9870324,0.6666192,1.0801067,1.3964797,1.3193393,1.1337323,0.7558284,0.81613326,1.110795,0.892086,0.9921396,1.0898418,0.57309806,1.237495,0.69273424,0.97010714,1.0877764,0.4705382,0.7045309,1.2209355,1.0886886,1.2541695,0.66944456,0.9430365,1.1437507,1.0443637,0.9023386,1.1344051,0.6246606,1.1745209,1.0975316,0.97457945,1.1214213,0.7062095,0.99004865,0.7862735,0.3969313,1.2353928,1.0678205,1.0004199,1.0119121,0.5202855,0.75733006,1.053786,0.9855978,0.7762518,0.92096204,0.5896629,0.86373544,1.0504328,0.8246596,1.3713865,1.2516664,1.0109742,1.3646289,1.2846215,1.0599815,0.6961903,0.7405506,0.85999894,1.3632326,0.40114373,1.5220126,0.94542456,1.1000447,0.7389338,0.97970724,0.8725711,0.6258803,0.59846914,0.9647279,1.1927898,1.2643359,1.2420014,1.1291618,0.83839965,0.9215169,1.1764251,1.2029884,1.1478064,1.2992306,0.64506245,1.2198822,0.7978179,0.6467238,1.2411096,1.0375891,1.371777,0.7526675,0.7952004,0.87729764,0.9761047,1.388822,0.8809764,0.65812993,0.7261122,1.2626305,0.8199907,1.2656736,1.4485979,1.0800793,0.4363525,0.49226856,0.94744295
car,1.0313684,0.93659806,1.1092892,1.2599291,0.9039582,0.9072694,0.86652684,0.73493797,1.231223,1.1240891,1.1344082,0.733325,0.8349772,1.2666843,1.0528435,1.1682347,0.86687064,0.80777407,1.0459906,1.0151641,1.0216494,0.93818116,0.7567489,0.9627153,0.8876445,0.0,1.1948075,0.97014296,0.9703029,0.87221587,0.9484257,0.9886728,1.1288455,0.9227145,0.9471115,0.93507063,1.1385993,0.8522763,0.97399074,0.8891348,1.0759512,1.2165557,0.85156536,1.113621,0.95154977,0.7812162,1.176663,1.1590137,1.1094714,1.0100416,0.85250026,1.0135758,1.1471868,0.9666444,1.0175596,1.116497,0.87800634,0.9187659,1.155343,1.0109712,0.9352996,0.9254953,0.9028234,1.065775,0.90481025,1.232924,0.8314446,0.89502525,1.0395447,1.0375342,1.1385591,0.97325283,0.9879636,0.7689886,1.0664982,0.98093724,0.99716485,1.0682279,0.96610236,0.87661755,0.64478374,1.1784707,0.96677196,0.9662443,0.96273893,1.1309237,0.9756612,1.0366349,0.75386643,1.1430001,1.248622,1.203327,1.1271353,1.1042105,0.9607115,0.76887804,0.78289163,1.0120677,1.1967183,0.7564937,1.1225326,0.9080113,0.9655483,0.950731,0.92517304,0.9518176,0.5763753,1.0039495,0.90332115,0.920779,1.2032149,1.1937824,1.1818128,0.7851454,1.0802324,1.2706769,1.117166,0.9577059,0.98525935,0.83623147,0.8377398,0.7946145,1.1007724,1.2183479,1.1473079,1.1427361,0.9731423,0.9710341,0.96476346,1.0867552,1.1388069,0.8996077,1.1628952,1.0545594,1.1157565,1.0022333,0.9298146,1.2687705,0.7371267,0.8782413,0.82842755,0.7743542
